#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_nmi,TIDE_ft
2007,2,21,20,0,254,5.1,6.2,0.87,9.09,4.84,,1006.8,2.4,5.8,-3.7,,
2007,2,21,21,0,295,3.3,6.3,1.01,9.09,5.36,,1007.1,2.7,5.8,-3.2,,
2007,2,21,22,0,290,10.2,13.1,1.16,9.09,4.82,,1007.1,3.3,5.8,999.0,,
2007,2,21,23,0,301,11.4,13.2,1.72,4.0,4.52,,1007.9,3.3,5.6,999.0,,
2007,2,22,0,0,302,10.1,13.8,2.11,5.56,4.88,,1008.9,2.8,5.6,-6.5,,
2007,2,22,1,0,304,9.8,12.3,2.03,5.88,4.93,,1009.5,2.4,5.6,-6.4,,
2007,2,22,2,0,310,9.0,11.6,2.14,5.88,4.96,,1010.1,1.7,5.6,-8.4,,
2007,2,22,3,0,314,9.2,11.2,1.93,5.56,4.91,,1010.5,1.2,5.6,-8.0,,
2007,2,22,4,0,316,8.9,11.5,1.86,5.26,4.89,,1010.7,0.8,5.6,-8.2,,
2007,2,22,5,0,327,8.3,10.6,1.84,5.0,4.78,,1011.0,-0.1,5.6,-9.2,,
2007,2,22,6,0,332,7.7,9.5,1.5,4.76,4.54,,1011.0,-0.5,5.6,-9.5,,
2007,2,22,7,0,332,6.4,8.6,1.43,4.76,4.6,,1011.1,-0.9,5.6,-10.3,,
2007,2,22,8,0,334,4.6,6.4,1.48,5.26,4.66,,1011.1,-1.1,5.6,-9.8,,
2007,2,22,9,0,316,4.6,6.3,1.42,4.76,5.03,,1011.3,-1.1,5.6,-9.8,,
2007,2,22,10,0,295,3.4,5.1,1.27,10.0,4.82,,1011.3,-1.1,5.6,-9.5,,
2007,2,22,11,0,286,3.0,4.0,1.18,8.33,4.99,,1011.2,-1.1,5.6,-8.7,,
2007,2,22,12,0,309,3.1,4.5,1.12,8.33,5.29,,1011.1,-1.0,5.6,-8.3,,
2007,2,22,13,0,269,2.6,4.0,1.08,9.09,5.55,,1010.4,-0.6,5.6,-8.5,,
2007,2,22,14,0,227,1.7,2.6,1.04,10.0,5.95,,1010.4,0.0,5.6,-7.4,,
2007,2,22,15,0,223,3.4,4.7,0.87,7.69,5.89,,1009.9,0.8,5.6,-5.6,,
2007,2,22,16,0,266,3.3,4.5,0.85,10.0,6.18,,1009.1,1.2,5.6,-5.3,,
2007,2,22,17,0,260,1.7,3.1,0.74,9.09,5.73,,1008.0,1.6,5.8,-6.9,,
2007,2,22,18,0,88,0.7,1.3,0.65,10.0,5.89,,1006.0,1.7,5.9,-6.5,,
2007,2,22,19,0,155,1.7,2.9,0.72,10.0,6.44,,1005.1,2.0,5.9,-5.9,,
2007,2,22,20,0,146,2.2,3.1,0.68,10.0,6.22,,1004.7,2.0,5.9,-4.7,,
2007,2,22,21,0,165,4.1,5.4,0.73,10.0,6.68,,1004.1,2.4,5.8,-3.8,,
2007,2,22,22,0,160,4.6,6.8,0.76,9.09,7.14,,1003.4,2.8,5.6,-2.5,,
2007,2,22,23,0,135,4.3,5.8,0.78,9.09,6.6,,1003.2,3.2,5.6,-1.4,,
2007,2,23,0,0,125,4.9,6.2,0.8,8.33,5.68,,1002.6,3.5,5.8,-0.9,,
2007,2,23,1,0,129,5.5,6.6,0.85,9.09,5.6,,1001.8,3.6,5.6,-1.1,,
2007,2,23,2,0,122,5.3,6.5,0.86,8.33,4.72,,1001.4,3.8,5.6,-0.5,,
2007,2,23,3,0,121,4.0,4.9,0.86,9.09,4.68,,1000.7,3.8,5.6,-0.3,,
2007,2,23,4,0,105,2.4,3.1,0.92,10.0,4.61,,1000.1,3.8,5.6,-0.6,,
2007,2,23,5,0,52,4.1,5.1,0.88,10.0,4.38,,999.6,3.8,5.6,-0.1,,
2007,2,23,6,0,37,6.1,7.6,0.88,4.17,4.51,,999.4,3.6,5.6,-0.2,,
2007,2,23,7,0,29,6.8,8.3,0.87,10.0,4.51,,999.1,3.6,5.6,-0.7,,
2007,2,23,8,0,37,9.0,10.6,0.96,10.0,3.81,,998.3,3.2,5.6,0.0,,
2007,2,23,9,0,27,10.1,12.0,1.4,4.35,3.97,,998.6,2.8,5.6,0.0,,
2007,2,23,10,0,15,10.0,12.1,1.56,5.0,4.22,,999.3,2.0,5.6,-2.3,,
2007,2,23,11,0,17,10.8,12.7,1.72,5.0,4.39,,1000.0,0.8,5.6,-4.4,,
2007,2,23,12,0,18,11.8,14.0,1.82,5.26,4.54,,1001.0,-0.5,5.6,-5.8,,
2007,2,23,13,0,6,10.9,13.3,1.91,5.56,4.63,,1002.2,-1.6,5.6,-6.9,,
2007,2,23,14,0,360,10.7,12.7,2.14,5.88,4.94,,1002.5,-2.2,5.6,-7.5,,
2007,2,23,15,0,354,10.5,13.3,2.27,5.56,4.9,,1002.6,-2.8,5.6,-8.2,,
2007,2,23,16,0,339,9.9,13.2,2.04,6.25,4.99,,1002.5,-3.2,5.6,-8.9,,
2007,2,23,17,0,322,8.6,10.3,1.94,6.67,4.96,,1002.1,-3.0,5.6,-9.2,,
2007,2,23,18,0,309,8.7,10.3,1.88,6.67,4.94,,1001.3,-2.0,5.6,-9.3,,
2007,2,23,19,0,312,11.9,14.2,1.86,6.67,4.68,,1001.3,-1.8,5.6,-10.5,,
2007,2,23,20,0,310,11.6,13.8,2.08,5.26,4.63,,1001.3,-1.5,5.6,-9.1,,
2007,2,23,21,0,324,12.6,15.5,2.33,5.88,4.86,,1001.5,-1.4,5.6,-8.5,,
2007,2,23,22,0,316,12.6,15.1,2.08,5.26,4.69,,1002.0,-1.1,5.6,-9.4,,
2007,2,23,23,0,329,12.5,14.7,2.3,5.88,4.79,,1003.1,-2.1,5.6,-8.9,,
2007,2,24,0,0,329,12.0,14.3,2.22,5.88,4.88,,1004.1,-3.3,5.6,-9.3,,
2007,2,24,1,0,329,13.7,16.8,2.41,5.26,4.9,,1004.9,-4.7,5.6,-9.6,,
2007,2,24,2,0,330,13.7,16.4,2.79,6.25,5.22,,1005.5,-5.5,5.6,-9.9,,
2007,2,24,3,0,324,12.0,15.2,2.95,6.25,5.37,,1005.7,-5.9,5.6,-10.1,,
2007,2,24,5,0,321,11.7,15.8,2.5,6.67,5.17,,1005.0,-6.4,5.6,-11.0,,
2007,2,24,6,0,311,12.2,15.4,2.32,6.25,5.07,,1004.8,-6.1,5.6,-9.8,,
2007,2,24,7,0,310,12.2,15.4,2.58,6.25,5.1,,1004.5,-6.0,5.6,-9.7,,
2007,2,24,8,0,309,11.9,15.4,2.67,6.25,5.15,,1004.0,-5.8,5.6,-9.4,,
2007,2,24,9,0,311,12.4,15.3,2.54,5.88,5.14,,1003.8,-5.7,5.6,-8.8,,
2007,2,24,10,0,311,12.8,17.0,2.56,6.25,5.13,,1004.3,-6.4,5.6,-9.0,,
2007,2,24,11,0,309,12.0,14.8,2.51,6.67,5.1,,1004.8,-6.0,5.6,-8.8,,
2007,2,24,12,0,307,13.2,16.3,2.47,6.25,5.02,,1005.5,-5.9,5.6,-8.9,,
2007,2,24,13,0,313,13.5,17.0,2.48,5.88,4.94,,1006.4,-5.9,5.6,-8.4,,
2007,2,24,14,0,310,13.4,16.6,2.63,6.25,5.15,,1006.6,-5.6,5.6,-7.4,,
2007,2,24,15,0,313,13.6,16.4,2.79,6.67,5.21,,1006.9,-4.4,5.6,-7.2,,
2007,2,24,16,0,321,14.1,17.4,2.83,6.25,5.3,,1006.9,-3.0,5.6,-6.7,,
2007,2,24,17,0,316,13.4,16.5,2.83,6.67,5.33,,1007.2,-2.2,5.6,-6.7,,
2007,2,24,18,0,316,11.9,14.9,2.85,6.67,5.62,,1007.2,-1.2,5.6,-6.7,,
2007,2,24,19,0,318,11.8,15.4,2.86,7.14,5.64,,1007.0,-0.2,5.6,-5.7,,
2007,2,24,20,0,328,13.1,16.1,2.71,6.67,5.47,,1007.1,0.4,5.6,-6.0,,
2007,2,24,21,0,320,11.6,14.3,2.7,6.67,5.28,,1007.8,0.8,5.6,-5.9,,
2007,2,24,22,0,316,12.4,15.4,2.65,6.25,5.26,,1008.6,1.0,5.6,-5.7,,
2007,2,24,23,0,316,12.2,14.4,2.8,6.25,5.28,,1010.1,0.8,5.6,-5.2,,
2007,2,25,0,0,336,13.6,16.4,2.8,6.25,5.25,,1010.5,0.9,5.6,-5.1,,
2007,2,25,1,0,336,13.3,15.9,2.75,5.88,5.19,,1011.9,0.5,5.6,-4.7,,
2007,2,25,2,0,332,13.0,15.7,3.19,6.25,5.45,,1012.9,0.5,5.6,-4.1,,
2007,2,25,3,0,325,11.7,14.3,2.68,6.67,5.22,,1013.8,-0.1,5.6,-4.6,,
2007,2,25,4,0,320,11.1,13.2,2.49,5.88,5.22,,1014.1,-0.8,5.6,-4.9,,
2007,2,25,5,0,310,11.4,13.5,2.34,5.88,4.93,,1014.8,-0.9,5.6,-5.4,,
2007,2,25,6,0,311,10.7,12.8,2.17,6.25,4.9,,1015.0,-0.6,5.6,-4.6,,
2007,2,25,7,0,318,10.7,12.8,1.97,5.88,4.86,,1014.5,-0.4,5.6,-4.9,,
2007,2,25,8,0,318,11.6,14.3,2.02,5.88,4.82,,1014.2,-0.3,5.6,-4.7,,
2007,2,25,9,0,319,10.6,13.4,1.98,5.56,4.74,,1014.6,-0.6,5.6,-4.9,,
2007,2,25,10,0,318,10.7,12.2,2.06,5.56,4.74,,1015.1,-0.7,5.6,-5.4,,
2007,2,25,11,0,317,11.5,14.0,1.92,5.56,4.66,,1015.7,-0.7,5.6,-5.2,,
2007,2,25,12,0,321,10.7,13.1,1.95,5.88,4.57,,1016.1,-0.3,5.6,-5.3,,
2007,2,25,13,0,318,9.7,11.3,1.85,5.26,4.55,,1016.4,-0.3,5.6,-5.5,,
2007,2,25,14,0,315,8.6,10.6,1.68,5.26,4.4,,1016.5,-0.1,5.6,-5.5,,
2007,2,25,15,0,306,6.6,8.3,1.46,5.26,4.34,,1016.4,-0.2,5.6,-5.3,,
2007,2,25,16,0,295,7.7,9.2,1.26,4.35,4.26,,1015.9,-0.2,5.6,-5.0,,
2007,2,25,17,0,292,7.5,8.8,1.18,4.55,4.19,,1015.2,0.2,5.6,-5.0,,
2007,2,25,18,0,290,8.5,10.3,1.12,4.35,4.08,,1014.8,0.7,5.6,-4.3,,
2007,2,25,19,0,274,8.5,9.9,1.15,4.17,4.08,,1014.2,1.1,5.8,-4.6,,
2007,2,25,20,0,280,7.1,8.6,1.1,4.35,4.12,,1013.2,2.3,5.8,-4.5,,
2007,2,25,21,0,285,7.3,9.1,1.1,4.55,4.16,,1012.7,3.2,5.8,-5.2,,
2007,2,25,22,0,280,7.8,9.2,0.98,4.55,3.96,,1012.7,3.7,5.6,-4.3,,
2007,2,25,23,0,284,7.3,9.0,1.06,4.17,4.07,,1012.6,4.0,5.6,-4.7,,
2007,2,26,0,0,287,6.9,8.2,0.93,3.85,4.02,,1012.5,4.3,5.6,-2.4,,
2007,2,26,1,0,294,6.4,7.8,0.79,3.7,3.79,,1012.4,4.4,5.6,-3.7,,
2007,2,26,2,0,333,7.1,8.2,0.77,3.7,3.89,,1012.0,4.3,5.6,-5.1,,
2007,2,26,3,0,342,7.3,8.9,0.75,3.45,3.85,,1012.5,3.4,5.6,-4.0,,
2007,2,26,4,0,357,6.1,8.1,0.8,3.33,3.63,,1012.1,2.8,5.6,-5.0,,
2007,2,26,5,0,3,6.8,8.1,0.87,3.7,3.75,,1011.8,2.1,5.6,-4.9,,
2007,2,26,6,0,11,8.0,9.7,0.93,4.17,3.85,,1011.5,1.5,5.6,-4.1,,
2007,2,26,7,0,28,7.0,8.7,0.89,4.0,3.88,,1011.2,1.1,5.6,-4.3,,
2007,2,26,8,0,41,6.3,7.7,1.02,4.0,3.91,,1011.0,0.9,5.6,-4.4,,
2007,2,26,9,0,48,6.1,7.8,1.02,4.76,4.11,,1010.3,0.9,5.6,-4.7,,
2007,2,26,10,0,43,7.2,8.4,0.95,4.55,3.91,,1010.0,0.7,5.6,-4.4,,
2007,2,26,11,0,57,6.8,8.6,0.96,4.76,3.97,,1010.1,0.8,5.6,-4.0,,
2007,2,26,12,0,52,7.2,8.9,1.04,4.55,4.05,,1010.0,0.4,5.6,-4.8,,
2007,2,26,13,0,47,7.5,9.5,1.11,5.0,4.02,,1010.2,0.1,5.6,-5.3,,
2007,2,26,14,0,40,6.9,8.4,1.06,4.76,3.99,,1010.2,-0.1,5.6,-5.8,,
2007,2,26,15,0,22,7.7,9.3,1.06,5.0,4.14,,1009.6,-0.4,5.6,-5.6,,
2007,2,26,16,0,24,7.5,10.6,1.16,5.26,4.16,,1009.5,-0.7,5.6,-6.3,,
2007,2,26,17,0,25,6.5,8.5,1.09,4.35,4.17,,1009.1,-1.2,5.6,-5.6,,
2007,2,26,18,0,16,5.8,7.1,1.02,5.26,4.15,,1008.8,-1.3,5.6,-5.7,,
2007,2,26,19,0,356,5.3,6.5,0.91,4.0,4.07,,1008.5,-1.1,5.6,-5.8,,
2007,2,26,20,0,356,5.5,6.8,0.87,4.0,4.09,,1008.4,-0.7,5.6,-5.7,,
2007,2,26,21,0,16,5.3,6.6,0.82,5.0,3.98,,1008.6,-0.7,5.6,-6.1,,
2007,2,26,22,0,13,3.7,5.1,0.75,4.76,3.97,,1008.8,-0.4,5.6,-5.9,,
2007,2,26,23,0,6,5.1,6.7,0.7,4.0,3.96,,1009.3,0.0,5.6,-6.3,,
2007,2,27,0,0,2,3.6,4.8,0.66,4.17,3.87,,1009.7,0.4,5.6,-5.6,,
2007,2,27,1,0,2,3.6,4.4,0.65,4.35,4.08,,1010.3,0.5,5.6,-7.5,,
2007,2,27,2,0,19,4.5,6.1,0.59,4.17,4.0,,1010.2,0.5,5.6,-6.3,,
2007,2,27,3,0,35,3.1,4.5,0.56,7.69,4.22,,1010.5,0.7,5.6,999.0,,
2007,2,27,4,0,35,2.5,3.8,0.57,3.57,4.02,,1010.8,0.9,5.6,-6.6,,
2007,2,27,5,0,42,3.0,4.6,0.51,7.69,4.28,,1010.7,1.1,5.6,-6.0,,
2007,2,27,6,0,53,3.1,4.0,0.53,12.5,4.33,,1011.2,1.2,5.6,-5.6,,
2007,2,27,7,0,23,2.2,2.8,0.56,11.11,4.8,,1011.2,1.3,5.6,-5.3,,
2007,2,27,8,0,40,3.1,3.9,0.64,11.11,5.15,,1011.1,1.4,5.6,-4.4,,
2007,2,27,9,0,337,2.8,4.1,0.76,11.11,5.9,,1011.0,1.3,5.6,-4.6,,
2007,2,27,10,0,12,1.8,2.9,0.77,11.11,6.12,,1011.0,1.6,5.6,-4.7,,
2007,2,27,11,0,360,2.4,4.0,1.03,11.11,7.06,,1011.0,1.6,5.6,-4.8,,
2007,2,27,12,0,13,4.1,5.1,1.2,11.11,7.49,,1011.4,1.6,5.6,-3.5,,
2007,2,27,13,0,2,3.7,5.0,1.14,10.0,7.03,,1011.9,1.7,5.6,-3.9,,
2007,2,27,14,0,357,4.4,5.3,1.09,11.11,6.48,,1012.2,1.6,5.6,-3.3,,
2007,2,27,15,0,5,4.4,6.4,1.16,10.0,6.48,,1012.4,1.9,5.6,-2.5,,
2007,2,27,16,0,15,4.9,6.4,1.38,10.0,6.61,,1012.5,1.7,5.6,-1.9,,
2007,2,27,17,0,7,6.3,7.7,1.4,10.0,6.2,,1012.3,0.8,5.6,-0.5,,
2007,2,27,18,0,26,5.7,7.6,1.29,11.11,5.84,,1012.0,1.7,5.6,-0.9,,
2007,2,27,19,0,10,5.6,6.9,1.52,10.0,6.2,,1011.9,1.7,5.6,-1.7,,
2007,2,27,20,0,22,4.9,6.3,1.33,10.0,5.92,,1011.9,1.9,5.6,-2.3,,
2007,2,27,21,0,34,4.0,5.6,1.3,11.11,6.31,,1012.0,1.9,5.6,-2.7,,
2007,2,27,22,0,37,2.7,3.8,1.28,10.0,6.08,,1012.8,2.0,5.6,-3.1,,
2007,2,27,23,0,25,1.9,2.9,1.29,11.11,6.46,,1013.4,2.0,5.6,-3.5,,
2007,2,28,0,0,335,0.6,1.3,1.25,10.0,6.4,,1013.5,2.0,5.6,-4.0,,
2007,2,28,1,0,0,0.0,0.3,1.16,10.0,6.46,,1013.6,2.0,5.6,-4.1,,
2007,2,28,2,0,281,0.9,1.5,1.22,10.0,6.89,,1014.0,2.0,5.6,-3.9,,
2007,2,28,3,0,332,1.2,2.0,1.29,10.0,7.07,,1014.1,2.1,5.6,-4.2,,
2007,2,28,4,0,293,1.1,2.3,1.37,9.09,7.59,,1013.9,2.3,5.6,-4.7,,
2007,2,28,5,0,265,2.4,3.3,1.27,9.09,7.15,,1013.8,2.4,5.6,-3.4,,
2007,2,28,6,0,264,2.9,3.9,1.1,9.09,7.12,,1013.8,2.7,5.6,-2.6,,
2007,2,28,7,0,256,2.8,3.7,1.21,10.0,7.34,,1013.9,2.9,5.6,-2.2,,
2007,2,28,8,0,259,2.6,3.8,1.15,9.09,7.02,,1013.6,3.2,5.6,-2.3,,
2007,2,28,9,0,244,2.7,3.8,1.08,9.09,7.0,,1013.5,3.2,5.6,-2.8,,
2007,2,28,10,0,237,2.0,3.5,1.03,10.0,7.03,,1013.7,3.3,5.6,-2.1,,
2007,2,28,11,0,215,2.5,3.7,0.98,10.0,6.9,,1014.2,3.5,5.6,-1.8,,
2007,2,28,12,0,212,3.3,4.1,0.85,10.0,6.51,,1014.4,3.6,5.6,-1.5,,
2007,2,28,13,0,209,4.5,5.5,0.91,10.0,7.01,,1014.9,3.8,5.6,-1.1,,
2007,2,28,14,0,241,4.9,5.9,0.91,10.0,6.41,,1015.0,3.8,5.6,-0.3,,
2007,2,28,15,0,238,3.9,4.9,0.95,9.09,6.09,,1015.0,3.6,5.6,-0.3,,
2007,2,28,16,0,242,4.0,5.0,1.17,9.09,6.73,,1015.1,3.5,5.6,-0.5,,
2007,2,28,17,0,260,4.2,5.2,1.02,9.09,6.43,,1015.0,3.4,5.8,-1.4,,
2007,2,28,18,0,281,3.7,4.6,1.05,9.09,6.77,,1015.0,3.3,5.9,-1.2,,
2007,2,28,19,0,258,2.5,3.5,1.0,9.09,6.38,,1014.9,3.5,5.9,-2.6,,
2007,2,28,20,0,242,2.7,3.3,0.95,9.09,6.39,,1014.9,3.9,5.8,-3.2,,
2007,2,28,21,0,239,3.5,4.1,0.84,9.09,6.01,,1014.9,4.0,5.5,-4.8,,
2007,2,28,22,0,225,4.7,5.6,0.8,9.09,5.78,,1014.9,4.0,5.5,-4.1,,
2007,2,28,23,0,221,5.4,6.6,0.75,9.09,5.71,,1015.1,3.9,5.5,-3.6,,
2007,3,1,0,0,220,4.9,5.7,0.7,10.0,5.52,,1015.1,4.1,5.5,-3.0,,
2007,3,1,1,0,229,5.6,6.8,0.73,9.09,5.64,,1015.7,4.4,5.6,-2.5,,
2007,3,1,2,0,234,5.8,6.7,0.7,9.09,4.73,,1015.9,4.4,5.5,-0.7,,
2007,3,1,3,0,272,6.1,7.4,0.77,9.09,5.08,,1016.5,4.7,5.5,-2.4,,
2007,3,1,4,0,348,8.8,10.2,0.78,8.33,4.2,,1016.6,3.1,5.5,-5.0,,
2007,3,1,5,0,349,9.9,11.3,1.08,3.45,3.87,,1016.6,2.1,5.2,-7.4,,
2007,3,1,6,0,342,8.8,10.4,1.34,4.35,4.07,,1017.4,1.3,5.2,-7.6,,
2007,3,1,7,0,345,8.0,9.7,1.36,4.55,4.29,,1017.4,0.5,5.2,-9.4,,
2007,3,1,8,0,337,7.4,9.3,1.33,4.55,4.29,,1017.9,0.0,5.2,999.0,,
2007,3,1,9,0,343,6.6,9.8,1.29,4.76,4.23,,1018.6,-0.6,5.2,-7.2,,
2007,3,1,10,0,348,6.6,8.4,1.2,5.0,4.3,,1018.9,-1.1,5.2,-7.7,,
2007,3,1,11,0,348,5.2,7.3,1.14,4.76,4.38,,1019.7,-1.5,5.2,-7.9,,
2007,3,1,12,0,354,5.1,6.3,1.17,4.55,4.29,,1020.4,-1.5,5.2,-7.9,,
2007,3,1,13,0,341,4.1,5.4,1.03,4.76,4.27,,1020.7,-1.4,5.2,-8.3,,
2007,3,1,14,0,353,4.4,6.0,1.02,4.76,4.35,,1021.0,-1.5,5.2,-9.2,,
2007,3,1,15,0,340,4.6,6.3,1.01,4.55,4.3,,1020.6,-1.7,5.2,-10.1,,
2007,3,1,16,0,349,3.6,5.1,0.91,4.35,4.17,,1020.5,-1.5,5.2,-11.5,,
2007,3,1,17,0,331,2.2,3.7,0.87,4.17,4.37,,1020.0,-1.4,5.2,-12.2,,
2007,3,1,18,0,290,1.6,3.1,0.81,4.35,4.43,,1019.8,-1.2,5.5,-12.1,,
2007,3,1,19,0,273,2.3,3.5,0.79,4.76,4.5,,1020.1,-0.7,5.5,-10.7,,
2007,3,1,20,0,247,2.9,4.4,0.77,4.55,4.65,,1020.4,-0.1,5.5,-10.1,,
2007,3,1,21,0,242,4.0,5.0,0.68,4.55,4.7,,1020.4,0.2,5.5,-9.3,,
2007,3,1,22,0,226,3.2,4.4,0.63,4.55,4.76,,1020.4,0.0,5.2,-8.4,,
2007,3,1,23,0,211,4.4,5.7,0.58,7.69,5.09,,1021.1,0.4,5.2,-7.7,,
2007,3,2,0,0,198,3.7,4.7,0.52,5.88,5.01,,1021.1,0.8,5.2,-7.0,,
2007,3,2,1,0,182,3.5,4.2,0.48,6.25,5.32,,1020.6,1.2,5.1,-5.6,,
2007,3,2,2,0,180,4.0,4.9,0.46,8.33,5.37,,1021.1,1.6,5.2,-6.0,,
2007,3,2,3,0,159,3.7,4.6,0.46,5.0,5.49,,1020.5,1.7,5.2,-6.5,,
2007,3,2,4,0,155,3.0,3.8,0.44,11.11,5.76,,1020.5,2.1,5.1,-7.9,,
2007,3,2,5,0,131,3.9,5.0,0.41,8.33,5.74,,1019.7,2.4,5.2,-6.2,,
2007,3,2,6,0,121,4.4,5.6,0.42,7.69,5.58,,1020.1,2.7,5.2,-5.3,,
2007,3,2,7,0,111,5.4,6.8,0.44,7.69,5.6,,1019.7,2.5,5.2,-4.2,,
2007,3,2,8,0,95,6.7,8.2,0.5,8.33,4.2,,1019.3,2.4,5.2,-4.0,,
2007,3,2,9,0,109,7.4,8.6,0.64,2.86,3.5,,1019.9,2.4,5.2,-4.5,,
2007,3,2,10,0,99,9.9,11.6,0.81,3.45,3.57,,1018.5,2.4,5.2,-3.2,,
2007,3,2,11,0,99,10.5,13.4,1.14,4.0,3.81,,1018.7,1.1,5.2,-3.6,,
2007,3,2,12,0,83,12.7,15.1,1.48,4.35,4.04,,1016.8,1.3,5.2,-2.8,,
2007,3,2,13,0,82,13.4,15.8,1.88,5.0,4.32,,1016.5,1.3,5.2,-3.0,,
2007,3,2,14,0,83,15.2,18.7,2.28,5.56,4.75,,1014.9,0.9,5.2,999.0,,
2007,3,2,15,0,95,16.2,19.6,2.98,6.67,5.27,,1013.5,1.4,5.3,-0.3,,
2007,3,2,16,0,93,17.6,22.1,3.25,7.14,5.54,,1011.8,1.5,5.2,-0.5,,
2007,3,2,17,0,95,18.1,22.4,4.23,7.69,6.41,,1009.0,1.7,5.3,0.0,,
2007,3,2,18,0,93,17.9,21.2,5.07,8.33,6.93,,1006.5,1.6,5.5,0.6,,
2007,3,2,19,0,93,18.0,22.5,5.49,9.09,7.09,,1004.0,1.9,5.5,1.4,,
2007,3,2,20,0,94,19.0,23.6,5.98,10.0,7.52,,1000.8,2.5,5.5,2.2,,
2007,3,2,21,0,106,18.9,24.1,6.04,10.0,7.55,,998.5,3.6,5.5,3.1,,
2007,3,2,22,0,115,18.3,24.1,6.85,10.0,7.98,,996.4,4.5,5.5,3.9,,
2007,3,2,23,0,113,16.2,20.8,6.54,10.0,7.97,,995.4,5.6,5.5,4.9,,
2007,3,3,0,0,115,13.1,16.2,5.95,10.0,7.64,,993.7,6.3,5.5,6.0,,
2007,3,3,1,0,178,9.4,12.1,5.94,11.11,7.9,,993.9,7.5,5.5,7.3,,
2007,3,3,2,0,228,13.6,17.6,5.14,11.11,7.56,,995.1,6.5,5.5,5.9,,
2007,3,3,3,0,252,14.1,18.6,5.24,11.11,7.56,,997.4,3.7,5.5,3.0,,
2007,3,3,4,0,261,14.2,18.0,5.25,11.11,7.33,,1000.2,2.5,5.5,1.6,,
2007,3,3,5,0,276,10.5,13.6,4.52,11.11,7.09,,1002.7,2.2,5.5,0.6,,
2007,3,3,6,0,283,8.1,10.5,4.26,10.0,6.87,,1004.1,2.8,5.5,0.2,,
2007,3,3,7,0,276,5.2,6.9,4.14,9.09,7.13,,1004.0,2.8,5.2,-0.3,,
2007,3,3,8,0,284,2.9,4.2,3.78,9.09,7.24,,1004.0,2.5,5.2,-0.5,,
2007,3,3,9,0,248,1.8,2.9,3.83,10.0,7.95,,1004.0,2.7,5.2,-0.4,,
2007,3,3,10,0,217,3.9,4.7,3.59,10.0,8.05,,1004.8,3.2,5.2,0.4,,
2007,3,3,11,0,190,4.2,5.5,3.29,10.0,8.18,,1005.4,3.9,5.2,1.5,,
2007,3,3,12,0,196,4.9,5.9,3.07,9.09,7.93,,1005.6,4.4,5.2,1.9,,
2007,3,3,13,0,186,6.1,7.5,2.9,12.5,8.09,,1005.7,5.1,5.2,2.3,,
2007,3,3,14,0,180,6.3,8.0,3.02,10.0,8.07,,1005.7,5.2,5.2,3.1,,
2007,3,3,15,0,178,6.3,8.2,2.88,12.5,8.17,,1004.9,5.6,5.2,3.6,,
2007,3,3,16,0,173,6.7,8.0,3.17,12.5,8.32,,1004.2,6.0,5.2,3.6,,
2007,3,3,17,0,174,7.6,9.9,3.25,12.5,8.29,,1003.5,6.0,5.2,3.9,,
2007,3,3,18,0,176,7.0,8.6,3.38,9.09,7.63,,1002.4,6.4,5.2,3.6,,
2007,3,3,19,0,150,3.3,4.3,3.51,11.11,8.36,,1001.0,6.4,5.4,3.3,,
2007,3,3,20,0,149,6.9,8.7,3.62,12.5,8.66,,999.5,6.3,5.5,3.9,,
2007,3,3,21,0,139,6.0,7.7,2.81,10.0,7.39,,998.2,999.0,5.3,999.0,,
2007,3,3,22,0,166,10.5,12.5,2.69,12.5,6.86,,997.2,7.2,5.2,3.3,,
2007,3,3,23,0,180,10.7,12.8,2.83,9.09,6.27,,996.8,7.1,5.2,4.4,,
2007,3,4,0,0,252,5.4,6.8,2.51,12.5,6.06,,997.9,6.4,5.2,4.8,,
2007,3,4,1,0,297,12.0,14.7,2.64,11.11,5.83,,998.5,4.7,5.2,1.8,,
2007,3,4,2,0,292,8.8,11.1,2.31,11.11,5.77,,998.7,4.7,5.2,1.2,,
2007,3,4,3,0,263,2.3,3.6,2.06,11.11,5.67,,998.5,4.3,5.2,1.3,,
2007,3,4,4,0,229,4.3,5.3,1.81,11.11,5.76,,997.9,4.7,5.2,2.0,,
2007,3,4,5,0,242,5.9,7.6,1.89,10.0,6.23,,997.6,5.1,5.2,2.0,,
2007,3,4,6,0,246,7.2,8.8,2.18,10.0,6.75,,997.7,5.2,5.2,1.7,,
2007,3,4,7,0,247,7.4,8.8,2.03,10.0,6.1,,997.1,4.8,5.2,1.9,,
2007,3,4,8,0,288,10.7,12.7,2.05,10.0,5.86,,997.2,4.1,5.2,0.8,,
2007,3,4,9,0,285,9.3,11.1,2.28,8.33,5.48,,998.0,1.6,5.2,0.6,,
2007,3,4,10,0,270,9.4,11.7,2.05,9.09,5.76,,997.8,3.6,5.2,0.5,,
2007,3,4,11,0,281,9.8,12.2,1.94,10.0,5.19,,998.0,3.2,5.2,-1.3,,
2007,3,4,12,0,290,9.8,11.6,1.85,10.0,5.19,,998.6,2.8,5.2,-1.7,,
