YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1993,1,1,0,,249,9.8,12.6,2.1,9.1,5.6,,1004.1,6.8,6.0,999.0,,
1993,1,1,1,,252,8.8,10.7,2.2,10.0,5.6,,1004.2,6.7,6.0,999.0,,
1993,1,1,2,,251,9.6,11.2,2.0,10.0,5.5,,1004.2,7.4,6.0,999.0,,
1993,1,1,3,,261,8.5,10.1,1.9,9.1,4.9,,1004.7,7.9,6.2,999.0,,
1993,1,1,4,,270,7.5,8.9,1.8,10.0,5.0,,1004.8,7.5,6.1,999.0,,
1993,1,1,5,,283,7.1,8.8,1.9,10.0,5.1,,1005.0,7.3,6.0,999.0,,
1993,1,1,6,,320,5.4,6.7,1.7,9.1,5.0,,1005.5,6.7,6.0,999.0,,
1993,1,1,7,,325,6.4,8.9,1.7,10.0,5.3,,1005.8,6.3,6.0,999.0,,
1993,1,1,8,,320,6.1,7.7,1.7,9.1,5.2,,1006.1,6.3,6.0,999.0,,
1993,1,1,9,,324,5.9,7.1,1.7,9.1,5.3,,1006.3,6.0,6.0,999.0,,
1993,1,1,10,,353,6.1,7.1,1.7,9.1,5.6,,1006.3,6.0,6.0,999.0,,
1993,1,1,11,,24,4.9,6.0,1.6,9.1,5.1,,1006.3,5.2,6.0,999.0,,
1993,1,1,12,,17,4.0,4.8,1.6,9.1,5.4,,1006.4,4.7,6.0,999.0,,
1993,1,1,13,,336,1.8,2.7,1.7,8.3,5.6,,1007.3,4.7,6.0,999.0,,
1993,1,1,14,,270,2.4,3.7,1.7,9.1,5.5,,1008.4,4.7,6.2,999.0,,
1993,1,1,15,,294,11.3,14.4,1.8,10.0,5.4,,1008.1,5.2,6.2,999.0,,
1993,1,1,16,,330,11.8,14.6,2.2,4.8,4.7,,1008.3,3.3,6.0,999.0,,
1993,1,1,17,,316,12.1,15.1,2.5,6.7,5.1,,1008.7,2.5,6.0,999.0,,
1993,1,1,18,,313,14.8,19.7,3.1,7.1,5.4,,1008.8,2.3,6.0,999.0,,
1993,1,1,19,,312,14.6,17.9,3.4,7.7,5.6,,1010.2,1.9,6.0,999.0,,
1993,1,1,20,,318,15.5,18.8,3.4,7.7,5.7,,1011.7,0.2,6.0,999.0,,
1993,1,1,21,,310,13.9,17.8,3.3,7.1,5.6,,1012.9,-0.1,6.0,999.0,,
1993,1,1,22,,305,12.2,16.2,3.5,7.7,5.9,,1014.2,-0.3,6.0,999.0,,
1993,1,1,23,,310,13.0,15.7,3.7,8.3,6.1,,1015.8,-0.6,6.3,999.0,,
1993,1,2,0,,314,11.7,15.1,3.2,7.7,5.8,,1017.2,-1.0,6.3,999.0,,
1993,1,2,1,,320,12.2,15.7,3.3,8.3,5.7,,1017.8,-1.4,6.3,999.0,,
1993,1,2,2,,328,11.7,14.8,3.1,7.7,5.7,,1018.5,-2.1,6.3,999.0,,
1993,1,2,3,,318,11.7,15.0,2.9,7.1,5.6,,1018.8,-2.6,6.3,999.0,,
1993,1,2,4,,312,11.3,14.5,3.0,7.7,5.6,,1019.8,-3.1,6.3,999.0,,
1993,1,2,5,,322,11.1,14.4,2.8,7.7,5.5,,1020.3,-3.6,6.2,999.0,,
1993,1,2,6,,315,8.9,11.7,3.1,7.7,5.9,,1020.9,-3.8,6.0,999.0,,
1993,1,2,7,,309,8.0,10.8,2.9,7.7,6.1,,1021.8,-3.8,6.0,999.0,,
1993,1,2,8,,308,9.0,12.7,2.5,7.1,5.6,,1021.1,-3.5,5.9,999.0,,
1993,1,2,9,,304,7.8,10.4,2.3,7.1,5.7,,1021.1,-3.8,5.8,999.0,,
1993,1,2,10,,287,10.2,12.5,2.1,7.1,5.3,,1021.9,-3.4,5.8,999.0,,
1993,1,2,11,,297,11.2,13.9,2.6,6.7,5.3,,1022.1,-3.3,5.8,999.0,,
1993,1,2,12,,299,12.6,16.4,2.6,6.2,5.1,,1022.4,-3.1,5.8,999.0,,
