#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_deg,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_nmi,TIDE_ft
2010,1,2,14,50,11,12.7,15.2,3.15,7.14,5.73,,9999.0,-0.2,7.4,999.0,,
2010,1,2,15,50,11,12.7,15.2,3.04,6.67,5.66,,9999.0,-0.5,7.4,999.0,,
2010,1,2,16,50,4,12.7,15.4,3.31,7.14,5.93,,9999.0,-0.9,7.4,999.0,,
2010,1,2,17,50,4,12.2,14.8,3.41,7.14,5.96,,9999.0,-0.8,7.4,999.0,,
2010,1,2,18,50,360,13.2,17.1,3.5,9.09,6.14,,9999.0,-1.0,7.4,999.0,,
2010,1,2,19,50,352,13.5,17.1,3.54,9.09,6.17,,9999.0,-1.3,7.4,999.0,,
2010,1,2,20,50,350,13.8,16.7,3.54,8.33,6.1,,9999.0,-1.3,7.4,999.0,,
2010,1,2,21,50,343,14.2,17.6,3.6,9.09,5.91,,9999.0,-1.4,7.4,999.0,,
2010,1,2,22,50,336,15.1,18.3,3.64,9.09,6.01,,9999.0,-1.5,7.4,999.0,,
2010,1,2,23,50,334,15.3,19.0,4.03,6.67,6.22,,9999.0,-1.2,7.4,999.0,,
2010,1,3,0,50,326,15.7,19.7,3.82,7.14,6.07,,9999.0,-1.2,7.4,999.0,,
2010,1,3,1,50,321,15.9,18.9,4.21,7.69,6.29,,9999.0,-1.0,7.4,999.0,,
2010,1,3,2,50,317,16.2,,,,,,9999.0,-1.1,999.0,999.0,,
2010,1,3,6,50,298,13.2,,,,,,9999.0,-1.2,999.0,999.0,,
2010,1,3,8,50,296,12.8,,,,,,9999.0,-1.1,7.1,999.0,,
2010,1,3,13,50,47,6.1,8.0,2.34,6.67,5.87,,9999.0,1.8,7.1,999.0,,
2010,1,3,14,50,56,8.7,10.7,2.24,6.67,5.7,,9999.0,4.8,7.1,999.0,,
2010,1,3,15,50,64,9.8,11.7,2.24,11.11,5.39,,9999.0,3.2,7.1,999.0,,
2010,1,3,16,50,56,8.8,10.6,2.12,11.11,5.4,,9999.0,5.2,7.1,999.0,,
2010,1,3,17,50,29,9.3,11.5,2.07,11.11,5.46,,9999.0,3.7,7.1,999.0,,
2010,1,3,18,50,42,8.3,10.0,2.34,11.11,5.92,,9999.0,3.5,7.1,999.0,,
2010,1,3,19,50,25,11.5,14.1,2.39,11.11,6.08,,9999.0,3.9,7.1,999.0,,
2010,1,3,20,50,4,11.6,13.9,2.26,11.11,5.56,,9999.0,3.6,7.1,999.0,,
2010,1,3,21,50,17,13.1,16.2,2.28,11.11,5.19,,9999.0,3.1,7.1,999.0,,
2010,1,3,22,50,19,12.9,16.2,2.52,5.56,5.29,,9999.0,3.3,7.1,999.0,,
2010,1,3,23,50,15,13.6,16.2,2.79,6.25,5.36,,9999.0,3.2,7.1,999.0,,
2010,1,4,0,50,6,15.2,18.5,2.77,6.25,5.47,,9999.0,3.0,7.1,999.0,,
2010,1,4,1,50,5,13.8,18.3,2.93,6.67,5.49,,9999.0,3.6,7.1,999.0,,
2010,1,4,2,50,357,13.8,16.8,3.13,7.14,5.61,,9999.0,4.0,7.1,999.0,,
2010,1,4,3,50,344,13.2,16.0,3.03,7.14,5.57,,9999.0,3.1,7.1,999.0,,
2010,1,4,4,50,341,13.8,17.1,3.05,5.88,5.46,,9999.0,3.2,7.1,999.0,,
2010,1,4,5,50,336,14.3,18.7,3.1,7.14,5.61,,9999.0,3.0,7.1,999.0,,
2010,1,4,6,50,330,15.4,19.1,3.37,6.67,5.63,,9999.0,2.8,7.1,999.0,,
2010,1,4,7,50,329,15.2,19.9,3.27,6.67,5.52,,9999.0,2.7,7.1,999.0,,
2010,1,4,8,50,329,13.9,17.2,3.29,6.67,5.52,,9999.0,3.6,7.1,999.0,,
2010,1,4,9,50,329,13.5,17.1,2.94,6.67,5.32,,9999.0,4.4,7.1,999.0,,
2010,1,4,10,50,319,13.4,15.5,2.93,6.25,5.2,,9999.0,3.9,7.1,999.0,,
2010,1,4,11,50,317,12.6,15.6,2.56,5.88,5.02,,9999.0,3.6,7.1,999.0,,
2010,1,4,12,50,314,12.1,14.6,2.63,6.25,5.25,,9999.0,3.5,7.1,999.0,,
2010,1,4,13,50,317,12.4,15.5,2.68,6.67,5.34,,9999.0,3.4,7.1,999.0,,
2010,1,4,14,50,320,11.5,14.9,2.53,6.67,5.2,,9999.0,3.4,7.1,999.0,,
2010,1,4,15,50,316,11.2,13.5,2.16,6.67,5.03,,9999.0,3.3,7.1,999.0,,
2010,1,4,16,50,321,11.4,14.4,2.44,6.25,5.2,,9999.0,3.4,7.1,999.0,,
2010,1,4,17,50,322,10.7,13.4,2.32,6.25,5.06,,9999.0,3.5,7.1,999.0,,
2010,1,4,18,50,326,10.4,12.9,2.16,5.88,5.0,,9999.0,3.2,7.1,999.0,,
2010,1,4,19,50,328,9.2,11.6,2.12,5.88,5.08,,9999.0,3.1,7.1,999.0,,
2010,1,4,23,50,318,8.1,10.5,1.76,5.26,5.1,,9999.0,2.4,7.1,999.0,,
2010,1,5,0,50,321,8.3,10.2,1.61,4.76,4.81,,9999.0,1.9,7.1,999.0,,
2010,1,5,1,50,321,7.9,9.4,1.54,5.26,4.77,,9999.0,2.1,7.1,999.0,,
2010,1,5,2,50,322,7.6,9.6,1.45,4.76,4.62,,9999.0,2.0,7.1,999.0,,
2010,1,5,3,50,309,6.1,7.6,1.41,5.0,4.84,,9999.0,2.0,7.0,999.0,,
2010,1,5,4,50,302,6.4,8.3,1.31,4.76,4.74,,9999.0,1.8,7.0,999.0,,
2010,1,5,5,50,319,7.5,9.2,1.36,12.5,5.01,,9999.0,1.7,7.0,999.0,,
2010,1,5,6,50,315,7.5,9.0,1.28,11.11,5.09,,9999.0,1.6,7.0,999.0,,
2010,1,5,7,50,311,7.0,9.2,1.45,10.0,5.25,,9999.0,1.5,7.0,999.0,,
2010,1,5,8,50,312,6.4,7.8,1.4,10.0,5.19,,9999.0,1.4,7.0,999.0,,
2010,1,5,9,50,302,5.5,6.9,1.49,10.0,4.89,,9999.0,1.3,7.1,999.0,,
2010,1,5,10,50,312,6.0,7.7,1.55,9.09,5.16,,9999.0,1.3,7.1,999.0,,
2010,1,5,11,50,309,5.5,7.3,1.29,9.09,4.67,,9999.0,1.2,7.1,999.0,,
2010,1,5,12,50,306,6.5,8.1,1.29,4.17,4.94,,9999.0,1.3,7.0,999.0,,
2010,1,5,13,50,313,6.3,8.1,1.23,4.35,4.72,,9999.0,1.4,7.0,999.0,,
2010,1,5,14,50,314,6.2,8.0,1.18,4.17,4.52,,9999.0,1.7,7.0,999.0,,
2010,1,5,15,50,309,5.3,7.3,1.04,4.17,4.38,,9999.0,1.7,7.0,999.0,,
2010,1,5,16,50,320,5.2,6.7,1.1,4.17,4.5,,9999.0,1.6,7.0,999.0,,
2010,1,5,17,50,303,4.8,6.4,0.97,4.0,4.66,,9999.0,1.3,7.0,999.0,,
2010,1,5,18,50,298,4.3,5.9,0.91,4.0,4.61,,9999.0,1.7,7.0,999.0,,
2010,1,5,19,50,292,5.0,6.3,0.91,10.0,4.54,,9999.0,1.9,6.8,999.0,,
2010,1,5,20,50,293,5.4,6.8,0.92,10.0,4.6,,9999.0,2.0,6.8,999.0,,
2010,1,5,21,50,294,6.1,7.7,0.83,11.11,4.27,,9999.0,2.1,6.8,999.0,,
2010,1,5,22,50,316,6.3,7.9,0.87,9.09,4.42,,9999.0,1.7,6.9,999.0,,
2010,1,5,23,50,306,6.6,7.5,0.91,9.09,4.27,,9999.0,1.6,6.8,999.0,,
2010,1,6,0,50,320,6.9,8.5,1.02,3.7,4.21,,9999.0,1.3,6.8,999.0,,
2010,1,6,1,50,326,7.1,8.9,0.98,7.69,4.34,,9999.0,1.7,6.8,999.0,,
2010,1,6,2,50,346,7.6,10.3,1.12,4.35,4.27,,9999.0,1.7,6.7,999.0,,
2010,1,6,3,50,340,7.8,9.6,1.11,4.35,4.17,,9999.0,1.4,6.7,999.0,,
2010,1,6,4,50,332,7.6,9.7,1.41,5.0,4.36,,9999.0,1.3,6.8,999.0,,
2010,1,6,5,50,330,7.7,10.0,1.3,4.76,4.35,,9999.0,1.3,6.8,999.0,,
2010,1,6,6,50,323,7.9,10.0,1.49,5.0,4.46,,9999.0,1.2,6.7,999.0,,
2010,1,6,7,50,313,8.6,10.1,1.47,5.0,4.46,,9999.0,0.8,6.7,999.0,,
2010,1,6,8,50,315,8.3,10.6,1.57,5.26,4.44,,9999.0,0.8,6.7,999.0,,
2010,1,6,9,50,319,8.2,9.8,1.61,5.56,4.58,,9999.0,0.5,6.7,999.0,,
2010,1,6,10,50,310,8.1,10.7,1.59,5.56,4.5,,9999.0,0.5,6.7,999.0,,
2010,1,6,11,50,306,7.7,10.1,1.61,5.26,4.5,,9999.0,0.4,6.7,999.0,,
2010,1,6,12,50,315,8.0,9.7,1.54,5.56,4.51,,9999.0,0.4,6.7,999.0,,
2010,1,6,13,50,305,8.2,11.1,1.52,5.0,4.44,,9999.0,0.7,6.7,999.0,,
2010,1,6,14,50,315,7.7,9.5,1.54,5.0,4.43,,9999.0,0.9,6.7,999.0,,
2010,1,6,15,50,301,7.7,9.5,1.49,5.26,4.51,,9999.0,0.9,6.7,999.0,,
2010,1,6,16,50,298,8.2,10.4,1.38,5.26,4.53,,9999.0,1.1,6.7,999.0,,
2010,1,6,17,50,299,8.4,10.7,1.49,5.0,4.53,,9999.0,2.0,6.7,999.0,,
2010,1,6,18,50,286,8.3,10.6,1.45,5.26,4.41,,9999.0,1.3,6.7,999.0,,
2010,1,6,19,50,280,8.5,10.9,1.51,5.26,4.48,,9999.0,2.0,6.7,999.0,,
2010,1,6,20,50,284,7.8,10.0,1.67,5.26,4.47,,9999.0,1.5,6.7,999.0,,
2010,1,6,21,50,302,8.4,10.1,1.43,5.0,4.38,,9999.0,1.6,6.7,999.0,,
2010,1,6,22,50,301,9.7,12.0,1.47,5.0,4.23,,9999.0,1.7,6.7,999.0,,
2010,1,6,23,50,310,10.3,12.0,1.48,4.76,4.21,,9999.0,1.5,6.7,999.0,,
2010,1,7,0,50,321,9.3,11.6,1.45,5.0,4.32,,9999.0,1.4,6.7,999.0,,
2010,1,7,1,50,313,8.1,10.3,1.4,5.0,4.22,,9999.0,1.2,6.7,999.0,,
2010,1,7,2,50,315,9.6,11.9,1.31,4.76,4.09,,9999.0,0.7,6.7,999.0,,
2010,1,7,3,50,320,9.4,12.2,1.62,5.0,4.42,,9999.0,0.4,6.7,999.0,,
2010,1,7,4,50,317,10.0,12.4,1.76,5.56,4.54,,9999.0,-0.3,6.7,999.0,,
2010,1,7,5,50,308,9.8,11.9,1.91,5.26,4.75,,9999.0,-0.3,6.6,999.0,,
2010,1,7,6,50,304,10.6,12.8,1.69,5.88,4.68,,9999.0,-0.5,6.6,999.0,,
2010,1,7,7,50,310,10.9,12.9,1.82,5.26,4.67,,9999.0,-0.6,6.6,999.0,,
2010,1,7,8,50,308,11.2,13.9,1.76,5.56,4.59,,9999.0,-0.8,6.6,999.0,,
2010,1,7,9,50,313,10.8,13.4,1.68,5.56,4.47,,9999.0,-0.7,6.6,999.0,,
2010,1,7,10,50,313,10.8,13.2,1.8,5.26,4.58,,9999.0,-0.5,6.6,999.0,,
2010,1,7,11,50,312,10.7,14.4,1.7,5.0,4.55,,9999.0,-0.4,6.6,999.0,,
2010,1,7,12,50,307,11.0,14.0,1.85,5.56,4.46,,9999.0,-0.1,6.6,999.0,,
2010,1,7,13,50,308,11.3,14.3,1.81,5.56,4.62,,9999.0,0.6,6.6,999.0,,
2010,1,7,14,50,303,11.5,14.4,1.83,5.88,4.61,,9999.0,1.2,6.6,999.0,,
2010,1,7,15,50,305,11.0,13.7,2.0,5.56,4.65,,9999.0,2.4,6.6,999.0,,
2010,1,7,16,50,310,11.8,14.4,1.94,5.88,4.73,,9999.0,3.1,6.6,999.0,,
2010,1,7,17,50,307,11.9,15.3,2.21,5.88,4.92,,9999.0,3.2,6.6,999.0,,
2010,1,7,18,50,295,11.2,13.7,2.16,5.88,4.97,,9999.0,3.1,6.6,999.0,,
2010,1,7,19,50,292,9.1,10.9,1.87,5.88,4.68,,9999.0,3.1,6.6,999.0,,
2010,1,7,20,50,285,7.6,9.8,1.75,5.88,4.68,,9999.0,2.7,6.6,999.0,,
2010,1,7,21,50,279,7.1,9.7,1.52,5.26,4.53,,9999.0,2.0,6.6,999.0,,
2010,1,7,22,50,308,6.3,8.0,1.45,5.26,4.51,,9999.0,2.1,6.6,999.0,,
2010,1,7,23,50,312,7.8,9.4,1.44,5.0,4.38,,9999.0,2.0,6.7,999.0,,
2010,1,8,0,50,330,7.5,9.1,1.55,5.0,4.43,,9999.0,1.2,6.7,999.0,,
2010,1,8,1,50,325,7.4,9.3,1.56,4.76,4.41,,9999.0,0.4,6.7,999.0,,
2010,1,8,2,50,322,7.9,9.8,1.63,5.56,4.45,,9999.0,-0.2,6.7,999.0,,
2010,1,8,3,50,329,8.1,10.6,1.67,5.0,4.49,,9999.0,-0.5,6.7,999.0,,
2010,1,8,4,50,316,6.9,8.5,1.56,4.76,4.47,,9999.0,-1.0,6.7,999.0,,
2010,1,8,5,50,310,6.8,9.2,1.59,4.76,4.51,,9999.0,-1.3,6.7,999.0,,
2010,1,8,6,50,320,6.3,8.1,1.42,5.0,4.42,,9999.0,-1.6,6.7,999.0,,
2010,1,8,7,50,320,5.1,7.2,1.2,4.55,4.27,,9999.0,-1.9,6.7,999.0,,
2010,1,8,8,50,324,3.1,4.6,1.08,4.76,4.28,,9999.0,-2.2,6.7,999.0,,
2010,1,8,9,50,315,3.0,4.4,0.98,4.55,4.34,,9999.0,-1.9,6.7,999.0,,
2010,1,8,10,50,345,2.7,4.8,0.86,4.17,4.18,,9999.0,-2.2,6.7,999.0,,
2010,1,8,11,50,333,3.7,4.9,0.77,4.17,4.31,,9999.0,-1.7,6.6,999.0,,
2010,1,8,12,50,355,3.0,4.4,0.75,9.09,4.44,,9999.0,-1.5,6.6,999.0,,
2010,1,8,13,50,355,3.0,3.8,0.73,9.09,4.69,,9999.0,-1.4,6.6,999.0,,
2010,1,8,14,50,4,2.7,4.3,0.75,8.33,4.91,,9999.0,-1.4,6.6,999.0,,
2010,1,8,15,50,3,3.4,5.0,0.69,7.69,4.65,,9999.0,-2.4,6.6,999.0,,
2010,1,8,16,50,11,4.4,6.0,0.67,8.33,4.48,,9999.0,-2.2,6.6,999.0,,
2010,1,8,17,50,6,6.3,7.6,0.65,9.09,4.39,,9999.0,-2.1,6.6,999.0,,
2010,1,8,18,50,5,6.1,7.7,0.73,8.33,3.85,,9999.0,-1.6,6.6,999.0,,
2010,1,8,19,50,3,6.3,8.0,0.79,3.85,3.92,,9999.0,-1.8,6.6,999.0,,
2010,1,8,20,50,353,7.6,9.2,0.86,3.85,3.76,,9999.0,-1.9,6.4,999.0,,
2010,1,8,21,50,353,7.7,9.4,1.03,4.0,3.84,,9999.0,-2.2,6.4,999.0,,
2010,1,8,22,50,344,8.0,10.0,0.99,3.85,3.77,,9999.0,-1.9,6.4,999.0,,
2010,1,8,23,50,340,7.7,9.4,1.11,4.0,3.86,,9999.0,-1.9,6.4,999.0,,
2010,1,9,0,50,344,8.2,10.5,1.07,4.17,3.87,,9999.0,-2.3,6.4,999.0,,
2010,1,9,1,50,354,9.6,11.8,1.1,4.0,3.94,,9999.0,-1.8,6.4,999.0,,
2010,1,9,2,50,348,10.9,13.6,1.51,4.55,4.16,,9999.0,-1.8,6.4,999.0,,
2010,1,9,3,50,345,10.7,12.7,1.71,5.0,4.44,,9999.0,-1.8,6.6,999.0,,
2010,1,9,4,50,352,10.3,13.1,1.68,5.26,4.46,,9999.0,-2.0,6.4,999.0,,
2010,1,9,5,50,343,11.5,14.1,1.79,5.56,4.58,,9999.0,-1.6,6.4,999.0,,
2010,1,9,6,50,333,11.5,14.6,1.97,5.26,4.7,,9999.0,-1.4,6.6,999.0,,
2010,1,9,7,50,328,11.7,14.8,2.36,5.88,4.92,,9999.0,-1.9,6.6,999.0,,
2010,1,9,8,50,335,12.1,15.4,2.34,6.25,4.97,,9999.0,-1.6,6.6,999.0,,
2010,1,9,9,50,338,12.1,16.3,2.49,5.88,5.03,,9999.0,-1.4,6.6,999.0,,
2010,1,9,10,50,324,11.1,14.2,2.67,6.25,5.21,,9999.0,-1.6,6.6,999.0,,
2010,1,9,11,50,320,11.5,13.9,2.13,5.88,4.83,,9999.0,-2.0,6.6,999.0,,
2010,1,9,12,50,322,10.6,14.1,2.0,5.88,4.73,,9999.0,-2.6,6.6,999.0,,
2010,1,9,13,50,325,9.9,13.2,2.16,5.56,4.72,,9999.0,-2.8,6.4,999.0,,
2010,1,9,14,50,326,9.1,12.7,1.84,5.56,4.58,,9999.0,-3.2,6.3,999.0,,
2010,1,9,15,50,321,9.3,12.3,1.84,5.26,4.57,,9999.0,-3.4,6.3,999.0,,
2010,1,9,16,50,324,8.0,10.1,1.59,5.0,4.36,,9999.0,-3.9,6.3,999.0,,
2010,1,9,17,50,315,8.0,11.0,1.45,5.26,4.35,,9999.0,-3.5,6.3,999.0,,
2010,1,9,18,50,324,8.3,10.9,1.36,4.76,4.26,,9999.0,-3.6,6.3,999.0,,
2010,1,9,19,50,315,8.6,10.7,1.35,5.26,4.18,,9999.0,-3.3,6.3,999.0,,
2010,1,9,20,50,310,8.3,10.9,1.4,5.0,4.19,,9999.0,-3.3,6.3,999.0,,
2010,1,9,21,50,329,8.0,10.2,1.45,4.76,4.35,,9999.0,-3.8,6.3,999.0,,
2010,1,9,22,50,337,8.3,11.7,1.36,5.0,4.38,,9999.0,-3.9,6.3,999.0,,
2010,1,9,23,50,344,9.1,11.8,1.48,5.0,4.36,,9999.0,-3.9,6.3,999.0,,
2010,1,10,0,50,341,9.1,11.8,1.56,5.26,4.35,,9999.0,-4.4,6.3,999.0,,
2010,1,10,1,50,347,11.3,14.2,1.84,5.56,4.52,,9999.0,-5.2,6.3,999.0,,
2010,1,10,2,50,349,10.1,12.3,2.0,5.56,4.63,,9999.0,-6.2,6.3,999.0,,
2010,1,10,3,50,342,9.8,12.3,2.11,5.56,4.75,,9999.0,-6.5,6.3,999.0,,
2010,1,10,4,50,334,8.9,11.9,2.02,5.88,4.81,,9999.0,-6.8,6.3,999.0,,
2010,1,10,5,50,337,8.3,10.8,1.88,5.88,4.67,,9999.0,-7.1,6.3,999.0,,
2010,1,10,6,50,337,8.7,11.2,1.74,5.88,4.7,,9999.0,-7.0,6.3,999.0,,
2010,1,10,7,50,341,9.3,12.5,1.77,5.56,4.72,,9999.0,-7.1,6.3,999.0,,
2010,1,10,8,50,342,8.8,12.3,1.58,5.56,4.57,,9999.0,-7.0,6.3,999.0,,
2010,1,10,9,50,342,8.0,11.0,1.66,5.56,4.58,,9999.0,-6.9,6.3,999.0,,
2010,1,10,10,50,333,8.3,11.4,1.61,5.56,4.5,,9999.0,-7.1,6.3,999.0,,
2010,1,10,11,50,335,8.9,11.8,1.67,5.26,4.55,,9999.0,-7.1,6.3,999.0,,
2010,1,10,12,50,341,8.6,11.0,1.59,5.26,4.49,,9999.0,-7.0,6.3,999.0,,
2010,1,10,13,50,339,9.5,12.0,1.79,5.56,4.56,,9999.0,-6.1,6.3,999.0,,
2010,1,10,14,50,339,9.6,12.7,1.78,5.56,4.43,,9999.0,-5.4,6.3,999.0,,
2010,1,10,15,50,339,9.1,11.5,1.53,5.56,4.33,,9999.0,-5.0,6.3,999.0,,
2010,1,10,16,50,329,8.6,11.1,1.63,5.26,4.44,,9999.0,-4.8,6.3,999.0,,
2010,1,10,17,50,335,9.9,12.3,1.72,5.26,4.46,,9999.0,-4.0,6.3,999.0,,
2010,1,10,18,50,315,7.8,10.1,1.5,5.0,4.38,,9999.0,-3.7,6.3,999.0,,
2010,1,10,19,50,313,8.3,11.1,1.38,4.55,4.28,,9999.0,-3.6,6.3,999.0,,
2010,1,10,20,50,316,7.6,9.9,1.25,4.35,4.13,,9999.0,-3.4,6.2,999.0,,
2010,1,10,21,50,318,8.8,11.3,1.33,4.76,4.25,,9999.0,-3.3,6.3,999.0,,
2010,1,10,22,50,310,7.8,9.9,1.31,4.55,4.13,,9999.0,-2.9,6.3,999.0,,
2010,1,10,23,50,322,7.7,10.4,1.2,4.55,3.97,,9999.0,-2.7,6.3,999.0,,
2010,1,11,0,50,320,7.8,10.7,1.17,4.55,4.02,,9999.0,-3.0,6.3,999.0,,
2010,1,11,1,50,319,7.0,9.7,1.17,4.55,4.06,,9999.0,-3.0,6.3,999.0,,
2010,1,11,2,50,315,6.5,8.8,1.14,4.35,3.99,,9999.0,-2.9,6.3,999.0,,
2010,1,11,3,50,298,5.1,6.9,1.11,4.55,4.04,,9999.0,-3.0,6.3,999.0,,
2010,1,11,4,50,278,4.1,5.9,0.93,4.35,4.04,,9999.0,-2.8,6.3,999.0,,
2010,1,11,5,50,277,4.3,6.5,0.81,4.35,3.89,,9999.0,-2.7,6.3,999.0,,
2010,1,11,6,50,300,3.3,5.6,0.84,4.17,4.05,,9999.0,-2.7,6.3,999.0,,
2010,1,11,7,50,304,3.0,4.2,0.82,4.55,4.17,,9999.0,-2.7,6.3,999.0,,
2010,1,11,8,50,316,3.8,5.3,0.78,4.55,4.07,,9999.0,-2.6,6.3,999.0,,
2010,1,11,9,50,353,2.9,4.3,0.7,4.76,4.02,,9999.0,-2.7,6.3,999.0,,
2010,1,11,10,50,242,1.9,4.5,0.65,4.35,3.93,,9999.0,-2.6,6.3,999.0,,
2010,1,11,11,50,234,2.2,4.0,0.7,4.17,3.89,,9999.0,-2.6,6.3,999.0,,
2010,1,11,12,50,277,2.2,3.5,0.61,4.55,3.97,,9999.0,-0.9,6.3,999.0,,
2010,1,11,13,50,304,1.5,3.6,0.56,4.55,3.93,,9999.0,-0.6,6.3,999.0,,
2010,1,11,14,50,334,1.1,2.4,0.61,4.76,4.08,,9999.0,0.9,6.3,999.0,,
2010,1,11,15,50,227,0.6,2.2,0.65,5.0,4.24,,9999.0,-0.4,6.3,999.0,,
2010,1,11,16,50,233,1.2,2.7,0.65,5.26,4.32,,9999.0,1.2,6.3,999.0,,
2010,1,11,17,50,253,2.0,3.8,0.65,4.76,4.25,,9999.0,0.7,6.3,999.0,,
2010,1,11,18,50,255,4.2,5.6,0.67,4.76,4.32,,9999.0,1.6,6.3,999.0,,
2010,1,11,19,50,267,4.6,6.3,0.76,5.56,4.51,,9999.0,1.3,6.3,999.0,,
2010,1,11,20,50,290,5.2,6.5,0.74,5.26,4.18,,9999.0,1.0,6.3,999.0,,
2010,1,11,21,50,283,5.5,7.4,0.71,5.0,3.89,,9999.0,0.1,6.3,999.0,,
2010,1,11,22,50,291,6.3,8.3,0.82,4.76,3.93,,9999.0,0.6,6.3,999.0,,
2010,1,11,23,50,276,4.9,6.9,0.76,5.0,3.79,,9999.0,0.8,6.3,999.0,,
2010,1,12,0,50,282,5.2,6.4,0.75,4.76,3.88,,9999.0,0.9,6.3,999.0,,
2010,1,12,1,50,281,5.9,8.0,0.72,4.76,3.77,,9999.0,1.6,6.3,999.0,,
2010,1,12,2,50,302,5.2,6.9,0.79,4.76,3.71,,9999.0,1.3,6.3,999.0,,
2010,1,12,3,50,304,7.0,8.4,0.84,3.85,3.72,,9999.0,1.2,6.3,999.0,,
