#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2011,12,31,23,50,316,4.8,6.0,0.92,5.56,4.88,,1008.1,6.8,8.1,6.8,,
2012,1,1,0,50,296,5.5,6.3,0.89,5.56,4.6,,1007.8,6.1,8.1,6.1,,
2012,1,1,1,50,311,8.4,10.0,0.87,8.33,4.09,,1008.2,5.5,8.1,5.5,,
2012,1,1,2,50,314,8.3,10.0,0.93,3.45,4.05,,1008.0,5.4,8.1,5.4,,
2012,1,1,3,50,313,11.1,13.0,1.12,3.85,3.88,,1008.0,5.8,8.1,5.8,,
2012,1,1,4,50,319,11.1,13.3,1.25,4.76,4.06,,1008.8,5.8,8.0,5.7,,
2012,1,1,5,50,319,11.1,13.2,1.48,4.55,4.31,,1009.2,6.0,8.0,5.8,,
2012,1,1,6,50,318,10.5,12.5,1.46,5.0,4.39,,1010.5,6.5,8.1,5.5,,
2012,1,1,7,50,332,9.8,11.5,1.41,5.0,4.31,,1010.6,6.8,8.1,5.1,,
2012,1,1,8,50,322,8.2,9.6,1.23,5.0,4.15,,1010.9,6.7,8.1,5.2,,
2012,1,1,9,50,308,9.5,11.2,1.18,4.55,4.05,,1012.5,7.0,8.1,5.2,,
2012,1,1,10,50,310,8.8,10.7,1.17,4.76,4.11,,1013.5,7.0,8.1,4.8,,
2012,1,1,11,50,330,8.6,10.2,1.18,4.35,4.09,,1014.2,7.2,8.1,4.5,,
2012,1,1,12,50,336,6.8,7.9,1.15,4.35,4.18,,1015.3,6.8,8.1,4.6,,
2012,1,1,13,50,346,6.4,7.5,0.92,4.0,4.13,,1016.1,6.4,8.1,4.1,,
2012,1,1,14,50,354,4.7,5.9,1.02,7.69,4.44,,1016.3,6.1,8.1,3.9,,
2012,1,1,15,50,333,3.4,4.3,1.03,8.33,4.96,,1016.1,6.1,8.1,3.7,,
2012,1,1,16,50,336,1.6,2.5,1.0,7.69,4.98,,1015.6,6.1,8.1,3.4,,
2012,1,1,17,50,243,0.5,1.1,0.95,7.14,4.93,,1015.2,6.9,8.2,3.8,,
2012,1,1,18,50,183,1.4,2.0,0.79,7.69,5.12,,1014.5,6.6,8.2,3.7,,
2012,1,1,19,50,139,3.1,3.8,0.82,7.69,5.21,,1013.9,6.6,8.2,3.7,,
2012,1,1,20,50,142,5.5,6.8,0.7,8.33,5.07,,1013.8,6.8,8.1,5.2,,
2012,1,1,21,50,155,6.6,8.0,0.66,8.33,4.6,,1013.3,7.1,8.1,5.9,,
2012,1,1,22,50,172,7.9,9.5,0.78,8.33,4.17,,1012.4,7.4,8.1,6.6,,
2012,1,1,23,50,160,9.9,11.8,0.88,8.33,4.07,,1010.7,7.2,8.1,6.7,,
2012,1,2,0,50,175,9.7,11.6,1.05,3.7,3.95,,1010.4,7.7,8.1,7.0,,
2012,1,2,1,50,178,9.8,11.5,1.16,4.17,4.22,,1009.6,8.0,8.1,7.8,,
2012,1,2,2,50,166,9.4,11.1,1.35,4.55,4.26,,1008.2,8.1,8.1,8.0,,
2012,1,2,3,50,170,10.4,12.8,1.43,5.0,4.43,,1007.3,8.3,8.1,8.2,,
2012,1,2,4,50,166,10.4,12.2,1.54,5.26,4.58,,1005.7,8.6,8.1,8.5,,
2012,1,2,5,50,164,10.3,12.7,1.69,5.26,4.62,,1003.7,8.9,8.1,8.8,,
2012,1,2,8,50,181,8.8,10.4,1.61,5.56,4.67,,999.3,9.2,8.1,9.2,,
2012,1,2,9,50,182,8.3,9.5,1.5,5.56,4.75,,998.0,8.9,8.1,8.9,,
2012,1,2,10,50,199,8.8,10.6,1.48,5.88,4.89,,997.9,9.2,8.1,9.2,,
2012,1,2,11,50,215,8.6,10.5,1.49,5.88,4.85,,997.6,9.0,8.1,9.0,,
2012,1,2,12,50,255,11.6,14.0,1.48,5.88,4.78,,997.8,7.8,8.1,4.3,,
2012,1,2,13,50,257,11.2,13.2,1.68,6.25,4.65,,998.5,7.1,8.1,2.7,,
2012,1,2,14,50,257,12.8,15.9,1.86,5.0,4.67,,998.7,6.7,8.1,0.8,,
2012,1,2,15,50,253,11.8,13.8,2.24,5.88,5.01,,998.7,6.4,8.1,0.8,,
2012,1,2,16,50,254,13.1,15.8,2.27,6.67,5.1,,998.3,5.9,8.1,-1.3,,
2012,1,2,17,50,259,12.2,14.2,2.35,6.67,5.27,,998.3,5.6,8.1,-0.9,,
2012,1,2,18,50,261,12.2,14.9,2.57,7.14,5.4,,998.4,5.7,8.1,-1.8,,
2012,1,2,19,50,257,12.4,15.4,2.38,6.67,5.32,,998.7,5.8,8.1,-2.5,,
2012,1,2,20,50,257,11.1,14.7,2.57,6.67,5.49,,999.4,5.9,8.1,-2.7,,
2012,1,2,21,50,254,12.1,14.6,2.4,6.67,5.31,,1000.1,5.5,8.0,-3.8,,
2012,1,2,22,50,259,12.6,16.0,2.6,6.67,5.64,,1001.2,5.4,8.0,-3.7,,
2012,1,2,23,50,264,12.7,15.8,2.63,6.67,5.42,,1002.0,5.3,8.0,-3.9,,
2012,1,3,0,50,263,12.3,15.8,2.5,7.14,5.63,,1002.2,5.2,8.0,-3.8,,
2012,1,3,1,50,259,12.3,15.2,2.57,6.67,5.54,,1002.8,4.9,7.9,-4.3,,
2012,1,3,2,50,255,11.5,15.2,2.75,6.67,5.67,,1003.0,4.8,7.9,-4.0,,
2012,1,3,3,50,259,12.3,15.0,2.59,6.67,5.6,,1003.0,4.4,7.9,-4.8,,
2012,1,3,4,50,262,11.7,14.3,2.73,7.14,5.59,,1003.2,3.8,7.9,-4.7,,
2012,1,3,5,50,264,11.4,14.0,2.73,6.67,5.77,,1003.2,3.5,7.9,-5.5,,
2012,1,3,6,50,263,12.0,14.5,2.52,6.67,5.45,,1003.4,3.2,7.9,-5.6,,
2012,1,3,7,50,268,10.7,12.6,2.53,6.67,5.62,,1003.6,2.7,7.9,-6.1,,
2012,1,3,8,50,288,12.2,15.0,2.47,7.14,5.62,,1003.5,2.2,7.9,-6.6,,
2012,1,3,9,50,283,11.7,14.0,2.33,7.14,5.21,,1003.9,1.4,7.9,-8.1,,
2012,1,3,10,50,280,10.6,13.6,2.37,6.25,5.35,,1004.9,1.1,7.8,-7.5,,
2012,1,3,11,50,276,10.2,13.4,2.09,6.25,5.2,,1005.8,0.4,7.8,-8.2,,
2012,1,3,12,50,286,10.4,13.5,2.14,6.25,5.39,,1006.6,-0.1,7.8,-8.9,,
2012,1,3,13,50,286,8.6,11.2,1.97,6.25,5.28,,1007.5,-0.6,7.8,-9.8,,
2012,1,3,14,50,329,8.3,10.4,1.74,5.88,5.0,,1007.1,-1.7,7.8,-6.6,,
2012,1,3,15,50,324,7.7,10.6,1.46,5.56,4.81,,1007.4,-2.4,7.8,-9.2,,
2012,1,3,16,50,326,8.1,10.9,1.5,5.26,4.82,,1007.4,-2.8,7.8,-9.6,,
2012,1,3,17,50,318,8.4,11.3,1.41,5.26,4.65,,1007.3,-2.9,7.8,-10.4,,
2012,1,3,18,50,339,8.9,11.7,1.43,4.76,4.55,,1007.1,-3.3,7.8,-10.3,,
2012,1,3,19,50,337,7.9,10.7,1.3,4.55,4.49,,1008.4,-3.8,7.8,-11.7,,
2012,1,3,20,50,339,8.8,11.4,1.25,5.0,4.42,,1008.3,-3.5,7.8,-11.0,,
2012,1,3,21,50,336,9.1,12.0,1.3,4.76,4.38,,1009.2,-3.4,7.8,-11.4,,
2012,1,3,22,50,341,9.3,11.1,1.24,4.35,4.24,,1010.6,-3.5,7.8,-11.3,,
2012,1,3,23,50,333,11.0,13.5,1.45,5.0,4.34,,1011.3,-4.2,7.8,-11.7,,
2012,1,4,0,50,336,8.9,11.1,1.48,5.26,4.46,,1012.6,-4.7,7.8,-11.8,,
2012,1,4,1,50,331,8.1,11.1,1.64,5.26,4.55,,1013.3,-5.5,7.8,-12.1,,
2012,1,4,2,50,344,9.4,13.2,1.52,5.0,4.48,,1012.8,-6.0,7.8,-12.0,,
2012,1,4,3,50,343,11.2,13.3,1.61,5.56,4.38,,1011.3,-6.7,7.8,-12.1,,
2012,1,4,4,50,334,11.6,15.4,1.84,5.56,4.72,,1012.3,-7.3,7.7,-11.9,,
2012,1,4,5,50,344,10.0,12.7,1.87,5.88,4.86,,1013.4,-7.7,7.7,-11.7,,
2012,1,4,6,50,343,11.9,14.9,2.0,5.88,4.85,,1013.2,-7.8,7.7,-11.8,,
2012,1,4,7,50,350,11.0,14.0,2.01,5.88,4.92,,1013.9,-8.1,7.7,-12.5,,
2012,1,4,8,50,341,10.9,14.1,1.96,5.88,4.97,,1014.1,-7.9,7.7,-11.7,,
2012,1,4,9,50,330,11.6,14.9,2.0,5.88,4.88,,1013.9,-8.4,7.7,-11.4,,
2012,1,4,10,50,347,11.7,14.7,2.03,5.88,4.91,,1013.9,-8.6,7.7,-11.9,,
2012,1,4,11,50,341,10.5,12.8,1.88,5.88,4.86,,1014.5,-8.6,7.8,-11.4,,
2012,1,4,12,50,327,10.3,13.4,1.93,5.88,4.78,,1015.3,-8.2,7.8,-10.9,,
2012,1,4,13,50,324,8.9,11.6,1.81,5.88,4.8,,1016.0,-7.7,7.8,-10.4,,
2012,1,4,14,50,323,8.9,11.0,1.76,5.88,4.72,,1015.8,-7.2,7.8,-10.1,,
2012,1,4,15,50,323,8.6,11.6,1.63,5.88,4.53,,1015.4,-7.0,7.8,-11.8,,
2012,1,4,16,50,311,7.8,10.5,1.59,5.56,4.66,,1014.8,-6.0,7.8,-11.8,,
2012,1,4,17,50,310,9.7,12.6,1.42,5.0,4.36,,1013.8,-5.2,7.8,-11.8,,
2012,1,4,18,50,292,9.7,13.2,1.55,5.0,4.42,,1013.8,-4.0,7.8,-12.2,,
2012,1,4,19,50,276,7.6,11.1,1.39,5.26,4.32,,1013.9,-3.6,7.8,-12.9,,
2012,1,4,20,50,270,7.0,8.7,1.05,5.0,4.15,,1014.1,-3.3,7.7,-11.5,,
2012,1,4,21,50,272,5.4,7.3,0.95,4.76,4.19,,1014.2,-3.1,7.7,-12.5,,
2012,1,4,22,50,261,5.7,8.3,0.85,4.17,4.15,,1014.2,-2.8,7.7,-11.7,,
2012,1,4,23,50,264,5.3,7.1,0.76,10.81,4.35,,1014.2,-2.4,7.8,-13.1,,
