YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1994,1,1,0,,,,,3.0,7.1,5.5,,1020.4,1.4,6.4,999.0,,
1994,1,1,1,,274,11.5,14.1,2.8,6.7,5.4,,1021.1,1.4,6.4,999.0,,
1994,1,1,2,,273,11.3,16.0,2.6,7.1,5.4,,1021.8,1.2,6.4,999.0,,
1994,1,1,3,,275,11.0,14.0,2.5,7.1,5.2,,1022.4,1.3,6.6,999.0,,
1994,1,1,4,,269,11.0,13.4,2.6,6.7,5.2,,1022.6,1.4,6.6,999.0,,
1994,1,1,5,,270,11.6,14.6,2.6,7.1,5.3,,1022.6,1.4,6.4,999.0,,
1994,1,1,6,,277,10.1,12.5,2.7,6.7,5.4,,1023.5,1.6,6.5,999.0,,
1994,1,1,7,,284,9.4,12.5,2.5,7.1,5.1,,1024.3,1.7,6.6,999.0,,
1994,1,1,8,,287,8.6,11.4,2.3,7.1,5.0,,1025.0,1.7,6.6,999.0,,
1994,1,1,9,,290,6.5,8.5,2.3,6.7,5.0,,1025.0,1.6,6.5,999.0,,
1994,1,1,10,,274,6.8,8.7,2.1,7.1,5.2,,1026.6,2.0,6.4,999.0,,
1994,1,1,11,,264,4.5,6.5,2.0,6.7,5.1,,1026.5,1.8,6.4,999.0,,
1994,1,1,12,,246,4.4,6.3,1.9,6.2,5.1,,1026.7,1.9,6.4,999.0,,
1994,1,1,13,,232,6.3,8.1,1.5,6.2,4.7,,1027.1,2.3,6.4,999.0,,
1994,1,1,14,,215,5.9,8.1,1.4,5.9,4.5,,1026.8,2.1,6.4,999.0,,
1994,1,1,15,,202,8.1,9.9,1.3,5.9,4.3,,1026.4,2.4,6.4,999.0,,
1994,1,1,17,,223,11.9,15.6,1.5,5.3,4.0,,1024.6,2.4,6.3,999.0,,
1994,1,1,18,,221,12.8,15.8,1.7,5.0,4.1,,1023.7,2.6,6.4,999.0,,
1994,1,1,19,,219,11.4,14.2,2.0,5.3,4.5,,1023.3,3.1,6.4,999.0,,
1994,1,1,20,,212,10.5,13.5,2.2,6.2,4.6,,1022.7,3.6,6.4,999.0,,
1994,1,1,21,,207,11.7,14.4,2.2,6.2,4.7,,1022.0,4.4,6.6,999.0,,
1994,1,1,22,,201,12.0,16.2,2.4,6.2,4.9,,1021.2,5.0,6.4,999.0,,
1994,1,1,23,,203,11.4,13.8,2.6,6.7,5.1,,1021.2,5.5,6.6,999.0,,
1994,1,2,0,,200,12.2,15.6,2.3,6.2,4.9,,1021.0,5.8,6.6,999.0,,
1994,1,2,1,,197,12.2,15.1,2.4,5.9,4.9,,1019.5,6.0,6.6,999.0,,
1994,1,2,2,,187,11.7,15.2,2.5,6.7,5.1,,1018.1,6.6,6.6,999.0,,
1994,1,2,3,,185,12.1,16.0,2.3,6.7,4.8,,1016.5,6.7,6.6,999.0,,
1994,1,2,4,,185,11.7,16.1,2.2,6.2,4.7,,1014.8,7.4,6.6,999.0,,
1994,1,2,5,,188,11.4,14.1,2.1,5.9,4.5,,1013.4,7.5,6.6,999.0,,
1994,1,2,6,,195,10.7,13.4,2.1,5.9,4.6,,1012.8,7.8,6.6,999.0,,
1994,1,2,7,,199,11.9,14.7,2.1,6.2,4.7,,1012.5,8.3,6.6,999.0,,
1994,1,2,8,,224,13.9,18.2,2.4,6.7,4.8,,1012.0,8.5,6.6,999.0,,
1994,1,2,9,,245,10.9,14.0,2.5,6.7,5.0,,1011.8,6.4,6.6,999.0,,
1994,1,2,10,,236,8.2,10.6,2.1,6.7,5.1,,1011.7,5.5,6.6,999.0,,
1994,1,2,11,,238,8.2,9.9,2.0,6.7,4.8,,1011.5,5.2,6.7,999.0,,
1994,1,2,12,,233,6.5,7.9,1.8,6.2,4.8,,1011.6,5.2,6.7,999.0,,
1994,1,2,13,,238,8.3,10.3,1.7,6.2,4.7,,1011.8,5.6,6.7,999.0,,
