#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2014,3,19,16,50,,,,0.99,9.09,9.29,,9999.0,3.4,4.9,999.0,,
2014,3,19,17,50,,,,0.65,10.0,4.36,,1027.4,2.3,4.0,999.0,,
2014,3,19,18,50,,,,0.64,10.0,4.64,,9999.0,2.2,3.9,999.0,,
2014,3,19,19,50,,,,0.71,9.09,4.85,,1026.0,2.1,3.9,999.0,,
2014,3,19,20,50,126,6.1,7.7,0.74,9.09,4.4,,1025.1,2.0,3.8,999.0,,
2014,3,19,21,50,122,7.2,8.4,0.79,9.09,4.41,,1024.4,1.9,3.8,999.0,,
2014,3,19,22,50,118,7.8,9.2,0.93,10.0,4.39,,9999.0,1.9,3.8,999.0,,
2014,3,19,23,50,109,8.5,10.0,1.02,7.69,4.18,,1022.5,1.9,3.7,999.0,,
2014,3,20,0,50,111,9.3,11.2,1.19,4.0,4.22,,1021.6,2.1,3.7,999.0,,
2014,3,20,1,50,118,9.5,10.9,1.27,4.76,4.21,,1021.0,2.4,3.7,999.0,,
2014,3,20,2,50,122,8.5,9.9,1.46,5.26,4.4,,1019.9,2.7,3.7,999.0,,
2014,3,20,3,50,118,9.1,10.5,1.31,5.0,4.23,,1018.2,2.9,3.7,999.0,,
2014,3,20,4,50,121,8.5,9.9,1.34,5.0,4.32,,1017.1,3.3,3.7,999.0,,
2014,3,20,5,50,120,8.2,10.1,1.41,5.26,4.46,,1015.6,3.7,3.7,999.0,,
2014,3,20,6,50,123,8.1,9.4,1.51,5.56,4.67,,1014.8,4.1,3.7,999.0,,
2014,3,20,7,50,113,8.7,10.6,1.43,5.56,4.73,,1012.3,4.1,3.7,999.0,,
2014,3,20,8,50,113,8.7,10.2,1.57,5.88,4.79,,1011.1,4.2,3.7,999.0,,
2014,3,20,9,50,109,11.5,13.2,1.73,6.67,4.88,,1008.7,4.5,3.7,999.0,,
2014,3,20,10,50,115,12.9,16.1,2.16,6.67,5.15,,1006.2,4.8,3.7,999.0,,
2014,3,20,11,50,116,13.0,15.5,2.3,6.67,5.13,,1004.2,5.0,3.8,999.0,,
2014,3,20,12,50,116,12.0,14.3,2.12,6.25,5.12,,1003.3,5.4,3.8,999.0,,
2014,3,20,13,50,142,8.8,10.2,1.96,6.67,5.1,,1002.2,6.3,3.8,999.0,,
2014,3,20,14,50,160,8.4,9.7,2.12,7.14,5.4,,1000.8,6.3,3.8,999.0,,
2014,3,20,15,50,214,7.2,9.1,2.12,7.14,5.44,,999.6,5.8,3.8,999.0,,
2014,3,20,16,50,261,8.4,9.7,2.33,7.69,5.79,,999.6,5.1,3.9,999.0,,
2014,3,20,17,50,270,10.0,12.6,1.9,6.67,5.2,,999.5,3.8,3.9,999.0,,
2014,3,20,18,50,262,9.2,11.0,1.75,7.69,4.83,,999.8,3.6,3.9,999.0,,
2014,3,20,19,50,240,8.8,10.7,1.84,7.14,5.09,,9999.0,4.4,3.9,999.0,,
2014,3,20,20,50,235,8.4,9.9,1.78,7.14,5.06,,9999.0,5.0,3.9,999.0,,
2014,3,20,21,50,252,9.5,11.8,1.7,7.69,5.16,,9999.0,6.1,3.9,999.0,,
2014,3,20,22,50,258,10.1,12.2,1.86,7.14,5.12,,1002.3,6.0,3.9,999.0,,
2014,3,20,23,50,256,8.3,10.1,1.8,7.69,5.37,,1003.1,5.8,3.9,999.0,,
2014,3,21,0,50,249,6.9,8.0,1.7,7.14,5.44,,1003.8,5.5,3.9,999.0,,
2014,3,21,1,50,261,10.5,12.6,1.72,7.69,5.32,,1004.2,5.7,3.9,999.0,,
2014,3,21,2,50,256,9.6,12.0,1.98,5.0,5.09,,1004.8,5.5,3.8,999.0,,
