YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2003,2,6,15,,34,7.6,10.9,0.0,0.0,0.0,,1026.5,999.0,,,,
2003,2,6,16,,40,8.8,11.7,0.0,0.0,0.0,,1026.7,999.0,,,,
2003,2,6,17,,,,,,,,,,999.0,,,,
2003,2,6,18,,,,,,,,,,999.0,,,,
2003,2,6,19,,,,,,,,,,999.0,,,,
2003,2,6,20,,288,0.2,0.7,,,,,,999.0,,,,
2003,2,6,21,,224,0.2,1.3,,,,,,999.0,,,,
2003,2,6,22,,213,0.1,0.6,,,,,,999.0,,,,
2003,2,6,23,,,,0.0,,,,,,999.0,,,,
2003,2,7,0,,0,0.0,0.0,,,,,,999.0,,,,
2003,2,7,1,,0,0.0,0.0,,,,,,999.0,,,,
2003,2,7,2,,,,,,,,,,999.0,,,,
2003,2,7,3,,,,0.0,,,,,,999.0,,,,
2003,2,7,4,,,,0.0,,,,,,999.0,,,,
2003,2,7,5,,,,0.1,,,,,,999.0,,,,
2003,2,7,6,,,,0.2,,,,,,999.0,,,,
2003,2,7,7,,,0.0,0.2,,,,,,999.0,,,,
2003,2,7,8,,,,,,,,,,999.0,,,,
2003,2,7,9,,,,,,,,,,999.0,,,,
2003,2,7,10,,,,,,,,,,999.0,,,,
2003,2,7,11,,,,,,,,,,999.0,,,,
2003,2,7,12,,,0.0,0.0,,,,,,999.0,,-4.2,,
2003,2,7,13,,,,0.0,,,,,,999.0,,,,
2003,2,7,14,,,0.0,0.0,,,,,,999.0,,,,
2003,2,7,15,,,,0.0,,,,,,999.0,,,,
2003,2,7,16,,,,0.0,,,,,,999.0,,,,
2003,2,7,17,,,0.0,0.0,,,,,,999.0,,,,
2003,2,7,18,,,0.0,0.0,,,,,,999.0,,,,
2003,2,7,19,,0,0.0,0.0,,,,,,999.0,,,,
2003,2,7,20,,259,0.0,0.0,,,,,,999.0,,,,
2003,2,7,21,,224,0.1,0.3,,,,,,999.0,,,,
2003,2,7,22,,,,,,,,,,999.0,,,,
2003,2,7,23,,0,0.0,0.3,,,,,,999.0,,,,
2003,2,8,0,,,,0.1,,,,,,999.0,,,,
2003,2,8,1,,,,0.4,,,,,,999.0,,,,
2003,2,8,2,,,,0.4,0.16,9.09,8.24,,,999.0,,,,
2003,2,8,3,,,0.0,0.3,,,,,,999.0,,,,
2003,2,8,4,,,,,,,,,,999.0,,,,
2003,2,8,5,,,0.2,0.8,,,,,,999.0,,,,
2003,2,8,6,,,,0.5,,,,,,999.0,,,,
2003,2,8,7,,,,0.8,,,,,,999.0,,,,
2003,2,8,8,,,,,,,,,,999.0,,,,
2003,2,8,9,,,,0.8,,,,,,999.0,,,,
2003,2,8,10,,,,,,,,,,999.0,,,,
2003,2,8,11,,10,0.0,0.1,,,,,,999.0,,,,
2003,2,8,12,,,,,,,,,,999.0,,,,
2003,2,8,13,,0,0.0,0.2,0.0,0.0,0.0,,,999.0,,,,
2003,2,8,14,,318,0.1,0.8,0.0,0.0,0.0,,,999.0,,,,
2003,2,8,15,,295,0.5,2.2,0.19,11.11,7.57,,,999.0,,,,
2003,2,8,16,,0,0.0,0.2,0.21,10.0,8.62,,,999.0,,,,
2003,2,8,17,,0,0.0,0.5,0.27,10.0,8.59,,,999.0,,,,
2003,2,8,18,,,,,,,,,,999.0,,,,
2003,2,8,19,,,0.0,0.0,0.0,0.0,0.0,,,999.0,,,,
2003,2,8,20,,,,0.0,,,,,,999.0,,,,
2003,2,8,21,,,,,,,,,,999.0,,,,
2003,2,8,22,,,0.0,0.0,,,,,,999.0,,,,
2003,2,8,23,,,,0.0,,,,,,999.0,,,,
2003,2,9,0,,,,0.2,,,,,,999.0,,,,
2003,2,9,1,,,,,,,,,,999.0,,,,
2003,2,9,2,,,,,,,,,,999.0,,,,
2003,2,9,3,,,,,,,,,,999.0,,,,
2003,2,9,4,,,,,,,,,,999.0,,,,
2003,2,9,5,,,,0.1,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,6,,,,0.4,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,7,,,0.0,0.3,,,,,,999.0,,,,
2003,2,9,8,,,0.0,,,,,,,999.0,,,,
2003,2,9,9,,,0.0,,,,,,,999.0,,,,
2003,2,9,10,,129,0.0,0.6,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,11,,128,0.0,0.0,,,,,,999.0,,,,
2003,2,9,12,,,,,,,,,,999.0,,,,
2003,2,9,13,,,,,,,,,,999.0,,,,
2003,2,9,14,,,,0.2,,,,,,999.0,,,,
2003,2,9,15,,,,,,,,,,999.0,,,,
2003,2,9,16,,,,0.7,,,,,,999.0,,,,
2003,2,9,17,,,,,,,,,,999.0,,,,
2003,2,9,18,,,,1.9,,,,,,999.0,,,,
2003,2,9,19,,322,0.7,1.8,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,20,,0,0.0,0.6,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,21,,307,0.5,1.7,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,22,,74,0.1,2.7,0.0,0.0,0.0,,,999.0,,,,
2003,2,9,23,,0,0.0,0.3,0.0,0.0,0.0,,,999.0,,,,
2003,2,10,0,,303,0.3,1.5,0.0,0.0,0.0,,,999.0,,,,
2003,2,10,1,,308,0.1,0.6,0.0,0.0,0.0,,,999.0,,,,
2003,2,10,2,,26,0.3,1.9,0.0,0.0,0.0,,,999.0,,,,
2003,2,10,3,,218,0.0,0.5,0.0,0.0,0.0,,,999.0,,,,
2003,2,10,4,,,,0.5,,,,,,999.0,,,,
2003,2,10,5,,,,0.2,,,,,,999.0,,,,
2003,2,10,6,,,0.0,0.2,,,,,,999.0,,,,
2003,2,10,7,,,,,,,,,,999.0,,,,
2003,2,10,8,,,,,,,,,,999.0,,,,
2003,2,10,9,,,,0.0,,,,,,999.0,,,,
2003,2,10,10,,,,,,,,,,999.0,,,,
2003,2,10,11,,,,,,,,,,999.0,,,,
2003,2,10,12,,,,,,,,,,999.0,,,,
2003,2,10,13,,,,,,,,,,999.0,,,,
2003,2,10,14,,,,2.0,,,,,,999.0,,,,
2003,2,10,15,,170,0.1,1.1,0.56,8.33,6.61,,,999.0,,,,
2003,2,10,16,,198,0.1,1.2,0.47,10.0,7.37,,,999.0,,,,
2003,2,10,17,,,,,0.45,9.09,7.24,,,999.0,,,,
2003,2,10,18,,,,,0.97,8.33,4.41,,,2.0,3.5,-4.9,,
2003,2,10,19,,192,8.0,9.3,1.17,4.17,3.97,,,2.0,3.5,-4.3,,
2003,2,10,20,,172,6.8,9.2,1.12,4.35,4.12,,,1.9,3.5,-4.2,,
2003,2,10,21,,168,6.0,7.1,1.11,4.55,4.22,,,2.0,3.5,-4.9,,
2003,2,10,22,,162,5.5,6.5,1.2,4.55,4.23,,,0.1,3.5,-1.1,,
2003,2,10,23,,121,3.6,4.7,1.07,4.76,4.36,,,-0.3,3.5,-1.1,,
2003,2,11,0,,109,1.3,2.1,1.02,5.0,4.68,,,-0.7,3.5,-1.4,,
2003,2,11,1,,69,2.9,4.0,0.88,4.76,4.69,,,-0.7,3.3,-1.1,,
2003,2,11,2,,46,1.5,2.3,0.78,5.0,4.68,,,-0.7,3.5,-1.1,,
2003,2,11,3,,360,3.7,4.4,0.71,5.0,4.84,,,-0.4,3.5,-0.8,,
2003,2,11,4,,331,5.2,6.2,0.72,11.11,4.89,,,-0.4,3.5,-1.1,,
2003,2,11,5,,310,5.4,6.3,0.68,7.69,4.83,,,-0.4,3.5,-1.0,,
2003,2,11,6,,301,8.6,10.3,0.73,2.86,3.96,,,-0.3,3.5,-0.9,,
2003,2,11,7,,292,8.8,10.5,1.03,3.85,3.79,,,-0.4,3.5,-1.2,,
2003,2,11,8,,267,9.1,11.1,1.19,4.17,4.04,,,0.0,3.5,-1.0,,
2003,2,11,9,,261,10.4,13.1,1.3,4.35,4.13,,,1.1,3.5,-1.6,,
2003,2,11,10,,270,12.3,14.8,1.47,4.76,4.13,,,1.3,3.5,-2.5,,
2003,2,11,11,,273,14.1,17.4,1.94,5.26,4.55,,,1.0,3.5,-3.2,,
2003,2,11,12,,295,13.7,16.6,2.86,6.25,5.31,,,-1.3,3.5,-4.6,,
2003,2,11,13,,276,15.0,19.0,2.79,6.67,5.25,,,-3.2,3.5,-8.9,,
2003,2,11,14,,288,12.2,17.8,2.98,7.14,5.56,,,-4.2,3.6,-9.5,,
2003,2,11,15,,313,11.4,14.6,3.13,7.69,5.72,,,-6.7,3.6,-12.3,,
2003,2,11,16,,308,11.2,14.5,2.63,6.25,5.36,,,-7.9,3.9,-14.0,,
2003,2,11,17,,310,12.4,15.2,2.36,7.14,5.1,,,-7.7,3.9,-15.1,,
2003,2,11,18,,304,10.5,13.2,2.42,6.25,5.11,,,-7.9,3.9,-15.0,,
2003,2,11,19,,301,9.2,11.3,1.95,5.88,4.96,,,-7.7,3.9,-15.5,,
2003,2,11,20,,290,7.6,9.8,1.9,5.88,5.11,,,-7.1,3.9,-14.7,,
2003,2,11,21,,295,6.3,9.3,1.67,5.26,5.15,,,-7.0,3.9,-15.3,,
2003,2,11,22,,299,6.2,9.0,1.57,11.11,5.25,,,-6.6,3.9,-15.1,,
2003,2,11,23,,316,4.1,6.4,1.47,11.11,5.67,,,-6.6,3.9,-16.2,,
2003,2,12,0,,322,2.9,5.1,1.49,11.11,5.88,,,-6.3,3.9,-16.2,,
2003,2,12,1,,317,1.4,4.2,1.46,10.0,6.39,,,-6.2,3.6,-15.3,,
2003,2,12,2,,211,3.5,5.4,1.58,10.0,6.88,,,-5.8,3.6,-14.8,,
2003,2,12,3,,233,5.4,7.4,1.54,9.09,7.27,,,-5.2,3.6,-13.9,,
2003,2,12,4,,224,6.8,8.8,,,,,,-4.9,3.6,-14.3,,
2003,2,12,5,,249,5.9,7.6,1.7,11.11,7.25,,,-4.8,3.6,-13.5,,
2003,2,12,6,,260,5.2,8.3,1.59,11.11,6.83,,,-5.0,3.6,-13.1,,
2003,2,12,7,,256,7.3,9.0,1.44,12.5,5.93,,,-4.8,3.6,-13.0,,
2003,2,12,8,,270,5.5,8.1,1.36,11.11,5.88,,,-4.8,3.6,-13.6,,
2003,2,12,9,,267,3.9,6.5,1.31,11.11,5.91,,,-4.9,3.6,-13.0,,
2003,2,12,10,,204,3.5,5.1,1.19,11.11,5.77,,,-4.7,3.5,-12.1,,
2003,2,12,11,,186,4.2,6.7,1.25,11.11,6.07,,,-4.3,3.5,-10.0,,
2003,2,12,12,,197,6.1,8.2,1.1,11.11,5.82,,,-3.8,3.5,-8.5,,
2003,2,12,13,,208,8.8,10.7,1.25,10.0,5.69,,,-2.8,3.6,-6.0,,
2003,2,12,14,,206,9.0,10.4,1.36,11.11,5.24,,,-2.4,3.6,-4.5,,
2003,2,12,15,,199,9.3,11.1,1.41,10.0,4.93,,,-1.7,3.6,-3.3,,
2003,2,12,16,,192,10.6,12.9,1.56,4.55,4.81,,,-1.1,3.6,-2.3,,
2003,2,12,17,,206,11.3,13.4,1.96,5.0,4.98,,,0.1,3.6,-1.8,,
2003,2,12,18,,263,15.0,17.8,2.16,5.56,4.91,,,0.1,3.6,-4.1,,
2003,2,12,19,,281,15.4,19.1,2.48,5.88,4.89,,,-2.3,3.6,-5.4,,
2003,2,12,20,,289,16.0,19.3,2.6,6.25,4.98,,,-3.7,3.6,-7.8,,
2003,2,12,21,,298,14.2,17.2,2.69,6.67,5.12,,,-3.5,3.6,-9.5,,
2003,2,12,22,,279,14.8,18.3,2.93,6.67,5.36,,,-2.4,3.6,-9.2,,
2003,2,12,23,,284,15.3,19.2,3.22,7.69,5.64,,,-3.2,3.6,-13.1,,
2003,2,13,0,,277,16.0,19.9,4.03,7.69,6.27,,,-3.7,3.6,-13.8,,
2003,2,13,1,,281,14.8,18.3,3.55,7.69,6.0,,,-4.4,3.7,-15.0,,
2003,2,13,2,,285,15.8,20.2,3.34,7.69,5.95,,,-5.0,3.9,-14.2,,
2003,2,13,3,,285,14.2,17.7,3.22,7.69,6.08,,,-5.9,4.0,-15.8,,
2003,2,13,4,,291,12.4,16.1,2.84,7.69,5.58,,,-6.1,4.0,-14.2,,
2003,2,13,5,,280,12.9,17.8,2.94,7.14,5.7,,,-6.5,4.0,-14.9,,
2003,2,13,6,,296,13.6,17.8,2.87,7.14,5.52,,,-7.4,3.9,-15.6,,
2003,2,13,7,,284,15.1,20.9,2.76,7.14,5.53,,,-7.9,3.9,-16.4,,
2003,2,13,8,,282,14.7,20.8,2.98,7.14,5.49,,,-8.1,3.9,-15.1,,
2003,2,13,9,,284,14.4,17.0,2.84,7.14,5.48,,,-8.6,3.9,-15.1,,
2003,2,13,10,,275,13.3,18.4,2.85,7.14,5.42,,,-9.1,3.9,-16.2,,
2003,2,13,11,,283,12.6,16.8,2.96,7.14,5.64,,,-9.3,3.9,-15.6,,
2003,2,13,12,,280,13.0,16.6,2.55,6.67,5.39,,,-9.2,3.9,-15.4,,
2003,2,13,13,,277,12.9,16.7,2.32,6.67,5.15,,,-9.3,3.9,-15.5,,
2003,2,13,14,,280,13.2,16.9,2.6,6.25,5.19,,1008.7,-9.7,3.9,-15.4,,
2003,2,13,15,,272,13.0,16.9,2.44,6.25,5.16,,1009.0,-10.3,3.9,-15.2,,
2003,2,13,16,,282,13.5,16.8,2.89,6.25,5.31,,1010.1,-10.7,3.9,-15.3,,
2003,2,13,17,,285,13.3,15.8,3.14,6.67,5.55,,1009.7,-11.2,3.9,-16.1,,
2003,2,13,18,,293,10.4,14.7,2.56,6.67,5.25,,1009.8,-11.7,3.9,-16.3,,
2003,2,13,19,,284,10.3,14.1,2.26,6.25,5.0,,1009.4,-11.1,3.9,-16.4,,
2003,2,13,20,,277,11.8,17.0,2.22,5.88,4.92,,1009.4,-10.8,3.9,-17.7,,
2003,2,13,21,,279,13.5,17.2,2.49,6.25,5.12,,1009.3,-9.8,3.9,-17.0,,
2003,2,13,22,,283,14.8,18.5,2.77,6.67,5.46,,1009.6,-9.2,3.9,-16.1,,
2003,2,13,23,,280,14.3,17.9,2.51,6.67,5.32,,1010.4,-8.7,3.9,-15.8,,
2003,2,14,0,,287,14.0,18.9,2.49,6.67,5.13,,1011.0,-8.6,3.9,-15.7,,
2003,2,14,1,,292,13.6,17.6,2.15,6.67,4.98,,1011.8,-8.9,3.9,-15.2,,
2003,2,14,2,,309,11.1,17.4,2.18,6.25,4.98,,1012.7,-9.8,3.9,-15.2,,
2003,2,14,3,,308,11.1,15.3,2.3,6.67,4.99,,1013.4,-10.6,3.9,-15.5,,
2003,2,14,4,,306,10.5,14.2,2.22,6.25,4.86,,1013.9,-11.3,3.9,-15.5,,
2003,2,14,5,,316,10.6,14.2,2.37,6.25,5.02,,1014.5,-12.3,3.9,-18.0,,
2003,2,14,6,,304,10.7,15.0,2.32,5.88,5.1,,1015.2,-12.8,3.9,-17.4,,
2003,2,14,7,,316,9.8,13.3,2.41,6.25,5.11,,1015.3,-13.3,3.9,-18.0,,
2003,2,14,8,,318,9.9,13.0,2.11,6.25,5.02,,1015.5,-13.6,3.9,-18.9,,
2003,2,14,9,,325,8.7,11.4,1.97,5.88,4.84,,1015.9,-14.3,3.6,-19.2,,
2003,2,14,10,,315,7.6,9.7,1.58,5.56,4.65,,1016.2,-14.3,3.6,-18.1,,
2003,2,14,11,,318,6.9,9.6,1.38,4.76,4.43,,1016.8,-14.6,3.6,-18.5,,
2003,2,14,12,,315,7.8,10.9,1.45,5.0,4.39,,1017.0,-14.5,3.6,-18.3,,
2003,2,14,13,,325,9.0,11.5,1.44,5.0,4.29,,1017.8,-14.4,3.6,-17.5,,
2003,2,14,14,,308,8.7,11.9,1.5,4.76,4.41,,1018.5,-14.6,3.6,-17.7,,
2003,2,14,15,,312,9.7,13.4,1.56,5.26,4.41,,1018.9,-14.2,3.6,-17.3,,
2003,2,14,16,,312,8.7,12.1,1.6,5.0,4.42,,1018.8,-13.8,3.6,-17.1,,
2003,2,14,17,,287,7.7,10.2,1.55,5.26,4.45,,1018.5,-13.7,3.6,-17.1,,
2003,2,14,18,,280,11.1,14.8,1.77,5.0,4.51,,1018.5,-13.0,3.6,-17.7,,
2003,2,14,19,,277,8.7,12.4,1.55,4.76,4.35,,1018.7,-12.2,3.6,-18.7,,
2003,2,14,20,,286,9.6,13.2,1.45,5.26,4.33,,1018.5,-10.9,3.6,-16.5,,
2003,2,14,21,,298,10.0,13.6,1.82,5.88,4.58,,1018.5,-9.8,3.6,-16.0,,
2003,2,14,22,,281,12.8,17.9,2.01,6.25,4.77,,1018.8,-9.1,3.6,-15.6,,
2003,2,14,23,,287,12.5,15.7,2.31,6.67,5.11,,1019.7,-8.6,3.6,-15.3,,
2003,2,15,0,,284,13.8,18.3,2.26,6.67,5.11,,1020.0,-7.6,3.9,-14.4,,
2003,2,15,1,,296,14.4,18.9,2.41,6.67,5.21,,1020.1,-7.3,3.9,-15.3,,
2003,2,15,2,,299,13.7,18.1,2.52,6.67,5.25,,1020.7,-7.4,3.9,-14.4,,
2003,2,15,3,,316,10.1,13.1,1.96,6.67,4.96,,1021.6,-8.6,3.9,-14.8,,
2003,2,15,4,,336,9.2,11.8,1.84,5.88,4.66,,1022.2,-9.9,3.9,-15.9,,
2003,2,15,5,,331,9.0,11.2,1.69,5.88,4.44,,1022.5,-10.5,3.8,-15.4,,
2003,2,15,6,,327,9.2,12.3,1.59,4.76,4.36,,1023.4,-11.2,3.6,-15.9,,
2003,2,15,7,,332,7.9,10.7,1.5,5.0,4.47,,1024.0,-11.7,3.6,-16.4,,
2003,2,15,8,,320,8.0,10.4,1.44,5.0,4.49,,1023.9,-11.3,3.6,-16.3,,
2003,2,15,9,,317,8.1,11.1,1.67,5.26,4.57,,1023.9,-11.7,3.6,-17.2,,
2003,2,15,10,,327,5.9,8.3,1.61,5.56,4.65,,1024.8,-12.2,3.6,-18.3,,
2003,2,15,11,,316,6.4,8.7,1.4,5.26,4.57,,1024.8,-12.0,3.6,-16.4,,
2003,2,15,12,,320,7.6,12.5,1.4,5.26,4.5,,1025.3,-12.1,3.6,-17.0,,
2003,2,15,13,,312,7.5,9.9,1.4,5.26,4.41,,1026.4,-12.3,3.6,-17.3,,
2003,2,15,14,,319,7.0,9.9,1.35,5.56,4.42,,1026.8,-12.1,3.6,-17.1,,
2003,2,15,15,,321,8.9,11.7,1.37,5.26,4.37,,1026.4,-12.4,3.6,-17.4,,
2003,2,15,16,,313,9.0,12.0,1.41,5.26,4.28,,1026.9,-12.1,3.6,-16.6,,
2003,2,15,17,,310,9.3,12.6,1.71,5.56,4.54,,1026.9,-12.0,3.6,-16.2,,
2003,2,15,18,,323,10.6,13.9,1.82,5.56,4.58,,1026.7,-12.5,3.6,-17.2,,
2003,2,15,19,,315,11.9,15.2,1.81,5.26,4.53,,1026.8,-11.9,3.6,-16.8,,
2003,2,15,20,,305,12.1,15.7,1.6,5.26,4.45,,1027.4,-11.7,3.6,-17.9,,
2003,2,15,21,,304,12.4,17.0,1.93,5.56,4.65,,1027.8,-10.3,3.6,-16.0,,
2003,2,15,22,,314,13.0,16.6,1.81,5.26,4.6,,1027.8,-10.5,3.6,-17.2,,
2003,2,15,23,,309,12.1,15.8,1.85,5.56,4.65,,1028.5,-10.0,3.6,-17.6,,
2003,2,16,0,,311,12.6,16.3,2.0,5.88,4.87,,1029.6,-10.2,3.6,-17.5,,
2003,2,16,1,,311,12.7,16.0,2.2,6.25,4.95,,1030.1,-10.7,3.6,-16.7,,
2003,2,16,2,,325,12.8,17.0,2.36,6.25,5.08,,1030.9,-11.2,3.6,-16.8,,
2003,2,16,3,,333,11.9,14.5,2.26,6.25,5.04,,1031.9,-12.2,3.7,-16.8,,
2003,2,16,4,,329,10.5,13.6,2.11,6.25,4.98,,1032.8,-13.2,3.6,-17.6,,
2003,2,16,5,,329,11.6,14.1,1.95,6.25,4.8,,1033.3,-13.5,3.6,-17.1,,
2003,2,16,6,,325,11.7,15.8,2.22,5.88,4.92,,1033.8,-13.1,3.6,-16.5,,
2003,2,16,7,,327,12.7,16.6,2.18,6.25,4.89,,1034.1,-12.7,3.6,-16.6,,
2003,2,16,8,,327,11.7,15.9,2.29,6.25,4.99,,1034.5,-12.9,3.6,-16.9,,
2003,2,16,9,,334,10.5,12.9,2.2,6.25,4.99,,1034.8,-12.8,3.6,-16.7,,
2003,2,16,10,,329,11.5,13.9,2.08,6.25,4.9,,1035.5,-12.8,3.6,-16.8,,
2003,2,16,11,,335,11.6,14.3,1.97,5.88,4.71,,1035.7,-13.2,3.8,-17.1,,
2003,2,16,12,,338,10.4,13.6,2.09,5.88,4.94,,1036.4,-13.1,3.9,-16.6,,
2003,2,16,13,,345,10.9,13.9,2.02,5.88,4.9,,1037.3,-12.9,3.9,-15.9,,
2003,2,16,14,,341,10.2,14.3,2.07,5.88,4.91,,1038.2,-13.0,3.9,-16.2,,
2003,2,16,15,,345,9.4,12.9,1.95,5.88,4.74,,1038.7,-13.3,3.9,-16.0,,
2003,2,16,16,,343,8.1,11.1,1.78,5.56,4.73,,1039.2,-12.9,3.9,-16.6,,
2003,2,16,17,,342,8.7,11.5,1.49,5.56,4.47,,1037.9,-12.4,3.9,-16.1,,
2003,2,16,18,,338,8.8,11.6,1.38,5.26,4.26,,1037.2,-11.4,3.9,-15.4,,
2003,2,16,19,,337,7.8,10.4,1.3,4.76,4.09,,1037.9,-10.5,3.6,-15.7,,
2003,2,16,20,,340,8.0,10.0,1.16,4.55,4.0,,1037.8,-9.6,3.6,-16.1,,
2003,2,16,21,,343,7.7,10.3,1.08,4.17,3.95,,1037.9,-9.1,3.6,-15.7,,
2003,2,16,22,,341,7.4,10.0,0.98,4.35,3.97,,1037.6,-8.5,3.6,-16.0,,
2003,2,16,23,,343,7.2,9.8,0.99,4.55,3.86,,1038.4,-7.5,3.6,-15.3,,
2003,2,17,0,,350,7.9,10.4,1.16,4.55,4.09,,1038.8,-7.4,3.9,-16.1,,
2003,2,17,1,,4,7.7,10.2,1.06,4.76,4.06,,1037.9,-7.5,3.9,-17.4,,
2003,2,17,2,,2,7.9,11.6,1.09,5.0,4.07,,1037.8,-7.5,3.6,-17.6,,
2003,2,17,3,,5,7.2,9.3,1.16,4.76,4.1,,1037.8,-7.3,3.6,-16.4,,
2003,2,17,4,,18,7.5,9.4,1.03,4.55,3.98,,1037.8,-7.1,3.6,-16.0,,
2003,2,17,5,,25,6.5,8.6,0.87,4.55,3.87,,1038.0,-7.1,3.6,-14.2,,
2003,2,17,6,,30,6.8,9.1,0.96,3.85,3.88,,1038.9,-7.2,3.6,-13.1,,
2003,2,17,7,,35,6.9,10.2,0.97,4.0,3.87,,1038.9,-7.5,3.9,-14.5,,
2003,2,17,8,,50,7.2,9.3,0.93,4.0,3.88,,1038.0,-7.5,3.9,-13.6,,
2003,2,17,9,,55,9.1,11.1,0.97,4.76,3.88,,1036.8,-7.0,3.7,-11.8,,
2003,2,17,10,,51,9.1,11.5,1.0,4.55,3.81,,1037.0,-6.6,3.6,-11.0,,
2003,2,17,11,,57,8.5,11.1,1.09,4.35,3.92,,1036.6,-6.5,3.7,-10.9,,
2003,2,17,12,,63,9.4,11.3,1.11,4.55,4.09,,1035.8,-6.2,3.6,-10.1,,
2003,2,17,13,,66,10.1,12.6,1.3,4.76,4.17,,1035.7,-5.6,3.6,-9.2,,
2003,2,17,14,,72,9.1,11.9,1.38,5.0,4.22,,1035.5,-5.0,3.6,-8.3,,
2003,2,17,15,,64,9.8,12.5,1.49,5.26,4.43,,1034.7,-4.5,3.6,-7.5,,
2003,2,17,16,,67,10.8,13.3,1.59,5.56,4.34,,1033.9,-4.2,3.7,-7.2,,
2003,2,17,17,,66,10.9,13.5,1.77,5.26,4.55,,1032.8,-3.7,3.6,-6.6,,
2003,2,17,18,,73,10.8,13.7,1.79,5.56,4.65,,1031.0,-3.2,3.6,-6.2,,
2003,2,17,19,,67,12.2,15.1,2.0,5.56,4.69,,1029.6,-3.8,3.6,-7.9,,
2003,2,17,20,,64,12.2,15.0,2.04,5.88,4.75,,1028.4,-3.4,3.6,-7.0,,
2003,2,17,21,,67,13.1,16.4,2.12,5.88,4.89,,1027.3,-3.1,3.6,-7.1,,
2003,2,17,22,,72,13.1,15.9,2.45,6.25,5.17,,1026.3,-2.3,3.6,-5.8,,
2003,2,17,23,,71,13.4,16.3,2.51,7.14,5.32,,1025.2,-1.9,3.6,-4.9,,
2003,2,18,0,,65,14.4,17.9,2.95,7.14,5.63,,1024.0,-1.8,3.9,-4.4,,
2003,2,18,1,,60,14.6,17.3,3.66,7.69,5.99,,1023.1,-1.9,3.9,-4.5,,
2003,2,18,2,,59,12.9,15.5,3.6,8.33,6.12,,1023.8,-2.2,3.9,-3.3,,
2003,2,18,3,,62,11.5,13.7,3.73,8.33,6.33,,1023.5,-2.1,3.9,-2.9,,
2003,2,18,4,,57,11.8,14.2,3.84,8.33,6.57,,1021.9,-1.9,3.9,-2.7,,
2003,2,18,5,,57,13.9,17.1,3.72,9.09,6.41,,1020.0,-1.8,3.9,-2.8,,
2003,2,18,6,,57,14.3,17.8,3.67,9.09,6.22,,1019.1,-1.9,3.8,-2.6,,
2003,2,18,7,,50,13.7,15.9,3.58,10.0,6.32,,1018.2,-1.8,3.9,-2.7,,
