#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2010,12,31,23,50,232,6.0,7.0,0.83,4.17,4.02,,9999.0,7.3,7.1,999.0,,
2011,1,1,0,50,228,4.9,5.9,0.88,4.55,4.12,,9999.0,7.4,7.1,999.0,,
2011,1,1,1,50,230,5.9,7.1,0.86,4.17,4.15,,9999.0,7.8,7.4,999.0,,
2011,1,1,2,50,227,6.7,7.6,0.88,4.17,4.03,,9999.0,7.9,7.4,999.0,,
2011,1,1,3,50,240,5.8,6.9,1.0,4.76,4.16,,9999.0,7.8,7.4,999.0,,
2011,1,1,4,50,235,7.0,8.4,1.05,4.55,4.1,,9999.0,7.5,7.2,999.0,,
2011,1,1,5,50,234,4.7,5.5,1.02,4.55,4.21,,9999.0,7.1,7.4,999.0,,
2011,1,1,6,50,244,6.5,7.5,1.04,5.0,4.23,,9999.0,7.1,7.3,999.0,,
2011,1,1,7,50,239,5.7,7.1,1.15,5.0,4.41,,9999.0,7.1,7.1,999.0,,
2011,1,1,8,50,235,4.9,6.2,1.13,5.26,4.45,,9999.0,7.0,7.2,999.0,,
2011,1,1,9,50,235,7.0,8.4,1.2,5.26,4.56,,9999.0,7.1,7.2,999.0,,
2011,1,1,10,50,258,4.5,5.3,1.23,5.56,4.77,,9999.0,7.4,7.4,999.0,,
2011,1,1,11,50,272,3.5,4.3,1.2,5.56,4.77,,9999.0,7.1,7.4,999.0,,
2011,1,1,12,50,284,3.0,3.8,1.13,5.88,4.71,,9999.0,7.4,7.1,999.0,,
2011,1,1,13,50,262,1.8,2.8,1.02,5.56,4.82,,9999.0,9.0,7.1,999.0,,
2011,1,1,14,50,265,2.2,2.8,0.99,5.26,4.8,,9999.0,8.1,7.1,999.0,,
2011,1,1,15,50,262,3.3,4.1,0.95,5.26,4.68,,9999.0,9.7,7.4,999.0,,
2011,1,1,16,50,285,2.0,2.5,0.88,5.88,4.66,,9999.0,9.5,7.4,999.0,,
2011,1,1,17,50,291,1.8,2.3,0.84,5.88,4.71,,9999.0,8.3,7.4,999.0,,
2011,1,1,18,50,319,2.2,2.6,0.86,5.88,4.58,,9999.0,8.3,7.4,999.0,,
2011,1,1,19,50,50,1.7,2.4,0.87,5.26,4.67,,9999.0,8.0,7.4,999.0,,
2011,1,1,20,50,93,2.1,2.7,0.81,5.56,4.65,,9999.0,7.1,7.4,999.0,,
2011,1,1,21,50,165,2.0,2.5,0.76,5.88,4.58,,9999.0,7.1,7.4,999.0,,
2011,1,1,22,50,172,1.9,2.6,0.78,5.26,4.54,,9999.0,7.1,7.4,999.0,,
2011,1,1,23,50,90,2.6,3.1,0.7,5.56,4.52,,9999.0,7.1,7.4,999.0,,
2011,1,2,0,50,104,4.0,4.8,0.67,5.26,4.5,,9999.0,7.4,7.4,999.0,,
2011,1,2,1,50,119,6.0,7.1,0.56,6.25,4.52,,9999.0,7.4,7.4,999.0,,
2011,1,2,2,50,124,5.9,7.0,0.58,5.26,4.29,,9999.0,7.5,7.4,999.0,,
2011,1,2,3,50,134,6.0,6.9,0.58,4.76,3.81,,9999.0,7.5,7.4,999.0,,
2011,1,2,4,50,144,7.1,8.6,0.63,5.56,3.74,,9999.0,7.8,7.4,999.0,,
2011,1,2,5,50,156,5.6,7.2,0.61,3.57,3.9,,9999.0,7.9,7.4,999.0,,
2011,1,2,6,50,166,5.6,6.6,0.67,3.45,3.89,,9999.0,8.2,7.4,999.0,,
2011,1,2,7,50,170,5.6,6.4,0.81,4.0,3.88,,9999.0,8.3,7.4,999.0,,
2011,1,2,8,50,188,5.6,6.8,0.84,4.0,3.88,,9999.0,8.2,7.4,999.0,,
2011,1,2,9,50,218,5.8,6.6,0.9,4.17,3.99,,9999.0,8.2,7.4,999.0,,
2011,1,2,10,50,225,5.9,7.0,1.17,4.55,4.23,,9999.0,7.9,7.4,999.0,,
2011,1,2,11,50,254,4.4,5.4,1.12,5.0,4.3,,9999.0,7.9,7.4,999.0,,
2011,1,2,12,50,230,2.6,3.7,1.07,5.0,4.42,,9999.0,7.5,7.4,999.0,,
2011,1,2,13,50,239,5.3,6.1,1.0,5.0,4.4,,9999.0,7.5,7.4,999.0,,
2011,1,2,14,50,237,4.1,5.0,1.01,5.26,4.49,,9999.0,7.9,7.4,999.0,,
2011,1,2,15,50,274,5.4,6.3,0.88,5.0,4.33,,9999.0,7.6,7.4,999.0,,
2011,1,2,16,50,287,4.5,5.3,0.77,5.0,4.09,,9999.0,7.1,7.3,999.0,,
2011,1,2,17,50,315,5.1,6.4,0.71,5.0,4.18,,9999.0,7.1,7.4,999.0,,
