#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2011,12,31,23,50,253,2.9,3.4,1.06,5.56,4.75,,1006.6,8.2,7.9,7.7,,
2012,1,1,0,50,329,3.5,4.4,0.96,5.56,4.66,,1005.9,8.0,7.8,7.5,,
2012,1,1,1,50,313,3.0,3.7,0.92,5.56,4.71,,1005.8,7.7,7.8,7.3,,
2012,1,1,2,50,318,8.1,9.7,0.86,6.25,4.65,,1006.0,6.8,7.7,6.4,,
2012,1,1,3,50,333,10.3,12.2,0.82,5.26,3.9,,1005.6,5.5,7.7,5.1,,
2012,1,1,4,50,328,10.6,12.6,0.91,3.57,3.8,,1005.6,4.2,7.7,3.7,,
2012,1,1,5,50,337,10.5,12.4,1.22,4.35,3.91,,1006.1,4.0,7.7,3.0,,
2012,1,1,6,50,335,12.1,14.3,1.33,4.76,4.07,,1006.9,3.7,7.7,2.4,,
2012,1,1,7,50,335,10.5,12.7,1.53,5.0,4.36,,1007.6,3.5,7.7,2.0,,
2012,1,1,8,50,330,10.3,11.8,1.43,5.0,4.32,,1008.0,3.3,7.8,1.6,,
2012,1,1,9,50,320,11.0,13.2,1.43,4.55,4.26,,1009.2,3.1,7.8,1.3,,
2012,1,1,10,50,328,11.3,13.6,1.5,4.55,4.07,,1010.0,2.7,7.8,0.8,,
2012,1,1,11,50,337,10.8,12.5,1.41,4.35,4.02,,1011.7,2.5,7.7,0.6,,
2012,1,1,12,50,333,10.1,11.9,1.35,4.35,4.04,,1012.7,2.1,7.7,0.1,,
2012,1,1,13,50,324,10.7,12.6,1.22,4.17,3.9,,1014.1,1.4,7.7,-0.7,,
2012,1,1,14,50,335,10.6,13.1,1.1,4.35,3.9,,1014.5,1.3,7.7,-1.0,,
2012,1,1,15,50,337,8.0,9.7,1.03,4.17,3.92,,1015.3,1.2,7.6,-1.4,,
2012,1,1,16,50,358,6.5,8.5,0.95,4.17,3.98,,1014.8,1.2,7.6,-1.6,,
2012,1,1,17,50,338,6.2,8.1,0.8,4.0,3.98,,1014.9,1.0,7.7,-1.7,,
2012,1,1,18,50,4,5.1,6.4,0.73,4.0,3.97,,1014.4,1.0,7.7,-1.6,,
2012,1,1,19,50,22,2.2,4.0,0.62,8.33,4.13,,1014.7,0.7,7.7,-1.7,,
2012,1,1,20,50,129,0.7,1.8,0.65,7.69,4.64,,1014.8,0.9,7.7,-1.4,,
2012,1,1,21,50,120,2.0,3.2,0.69,7.69,5.23,,1014.9,1.1,7.7,-1.1,,
2012,1,1,22,50,120,4.2,5.8,0.64,8.33,5.28,,1014.0,1.5,7.7,-0.5,,
2012,1,1,23,50,146,3.6,5.0,0.66,9.09,5.2,,1014.3,2.2,7.8,0.2,,
2012,1,2,0,50,148,7.0,8.7,0.58,8.33,4.93,,1012.9,2.9,7.8,0.7,,
2012,1,2,1,50,152,8.1,9.8,0.67,8.33,4.25,,1011.8,3.8,7.8,1.6,,
2012,1,2,2,50,157,8.5,9.9,0.82,8.33,3.83,,1011.3,4.9,7.7,2.7,,
2012,1,2,3,50,154,9.7,11.7,1.0,4.0,4.15,,1009.3,6.0,7.6,4.1,,
2012,1,2,4,50,161,10.3,12.2,1.25,4.55,4.22,,1008.1,6.9,7.6,5.1,,
2012,1,2,5,50,165,10.7,12.3,1.43,4.55,4.21,,1006.6,7.4,7.6,5.7,,
2012,1,2,8,50,168,12.6,15.2,1.82,5.26,4.72,,1000.7,8.0,7.8,6.6,,
2012,1,2,9,50,166,11.7,14.2,2.06,5.88,4.92,,999.1,8.1,7.8,7.0,,
2012,1,2,10,50,178,10.9,13.1,2.19,6.25,5.24,,998.1,8.6,7.8,7.5,,
2012,1,2,11,50,185,10.7,12.5,2.22,6.67,5.34,,997.5,9.0,7.8,8.1,,
2012,1,2,12,50,187,8.8,10.5,2.28,6.67,5.57,,996.8,9.0,7.8,8.1,,
2012,1,2,13,50,208,9.5,11.3,2.24,7.14,5.72,,996.1,9.1,7.8,8.0,,
2012,1,2,14,50,231,10.0,12.7,2.15,6.67,5.63,,996.0,8.7,7.9,7.4,,
2012,1,2,15,50,234,9.4,11.2,2.09,7.14,5.54,,995.4,8.0,7.8,5.8,,
2012,1,2,16,50,244,13.8,17.6,2.3,7.14,5.52,,994.7,7.3,7.7,4.0,,
2012,1,2,17,50,242,13.3,15.5,2.31,6.67,5.24,,994.9,6.8,7.7,2.1,,
2012,1,2,18,50,242,14.2,16.9,2.71,6.25,5.41,,995.4,6.5,7.7,1.0,,
2012,1,2,19,50,241,13.5,16.1,2.94,6.67,5.63,,995.9,6.5,7.7,-0.2,,
2012,1,2,20,50,239,14.1,17.5,3.2,7.14,5.78,,996.3,5.9,7.7,-0.9,,
2012,1,2,21,50,246,12.4,15.1,3.48,7.14,6.0,,997.5,6.0,7.7,-0.9,,
2012,1,2,22,50,249,12.7,15.2,2.96,7.69,5.93,,998.6,5.9,7.7,-1.7,,
2012,1,2,23,50,249,12.0,14.1,2.81,8.33,6.02,,999.5,5.8,7.7,-2.5,,
2012,1,3,0,50,260,12.2,14.8,3.01,7.69,6.08,,1000.0,5.6,7.7,-2.9,,
2012,1,3,1,50,260,11.1,13.9,2.74,8.33,6.23,,1000.6,5.3,7.7,-2.6,,
2012,1,3,2,50,259,10.4,12.2,2.97,8.33,6.29,,1001.1,5.0,7.7,-2.5,,
2012,1,3,3,50,261,10.7,12.8,2.57,8.33,6.1,,1001.1,4.5,7.6,-2.8,,
2012,1,3,4,50,254,10.7,12.9,2.74,7.69,6.03,,1001.3,4.4,7.6,-3.2,,
2012,1,3,5,50,263,10.6,12.7,2.97,7.69,6.2,,1001.4,4.1,7.7,-3.8,,
2012,1,3,6,50,270,9.2,12.1,3.14,9.09,6.46,,1001.7,4.0,7.7,-3.6,,
2012,1,3,7,50,263,9.4,11.5,2.94,8.33,6.41,,1001.9,3.6,7.6,-4.2,,
2012,1,3,8,50,284,8.7,11.0,2.63,8.33,6.22,,1002.2,2.9,7.6,-3.6,,
2012,1,3,9,50,305,8.2,11.3,2.72,8.33,6.56,,1002.5,1.4,7.6,-4.6,,
2012,1,3,10,50,312,7.5,8.9,2.33,8.33,6.17,,1003.0,1.1,7.6,-6.4,,
2012,1,3,11,50,316,6.7,8.7,2.4,7.69,6.42,,1003.9,0.5,7.6,-6.5,,
2012,1,3,12,50,325,7.2,9.9,2.01,8.33,6.15,,1005.0,0.0,7.6,-7.4,,
2012,1,3,13,50,323,6.8,9.5,2.03,7.69,6.25,,1006.3,-0.7,7.6,-6.7,,
2012,1,3,14,50,327,7.2,9.2,1.77,7.69,5.95,,1006.2,-1.1,7.6,-8.1,,
2012,1,3,15,50,328,6.7,8.5,1.77,10.0,5.85,,1005.3,-1.7,7.6,-8.6,,
2012,1,3,16,50,336,7.0,9.1,1.63,7.69,5.59,,1005.6,-2.6,7.6,-7.4,,
2012,1,3,17,50,321,7.1,9.7,1.71,10.0,5.68,,1006.2,-3.0,7.6,-10.0,,
2012,1,3,18,50,322,7.4,9.5,1.77,9.09,5.56,,1006.5,-3.6,7.6,-10.4,,
2012,1,3,19,50,315,6.9,8.8,1.64,10.0,5.3,,1006.9,-3.7,7.6,-11.2,,
2012,1,3,20,50,324,6.8,9.7,1.61,9.09,5.66,,1007.5,-3.6,7.6,-10.9,,
2012,1,3,21,50,326,9.7,12.3,1.55,9.09,5.25,,1008.2,-4.6,7.6,-11.4,,
2012,1,3,22,50,336,10.6,13.8,1.63,9.09,4.95,,1009.2,-6.2,7.6,-13.0,,
2012,1,3,23,50,328,9.9,13.0,1.69,4.35,4.9,,1010.3,-6.4,7.6,-12.0,,
2012,1,4,0,50,344,10.3,12.7,1.65,4.55,4.66,,1010.9,-7.3,7.5,-12.5,,
2012,1,4,1,50,336,9.9,11.9,1.42,4.55,4.51,,1011.7,-8.1,7.5,-12.8,,
2012,1,4,2,50,342,10.5,13.7,1.36,4.35,4.25,,1011.4,-8.5,7.5,-12.1,,
2012,1,4,3,50,338,12.1,15.6,1.4,4.0,4.11,,1009.6,-9.5,7.5,-12.7,,
2012,1,4,4,50,352,9.6,13.2,1.49,4.55,4.16,,1012.5,-10.4,7.4,-14.1,,
2012,1,4,5,50,343,11.5,14.5,1.47,5.0,4.26,,1011.0,-10.7,7.4,-13.5,,
2012,1,4,6,50,339,13.0,16.6,1.52,5.0,4.23,,1011.5,-10.7,7.4,-12.8,,
