YYYY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2005,1,21,23,0,325,12.2,15.7,1.75,5.26,4.36,,1015.2,-13.3,5.4,-16.4,,
2005,1,22,0,0,332,13.7,17.2,1.9,5.0,4.5,,1016.0,-13.7,5.4,-16.5,,
2005,1,22,1,0,334,14.1,19.0,2.06,5.56,4.6,,1016.6,-14.0,5.4,-16.5,,
2005,1,22,2,0,341,14.3,18.6,2.13,5.26,4.66,,1017.4,-14.2,5.3,-16.5,,
2005,1,22,3,0,344,13.0,16.0,1.96,5.56,4.61,,1018.2,-14.8,5.3,-17.0,,
2005,1,22,4,0,351,14.1,17.4,2.09,5.0,4.59,,1018.8,-15.1,5.4,-17.5,,
2005,1,22,5,0,348,12.8,15.9,1.9,5.56,4.51,,1019.5,-15.3,5.4,-17.9,,
2005,1,22,6,0,340,12.7,15.7,1.96,5.26,4.49,,1019.9,-15.8,5.3,-18.4,,
2005,1,22,7,0,345,12.4,15.5,1.8,5.0,4.29,,1021.0,-15.8,5.3,-18.3,,
2005,1,22,8,0,343,11.4,14.7,1.63,4.76,4.23,,1022.1,-16.0,5.3,-18.6,,
2005,1,22,9,0,337,12.0,14.8,1.84,5.0,4.33,,1021.9,-15.8,5.3,-18.3,,
2005,1,22,10,0,346,11.8,14.8,1.67,5.0,4.3,,1022.2,-15.8,5.3,-18.4,,
2005,1,22,11,0,348,10.2,12.9,1.81,5.0,4.33,,1022.4,-15.0,5.3,-17.5,,
2005,1,22,12,0,354,9.7,12.1,1.94,5.26,4.59,,1023.0,-14.3,5.3,-16.7,,
2005,1,22,13,0,6,9.9,12.0,1.65,5.0,4.29,,1023.5,-14.7,5.2,-17.1,,
2005,1,22,14,0,8,8.5,10.6,1.67,5.26,4.29,,1024.0,-14.7,5.3,-17.1,,
2005,1,22,15,0,2,8.0,10.6,1.52,5.0,4.18,,1024.6,-14.5,5.3,-17.0,,
2005,1,22,16,0,360,7.5,9.9,1.19,4.55,3.85,,1024.2,-13.9,5.3,-16.2,,
2005,1,22,17,0,7,7.4,9.4,0.96,4.0,3.64,,1023.5,-13.6,5.3,-15.7,,
2005,1,22,18,0,358,6.8,9.0,0.83,4.0,3.48,,1023.6,-13.0,5.4,-15.2,,
2005,1,22,19,0,351,5.2,7.2,0.72,3.7,3.36,,1023.1,-12.8,5.2,-15.1,,
2005,1,22,20,0,358,5.3,7.4,0.56,3.13,3.2,,1022.9,-12.0,5.2,-13.0,,
2005,1,22,21,0,7,5.7,7.7,0.56,3.7,3.15,,1023.1,-11.9,5.2,-14.0,,
2005,1,22,22,0,5,5.6,8.1,0.54,3.57,3.2,,1023.1,-11.4,5.2,-13.5,,
2005,1,22,23,0,12,6.4,9.5,0.52,3.33,3.19,,1022.6,-11.0,5.3,-13.0,,
2005,1,23,0,0,6,4.9,7.2,0.57,3.45,3.3,,1023.5,-10.9,5.3,-12.9,,
2005,1,23,1,0,36,7.0,9.7,0.56,3.7,3.31,,1021.8,-10.4,5.1,-12.4,,
2005,1,23,2,0,33,6.8,9.8,0.62,3.57,3.24,,1021.2,-9.4,5.1,-11.2,,
2005,1,23,3,0,59,6.7,9.1,0.67,3.7,3.2,,1020.1,-9.3,5.2,-11.0,,
2005,1,23,4,0,46,9.7,11.9,0.68,3.7,3.25,,1018.2,-8.7,5.2,-10.5,,
2005,1,23,5,0,49,9.2,12.1,1.01,3.45,3.43,,1017.8,-8.0,5.3,-9.6,,
2005,1,23,6,0,47,10.8,14.3,1.02,4.0,3.5,,1016.6,-7.4,5.3,-9.1,,
2005,1,23,7,0,46,12.9,16.2,1.38,4.35,3.89,,1015.3,-7.0,5.3,-8.5,,
2005,1,23,8,0,72,12.6,14.9,1.81,4.76,4.19,,1014.3,-6.7,5.3,-8.2,,
2005,1,23,9,0,70,14.2,16.7,2.03,5.0,4.51,,1012.6,-6.8,5.3,-8.4,,
2005,1,23,10,0,67,15.5,18.9,2.67,6.25,5.17,,1011.2,-7.2,5.3,-8.8,,
2005,1,23,11,0,64,16.2,20.3,3.26,6.67,5.58,,1010.2,-6.7,5.3,-8.5,,
2005,1,23,12,0,32,16.3,20.4,3.49,7.14,5.8,,1009.6,-7.0,5.3,-8.6,,
2005,1,23,13,0,38,17.4,22.1,3.89,6.67,6.05,,1008.5,-7.3,5.3,-9.0,,
2005,1,23,14,0,33,19.0,24.4,3.87,7.69,6.13,,1006.6,-7.7,5.3,-9.4,,
2005,1,23,15,0,34,19.3,23.9,3.44,7.69,5.91,,1006.1,-7.9,5.3,-9.6,,
2005,1,23,16,0,37,19.3,23.9,4.14,7.69,6.28,,1004.8,-8.2,5.3,-9.8,,
2005,1,23,17,0,31,20.0,25.0,4.28,7.14,6.25,,1001.9,-8.1,5.3,-9.8,,
2005,1,23,18,0,32,21.3,25.6,4.28,7.69,6.3,,1000.4,-8.1,5.3,-9.8,,
2005,1,23,19,0,30,21.4,27.0,5.06,7.69,6.55,,,-8.0,5.3,-9.6,,
2005,1,23,20,0,25,21.1,25.5,5.1,8.33,6.79,,999.3,-8.3,5.3,-10.0,,
2005,1,23,21,0,24,19.8,24.3,4.83,7.14,6.74,,1000.0,-8.5,5.3,-10.3,,
2005,1,23,22,0,20,19.7,24.2,4.31,9.09,6.66,,1000.0,-9.0,5.2,-10.8,,
2005,1,23,23,0,12,17.9,21.9,3.31,7.69,5.83,,1001.0,-9.3,5.3,-11.1,,
2005,1,24,0,0,8,19.0,23.4,4.19,9.09,6.52,,1000.7,-10.2,5.3,-12.0,,
2005,1,24,1,0,2,18.6,22.8,2.6,7.69,5.38,,1001.4,-10.3,5.2,-12.1,,
2005,1,24,2,0,10,19.4,24.6,2.73,7.14,5.28,,1000.8,-9.6,5.2,-9.8,,
2005,1,24,4,0,353,19.2,23.4,2.31,5.88,4.82,,1000.8,-9.6,5.1,-11.0,,
2005,1,24,5,0,351,17.7,22.5,3.29,7.14,5.56,,1001.3,-10.1,5.1,-11.9,,
2005,1,24,6,0,352,17.1,21.1,3.38,7.14,5.62,,1001.5,-10.6,5.3,-12.6,,
2005,1,24,7,0,354,16.6,20.6,2.5,6.25,5.02,,1002.1,-10.4,5.2,-12.3,,
2005,1,24,8,0,340,15.6,19.7,2.86,6.25,5.12,,1002.1,-10.8,5.1,-12.9,,
2005,1,24,9,0,345,15.8,19.5,,,,,1002.5,-11.3,5.1,-13.4,,
2005,1,24,10,0,336,17.0,21.3,,,,,1002.7,-12.0,5.1,-14.2,,
2005,1,24,11,0,337,15.5,19.2,2.4,5.88,4.97,,1003.5,-11.8,5.1,-13.8,,
2005,1,24,12,0,336,15.6,19.5,2.53,5.88,5.12,,1003.8,-11.3,5.1,-13.4,,
2005,1,24,13,0,334,16.2,20.8,2.37,6.25,4.98,,1004.1,-11.6,5.1,-13.6,,
2005,1,24,14,0,338,15.6,19.5,2.32,6.25,4.93,,1004.9,-11.6,5.0,-13.7,,
2005,1,24,15,0,335,16.2,21.1,,,,,1004.4,-10.6,5.0,-12.7,,
2005,1,24,16,0,330,14.7,18.2,,,,,1003.9,-9.8,5.0,-12.0,,
2005,1,24,17,0,327,14.0,17.0,2.13,5.56,4.82,,1002.4,-9.4,5.1,-11.9,,
2005,1,24,18,0,322,13.5,17.1,1.81,5.26,4.4,,1001.8,-8.4,5.1,-12.0,,
2005,1,24,19,0,315,12.2,15.0,1.57,5.0,4.23,,1001.3,-7.5,5.1,-12.1,,
2005,1,24,20,0,311,10.9,13.6,,,,,1001.4,-6.7,5.1,-11.6,,
2005,1,24,21,0,301,11.7,13.6,1.51,5.0,4.16,,1001.1,-6.2,5.1,-10.8,,
2005,1,24,22,0,293,11.3,14.9,1.46,5.26,4.14,,1001.1,-5.4,5.1,-9.9,,
2005,1,24,23,0,288,11.1,13.6,1.38,4.55,4.06,,1001.0,-4.6,5.1,-9.7,,
2005,1,25,0,0,291,10.0,12.9,,,,,1000.8,-4.6,5.1,-9.4,,
2005,1,25,1,0,282,10.6,12.9,1.3,5.0,4.1,,1000.3,-4.5,5.0,-9.9,,
2005,1,25,2,0,276,9.8,12.8,1.35,5.56,4.19,,999.6,-4.9,5.0,-9.3,,
2005,1,25,3,0,270,11.3,,,,,,998.2,-4.5,999.0,-8.0,,
2005,1,25,4,0,285,10.8,14.8,1.54,5.56,4.55,,998.1,-4.4,5.0,-8.5,,
2005,1,25,5,0,294,12.0,14.9,1.43,5.56,4.38,,997.6,-4.6,5.0,-9.1,,
2005,1,25,6,0,298,11.8,14.5,1.4,5.26,4.45,,997.3,-4.8,5.0,-8.3,,
2005,1,25,7,0,306,11.4,13.9,1.31,5.0,4.17,,997.9,-5.1,5.0,-8.2,,
2005,1,25,8,0,305,11.5,13.6,1.39,5.88,4.31,,997.9,-5.1,5.0,-9.4,,
2005,1,25,9,0,314,11.0,13.7,1.3,5.88,4.28,,998.0,-5.8,5.0,-9.3,,
2005,1,25,10,0,321,11.1,13.6,1.33,5.88,4.08,,998.1,-6.2,5.0,-9.9,,
2005,1,25,11,0,306,11.1,13.8,1.26,5.56,3.88,,998.7,-6.5,5.0,-10.4,,
2005,1,25,12,0,307,12.2,16.7,1.42,4.35,4.12,,999.2,-6.8,4.9,-10.8,,
2005,1,25,13,0,315,15.2,17.8,1.79,4.76,4.53,,999.5,-7.5,4.9,-11.8,,
2005,1,25,14,0,318,13.9,17.1,1.9,5.0,4.58,,1000.7,-8.0,5.0,-11.9,,
2005,1,25,15,0,322,14.1,17.8,1.98,5.26,4.66,,1001.1,-8.4,5.0,-13.2,,
2005,1,25,16,0,322,12.0,15.3,,,,,1001.2,-8.7,5.0,-14.2,,
2005,1,25,17,0,323,11.5,14.8,1.64,5.26,4.41,,1001.3,-8.8,5.0,-14.8,,
2005,1,25,18,0,324,10.8,14.6,1.6,5.0,4.44,,1001.7,-8.4,5.0,-15.1,,
2005,1,25,19,0,316,11.7,14.6,1.54,4.35,4.27,,1002.3,-7.9,5.0,-14.6,,
2005,1,25,20,0,326,12.1,,,,,,1003.3,-7.4,999.0,-14.8,,
2005,1,25,21,0,317,9.9,13.5,1.35,5.0,4.21,,1004.9,-7.4,4.7,-15.4,,
2005,1,25,22,0,319,12.2,14.9,1.34,4.55,4.03,,1006.0,-7.6,4.6,-15.8,,
2005,1,25,23,0,324,12.4,15.6,1.53,5.0,4.26,,1007.4,-7.7,4.6,-16.2,,
2005,1,26,0,0,338,9.2,12.4,1.46,4.35,4.15,,1008.7,-8.2,4.6,-17.9,,
2005,1,26,1,0,322,9.5,12.9,1.19,4.35,4.04,,1009.7,-8.1,4.6,-17.1,,
2005,1,26,2,0,317,9.0,11.7,1.25,4.76,4.13,,1009.8,-8.4,4.7,-17.0,,
2005,1,26,3,0,315,8.4,10.7,1.12,4.55,4.11,,1010.0,-8.5,5.0,-17.4,,
2005,1,26,4,0,320,8.4,10.1,1.12,4.35,4.0,,1010.6,-8.4,5.0,-15.9,,
2005,1,26,5,0,328,8.7,11.1,1.12,4.35,3.98,,1010.9,-9.0,5.0,-15.6,,
2005,1,26,6,0,339,7.4,10.4,1.11,4.35,3.96,,1011.0,-9.6,5.0,-15.3,,
2005,1,26,7,0,344,7.2,9.2,0.99,4.17,3.9,,1011.4,-10.1,4.8,-16.1,,
2005,1,26,8,0,356,6.5,8.4,0.94,3.7,3.79,,1012.2,-10.5,4.4,-15.9,,
2005,1,26,9,0,360,5.0,6.6,0.78,3.57,3.6,,1012.8,-10.7,4.3,-16.3,,
2005,1,26,10,0,12,4.9,6.2,0.73,3.57,3.5,,1013.1,-10.6,3.9,-15.4,,
2005,1,26,11,0,15,4.1,6.0,0.67,3.33,3.63,,1013.4,-10.7,3.8,-16.2,,
2005,1,26,12,0,7,3.4,5.1,0.62,3.85,3.95,,1014.0,-10.5,3.8,-16.2,,
2005,1,26,13,0,27,3.5,5.2,0.57,8.33,4.16,,1014.0,-9.9,3.9,-15.1,,
2005,1,26,14,0,45,5.2,6.9,0.53,8.33,4.42,,1013.5,-9.2,4.0,-14.3,,
2005,1,26,15,0,55,5.6,7.4,0.52,9.09,4.11,,1013.3,-8.4,4.6,-13.0,,
2005,1,26,16,0,53,4.8,6.3,0.59,7.69,4.13,,1013.0,-8.1,4.8,-12.0,,
2005,1,26,17,0,58,6.1,7.9,0.56,9.09,3.64,,1012.4,-7.6,4.8,-10.8,,
2005,1,26,18,0,47,7.5,9.4,0.6,10.0,3.65,,1012.2,-7.4,4.9,-10.2,,
2005,1,26,19,0,46,9.0,10.9,0.67,3.13,3.38,,1012.2,-7.3,4.3,-9.8,,
2005,1,26,20,0,32,9.5,11.6,0.76,3.13,3.19,,1012.5,-7.0,3.8,-9.3,,
2005,1,26,21,0,33,9.8,11.6,0.95,3.57,3.42,,1012.8,-6.6,3.8,-8.9,,
2005,1,26,22,0,36,10.9,13.8,1.09,4.0,3.56,,1012.9,-6.2,3.8,-8.4,,
2005,1,26,23,0,38,11.6,15.1,1.42,4.35,3.98,,1013.5,-6.2,4.4,-8.4,,
2005,1,27,0,0,32,12.9,15.6,1.54,4.55,4.08,,1013.9,-6.5,4.5,-8.7,,
2005,1,27,1,0,26,13.7,16.2,1.65,5.0,4.38,,1014.0,-7.1,4.1,-9.2,,
2005,1,27,2,0,28,13.5,17.2,1.87,5.88,4.57,,1014.7,-8.1,4.1,-10.2,,
2005,1,27,3,0,26,13.6,16.8,1.87,5.88,4.69,,1015.2,-8.5,4.1,-11.4,,
2005,1,27,4,0,25,13.8,16.6,2.11,5.56,4.85,,1015.5,-8.9,4.0,-12.0,,
2005,1,27,5,0,23,13.9,17.5,2.26,6.25,4.91,,1015.7,-9.8,4.0,-12.6,,
2005,1,27,6,0,22,14.6,19.2,2.06,5.88,4.77,,1015.5,-10.3,4.0,-12.4,,
2005,1,27,7,0,12,12.9,17.6,1.84,5.56,4.52,,1016.6,-11.1,4.2,-13.0,,
2005,1,27,8,0,20,12.0,15.6,1.58,5.88,4.29,,1017.4,-11.8,4.0,-14.0,,
2005,1,27,9,0,7,11.5,14.9,1.67,5.56,4.37,,1018.0,-12.3,3.9,-14.4,,
2005,1,27,10,0,13,11.7,15.0,1.84,5.56,4.48,,1018.5,-12.8,4.0,-15.1,,
2005,1,27,11,0,14,10.4,14.1,1.67,5.56,4.27,,1019.6,-13.9,4.1,-16.2,,
2005,1,27,12,0,12,11.6,14.4,2.1,6.67,4.81,,1020.8,-14.6,4.0,-16.9,,
2005,1,27,13,0,15,10.4,13.3,1.71,5.26,4.49,,1022.3,-14.9,4.0,-17.4,,
2005,1,27,14,0,22,10.0,12.4,1.87,7.14,4.9,,1023.3,-15.1,3.9,-17.6,,
2005,1,27,15,0,20,9.2,11.6,2.31,7.14,5.46,,1023.6,-14.3,3.9,-16.7,,
2005,1,27,16,0,12,9.4,11.2,1.97,7.69,5.02,,1023.8,-13.8,4.0,-16.2,,
2005,1,27,17,0,11,9.6,11.9,2.11,7.14,5.23,,1023.5,-13.0,4.0,-15.3,,
2005,1,27,18,0,3,10.8,13.2,2.01,5.88,5.04,,1023.4,-12.5,4.0,-14.9,,
2005,1,27,19,0,355,10.8,13.4,1.63,6.67,4.7,,1023.7,-11.3,4.0,-13.7,,
2005,1,27,20,0,353,11.2,14.9,1.61,4.76,4.53,,1024.5,-11.3,4.0,-13.8,,
2005,1,27,21,0,353,11.4,14.0,1.56,6.25,4.39,,1025.2,-10.9,4.0,-13.2,,
2005,1,27,22,0,352,12.6,15.6,1.71,4.76,4.31,,1026.1,-10.3,4.0,-14.0,,
2005,1,27,23,0,350,13.2,17.1,1.73,5.0,4.38,,1027.2,-10.6,3.9,-15.0,,
2005,1,28,0,0,354,14.0,17.9,1.82,5.56,4.33,,1028.1,-10.6,3.9,-15.2,,
2005,1,28,1,0,357,13.9,17.4,1.95,5.56,4.65,,1028.8,-10.9,4.0,-15.2,,
2005,1,28,2,0,358,14.8,18.9,1.69,5.56,4.37,,1028.9,-11.1,3.9,-15.3,,
2005,1,28,3,0,352,14.8,19.5,1.75,5.56,4.51,,1029.2,-11.5,3.9,-14.9,,
2005,1,28,4,0,350,12.9,18.1,1.49,5.56,4.29,,1030.2,-12.2,3.9,-15.0,,
2005,1,28,5,0,356,13.3,17.4,2.23,6.25,4.86,,1030.4,-12.4,3.9,-14.8,,
2005,1,28,6,0,348,15.4,18.4,2.02,5.56,4.74,,1030.6,-13.1,4.0,-15.8,,
2005,1,28,7,0,355,14.3,17.5,2.14,5.88,4.84,,1031.3,-13.2,4.1,-15.6,,
2005,1,28,8,0,355,13.4,17.2,2.05,5.26,4.65,,1032.0,-13.7,4.1,-16.0,,
2005,1,28,9,0,357,13.0,16.8,1.77,5.26,4.45,,1032.7,-13.9,4.1,-16.0,,
2005,1,28,10,0,354,11.7,15.4,1.81,5.26,4.43,,1033.6,-14.3,4.1,-16.6,,
2005,1,28,11,0,352,9.1,14.6,1.7,5.0,4.34,,1034.2,-14.3,4.2,-16.8,,
2005,1,28,12,0,1,11.5,14.4,1.93,5.56,4.47,,1034.8,-14.8,4.2,-17.3,,
2005,1,28,13,0,357,11.1,14.4,1.49,5.56,4.28,,1035.3,-14.5,4.2,-16.9,,
2005,1,28,14,0,357,10.4,13.2,1.76,5.26,4.62,,1035.5,-14.1,4.1,-16.6,,
2005,1,28,15,0,356,9.2,10.9,1.87,5.56,4.85,,1035.5,-13.1,4.1,-15.4,,
2005,1,28,16,0,355,9.5,11.7,1.82,5.26,4.87,,1035.5,-12.3,4.0,-14.6,,
2005,1,28,17,0,355,11.2,13.8,1.81,5.26,4.58,,1034.7,-11.5,4.1,-13.8,,
2005,1,28,18,0,351,10.6,13.5,1.48,5.0,4.29,,1034.2,-10.7,4.1,-13.2,,
2005,1,28,19,0,349,11.2,14.8,1.58,4.76,4.28,,1034.0,-9.7,4.1,-14.3,,
2005,1,28,20,0,357,11.3,14.3,1.48,4.76,4.1,,1034.1,-8.4,4.1,-14.8,,
2005,1,28,21,0,342,11.0,13.6,1.39,4.35,4.03,,1034.4,-7.9,4.1,-14.8,,
2005,1,28,22,0,339,10.7,13.2,1.38,4.35,3.96,,1035.1,-8.0,4.2,-14.4,,
2005,1,28,23,0,335,10.8,13.5,1.25,4.35,3.8,,1035.8,-8.3,4.2,-14.7,,
2005,1,29,0,0,337,11.6,14.8,1.36,4.35,3.92,,1035.8,-8.0,4.2,-14.2,,
2005,1,29,1,0,342,11.4,14.5,1.33,4.55,3.88,,1036.0,-7.6,4.2,-13.4,,
2005,1,29,2,0,338,11.8,14.5,1.35,4.55,4.06,,1035.5,-7.6,4.1,-13.6,,
2005,1,29,3,0,347,10.6,12.7,1.27,4.76,4.1,,1034.7,-7.6,4.1,-13.4,,
2005,1,29,4,0,345,10.3,12.3,1.32,4.76,4.22,,1034.1,-7.8,4.1,-13.6,,
2005,1,29,5,0,338,10.3,12.4,1.43,4.76,4.19,,1033.8,-7.8,4.1,-13.9,,
2005,1,29,6,0,342,9.5,11.3,1.35,4.76,4.09,,1033.0,-7.7,4.1,-15.2,,
2005,1,29,7,0,333,7.9,9.4,1.08,4.55,3.97,,1032.9,-8.9,4.1,-14.3,,
2005,1,29,8,0,341,8.3,9.9,1.0,4.17,3.81,,1032.3,-9.0,4.0,-14.3,,
2005,1,29,9,0,339,7.4,9.3,0.98,3.7,3.68,,1032.1,-8.5,4.1,-13.0,,
2005,1,29,10,0,342,7.9,9.9,0.96,4.0,3.61,,1031.9,-8.8,4.1,-13.3,,
2005,1,29,11,0,342,6.7,8.5,0.94,3.7,3.57,,1031.1,-8.9,4.2,-13.8,,
2005,1,29,12,0,322,5.8,7.3,0.79,3.7,3.48,,1031.1,-9.4,4.2,-15.0,,
2005,1,29,13,0,324,7.4,9.4,0.76,3.45,3.44,,1030.5,-8.6,4.1,-14.1,,
2005,1,29,14,0,325,6.9,9.0,0.61,3.85,3.35,,1030.2,-8.3,4.1,-13.9,,
2005,1,29,15,0,321,6.0,7.5,0.64,3.33,3.49,,1028.9,-7.2,4.1,-13.2,,
2005,1,29,16,0,303,5.1,7.0,0.59,3.33,3.52,,1027.4,-6.8,4.1,-13.0,,
2005,1,29,17,0,280,5.1,6.8,0.55,3.7,3.53,,1025.9,-6.0,4.2,-11.8,,
2005,1,29,18,0,293,6.6,8.9,0.55,3.57,3.44,,1024.3,-4.8,4.2,-12.5,,
2005,1,29,19,0,278,6.7,8.1,0.69,3.45,3.42,,1023.1,-3.5,4.2,-12.1,,
2005,1,29,20,0,275,7.0,9.2,0.68,4.0,3.56,,1022.3,-2.9,4.2,-12.8,,
2005,1,29,21,0,286,6.3,7.9,0.62,3.7,3.72,,1021.8,-2.3,4.2,-12.2,,
2005,1,29,22,0,308,7.2,9.1,0.58,4.0,3.57,,1021.5,-1.8,4.3,-13.3,,
2005,1,29,23,0,301,4.6,6.3,0.58,3.85,3.6,,1021.2,-1.7,4.3,-12.6,,
2005,1,30,0,0,292,5.8,7.5,0.65,4.35,3.59,,1020.4,-1.1,4.2,-11.6,,
2005,1,30,1,0,292,6.4,7.8,0.92,5.26,3.95,,1019.9,-0.5,4.2,-12.2,,
2005,1,30,2,0,269,5.7,6.8,0.92,5.0,3.92,,1019.2,0.0,4.1,-10.8,,
2005,1,30,3,0,267,5.8,7.2,0.82,4.55,3.82,,1018.3,0.5,4.1,-9.9,,
2005,1,30,4,0,264,6.0,7.5,0.78,4.76,3.67,,1017.8,0.7,4.3,-10.3,,
2005,1,30,5,0,283,6.7,8.7,0.9,4.55,3.81,,1017.1,0.6,4.4,-8.3,,
2005,1,30,6,0,294,5.8,6.9,0.98,4.76,3.95,,1016.6,0.2,4.1,-11.0,,
2005,1,30,7,0,310,5.1,6.2,0.81,4.76,4.0,,1016.5,-0.3,4.0,-12.1,,
2005,1,30,8,0,314,4.4,5.4,0.77,4.76,4.13,,1016.3,-0.5,4.0,-12.5,,
2005,1,30,9,0,335,4.6,5.7,0.67,5.26,4.32,,1016.2,-0.7,4.0,-14.4,,
