#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 12 31 23 50 297  9.9 12.2 99.00 99.00 99.00 999 9999.0   4.0 999.0 999.0 99.0 99.00
2021 01 01 00 50 304 10.3 13.0 99.00 99.00 99.00 999 9999.0   3.8 999.0 999.0 99.0 99.00
2021 01 01 01 50 299 11.5 13.9 99.00 99.00 99.00 999 9999.0   3.3 999.0 999.0 99.0 99.00
2021 01 01 02 50 310 11.8 14.1 99.00 99.00 99.00 999 9999.0   2.2 999.0 999.0 99.0 99.00
2021 01 01 03 50 316  9.4 11.4 99.00 99.00 99.00 999 9999.0   1.4 999.0 999.0 99.0 99.00
2021 01 01 04 50 319 10.0 13.6 99.00 99.00 99.00 999 9999.0   0.6 999.0 999.0 99.0 99.00
2021 01 01 05 50 304 10.5 12.7 99.00 99.00 99.00 999 9999.0   0.4 999.0 999.0 99.0 99.00
2021 01 01 06 50 323  8.5 10.5 99.00 99.00 99.00 999 9999.0   0.1 999.0 999.0 99.0 99.00
2021 01 01 07 50 323  8.2 10.4 99.00 99.00 99.00 999 9999.0  -0.2 999.0 999.0 99.0 99.00
2021 01 01 08 50 316  8.5 11.4 99.00 99.00 99.00 999 9999.0  -0.6 999.0 999.0 99.0 99.00
2021 01 01 09 50 324  8.3 10.6 99.00 99.00 99.00 999 9999.0  -0.9 999.0 999.0 99.0 99.00
2021 01 01 10 50 332  8.7 11.1 99.00 99.00 99.00 999 9999.0  -1.1 999.0 999.0 99.0 99.00
2021 01 01 11 50 331  7.0  9.1 99.00 99.00 99.00 999 9999.0  -1.2 999.0 999.0 99.0 99.00
2021 01 01 12 50 337  6.9  8.7 99.00 99.00 99.00 999 9999.0  -1.5 999.0 999.0 99.0 99.00
2021 01 01 13 50 321  6.9  8.7 99.00 99.00 99.00 999 9999.0  -1.6 999.0 999.0 99.0 99.00
2021 01 01 14 50 304  5.1  6.6 99.00 99.00 99.00 999 9999.0  -1.8 999.0 999.0 99.0 99.00
2021 01 01 15 50 296  3.8  5.7 99.00 99.00 99.00 999 9999.0  -0.9 999.0 999.0 99.0 99.00
2021 01 01 16 50 282  3.3  4.7 99.00 99.00 99.00 999 9999.0  -0.6 999.0 999.0 99.0 99.00
2021 01 01 17 50 266  4.6  6.3 99.00 99.00 99.00 999 9999.0  -0.2 999.0 999.0 99.0 99.00
2021 01 01 18 50 277  2.9  5.2 99.00 99.00 99.00 999 9999.0   0.2 999.0 999.0 99.0 99.00
2021 01 01 19 50 281  2.1  3.4 99.00 99.00 99.00 999 9999.0   0.5 999.0 999.0 99.0 99.00
2021 01 01 20 50 253  4.0  5.2 99.00 99.00 99.00 999 9999.0   0.5 999.0 999.0 99.0 99.00
2021 01 01 21 50 266  3.2  4.9 99.00 99.00 99.00 999 9999.0   0.7 999.0 999.0 99.0 99.00
2021 01 01 22 50 283  3.3  4.6 99.00 99.00 99.00 999 9999.0   1.0 999.0 999.0 99.0 99.00
2021 01 01 23 50 304  2.3  3.7 99.00 99.00 99.00 999 9999.0   1.3 999.0 999.0 99.0 99.00
2021 01 02 00 50 295  2.5  3.7 99.00 99.00 99.00 999 9999.0   1.5 999.0 999.0 99.0 99.00
2021 01 02 01 50 283  3.0  4.2 99.00 99.00 99.00 999 9999.0   1.5 999.0 999.0 99.0 99.00
2021 01 02 02 50 248  2.7  3.5 99.00 99.00 99.00 999 9999.0   1.7 999.0 999.0 99.0 99.00
2021 01 02 03 50 206  2.8  4.3 99.00 99.00 99.00 999 9999.0   1.9 999.0 999.0 99.0 99.00
