#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2020,12,31,23,50,297,9.9,12.2,,,,,9999.0,4.0,999.0,999.0,,
2021,1,1,0,50,304,10.3,13.0,,,,,9999.0,3.8,999.0,999.0,,
2021,1,1,1,50,299,11.5,13.9,,,,,9999.0,3.3,999.0,999.0,,
2021,1,1,2,50,310,11.8,14.1,,,,,9999.0,2.2,999.0,999.0,,
2021,1,1,3,50,316,9.4,11.4,,,,,9999.0,1.4,999.0,999.0,,
2021,1,1,4,50,319,10.0,13.6,,,,,9999.0,0.6,999.0,999.0,,
2021,1,1,5,50,304,10.5,12.7,,,,,9999.0,0.4,999.0,999.0,,
2021,1,1,6,50,323,8.5,10.5,,,,,9999.0,0.1,999.0,999.0,,
2021,1,1,7,50,323,8.2,10.4,,,,,9999.0,-0.2,999.0,999.0,,
2021,1,1,8,50,316,8.5,11.4,,,,,9999.0,-0.6,999.0,999.0,,
2021,1,1,9,50,324,8.3,10.6,,,,,9999.0,-0.9,999.0,999.0,,
2021,1,1,10,50,332,8.7,11.1,,,,,9999.0,-1.1,999.0,999.0,,
2021,1,1,11,50,331,7.0,9.1,,,,,9999.0,-1.2,999.0,999.0,,
2021,1,1,12,50,337,6.9,8.7,,,,,9999.0,-1.5,999.0,999.0,,
2021,1,1,13,50,321,6.9,8.7,,,,,9999.0,-1.6,999.0,999.0,,
2021,1,1,14,50,304,5.1,6.6,,,,,9999.0,-1.8,999.0,999.0,,
2021,1,1,15,50,296,3.8,5.7,,,,,9999.0,-0.9,999.0,999.0,,
2021,1,1,16,50,282,3.3,4.7,,,,,9999.0,-0.6,999.0,999.0,,
2021,1,1,17,50,266,4.6,6.3,,,,,9999.0,-0.2,999.0,999.0,,
2021,1,1,18,50,277,2.9,5.2,,,,,9999.0,0.2,999.0,999.0,,
2021,1,1,19,50,281,2.1,3.4,,,,,9999.0,0.5,999.0,999.0,,
2021,1,1,20,50,253,4.0,5.2,,,,,9999.0,0.5,999.0,999.0,,
2021,1,1,21,50,266,3.2,4.9,,,,,9999.0,0.7,999.0,999.0,,
2021,1,1,22,50,283,3.3,4.6,,,,,9999.0,1.0,999.0,999.0,,
2021,1,1,23,50,304,2.3,3.7,,,,,9999.0,1.3,999.0,999.0,,
