#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 12 31 23 50 999  7.5  9.7  1.26  6.25  4.96 222 1017.6   2.3   8.2 999.0 99.0 99.00
2017 01 01 00 50 999 11.3 13.2  1.35 10.00  4.97 177 1017.0   4.2   8.3 999.0 99.0 99.00
2017 01 01 01 50 999 11.6 14.1  1.57 10.00  4.72 170 1015.5   4.7   8.2 999.0 99.0 99.00
2017 01 01 02 50 999 13.4 16.3  2.05  5.56  4.78 224 1014.6   4.8   8.3 999.0 99.0 99.00
2017 01 01 03 50 999 13.6 15.9  2.27  5.88  5.19 215 1013.1   4.9   8.2 999.0 99.0 99.00
2017 01 01 04 50 999 14.0 17.6  2.66  7.14  5.53 217 1011.5   5.2   8.2 999.0 99.0 99.00
2017 01 01 05 50 999 15.4 19.1  3.13  7.69  5.93 214 1010.2   5.5   8.2 999.0 99.0 99.00
2017 01 01 06 50 999 14.4 17.3  3.53  7.69  6.47 213 1009.4   5.7   8.2 999.0 99.0 99.00
2017 01 01 07 50 999 11.4 14.6  3.71  9.09  6.81 209 1009.6   4.1   8.3 999.0 99.0 99.00
2017 01 01 08 50 999  8.9 10.7  3.50  8.33  6.78 203 1009.1   4.0   8.3 999.0 99.0 99.00
2017 01 01 09 50 999  8.2  9.8  3.68  9.09  7.33 217 1009.2   3.2   8.3 999.0 99.0 99.00
2017 01 01 10 50 999  8.3  9.9  3.59  9.09  7.33 206 1009.6   3.4   8.3 999.0 99.0 99.00
2017 01 01 11 50 999  8.8 10.4  3.23  9.09  7.00 213 1009.8   3.6   8.3 999.0 99.0 99.00
2017 01 01 12 50 999  9.7 11.4  3.03  9.09  6.81 209 1010.4   3.3   8.2 999.0 99.0 99.00
2017 01 01 13 50 999  9.8 11.7  2.81  8.33  6.45 208 1010.8   3.6   8.2 999.0 99.0 99.00
2017 01 01 14 50 999 10.1 12.3  2.46  8.33  5.99 210 1011.8   3.8   8.2 999.0 99.0 99.00
2017 01 01 15 50 999  7.6  9.1  2.40  8.33  5.86 194 1011.7   3.7   8.3 999.0 99.0 99.00
2017 01 01 16 50 999  9.2 10.9  2.48  8.33  6.00 193 1012.0   3.6   8.3 999.0 99.0 99.00
2017 01 01 17 50 999  8.2  9.8  2.21  8.33  6.18 191 1012.8   3.5   8.3 999.0 99.0 99.00
2017 01 01 18 50 999  9.1 10.9  2.15  8.33  5.88 186 1013.9   3.8   8.3 999.0 99.0 99.00
2017 01 01 19 50 999  9.4 11.6  2.11  8.33  6.24 193 1015.0   4.0   8.3 999.0 99.0 99.00
2017 01 01 20 50 999  9.9 12.3  2.13  8.33  6.34 198 1016.7   3.8   8.3 999.0 99.0 99.00
2017 01 01 21 50 999  9.7 12.2  1.92  8.33  6.01 208 1018.5   4.1   8.3 999.0 99.0 99.00
2017 01 01 22 50 999 11.3 14.2  2.07  7.69  5.89 216 1019.9   3.8   8.3 999.0 99.0 99.00
2017 01 01 23 50 999 13.1 16.6  2.12  7.69  5.30 218 1022.0   2.6   8.3 999.0 99.0 99.00
2017 01 02 00 50 999 13.2 16.2  2.28  7.14  5.48 210 1023.3   1.9   8.3 999.0 99.0 99.00
2017 01 02 01 50 999 11.1 13.8  2.16  7.14  5.13 218 1025.1   1.7   8.3 999.0 99.0 99.00
2017 01 02 02 50 999 11.5 13.9  2.26  8.33  5.50 192 1026.1   1.2   8.2 999.0 99.0 99.00
2017 01 02 03 50 999 10.9 13.5  2.06  7.14  5.41 212 1026.7   0.6   8.2 999.0 99.0 99.00
