#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 03 10 50 312  7.5  8.9  2.33  8.33  6.17 999 1003.0   1.1   7.6  -6.4 99.0 99.00
2012 01 03 11 50 316  6.7  8.7  2.40  7.69  6.42 999 1003.9   0.5   7.6  -6.5 99.0 99.00
2012 01 03 12 50 325  7.2  9.9  2.01  8.33  6.15 999 1005.0   0.0   7.6  -7.4 99.0 99.00
2012 01 03 13 50 323  6.8  9.5  2.03  7.69  6.25 999 1006.3  -0.7   7.6  -6.7 99.0 99.00
2012 01 03 14 50 327  7.2  9.2  1.77  7.69  5.95 999 1006.2  -1.1   7.6  -8.1 99.0 99.00
2012 01 03 15 50 328  6.7  8.5  1.77 10.00  5.85 999 1005.3  -1.7   7.6  -8.6 99.0 99.00
2012 01 03 16 50 336  7.0  9.1  1.63  7.69  5.59 999 1005.6  -2.6   7.6  -7.4 99.0 99.00
2012 01 03 17 50 321  7.1  9.7  1.71 10.00  5.68 999 1006.2  -3.0   7.6 -10.0 99.0 99.00
2012 01 03 18 50 322  7.4  9.5  1.77  9.09  5.56 999 1006.5  -3.6   7.6 -10.4 99.0 99.00
2012 01 03 19 50 315  6.9  8.8  1.64 10.00  5.30 999 1006.9  -3.7   7.6 -11.2 99.0 99.00
2012 01 03 20 50 324  6.8  9.7  1.61  9.09  5.66 999 1007.5  -3.6   7.6 -10.9 99.0 99.00
2012 01 03 21 50 326  9.7 12.3  1.55  9.09  5.25 999 1008.2  -4.6   7.6 -11.4 99.0 99.00
2012 01 03 22 50 336 10.6 13.8  1.63  9.09  4.95 999 1009.2  -6.2   7.6 -13.0 99.0 99.00
2012 01 03 23 50 328  9.9 13.0  1.69  4.35  4.90 999 1010.3  -6.4   7.6 -12.0 99.0 99.00
2012 01 04 00 50 344 10.3 12.7  1.65  4.55  4.66 999 1010.9  -7.3   7.5 -12.5 99.0 99.00
2012 01 04 01 50 336  9.9 11.9  1.42  4.55  4.51 999 1011.7  -8.1   7.5 -12.8 99.0 99.00
2012 01 04 02 50 342 10.5 13.7  1.36  4.35  4.25 999 1011.4  -8.5   7.5 -12.1 99.0 99.00
2012 01 04 03 50 338 12.1 15.6  1.40  4.00  4.11 999 1009.6  -9.5   7.5 -12.7 99.0 99.00
2012 01 04 04 50 352  9.6 13.2  1.49  4.55  4.16 999 1012.5 -10.4   7.4 -14.1 99.0 99.00
2012 01 04 05 50 343 11.5 14.5  1.47  5.00  4.26 999 1011.0 -10.7   7.4 -13.5 99.0 99.00
2012 01 04 06 50 339 13.0 16.6  1.52  5.00  4.23 999 1011.5 -10.7   7.4 -12.8 99.0 99.00
2012 01 04 07 50 342 11.8 15.2  1.61  5.26  4.34 999 1012.1 -11.4   7.4 -13.4 99.0 99.00
2012 01 04 08 50 345 11.9 15.1  1.73  5.56  4.65 999 1011.9 -11.3   7.4 -13.4 99.0 99.00
2012 01 04 09 50 345 13.3 17.2  1.68  5.56  4.64 999 1011.2 -11.4   7.4 -13.5 99.0 99.00
2012 01 04 10 50 337 13.0 16.8  1.94  5.56  4.72 999 1011.8 -10.9   7.4 -12.9 99.0 99.00
2012 01 04 11 50 335 12.8 16.4  2.02  5.56  4.78 999 1012.1 -11.7   7.4 -13.8 99.0 99.00
2012 01 04 12 50 334 12.2 14.9  1.85  5.00  4.50 999 1012.6 -11.3   7.3 -13.4 99.0 99.00
2012 01 04 13 50 340 12.1 14.5  1.69  5.00  4.38 999 1013.1 -11.1   7.3 -13.1 99.0 99.00
2012 01 04 14 50 324 11.4 14.7  1.66  4.76  4.21 999 1013.2 -11.8   7.3 -13.7 99.0 99.00
2012 01 04 15 50 321 10.1 13.3  1.45  4.76  4.09 999 1012.3 -11.1   7.3 -12.9 99.0 99.00
2012 01 04 16 50 310  9.5 13.1  1.28  4.35  3.96 999 1012.0 -10.2   7.3 -12.6 99.0 99.00
2012 01 04 17 50 318  7.9 10.7  1.08  4.00  3.76 999 1011.3  -9.8   7.3 -13.0 99.0 99.00
2012 01 04 18 50 298  7.7 10.1  0.95  4.00  3.76 999 1011.4  -8.5   7.3 -12.1 99.0 99.00
2012 01 04 19 50 297  9.0 12.1  0.90  3.85  3.63 999 1011.8  -7.2   7.3 -11.7 99.0 99.00
2012 01 04 20 50 283  7.5 10.4  0.83  4.00  3.71 999 1012.1  -6.8   7.2 -12.5 99.0 99.00
2012 01 04 21 50 285  8.6 11.1  0.83  4.17  3.76 999 1012.4  -6.0   7.3 -13.3 99.0 99.00
2012 01 04 22 50 288  8.3 11.0  0.96  4.17  3.86 999 1012.7  -5.1   7.3 -14.0 99.0 99.00
2012 01 04 23 50 282  7.8 11.0  0.93  4.35  3.87 999 1013.3  -4.5   7.3 -13.7 99.0 99.00
2012 01 05 00 50 279  6.3  8.5  1.03  4.55  4.17 999 1012.9  -4.3   7.3 -13.7 99.0 99.00
2012 01 05 01 50 260  5.7  7.6  0.92  4.76  4.25 999 1012.4  -3.9   7.3 -13.4 99.0 99.00
2012 01 05 02 50 263  5.4  8.1  0.80  4.55  3.99 999 1011.8  -3.1   7.3 -14.0 99.0 99.00
2012 01 05 03 50 244  7.3 10.2  0.75 11.43  4.24 999 1011.5  -2.0   7.3  -9.9 99.0 99.00
2012 01 05 04 50 249  6.4  9.0  0.79 11.43  4.39 999 1011.1  -1.8   7.2 -10.3 99.0 99.00
2012 01 05 05 50 231  7.1  9.4  0.87 12.90  4.50 999 1010.8  -0.5   7.3  -7.8 99.0 99.00
2012 01 05 06 50 279  8.3 10.3  0.95 12.90  4.14 999 1010.3  -0.6   7.3  -5.7 99.0 99.00
2012 01 05 07 50 257  4.4  6.5  1.14 12.12  4.58 999 1009.4  -0.4   7.2  -5.7 99.0 99.00
2012 01 05 08 50 286  4.5  6.1  1.04 12.12  4.55 999 1009.0  -0.4   7.2  -5.4 99.0 99.00
2012 01 05 09 50 267  5.6  7.0  1.04 12.12  4.66 999 1008.5  -0.1   7.2  -5.3 99.0 99.00
2012 01 05 10 50 241  5.3  7.1  1.09  5.00  4.70 999 1007.6   0.2   7.2  -5.3 99.0 99.00
2012 01 05 11 50 224  5.9  7.5  1.17  5.56  4.77 999 1007.4   0.9   7.3  -4.8 99.0 99.00
2012 01 05 12 50 271  5.1  6.9  1.23  5.56  5.05 999 1007.4   0.2   7.3  -4.7 99.0 99.00
2012 01 05 13 50 242  5.2  6.9  1.30  5.88  5.24 999 1007.1   0.7   7.3  -5.1 99.0 99.00
2012 01 05 14 50 243  6.6  8.7  1.54  6.67  5.72 999 1006.9   1.0   7.3  -4.4 99.0 99.00
2012 01 05 15 50 246  7.8 10.1  1.30  6.25  5.45 999 1006.1   1.5   7.3  -4.4 99.0 99.00
2012 01 05 16 50 264  7.9  9.2  1.30  6.67  5.08 999 1004.9   0.8   7.3  -3.7 99.0 99.00
2012 01 05 17 50 267  7.2  8.9  1.42  6.25  5.07 999 1004.4   0.8   7.3  -4.8 99.0 99.00
2012 01 05 18 50 267  6.1  7.7  1.40  6.67  5.24 999 1004.2   1.0   7.3  -3.6 99.0 99.00
2012 01 05 19 50 264  6.9  8.8  1.37  6.25  5.24 999 1004.1   1.7   7.3  -2.7 99.0 99.00
2012 01 05 20 50 282  9.4 11.2  1.48  6.25  4.94 999 1004.1   1.9   7.3  -2.1 99.0 99.00
2012 01 05 21 50 297  8.3 10.3  1.51  6.25  4.88 999 1004.8   1.4   7.3  -4.4 99.0 99.00
2012 01 05 22 50 298  8.9 10.5  1.50  6.25  4.88 999 1005.5   1.3   7.3  -4.8 99.0 99.00
2012 01 05 23 50 297  9.5 11.5  1.59  5.88  4.93 999 1006.2   0.7   7.2  -7.1 99.0 99.00
2012 01 06 00 50 307 10.6 13.4  1.56  7.69  4.83 999 1007.2  -0.2   7.2  -5.6 99.0 99.00
2012 01 06 01 50 317 10.5 12.4  1.65  6.25  4.82 999 1007.8  -1.4   7.2  -7.5 99.0 99.00
2012 01 06 02 50 317 10.4 12.6  1.66  6.67  4.61 999 1008.6  -2.0   7.2  -9.2 99.0 99.00
2012 01 06 03 50 317 10.7 13.0  1.62  7.14  4.63 999 1009.0  -2.2   7.2  -8.8 99.0 99.00
2012 01 06 04 50 306  9.6 12.6  1.51  4.35  4.55 999 1009.3  -2.5   7.2  -9.6 99.0 99.00
2012 01 06 05 50 307  9.8 11.7  1.49  4.55  4.50 999 1009.9  -2.8   7.1  -9.7 99.0 99.00
2012 01 06 06 50 310 10.2 13.5  1.42  5.88  4.42 999 1010.8  -3.3   7.1  -9.6 99.0 99.00
2012 01 06 07 50 316  9.1 11.3  1.34  4.55  4.29 999 1011.3  -3.7   7.1  -9.8 99.0 99.00
2012 01 06 08 50 316  7.0 10.2  1.25  5.00  4.44 999 1011.6  -4.3   7.1 -10.5 99.0 99.00
2012 01 06 09 50 317  7.2  9.7  1.21  5.88  4.62 999 1012.4  -4.5   7.1 -10.8 99.0 99.00
2012 01 06 10 50 322  5.4  7.4  1.07  5.56  4.45 999 1013.0  -5.0   7.1 -11.2 99.0 99.00
2012 01 06 11 50 343  4.5  7.2  1.03  5.56  4.78 999 1013.1  -5.3   7.1 -10.6 99.0 99.00
2012 01 06 12 50 349  3.4  5.6  0.91  5.88  4.78 999 1014.3  -5.3   7.1 -10.7 99.0 99.00
2012 01 06 13 50 358  2.6  4.7  0.85  5.88  4.77 999 1015.0  -5.5   7.1 -11.3 99.0 99.00
2012 01 06 14 50  10  1.9  4.0  0.78 10.00  4.81 999 1015.3  -5.4   7.1 -11.0 99.0 99.00
2012 01 06 15 50 352  1.3  2.3  0.71  5.56  4.92 999 1014.6  -4.7   7.1 -10.5 99.0 99.00
2012 01 06 16 50  70  1.9  2.7  0.68  6.67  5.04 999 1013.4  -4.4   7.1  -9.7 99.0 99.00
2012 01 06 17 50  75  3.2  4.6  0.64 10.00  5.42 999 1012.7  -4.1   7.1  -8.8 99.0 99.00
2012 01 06 18 50  99  3.8  5.3  0.59  6.67  5.66 999 1012.4  -3.5   7.2  -8.0 99.0 99.00
2012 01 06 19 50 131  5.6  7.3  0.60  6.67  5.92 999 1012.0  -2.2   7.2  -6.3 99.0 99.00
2012 01 06 20 50 129  7.5  9.5  0.71 10.81  4.74 999 1010.7  -0.7   7.2  -4.1 99.0 99.00
2012 01 06 21 50 161  7.9 10.1  0.79  7.14  3.98 999 1010.4   1.1   7.2  -2.8 99.0 99.00
2012 01 06 22 50 163  8.8 10.5  0.92  8.33  3.90 999 1009.4   1.9   7.2  -2.3 99.0 99.00
2012 01 06 23 50 166  8.5 10.2  1.06  3.70  3.79 999 1009.1   2.9   7.2  -0.6 99.0 99.00
2012 01 07 00 50 172 10.0 12.2  1.20  4.17  4.04 999 1008.0   3.8   7.2   0.6 99.0 99.00
2012 01 07 01 50 168 10.2 12.0  1.30  4.76  4.20 999 1007.0   4.9   7.2   2.0 99.0 99.00
2012 01 07 02 50 180 10.7 12.4  1.60  5.26  4.50 999 1006.8   5.5   7.2   3.1 99.0 99.00
2012 01 07 03 50 169  8.6 10.0  1.73  5.56  4.82 999 1006.4   5.7   7.2   4.1 99.0 99.00
2012 01 07 04 50 170  4.8  5.6  1.53  5.88  5.01 999 1006.1   6.3   7.2   4.8 99.0 99.00
2012 01 07 05 50 229  3.8  4.5  1.56  5.88  5.35 999 1006.0   7.0   7.2   4.7 99.0 99.00
2012 01 07 06 50 253  4.3  5.1  1.34  5.88  5.29 999 1006.6   7.0   7.3   4.1 99.0 99.00
2012 01 07 07 50 290  3.2  3.8  1.50  7.14  5.56 999 1007.0   6.1   7.3   4.4 99.0 99.00
2012 01 07 08 50 273  3.4  4.1  1.48  6.67  5.36 999 1007.0   5.7   7.3   3.8 99.0 99.00
2012 01 07 09 50 294  2.7  3.3  1.44  6.25  5.33 999 1007.3   5.2   7.3   3.4 99.0 99.00
2012 01 07 10 50 343  1.7  2.9  1.40  5.88  5.17 999 1007.4   4.6   7.3   3.0 99.0 99.00
2012 01 07 11 50  11  3.1  3.8  1.36  6.25  5.43 999 1007.2   4.7   7.2   3.1 99.0 99.00
2012 01 07 12 50 130  1.7  2.5  1.35  6.25  5.43 999 1007.7   5.0   7.2   3.3 99.0 99.00
2012 01 07 13 50 147  4.4  5.0  1.30  6.67  5.54 999 1007.7   6.0   7.2   4.3 99.0 99.00
2012 01 07 14 50 155  4.8  5.6  1.24  6.67  5.48 999 1007.4   7.0   7.2   5.6 99.0 99.00
2012 01 07 15 50 176  4.6  5.5  1.13  5.56  5.24 999 1006.4   7.5   7.2   5.1 99.0 99.00
2012 01 07 16 50 161  2.9  3.4  1.10  7.14  5.30 999 1005.5   7.8   7.3   5.4 99.0 99.00
2012 01 07 17 50 176  3.7  4.8  1.01  6.25  5.34 999 1004.9   7.7   7.4   5.3 99.0 99.00
2012 01 07 18 50 149  4.0  4.6  0.98  6.67  5.34 999 1004.1   7.5   7.4   5.7 99.0 99.00
2012 01 07 19 50 183  3.4  4.1  1.07  5.88  5.37 999 1004.2   7.6   7.4   6.0 99.0 99.00
2012 01 07 20 50 215  2.9  3.9  0.99  8.33  5.12 999 1004.0   7.4   7.4   5.7 99.0 99.00
2012 01 07 21 50 207  2.6  3.1  1.02  7.69  5.14 999 1003.9   7.3   7.3   5.6 99.0 99.00
2012 01 07 22 50 221  3.8  4.5  0.95  7.69  4.98 999 1003.8   7.0   7.3   5.5 99.0 99.00
2012 01 07 23 50 248  6.5  7.4  0.96  7.14  5.02 999 1004.2   7.0   7.3   5.6 99.0 99.00
2012 01 08 00 50 286  6.7  7.6  0.96  7.69  5.00 999 1004.5   5.4   7.3   4.3 99.0 99.00
2012 01 08 01 50 280  7.8 10.0  1.06  7.14  4.87 999 1005.0   5.1   7.3   3.8 99.0 99.00
2012 01 08 02 50 285  7.9  9.2  1.15  9.09  4.57 999 1005.6   4.2   7.3   2.4 99.0 99.00
2012 01 08 03 50 284  7.1  9.3  1.06  9.09  4.50 999 1006.5   4.0   7.3   2.3 99.0 99.00
2012 01 08 04 50 294  7.7  8.8  1.16  9.09  4.68 999 1007.2   3.7   7.3   1.2 99.0 99.00
2012 01 08 05 50 291  6.9  8.1  1.03  8.33  4.58 999 1007.9   3.7   7.3   0.6 99.0 99.00
2012 01 08 06 50 278  6.5  7.6  1.03  9.09  4.95 999 1008.5   4.2   7.3   1.2 99.0 99.00
2012 01 08 07 50 296  6.0  7.6  0.98  9.09  4.78 999 1009.7   4.2   7.2   0.7 99.0 99.00
2012 01 08 08 50 316  6.5  7.9  0.94  9.09  4.95 999 1010.3   4.5   7.2   0.4 99.0 99.00
2012 01 08 09 50 306  6.8  8.1  0.91  8.33  4.27 999 1011.2   4.3   7.2  -0.1 99.0 99.00
2012 01 08 10 50 305  8.5  9.8  1.04  8.33  4.74 999 1011.7   5.2   7.2   0.0 99.0 99.00
2012 01 08 11 50 294  7.1  8.2  1.06  8.33  4.94 999 1012.9   4.8   7.2   0.7 99.0 99.00
2012 01 08 12 50 288  6.4  7.4  1.06  7.69  4.87 999 1013.8   5.3   7.3  -0.1 99.0 99.00
2012 01 08 13 50 294  7.8  9.1  1.04  7.69  5.18 999 1014.8   4.8   7.3   0.8 99.0 99.00
2012 01 08 14 50 313  9.5 11.9  1.23  8.33  4.93 999 1015.6   4.1   7.3  -1.4 99.0 99.00
2012 01 08 15 50 302  9.4 11.3  1.29  8.33  4.76 999 1015.8   3.9   7.2  -2.3 99.0 99.00
2012 01 08 16 50 313  7.7  9.2  1.24  9.09  4.74 999 1015.4   3.6   7.2  -2.4 99.0 99.00
2012 01 08 17 50 327  5.0  6.3  1.16  9.09  4.76 999 1016.2   3.6   7.3  -2.5 99.0 99.00
2012 01 08 18 50 351  4.8  6.0  1.08  9.09  5.15 999 1016.9   3.3   7.3  -1.9 99.0 99.00
2012 01 08 19 50 346  4.7  5.6  1.10 10.00  5.89 999 1017.7   3.3   7.3  -2.2 99.0 99.00
2012 01 08 20 50 359  5.9  7.4  1.11  9.09  5.83 999 1018.0   2.9   7.3  -1.6 99.0 99.00
2012 01 08 21 50 352  8.7 10.4  1.14  9.09  5.15 999 1018.9   1.8   7.3  -1.5 99.0 99.00
2012 01 08 22 50 352  7.8  9.2  1.11  8.33  4.69 999 1019.8   1.1   7.3  -2.7 99.0 99.00
2012 01 08 23 50 356  8.6 10.3  1.24  8.33  4.95 999 1020.3   0.6   7.3  -3.2 99.0 99.00
2012 01 09 00 50 342  7.6  9.8  1.32  9.09  5.02 999 1020.9   0.1   7.2  -3.8 99.0 99.00
2012 01 09 01 50 343  8.6 10.6 99.00 99.00 99.00 999 1020.9  -0.2   7.2  -4.6 99.0 99.00
2012 01 09 02 50 351  9.2 10.6  1.35  8.33  5.06 999 1020.7  -0.4   7.2  -4.7 99.0 99.00
2012 01 09 03 50 347  7.0  9.1  1.45  9.09  5.49 999 1021.4  -0.8   7.1  -5.3 99.0 99.00
2012 01 09 04 50 344  7.1  9.3  1.24  9.09  4.88 999 1021.3  -1.1   7.1  -5.4 99.0 99.00
2012 01 09 05 50 335  6.5  8.2  1.20  9.09  5.03 999 1021.6  -1.3   7.1  -5.5 99.0 99.00
2012 01 09 06 50 339  4.9  6.7  1.09 10.00  4.77 999 1022.2  -1.8   7.1  -7.0 99.0 99.00
2012 01 09 07 50 320  7.6  9.9  1.04  9.09  4.75 999 1022.5  -2.1   7.1  -6.6 99.0 99.00
2012 01 09 08 50 325  7.3  9.6  0.99  9.09  5.18 999 1022.6  -2.7   7.1  -6.8 99.0 99.00
2012 01 09 09 50 325  5.9  8.6  0.97  9.09  5.19 999 1022.6  -2.9   7.1  -7.0 99.0 99.00
2012 01 09 10 50 326  6.7  8.5  1.05  9.09  5.06 999 1023.0  -3.2   7.1  -7.7 99.0 99.00
2012 01 09 11 50 318  6.9  8.9  1.05  8.33  5.10 999 1023.3  -3.7   7.1  -8.3 99.0 99.00
2012 01 09 12 50 323  7.6 10.0  1.12  8.33  4.90 999 1023.6  -3.9   7.1 -10.7 99.0 99.00
2012 01 09 13 50 339  7.9 10.3  1.12  8.33  4.74 999 1023.8  -4.7   7.1 -10.5 99.0 99.00
2012 01 09 14 50 341  5.2  7.2  1.01  8.33  4.67 999 1023.8  -4.7   7.0 -10.4 99.0 99.00
2012 01 09 15 50 298  2.8  4.6  0.97  9.09  5.29 999 1023.2  -4.5   7.0 -10.3 99.0 99.00
2012 01 09 16 50 310  3.2  4.7  0.75  7.69  5.10 999 1022.3  -4.3   7.0 -11.4 99.0 99.00
2012 01 09 17 50 279  2.3  3.5  0.66  9.09  5.20 999 1021.5  -3.9   7.0 -11.1 99.0 99.00
2012 01 09 18 50 276  3.0  5.0  0.62  9.09  5.32 999 1021.4  -3.0   7.1 -10.1 99.0 99.00
2012 01 09 19 50 252  2.8  4.4  0.60  9.09  6.08 999 1021.0  -2.0   7.1 -10.6 99.0 99.00
2012 01 09 20 50 202  3.6  4.8  0.53  9.09  5.95 999 1020.7  -1.5   7.2  -8.5 99.0 99.00
2012 01 09 21 50 233  5.5  7.3  0.51  9.09  5.54 999 1020.3  -0.7   7.2  -6.7 99.0 99.00
2012 01 09 22 50 228  6.1  7.8  0.54  8.33  4.32 999 1020.0   0.0   7.2  -6.6 99.0 99.00
2012 01 09 23 50 211  6.1  7.7  0.61  7.69  3.94 999 1019.5   0.7   7.1  -5.9 99.0 99.00
2012 01 10 00 50 222  7.9  9.8  0.69  7.69  3.85 999 1018.9   1.3   7.1  -4.8 99.0 99.00
2012 01 10 01 50 222  8.3  9.9  0.79  7.69  3.72 999 1017.9   1.9   7.1  -4.1 99.0 99.00
2012 01 10 02 50 228  9.0 11.1  0.87  3.45  3.79 999 1016.8   3.0   7.1  -3.3 99.0 99.00
2012 01 10 03 50 222  8.8 11.0  0.96  4.00  3.86 999 1015.6   3.5   7.1  -3.2 99.0 99.00
2012 01 10 04 50 244  8.5 10.9  1.18  4.55  4.18 999 1014.3   3.9   7.1  -1.6 99.0 99.00
2012 01 10 05 50 240  8.6 10.4  1.38  5.00  4.40 999 1013.4   4.4   7.0  -2.3 99.0 99.00
2012 01 10 06 50 236  8.9 10.5  1.42  5.26  4.45 999 1012.8   4.9   7.1  -1.8 99.0 99.00
2012 01 10 07 50 237  8.4 10.4  1.31  5.88  4.67 999 1012.3   5.0   7.1  -2.9 99.0 99.00
2012 01 10 08 50 225  9.7 11.8  1.30  5.88  4.66 999 1011.2   5.3   7.1  -1.6 99.0 99.00
2012 01 10 09 50 223  9.7 11.7  1.40  5.88  4.72 999 1010.6   5.2   7.2  -1.6 99.0 99.00
