YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 05 19 23 220  3.6  4.1  0.70 10.00  7.67 999 1026.3   8.5 999.0   6.0 99.0 99.00
2003 05 20 00 217  4.2  4.8  0.69 10.00  7.06 999 1026.2   8.2 999.0   4.3 99.0 99.00
2003 05 20 01 218  4.3  5.0  0.70 10.00  6.34 999 1026.2   7.8 999.0   4.9 99.0 99.00
2003 05 20 02 228  5.1  5.9  0.72 10.81  5.92 999 1026.2   8.0 999.0   4.9 99.0 99.00
2003 05 20 03 247  5.4  6.1  0.68 10.00  5.57 999 1025.9   7.8 999.0   4.5 99.0 99.00
2003 05 20 04 256  5.1  5.8  0.69 10.00  5.53 999 1025.7   7.4 999.0   4.4 99.0 99.00
2003 05 20 05 252  5.7  6.4  0.69 10.81  5.59 999 1025.2   7.7 999.0   4.1 99.0 99.00
2003 05 20 06 249  4.6  5.2  0.71 10.00  5.39 999 1025.0   7.4 999.0   4.3 99.0 99.00
2003 05 20 07 253  4.4  4.9  0.73 11.43  5.80 999 1024.8   7.6 999.0   3.9 99.0 99.00
2003 05 20 08 256  4.5  5.0  0.66 10.00  5.87 999 1024.2   7.7 999.0   4.2 99.0 99.00
2003 05 20 09 269  4.1  4.8  0.69 10.81  6.13 999 1024.3   7.8 999.0   4.1 99.0 99.00
2003 05 20 10 271  2.7  3.3  0.73 10.00  6.74 999 1024.2   7.7 999.0   4.2 99.0 99.00
2003 05 20 11 228  2.7  3.1  0.65 10.00  6.90 999 1024.3   7.6 999.0   4.5 99.0 99.00
2003 05 20 12 220  3.8  4.3  0.64 10.00  6.74 999 1024.2   7.6 999.0   4.7 99.0 99.00
2003 05 20 13 235  3.2  3.8  0.48 10.00  5.76 999 1024.0   7.6 999.0   5.0 99.0 99.00
2003 05 20 14 215  3.4  4.0  0.55 10.81  5.48 999 1023.8   7.8 999.0   5.3 99.0 99.00
2003 05 20 15 216  4.3  4.8  0.57 10.00  5.00 999 1022.9   7.8   6.4   5.6 99.0 99.00
2003 05 20 16 206  5.1  5.9  0.61 10.00  4.81 999 1022.4   8.0   6.5   5.8 99.0 99.00
2003 05 20 17 209  5.3  5.8  0.56 10.00  4.90 999 1021.8   8.4   6.6   5.9 99.0 99.00
2003 05 20 18 214  6.5  7.4  0.63  9.09  4.92 999 1020.9   8.7   7.1   6.1 99.0 99.00
2003 05 20 19 215  6.0  6.7  0.61  8.33  4.44 999 1020.3   8.9   7.1   6.3 99.0 99.00
2003 05 20 20 215  7.5  8.5  0.79 10.00  4.11 999 1019.5   8.9   7.0   6.4 99.0 99.00
2003 05 20 21 213  6.0  6.8  0.76 10.00  4.35 999 1019.2   9.2   7.0   6.2 99.0 99.00
2003 05 20 22 234  5.9  6.9  0.96 10.00  4.32 999 1019.2   9.3   6.9   6.0 99.0 99.00
2003 05 20 23 221  5.3  6.4  0.94  4.35  4.64 999 1019.0   9.0   6.8   6.2 99.0 99.00
2003 05 21 00 225  5.1  6.1  0.79  9.09  4.41 999 1018.7   8.9   6.2   5.8 99.0 99.00
2003 05 21 01 232  4.9  5.4  0.74  8.33  4.36 999 1018.6   8.4   5.9   5.6 99.0 99.00
2003 05 21 02 246  3.9  4.5  0.72  8.33  4.34 999 1018.8   8.2   5.7   5.3 99.0 99.00
2003 05 21 03 242  3.5  3.8  0.76  9.09  4.47 999 1018.4   7.7   5.9   5.2 99.0 99.00
2003 05 21 04 236  5.3  5.9  0.81  3.85  4.41 999 1018.0   8.3   5.8   5.2 99.0 99.00
2003 05 21 05 232  5.6  6.4  0.92  4.35  4.23 999 1017.6   8.4   5.8   5.1 99.0 99.00
2003 05 21 06 237  6.6  7.5  0.87  4.55  4.26 999 1017.3   8.8   5.8   4.9 99.0 99.00
2003 05 21 07 234  6.5  7.5  0.88  4.55  4.12 999 1017.1   8.8   5.8   5.0 99.0 99.00
2003 05 21 08 242  6.4  7.3  0.84  4.55  4.05 999 1017.0   8.9   5.9   5.1 99.0 99.00
2003 05 21 09 236  6.8  7.6  0.88 10.00  4.19 999 1016.8   8.8   5.8   5.1 99.0 99.00
2003 05 21 10 237  6.3  7.1  0.92  5.00  4.39 999 1017.0   9.1   5.8   5.0 99.0 99.00
2003 05 21 11 225  6.4  7.3  0.86  5.26  4.40 999 1017.3   8.8   5.6   5.0 99.0 99.00
2003 05 21 12 217  6.2  7.0  0.80  5.00  4.32 999 1017.8   8.4   5.7   5.2 99.0 99.00
2003 05 21 13 218  5.3  5.9  0.79  5.56  4.53 999 1018.0   8.1   5.8   5.4 99.0 99.00
2003 05 21 14 214  5.0  5.5  0.83  5.00  4.60 999 1018.1   8.0   5.5   5.5 99.0 99.00
2003 05 21 15 215  4.9  5.6  0.83  9.09  4.54 999 1018.2   7.8   5.4   5.7 99.0 99.00
2003 05 21 16 210  4.4  4.9  0.91  5.26  4.51 999 1018.1   7.7   5.5   6.1 99.0 99.00
2003 05 21 17 210  5.1  5.7  0.95  5.00  4.44 999 1018.0   7.9   5.7   6.4 99.0 99.00
2003 05 21 18 208  6.2  6.9  0.89  5.26  4.22 999 1017.8   8.1   5.8   6.5 99.0 99.00
2003 05 21 19 212  6.4  7.2  0.88  4.76  4.26 999 1017.6   8.2   5.9   6.5 99.0 99.00
2003 05 21 20 210  5.8  6.7  0.91  5.00  4.35 999 1018.0   8.3   5.8   6.6 99.0 99.00
2003 05 21 21 210  4.5  5.4  0.85  5.26  4.34 999 1018.2   8.1   5.9   6.5 99.0 99.00
2003 05 21 22 211  4.7  5.2  0.80  5.26  4.44 999 1018.3   8.0   6.0   6.4 99.0 99.00
2003 05 21 23 226  3.8  4.6  0.79  5.26  4.52 999 1018.8   7.7   6.0   6.2 99.0 99.00
2003 05 22 00 236  3.7  4.1  0.68  5.00  4.26 999 1019.4   8.1   6.0   6.4 99.0 99.00
2003 05 22 01 245  4.1  4.8  0.66  9.09  4.52 999 1020.1   7.9   6.1   6.4 99.0 99.00
2003 05 22 02 308  5.8  6.4  0.67  9.09  4.30 999 1020.6   9.2   6.1   8.3 99.0 99.00
2003 05 22 03 356  4.3  4.9  0.62  4.55  4.53 999 1020.8   8.3   5.9   6.8 99.0 99.00
2003 05 22 04   1  3.9  4.6  0.63  4.76  4.54 999 1021.6   8.2   5.7   5.8 99.0 99.00
2003 05 22 05 359  6.4  7.5  0.63  4.76  4.16 999 1021.7   8.4   5.7   5.7 99.0 99.00
2003 05 22 06 355  7.3  8.2  0.71  4.76  3.79 999 1021.4   8.3   5.7   5.2 99.0 99.00
2003 05 22 07 353  7.4  8.5  0.80  3.45  3.65 999 1021.7   8.7   5.8   5.0 99.0 99.00
2003 05 22 08 360  6.9  8.1  0.70  3.57  3.80 999 1022.0   8.5   6.0   5.0 99.0 99.00
2003 05 22 09   7  8.0  9.2  0.70  3.33  3.51 999 1022.3   8.9   6.0   5.0 99.0 99.00
2003 05 22 10  43  7.3  8.6  0.68  3.57  3.42 999 1023.8   7.3   6.0 999.0 99.0 99.00
2003 05 22 11  36  9.4 11.1  0.73  3.33  3.28 999 1024.4   7.8   5.9   4.4 99.0 99.00
2003 05 22 12  35  8.5  9.9  0.85  3.57  3.39 999 1025.0   7.6   5.9   4.7 99.0 99.00
2003 05 22 13  35  9.8 11.7 99.00 99.00 99.00 999 1025.7   7.7   6.0   4.2 99.0 99.00
2003 05 22 14  35 10.2 12.5  1.18  4.17  3.75 999 1026.0   7.4   6.0   3.6 99.0 99.00
2003 05 22 15  39  9.0 11.2  1.22  4.17  3.83 999 1026.6   7.6   6.0   3.6 99.0 99.00
2003 05 22 16  45  8.0  9.3  1.22  4.55  4.00 999 1026.7   7.4   6.0   3.9 99.0 99.00
2003 05 22 17  41  6.5  7.7  1.10  4.35  3.91 999 1026.8   7.4   6.0   4.2 99.0 99.00
2003 05 22 18  12  5.1  5.9  0.84  3.85  4.01 999 1026.8   7.0   6.1   4.4 99.0 99.00
2003 05 22 19  20  3.7  4.3  0.81  5.26  4.12 999 1027.2   6.8   6.1   4.6 99.0 99.00
2003 05 22 20  29  2.2  2.8  0.76  5.26  4.24 999 1027.2   6.7   6.1   4.7 99.0 99.00
2003 05 22 21  42  2.7  3.1  0.67  4.35  4.18 999 1027.1   7.1   6.2   4.7 99.0 99.00
