#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2013,4,9,17,50,129,3.7,5.5,,,,,1012.6,4.8,4.6,3.3,,
2013,4,9,18,50,80,7.8,9.0,,,,,1013.1,4.4,4.3,3.7,,
2013,4,9,19,50,70,7.2,9.1,1.3,5.56,4.58,,1013.4,4.6,4.3,3.8,,
2013,4,9,20,50,50,7.7,9.2,1.17,5.56,4.39,,1013.0,4.4,4.3,4.0,,
2013,4,9,21,50,54,8.6,10.4,1.19,4.0,4.24,,1013.2,4.4,4.3,3.7,,
2013,4,9,22,50,45,5.9,7.2,1.13,3.85,4.42,,1014.1,4.4,4.3,3.6,,
2013,4,9,23,50,60,6.7,7.6,1.12,4.35,4.52,,1013.8,4.3,4.3,3.5,,
2013,4,10,0,50,14,3.0,3.8,1.13,4.76,4.74,,1016.0,4.3,4.3,3.4,,
2013,4,10,1,50,21,3.1,3.7,1.2,5.88,5.04,,1015.9,4.1,4.3,3.2,,
2013,4,10,2,50,360,3.6,4.3,1.12,5.56,5.03,,1015.3,3.9,4.3,3.4,,
2013,4,10,3,50,350,4.0,4.8,1.12,6.25,5.17,,1014.8,3.8,4.3,3.3,,
2013,4,10,4,50,343,2.2,2.8,1.01,6.25,5.03,,1014.7,3.8,4.3,3.3,,
2013,4,10,5,50,330,1.5,2.1,0.95,6.67,5.01,,1014.4,3.8,4.3,3.3,,
2013,4,10,6,50,23,2.1,2.7,0.85,5.56,4.81,,1013.8,3.7,4.5,3.3,,
2013,4,10,7,50,229,0.4,1.1,0.81,6.25,4.7,,1014.2,3.8,4.5,3.3,,
2013,4,10,8,50,209,3.7,4.5,0.73,5.88,4.73,,1014.3,4.1,4.5,3.6,,
2013,4,10,9,50,228,5.6,6.6,0.64,5.56,4.98,,1014.3,4.2,4.3,3.9,,
2013,4,10,10,50,230,6.3,7.3,0.69,5.88,4.47,,1013.9,4.3,4.3,4.1,,
2013,4,10,11,50,239,5.2,6.0,0.67,5.26,4.5,,1013.9,4.4,4.5,4.2,,
2013,4,10,12,50,254,4.7,5.7,0.66,6.25,4.42,,1014.1,4.5,4.5,4.3,,
2013,4,10,13,50,251,6.1,7.1,0.62,9.09,4.31,,1013.7,4.5,4.5,4.3,,
2013,4,10,14,50,261,5.5,6.4,0.63,8.33,4.14,,1013.6,4.7,4.4,4.5,,
2013,4,10,15,50,254,5.6,6.6,0.65,9.09,4.17,,1013.6,4.7,4.3,4.5,,
2013,4,10,16,50,294,5.2,6.5,0.65,8.33,4.61,,1013.6,5.1,4.3,4.5,,
2013,4,10,17,50,250,4.2,4.8,0.72,9.09,5.17,,1013.3,5.1,4.5,4.4,,
2013,4,10,18,50,212,4.2,4.8,0.74,7.14,5.19,,1012.6,5.4,4.6,4.7,,
2013,4,10,19,50,236,5.6,6.5,0.79,8.33,5.72,,1013.0,5.4,4.7,4.7,,
2013,4,10,20,50,222,3.9,5.5,0.82,7.69,5.79,,1013.1,5.5,4.7,4.9,,
2013,4,10,21,50,232,1.5,2.4,0.76,7.14,5.04,,1012.9,5.7,4.8,5.1,,
2013,4,10,22,50,212,2.9,3.4,0.73,8.33,5.02,,1012.8,5.6,4.7,5.0,,
2013,4,10,23,50,220,2.1,2.6,0.73,6.67,5.17,,1012.7,5.6,4.7,4.9,,
2013,4,11,0,50,213,2.9,3.3,0.8,7.14,5.24,,1012.2,5.4,4.8,5.0,,
2013,4,11,1,50,212,3.1,3.5,0.78,7.14,5.32,,1013.2,5.2,4.6,4.9,,
2013,4,11,2,50,212,3.8,4.4,0.84,7.14,5.53,,1012.2,5.1,4.5,4.9,,
2013,4,11,3,50,227,4.3,5.1,0.78,6.67,5.76,,1011.7,5.2,4.5,5.0,,
2013,4,11,4,50,221,5.4,6.2,0.81,7.14,5.7,,1011.9,5.3,4.5,5.0,,
2013,4,11,5,50,234,4.3,5.3,0.77,7.69,5.68,,1011.3,5.1,4.4,4.9,,
2013,4,11,6,50,246,6.9,8.2,0.75,8.33,5.61,,1010.4,5.2,4.5,5.0,,
2013,4,11,7,50,281,6.2,7.7,0.81,7.14,5.0,,1010.7,5.2,4.5,5.1,,
2013,4,11,8,50,330,4.9,5.9,0.77,9.09,4.84,,1010.7,5.7,4.6,3.7,,
2013,4,11,9,50,353,9.3,11.3,0.7,8.33,4.49,,1011.0,5.1,4.5,1.2,,
2013,4,11,10,50,7,10.2,12.6,0.91,3.45,3.58,,1012.2,3.9,4.4,-1.4,,
2013,4,11,11,50,9,10.7,12.7,1.0,3.7,3.83,,1013.2,3.1,4.4,-3.7,,
2013,4,11,12,50,12,8.9,10.3,1.0,4.17,3.96,,1013.2,2.9,4.5,-4.7,,
2013,4,11,13,50,360,7.2,9.0,0.92,4.55,4.32,,1013.8,3.4,4.5,-3.9,,
2013,4,11,14,50,8,6.0,7.1,0.86,4.35,4.48,,1014.0,3.7,4.5,-4.7,,
2013,4,11,15,50,350,6.4,7.7,0.78,6.67,4.47,,1014.4,4.3,4.6,-5.3,,
2013,4,11,16,50,5,6.1,7.7,0.81,7.69,4.51,,1014.7,4.5,4.5,-5.9,,
2013,4,11,17,50,5,5.9,7.2,0.76,7.69,4.21,,1015.4,4.7,4.6,-5.4,,
2013,4,11,18,50,350,3.3,3.9,0.81,8.33,4.22,,1015.6,5.2,4.6,-3.3,,
2013,4,11,19,50,25,1.6,2.4,0.78,8.33,4.13,,1015.3,5.5,4.7,-2.5,,
2013,4,11,20,50,353,1.1,1.4,0.7,8.33,4.19,,1015.9,6.1,4.8,-4.4,,
2013,4,11,21,50,128,1.3,1.9,0.64,8.33,4.5,,1016.7,5.4,4.8,-0.5,,
2013,4,11,22,50,329,7.2,8.8,0.71,8.33,4.39,,1017.7,5.9,4.7,-2.9,,
2013,4,11,23,50,352,5.1,6.4,0.77,7.69,3.97,,1018.5,5.5,4.6,-1.2,,
2013,4,12,0,50,358,5.8,6.9,0.76,7.69,4.27,,1019.4,5.2,4.6,-3.6,,
2013,4,12,1,50,355,6.5,8.1,0.69,7.14,4.19,,1020.1,4.6,4.6,-4.5,,
2013,4,12,2,50,7,8.2,10.1,0.78,7.69,4.23,,1020.4,4.1,4.6,-6.1,,
2013,4,12,3,50,17,10.6,12.7,0.9,3.7,3.92,,1020.6,3.1,4.5,-6.6,,
2013,4,12,4,50,13,9.0,10.5,1.05,4.35,4.02,,1021.5,2.5,4.5,-7.3,,
2013,4,12,5,50,6,9.3,10.9,1.11,4.17,3.95,,1022.1,2.5,4.5,-6.1,,
2013,4,12,6,50,9,8.7,10.4,1.03,4.0,3.78,,1022.1,2.3,4.5,-5.7,,
2013,4,12,7,50,16,9.1,10.9,0.94,4.0,3.66,,1022.5,1.9,4.5,-6.3,,
2013,4,12,8,50,19,7.7,9.5,0.86,3.33,3.54,,1023.0,1.6,4.5,-5.9,,
2013,4,12,9,50,15,6.4,8.2,0.76,3.57,3.64,,1023.8,1.4,4.5,-5.7,,
2013,4,12,10,50,22,5.5,6.3,0.68,8.33,3.83,,1024.5,1.4,4.4,-5.5,,
2013,4,12,11,50,32,5.4,6.6,0.61,7.69,4.18,,1024.4,1.7,4.5,-5.2,,
2013,4,12,12,50,39,5.6,7.2,0.61,7.14,4.32,,1024.0,1.8,4.5,-3.7,,
2013,4,12,13,50,63,5.0,5.9,0.58,7.69,4.31,,1023.3,2.3,4.6,-3.0,,
2013,4,12,14,50,75,5.8,6.9,0.59,7.69,4.42,,1022.5,2.5,4.5,-2.7,,
2013,4,12,15,50,83,4.6,5.7,0.6,6.67,4.37,,1022.7,2.9,4.5,-2.1,,
2013,4,12,16,50,87,5.6,6.7,0.63,7.69,4.54,,1021.5,3.2,4.5,-1.7,,
2013,4,12,17,50,84,5.2,6.3,0.62,8.33,4.31,,1021.2,3.4,4.5,-1.2,,
2013,4,12,18,50,78,6.0,6.8,0.63,8.33,4.19,,1020.2,3.5,4.5,-1.2,,
2013,4,12,19,50,94,5.6,6.7,0.6,9.09,4.01,,1019.8,3.5,4.5,-0.9,,
2013,4,12,20,50,114,7.4,9.1,0.58,8.33,3.83,,1018.9,2.5,4.4,-1.2,,
2013,4,12,21,50,113,6.1,7.6,0.65,8.33,3.94,,1020.4,2.3,4.4,-1.1,,
2013,4,12,22,50,106,7.6,9.0,0.67,8.33,3.68,,1019.9,1.6,4.5,-0.5,,
