YYYY,MM,DD,hh,mm,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2006,1,1,0,0,10,5.5,7.6,1.18,10.0,6.59,,1013.7,-5.4,6.7,-8.5,,
2006,1,1,1,0,13,7.5,9.9,1.41,10.0,7.11,,1012.7,-5.0,6.7,-7.3,,
2006,1,1,2,0,5,6.9,8.9,1.36,10.81,6.32,,1013.1,-4.8,6.7,-6.4,,
2006,1,1,3,0,359,7.4,10.1,1.32,10.0,5.8,,1013.2,-3.9,6.6,-4.9,,
2006,1,1,4,0,8,8.2,10.3,1.24,10.0,5.22,,1012.5,-3.5,6.7,-4.2,,
2006,1,1,5,0,11,8.8,11.1,1.21,9.09,4.87,,1011.7,-2.9,6.5,-3.5,,
2006,1,1,6,0,21,9.9,11.9,1.48,10.0,4.95,,1011.5,-2.6,6.6,-3.3,,
2006,1,1,7,0,19,10.8,13.5,1.44,10.0,4.54,,1011.8,-3.0,6.8,-3.6,,
2006,1,1,8,0,19,10.3,13.0,1.46,4.35,4.31,,1012.1,-1.9,6.7,-2.8,,
2006,1,1,9,0,13,9.8,12.3,1.4,4.35,4.32,,1012.1,-1.6,6.7,-2.4,,
2006,1,1,10,0,59,9.1,11.7,1.34,10.0,4.45,,1012.7,-0.9,6.6,999.0,,
2006,1,1,11,0,71,8.7,10.7,1.25,4.17,4.25,,1013.5,-1.2,6.6,-4.3,,
2006,1,1,12,0,67,7.7,10.5,1.28,9.09,4.37,,1014.5,-1.4,6.7,-4.8,,
2006,1,1,13,0,52,6.7,9.3,1.13,10.0,4.8,,1015.2,-1.5,6.6,-4.8,,
2006,1,1,14,0,63,6.7,9.6,1.09,8.33,4.76,,1015.5,-1.1,6.7,-3.9,,
2006,1,1,15,0,58,5.8,7.9,1.23,4.76,4.69,,1015.6,-0.7,6.7,-3.8,,
2006,1,1,16,0,32,8.2,10.4,1.32,4.76,4.48,,1014.9,-0.7,6.8,-3.3,,
2006,1,1,17,0,10,10.1,12.3,1.46,5.26,4.37,,1014.5,-1.3,6.9,-2.9,,
2006,1,1,18,0,9,10.2,13.0,1.46,4.76,4.38,,1014.9,-1.5,6.9,-3.3,,
