YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2004,1,7,18,,,9.9,13.9,1.72,5.56,4.91,,1008.8,-5.7,6.5,999.0,,
2004,1,7,19,,,8.2,12.5,1.86,5.88,4.88,,1009.0,-5.4,6.6,999.0,,
2004,1,7,20,,,8.9,12.8,1.95,5.88,4.99,,1009.2,-5.1,6.6,999.0,,
2004,1,7,21,,,9.6,15.1,2.13,6.25,4.95,,1009.5,-4.9,6.6,999.0,,
2004,1,7,22,,,10.4,13.4,2.26,6.67,4.89,,1010.3,-5.6,6.6,999.0,,
2004,1,7,23,,,6.2,10.6,2.31,6.67,5.19,,1010.8,-6.0,6.6,999.0,,
2004,1,8,0,,,7.4,11.8,2.1,7.14,5.37,,1010.3,-6.0,6.6,999.0,,
2004,1,8,1,,,8.1,12.4,2.01,7.69,5.32,,1009.2,-5.6,6.6,999.0,,
2004,1,8,2,,,13.5,19.0,2.56,6.25,5.27,,1007.9,-5.2,6.6,999.0,,
2004,1,8,3,,,12.6,18.3,2.92,6.67,5.52,,1008.3,-6.9,6.6,999.0,,
2004,1,8,4,,,14.1,19.0,3.07,7.14,5.7,,1008.2,-7.6,6.6,999.0,,
2004,1,8,5,,,14.4,20.2,3.41,6.67,5.87,,1008.6,-8.2,6.6,999.0,,
2004,1,8,6,,,14.4,17.9,3.65,7.69,6.03,,1009.2,-9.5,6.6,999.0,,
2004,1,8,7,,,14.8,18.5,3.87,9.09,6.35,,1010.5,-11.5,6.4,999.0,,
2004,1,8,8,,,12.8,17.4,4.12,9.09,6.52,,1011.3,-13.1,6.4,999.0,,
2004,1,8,9,,,13.8,18.0,3.78,9.09,6.42,,1011.5,-14.8,6.4,999.0,,
2004,1,8,10,,,14.9,19.9,3.7,9.09,5.97,,1012.0,-15.6,6.4,999.0,,
2004,1,8,11,,,13.4,16.9,3.76,9.09,6.21,,1012.8,-16.1,6.3,999.0,,
2004,1,8,12,,,13.9,18.7,3.68,9.09,6.21,,1013.0,-15.7,6.3,999.0,,
2004,1,8,13,,,13.1,16.9,3.49,9.09,6.32,,1013.4,-15.8,6.3,999.0,,
2004,1,8,14,,,12.3,16.4,3.59,9.09,6.16,,1013.4,-15.2,6.4,999.0,,
2004,1,8,15,,,13.7,17.0,3.4,8.33,6.05,,1013.4,-14.8,6.4,999.0,,
2004,1,8,16,,,13.9,18.1,3.44,8.33,6.1,,1012.9,-14.5,6.4,999.0,,
2004,1,8,17,,,13.0,17.5,3.35,8.33,6.0,,1011.8,-14.2,6.4,999.0,,
2004,1,8,18,,,13.8,17.4,3.21,6.67,5.83,,1011.4,-14.1,6.4,999.0,,
2004,1,8,19,,,13.4,17.9,3.63,7.14,6.03,,1011.6,-13.5,6.4,999.0,,
2004,1,8,20,,,12.7,17.4,3.19,7.14,5.84,,1011.9,-13.6,6.4,999.0,,
2004,1,8,21,,,11.1,15.8,2.82,7.69,5.46,,1012.7,-13.2,6.4,999.0,,
2004,1,8,22,,,11.7,16.4,2.86,7.14,5.26,,1014.1,-13.5,6.4,999.0,,
2004,1,8,23,,,10.4,13.7,2.82,7.69,5.48,,1015.2,-13.7,6.3,999.0,,
2004,1,9,0,,,9.3,13.5,2.43,7.69,5.24,,1015.9,-14.0,6.3,999.0,,
2004,1,9,1,,,8.9,11.9,2.43,7.14,5.26,,1016.9,-14.6,6.3,999.0,,
2004,1,9,2,,,8.7,12.5,2.25,6.67,5.29,,1017.2,-14.8,6.2,999.0,,
2004,1,9,3,,,8.6,12.4,2.25,6.67,5.12,,1017.7,-14.7,6.2,999.0,,
2004,1,9,4,,,8.4,11.9,2.1,5.56,4.95,,1018.1,-14.8,6.2,999.0,,
2004,1,9,5,,,7.2,10.3,1.87,6.67,4.83,,1018.7,-15.3,6.1,999.0,,
2004,1,9,6,,,7.8,10.5,1.9,6.25,4.96,,1018.9,-15.3,6.1,999.0,,
2004,1,9,7,,,7.3,10.6,1.79,5.88,4.76,,1019.6,-15.6,6.2,999.0,,
2004,1,9,8,,,7.1,9.8,1.83,6.25,4.7,,1020.3,-16.0,6.2,999.0,,
2004,1,9,9,,,7.7,10.5,1.82,6.25,4.54,,1020.1,-15.7,6.2,999.0,,
2004,1,9,10,,,7.3,9.8,1.71,4.17,4.38,,1019.7,-15.7,6.2,999.0,,
2004,1,9,11,,,7.9,12.2,1.68,4.55,4.32,,1019.6,-15.5,6.2,999.0,,
2004,1,9,12,,,8.4,10.5,1.61,4.55,4.24,,1019.2,-15.0,6.2,999.0,,
2004,1,9,13,,,7.3,9.4,1.66,4.35,4.33,,1019.9,-16.1,6.2,999.0,,
2004,1,9,14,,,6.0,9.0,1.53,5.0,4.37,,1020.0,-16.3,6.2,999.0,,
2004,1,9,15,,,4.4,6.6,1.38,5.0,4.41,,1020.3,-16.3,6.2,999.0,,
2004,1,9,16,,,3.1,6.4,1.27,5.0,4.21,,1020.1,-15.8,6.2,999.0,,
2004,1,9,17,,,3.6,6.6,1.15,4.76,4.14,,1019.5,-15.4,6.2,999.0,,
2004,1,9,18,,,3.6,6.0,1.02,4.17,3.91,,1019.1,-14.8,6.3,999.0,,
2004,1,9,19,,,4.7,7.9,0.98,3.57,3.82,,1019.1,-13.7,6.3,999.0,,
2004,1,9,20,,,5.9,9.8,0.95,3.57,3.68,,1019.3,-13.6,6.3,999.0,,
2004,1,9,21,,,7.3,10.6,1.05,4.0,3.71,,1019.4,-13.3,6.2,999.0,,
2004,1,9,22,,,8.1,10.9,1.1,3.85,3.61,,1019.5,-13.3,6.2,999.0,,
2004,1,9,23,,,9.3,13.8,1.32,4.55,3.79,,1020.1,-13.5,6.2,999.0,,
2004,1,10,0,,,9.2,12.6,1.42,4.55,3.95,,1021.0,-13.8,6.2,999.0,,
2004,1,10,1,,,9.1,12.8,1.52,4.76,4.12,,1021.2,-14.1,6.2,999.0,,
2004,1,10,2,,,9.1,12.6,1.47,5.0,4.2,,1021.5,-14.6,6.2,999.0,,
2004,1,10,3,,,10.4,15.3,1.57,5.26,4.27,,1021.6,-14.9,6.2,999.0,,
2004,1,10,4,,,9.2,12.3,1.59,5.0,4.22,,1021.9,-15.1,6.3,999.0,,
2004,1,10,5,,,8.9,11.8,1.72,4.76,4.22,,1021.9,-15.6,6.3,999.0,,
2004,1,10,6,,,9.1,11.4,1.67,5.0,4.21,,1021.9,-15.7,6.3,999.0,,
2004,1,10,7,,,8.8,11.9,1.71,5.0,4.28,,1022.2,-16.0,6.3,999.0,,
2004,1,10,8,,,8.2,11.3,1.55,4.76,4.16,,1022.4,-16.3,6.3,999.0,,
2004,1,10,9,,,8.7,11.4,1.53,4.76,4.08,,1022.5,-16.1,6.2,999.0,,
2004,1,10,10,,,8.9,11.7,1.8,4.76,4.25,,1022.1,-16.2,6.2,999.0,,
2004,1,10,11,,,8.4,10.9,1.74,5.0,4.26,,1022.3,-16.4,6.2,999.0,,
2004,1,10,12,,,8.8,,,,,,0.0,-16.1,999.0,999.0,,
2004,1,10,13,,,7.6,9.9,1.67,5.0,4.23,,1022.6,-16.9,6.2,999.0,,
2004,1,10,14,,,7.3,10.5,1.53,5.26,4.29,,1022.9,-16.8,6.2,999.0,,
2004,1,10,15,,,5.9,8.0,1.37,5.0,4.19,,1022.8,-16.7,6.2,999.0,,
2004,1,10,16,,,5.7,8.3,1.2,4.35,3.97,,1021.7,-16.7,6.2,999.0,,
2004,1,10,17,,,5.6,9.5,1.15,4.35,3.9,,1021.0,-16.0,6.3,999.0,,
2004,1,10,18,,,5.9,8.7,1.13,3.85,3.85,,1020.1,-15.6,6.3,999.0,,
2004,1,10,19,,,5.8,9.0,1.06,3.85,3.84,,1019.9,-15.3,6.3,999.0,,
2004,1,10,20,,,5.9,9.8,1.0,3.85,3.65,,1020.1,-14.7,6.3,999.0,,
2004,1,10,21,,,6.9,10.3,0.91,3.7,3.56,,1020.2,-15.2,6.3,999.0,,
2004,1,10,22,,,6.7,11.0,0.9,3.57,3.44,,1021.1,-14.8,6.0,999.0,,
2004,1,10,23,,,7.4,10.1,0.95,3.7,3.47,,1021.6,-15.1,6.0,999.0,,
2004,1,11,0,,,7.5,10.8,1.1,4.0,3.61,,1021.7,-15.3,6.0,999.0,,
2004,1,11,1,,,7.5,11.4,1.11,4.17,3.73,,1022.4,-15.2,6.0,999.0,,
2004,1,11,2,,,6.1,9.8,1.1,4.17,3.81,,1022.8,-15.4,6.0,999.0,,
2004,1,11,3,,,7.6,10.3,1.01,4.17,3.75,,1022.7,-15.0,6.2,999.0,,
2004,1,11,4,,,7.9,12.1,1.06,4.17,3.82,,1022.4,-15.2,6.1,999.0,,
2004,1,11,5,,,8.8,12.1,1.13,4.55,3.87,,1022.2,-15.2,6.1,999.0,,
2004,1,11,6,,,8.6,11.6,1.32,4.35,3.96,,1022.3,-15.1,6.1,999.0,,
2004,1,11,7,,,7.6,10.9,1.29,4.55,3.92,,1023.1,-15.6,6.0,999.0,,
2004,1,11,8,,,7.6,11.8,1.14,4.17,3.85,,1023.2,-15.7,5.8,999.0,,
2004,1,11,9,,,6.4,10.1,1.05,4.17,3.74,,1023.2,-15.6,5.8,999.0,,
2004,1,11,10,,,6.9,9.5,0.97,3.7,3.59,,1023.2,-15.5,5.7,999.0,,
2004,1,11,11,,,6.8,9.2,0.93,4.0,3.52,,1023.3,-15.1,5.7,999.0,,
2004,1,11,12,,,6.1,10.0,1.02,4.0,3.59,,1023.7,-15.1,5.7,999.0,,
2004,1,11,13,,,6.1,8.9,0.88,4.0,3.52,,1024.2,-14.7,5.7,999.0,,
2004,1,11,14,,,5.0,8.1,0.84,4.0,3.52,,1024.8,-14.4,5.7,999.0,,
2004,1,11,15,,,1.9,4.8,0.7,3.57,3.44,,1024.5,-14.0,5.7,999.0,,
2004,1,11,16,,,0.5,3.1,0.53,3.57,3.37,,1023.6,-13.6,5.7,999.0,,
2004,1,11,17,,,1.3,3.7,0.52,3.33,3.36,,1022.3,-12.7,5.8,999.0,,
2004,1,11,18,,,2.3,5.5,0.44,3.33,3.29,,1021.7,-12.5,5.7,999.0,,
2004,1,11,19,,,4.0,7.8,0.41,3.13,3.15,,1021.4,-11.1,5.7,999.0,,
2004,1,11,20,,,3.7,9.3,0.41,3.57,3.27,,1020.8,-10.3,5.7,999.0,,
2004,1,11,21,,,2.4,6.3,0.44,3.57,3.42,,1019.8,-8.5,5.7,999.0,,
2004,1,11,22,,,4.1,8.8,0.51,3.57,3.52,,1019.5,-7.2,5.7,999.0,,
2004,1,11,23,,,5.9,9.8,0.66,3.85,3.54,,1018.9,-6.2,5.7,999.0,,
2004,1,12,0,,,5.9,9.4,0.84,4.35,3.69,,1018.3,-4.4,5.7,999.0,,
