YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1999,11,8,10,,307,8.9,12.6,0.3,2.7,2.86,,1017.4,1.7,8.6,-6.3,,
1999,11,8,11,,325,9.8,12.4,0.44,3.23,2.99,,1018.0,1.7,8.6,-6.7,,
1999,11,8,12,,325,10.5,13.3,0.55,3.23,3.12,,1018.4,1.7,8.6,-6.5,,
1999,11,8,13,,333,8.3,10.6,0.52,3.45,3.14,,1018.9,1.6,8.6,-8.7,,
1999,11,8,14,,325,8.6,10.4,0.44,3.13,3.13,,1018.9,1.5,8.6,-8.1,,
1999,11,8,15,,312,6.2,7.9,0.41,2.86,3.0,,1018.9,1.7,8.6,-8.3,,
1999,11,8,16,,315,8.4,11.5,0.42,2.86,2.93,,1018.1,2.4,8.6,-8.7,,
1999,11,8,17,,325,7.2,9.5,0.46,3.13,3.03,,1018.2,2.8,8.6,-8.5,,
1999,11,8,18,,304,7.4,9.3,0.45,3.03,2.99,,1018.1,3.5,8.6,-8.4,,
1999,11,8,19,,308,7.4,10.4,0.36,2.78,2.89,,1017.9,3.9,8.6,-6.3,,
1999,11,8,20,,327,6.2,8.0,0.35,2.63,2.95,,1018.0,4.0,8.6,-7.2,,
1999,11,8,21,,324,6.5,8.4,0.28,2.56,2.98,,1018.4,4.4,8.6,-8.8,,
1999,11,8,22,,327,6.5,8.2,0.33,2.78,2.89,,1019.0,4.3,8.6,-7.7,,
1999,11,8,23,,336,6.2,8.3,0.31,2.63,2.93,,1019.7,4.0,8.6,-8.1,,
1999,11,9,0,,353,6.1,7.6,0.26,2.7,2.93,,1020.3,4.0,8.3,-7.1,,
1999,11,9,1,,341,6.0,8.0,0.36,2.86,2.94,,1020.7,3.5,8.7,-7.1,,
1999,11,9,2,,339,7.0,9.1,0.37,3.03,2.98,,1021.0,3.2,8.7,-6.8,,
1999,11,9,3,,360,6.6,8.0,0.49,3.03,3.15,,1021.2,2.8,8.9,-6.6,,
1999,11,9,4,,346,6.8,8.9,0.5,3.33,3.19,,1021.6,2.5,9.0,-7.2,,
1999,11,9,5,,347,4.6,5.9,0.45,3.23,3.17,,1022.1,2.2,8.9,-6.7,,
1999,11,9,6,,308,3.2,4.0,0.43,3.57,3.3,,1022.0,1.6,8.9,-5.3,,
1999,11,9,7,,318,3.0,4.2,0.38,3.13,3.33,,1022.1,1.6,8.7,-4.9,,
1999,11,9,8,,319,1.8,2.7,0.32,2.7,3.42,,1022.2,1.6,8.7,-4.6,,
1999,11,9,9,,354,1.5,3.0,0.31,5.88,3.81,,1022.6,2.3,8.7,-6.8,,
1999,11,9,10,,104,1.0,1.9,0.27,5.26,4.01,,1022.6,2.4,8.7,-5.6,,
1999,11,9,11,,135,1.6,2.4,0.28,5.26,4.22,,1022.1,2.8,8.7,-4.7,,
1999,11,9,12,,163,3.8,5.7,0.27,4.76,4.08,,1022.2,3.5,8.7,-4.5,,
1999,11,9,13,,176,4.4,6.9,0.27,4.55,4.14,,1022.5,4.0,8.7,-3.0,,
1999,11,9,14,,170,6.1,7.8,0.23,4.76,3.99,,1021.4,4.7,8.8,-1.9,,
1999,11,9,15,,240,5.4,6.7,0.36,2.56,3.05,,1020.7,4.4,8.2,-0.5,,
1999,11,9,16,,196,7.8,9.4,0.43,2.94,3.07,,1019.2,5.5,7.9,0.9,,
1999,11,9,17,,194,9.0,10.8,0.72,3.33,3.34,,1017.2,5.7,8.1,-1.1,,
1999,11,9,18,,191,9.3,10.8,0.97,4.0,3.66,,1015.8,6.7,8.2,-1.8,,
1999,11,9,19,,195,11.9,14.1,1.3,4.35,4.0,,1013.1,7.5,8.2,0.6,,
1999,11,9,20,,196,10.7,13.9,1.48,5.0,4.38,,1012.3,7.9,7.9,2.1,,
1999,11,9,21,,190,9.0,11.1,1.57,5.56,4.64,,1010.9,8.7,7.9,3.3,,
1999,11,9,22,,193,6.5,7.8,1.33,5.56,4.56,,1010.3,9.7,8.0,5.2,,
1999,11,9,23,,188,5.4,6.3,1.17,5.88,4.49,,1009.6,9.8,7.9,6.4,,
1999,11,10,0,,192,6.8,7.8,1.14,5.56,4.57,,1008.1,10.2,8.2,6.7,,
1999,11,10,1,,192,7.7,8.8,1.09,6.25,4.47,,1007.1,10.2,8.2,6.9,,
1999,11,10,2,,200,8.9,10.3,1.24,6.25,4.45,,1005.6,10.5,8.2,6.9,,
1999,11,10,3,,220,7.3,8.7,1.37,6.25,4.62,,1005.5,10.5,8.6,7.4,,
1999,11,10,4,,222,6.5,7.8,1.27,6.25,4.63,,1004.9,9.7,8.7,7.4,,
1999,11,10,5,,215,6.4,7.2,1.18,6.25,4.64,,1004.2,9.8,8.7,7.1,,
1999,11,10,6,,205,9.3,10.8,1.22,6.25,4.64,,1003.4,10.5,8.7,7.5,,
1999,11,10,7,,200,8.6,9.8,1.22,6.25,4.54,,1003.6,10.9,8.7,8.0,,
1999,11,10,8,,198,8.2,9.6,1.33,6.67,4.81,,1003.3,10.9,8.9,8.1,,
1999,11,10,9,,206,8.2,9.6,1.34,6.67,4.88,,1003.3,10.7,8.9,8.1,,
1999,11,10,10,,203,7.6,8.5,1.22,5.88,4.65,,1003.4,10.8,9.0,8.1,,
1999,11,10,11,,210,6.7,7.9,1.21,5.88,4.7,,1003.9,10.6,9.0,7.8,,
1999,11,10,12,,246,4.5,5.3,1.12,5.88,4.74,,1004.2,10.2,8.7,7.9,,
1999,11,10,13,,240,4.7,5.3,1.03,5.88,4.5,,1004.5,9.8,8.9,7.4,,
1999,11,10,14,,228,5.1,5.8,0.96,5.56,4.62,,1004.2,10.1,9.0,7.8,,
1999,11,10,15,,226,5.6,6.8,0.96,5.26,4.61,,1004.1,10.5,9.0,7.8,,
1999,11,10,16,,234,4.8,5.5,0.88,5.56,4.45,,1003.5,10.9,9.1,8.1,,
1999,11,10,17,,215,5.1,5.9,0.87,6.25,4.61,,1002.7,11.0,9.0,8.4,,
1999,11,10,18,,222,4.6,5.1,0.87,7.14,4.78,,1002.6,11.0,8.9,8.4,,
1999,11,10,19,,210,3.9,4.4,0.82,6.67,4.75,,1002.1,11.0,9.0,8.4,,
1999,11,10,20,,213,4.3,4.9,0.75,5.0,4.73,,1002.4,11.8,9.0,8.6,,
1999,11,10,21,,20,5.8,7.5,0.73,5.26,4.5,,1003.0,11.5,9.0,8.0,,
1999,11,10,22,,24,3.4,4.6,0.64,5.0,4.23,,1004.3,10.2,9.0,7.9,,
1999,11,10,23,,56,7.0,8.4,0.64,5.0,4.22,,1005.0,9.5,8.9,7.6,,
1999,11,11,0,,56,7.9,9.6,0.66,3.23,3.86,,1005.5,9.3,8.9,6.7,,
1999,11,11,1,,34,9.3,11.8,0.8,4.17,3.92,,1007.0,8.5,9.0,6.4,,
1999,11,11,2,,21,11.8,13.8,0.97,4.55,3.73,,1007.9,7.1,9.0,5.1,,
1999,11,11,3,,23,10.8,13.7,1.12,4.76,4.02,,1009.5,5.9,9.4,4.2,,
1999,11,11,4,,17,12.8,15.6,1.51,5.0,4.28,,1010.6,4.0,9.4,1.8,,
1999,11,11,5,,8,12.3,14.5,1.52,5.26,4.43,,1011.6,3.3,9.4,1.0,,
1999,11,11,6,,10,12.0,14.3,1.67,5.56,4.49,,1013.0,3.2,9.4,-0.2,,
1999,11,11,7,,14,10.8,13.5,1.57,6.25,4.45,,1014.3,3.2,9.4,-0.8,,
1999,11,11,8,,11,11.7,14.3,1.63,6.25,4.68,,1015.1,3.1,9.4,-1.2,,
1999,11,11,9,,8,12.0,14.7,1.64,5.88,4.75,,1016.4,3.3,9.4,-1.1,,
1999,11,11,10,,4,9.8,12.9,1.67,7.14,4.73,,1017.9,2.8,9.4,-1.5,,
1999,11,11,11,,8,10.8,13.2,1.67,7.14,4.83,,1019.4,2.4,9.4,-3.3,,
1999,11,11,12,,360,11.5,13.7,1.68,7.14,5.01,,1020.9,1.5,9.4,-4.8,,
1999,11,11,13,,358,11.9,14.3,1.76,6.67,4.76,,1022.7,0.7,9.4,-6.3,,
1999,11,11,14,,352,10.8,13.1,1.71,6.67,4.87,,1024.1,0.3,9.3,-6.9,,
1999,11,11,15,,345,10.8,13.2,1.42,6.25,4.62,,1025.1,0.7,9.4,-7.9,,
1999,11,11,16,,348,10.2,12.7,1.33,7.14,4.63,,1025.4,1.2,9.4,-8.4,,
1999,11,11,17,,354,9.6,12.0,1.38,5.88,4.66,,1025.2,1.6,9.4,-9.4,,
1999,11,11,18,,353,8.4,10.4,1.31,6.25,4.8,,1025.2,2.1,9.4,-8.9,,
1999,11,11,19,,347,7.7,10.1,1.13,6.67,4.66,,1025.6,2.7,9.4,-11.7,,
1999,11,11,20,,11,6.5,8.7,1.05,7.14,4.58,,1026.6,2.9,9.4,-10.2,,
1999,11,11,21,,322,7.3,9.9,0.9,7.14,4.75,,1027.3,3.5,9.4,-9.9,,
1999,11,11,22,,340,8.7,10.8,0.87,6.67,4.51,,1028.3,3.2,9.4,-10.9,,
1999,11,11,23,,342,8.1,10.0,0.76,5.88,4.25,,1029.2,3.2,9.1,-8.6,,
1999,11,12,0,,339,8.1,10.3,0.79,7.14,4.32,,1029.9,2.7,9.1,-9.1,,
1999,11,12,1,,329,8.4,9.8,0.76,7.14,4.1,,1030.3,2.0,9.0,-9.6,,
1999,11,12,2,,339,9.3,10.8,0.79,7.14,4.21,,1030.9,1.6,9.0,-8.3,,
1999,11,12,3,,337,7.5,9.0,0.79,7.14,4.33,,1031.4,1.0,9.0,-9.8,,
1999,11,12,4,,348,6.4,8.2,0.68,6.67,4.17,,1031.9,0.8,9.0,-11.2,,
1999,11,12,5,,360,5.8,7.2,0.69,6.67,4.24,,1031.9,0.3,9.0,-11.4,,
1999,11,12,6,,10,4.7,6.1,0.74,6.67,4.33,,1031.5,0.0,9.0,-10.6,,
1999,11,12,7,,356,4.3,5.6,0.74,6.25,4.43,,1031.5,-0.3,9.0,-9.8,,
1999,11,12,8,,10,2.7,4.3,0.7,5.88,4.62,,1031.4,-0.4,9.0,-11.0,,
1999,11,12,9,,42,3.6,5.4,0.61,5.88,4.74,,1031.3,-0.3,8.9,-10.7,,
1999,11,12,10,,14,3.0,4.3,0.6,6.25,4.86,,1031.3,0.0,8.9,-10.0,,
1999,11,12,11,,52,1.1,2.4,0.52,6.25,4.77,,1031.5,0.1,8.9,-12.7,,
1999,11,12,12,,60,2.2,3.6,0.52,9.09,5.11,,1031.5,0.3,8.9,-13.3,,
1999,11,12,13,,55,1.8,4.2,0.5,8.33,4.78,,1032.0,0.4,8.7,-12.0,,
1999,11,12,14,,87,1.3,2.9,0.46,8.33,4.87,,1032.1,0.8,9.0,-9.8,,
1999,11,12,15,,159,2.0,3.6,0.45,8.33,4.63,,1031.5,1.6,9.0,-9.1,,
1999,11,12,16,,169,4.3,6.8,0.41,7.69,4.9,,1030.5,2.4,9.4,-6.1,,
1999,11,12,17,,184,6.2,8.1,0.41,6.67,5.1,,1029.0,3.5,9.4,-4.9,,
1999,11,12,18,,195,7.7,10.1,0.53,7.14,3.85,,1027.4,4.2,9.5,-3.0,,
1999,11,12,19,,196,8.4,11.0,0.7,3.45,3.54,,1025.9,4.7,9.5,-3.0,,
1999,11,12,20,,190,8.5,10.8,0.85,4.0,3.69,,1025.2,5.2,9.5,-2.2,,
1999,11,12,21,,201,10.4,12.2,1.05,4.0,3.88,,1024.2,5.5,9.5,-1.7,,
1999,11,12,22,,193,9.7,12.7,1.1,4.35,3.93,,1023.7,5.9,9.4,-1.1,,
1999,11,12,23,,191,9.3,11.9,1.2,4.76,4.2,,1023.1,6.4,9.1,-1.4,,
1999,11,13,0,,196,9.5,12.1,1.18,5.0,4.18,,1022.7,6.7,8.3,-0.6,,
1999,11,13,1,,191,9.1,11.0,1.3,4.76,4.29,,1022.0,7.1,7.9,0.3,,
1999,11,13,2,,198,10.7,12.5,1.36,5.26,4.3,,1021.7,7.1,8.6,-0.3,,
1999,11,13,3,,197,11.3,13.3,1.49,5.26,4.28,,1020.6,7.2,8.9,1.1,,
1999,11,13,4,,202,10.7,13.6,1.53,5.56,4.45,,1019.8,7.0,9.0,2.5,,
1999,11,13,5,,218,11.6,13.7,1.57,5.88,4.55,,1019.2,6.7,9.0,3.9,,
1999,11,13,6,,224,9.1,11.1,1.59,5.88,4.74,,1018.9,5.9,8.9,4.0,,
1999,11,13,7,,212,8.6,11.1,1.39,6.25,4.66,,1018.0,6.2,8.7,4.2,,
1999,11,13,8,,224,8.4,10.9,1.49,5.88,4.75,,1017.3,7.1,8.7,4.5,,
1999,11,13,9,,291,2.3,3.4,1.39,5.88,4.86,,1017.2,4.8,8.2,3.5,,
1999,11,13,10,,295,1.6,2.2,1.21,5.88,4.97,,1016.7,4.7,8.1,3.5,,
1999,11,13,11,,306,1.3,1.9,1.14,5.56,4.83,,1016.6,4.3,8.0,3.0,,
1999,11,13,12,,314,3.3,4.0,1.1,5.56,4.89,,1017.2,4.7,7.9,3.2,,
1999,11,13,13,,271,2.8,4.2,0.89,5.56,4.71,,1017.4,4.7,7.9,3.0,,
1999,11,13,14,,313,3.0,3.9,0.92,5.88,4.69,,1017.3,4.4,8.0,2.4,,
1999,11,13,15,,333,4.0,4.8,0.94,5.88,4.9,,1017.4,4.8,8.2,2.5,,
1999,11,13,16,,348,4.9,5.8,0.84,5.56,4.88,,1017.4,4.5,8.2,2.6,,
1999,11,13,17,,343,2.8,3.8,0.73,5.26,4.78,,1016.6,4.2,8.2,2.7,,
1999,11,13,18,,3,3.2,4.2,0.71,5.56,4.92,,1016.2,4.7,8.3,2.8,,
1999,11,13,19,,2,2.4,3.1,0.65,5.26,4.84,,1015.8,5.3,8.3,3.1,,
1999,11,13,20,,7,3.7,4.5,0.6,5.26,4.81,,1016.5,6.3,8.3,3.6,,
1999,11,13,21,,26,4.0,4.5,0.65,5.88,5.07,,1016.6,6.7,8.3,3.2,,
1999,11,13,22,,41,2.9,3.6,0.57,5.88,5.03,,1017.2,6.7,8.3,3.5,,
1999,11,13,23,,40,3.0,3.6,0.58,5.88,5.12,,1017.4,7.0,8.3,3.4,,
1999,11,14,0,,45,2.7,3.4,0.61,5.56,5.36,,1017.4,7.1,8.3,3.1,,
1999,11,14,1,,23,2.2,2.9,0.64,6.25,5.43,,1017.4,6.8,8.3,3.1,,
1999,11,14,2,,30,1.8,2.4,0.64,6.25,5.42,,1017.4,6.4,8.3,3.9,,
1999,11,14,3,,18,2.2,2.7,0.64,6.25,5.46,,1017.2,6.3,8.6,3.8,,
1999,11,14,4,,16,1.6,2.1,0.68,6.25,5.46,,1016.3,5.9,8.6,3.4,,
1999,11,14,5,,56,1.0,1.4,0.59,6.25,5.24,,1015.7,5.9,8.6,3.5,,
1999,11,14,6,,86,1.7,2.7,0.59,5.88,5.32,,1014.8,5.9,8.6,3.9,,
1999,11,14,7,,93,2.2,2.7,0.64,5.88,5.35,,1014.3,6.6,8.6,4.4,,
1999,11,14,8,,180,4.3,5.1,0.61,6.25,5.24,,1013.3,7.8,8.6,4.5,,
1999,11,14,9,,178,6.0,7.2,0.67,5.88,5.29,,1012.5,7.9,8.6,4.7,,
1999,11,14,10,,175,6.5,7.7,0.64,5.88,4.31,,1011.4,8.2,8.6,4.8,,
1999,11,14,11,,176,7.2,8.3,0.71,5.88,4.04,,1010.9,8.6,8.6,5.5,,
1999,11,14,12,,173,8.1,9.2,0.78,5.88,3.9,,1009.8,8.7,8.5,5.6,,
1999,11,14,13,,168,10.2,12.2,0.97,3.85,3.92,,1008.5,8.9,8.3,5.9,,
1999,11,14,14,,168,9.7,11.1,1.1,4.35,4.03,,1008.0,9.0,8.3,4.9,,
1999,11,14,15,,168,11.9,14.3,1.39,4.35,4.28,,1005.6,9.3,8.3,6.2,,
1999,11,14,16,,169,11.4,13.9,1.61,5.26,4.55,,1004.2,9.5,8.3,6.7,,
1999,11,14,17,,173,11.3,14.2,1.85,5.56,4.8,,1002.5,9.5,8.3,6.9,,
1999,11,14,18,,172,10.5,13.2,2.05,6.25,5.05,,1001.4,9.7,8.6,7.3,,
1999,11,14,19,,170,11.7,13.9,2.16,6.25,5.16,,999.5,9.7,8.7,7.5,,
1999,11,14,20,,174,11.7,14.6,2.22,6.67,5.24,,997.8,10.0,8.7,7.7,,
1999,11,14,21,,183,10.9,12.7,2.52,6.67,5.51,,997.0,10.2,8.9,8.1,,
1999,11,14,22,,188,8.8,10.6,2.47,6.67,5.68,,996.6,10.2,9.0,8.9,,
1999,11,14,23,,206,6.3,7.5,2.18,7.69,5.62,,996.2,9.8,8.9,8.9,,
1999,11,15,0,,226,4.8,5.6,1.94,7.14,5.63,,995.8,9.4,8.9,8.5,,
1999,11,15,1,,243,4.6,5.3,1.71,6.67,5.59,,995.5,9.1,8.7,8.2,,
1999,11,15,2,,285,7.0,9.2,1.61,6.67,5.99,,995.3,8.7,8.6,6.7,,
1999,11,15,3,,293,8.2,9.9,1.68,12.5,6.62,,995.7,7.9,8.3,4.8,,
1999,11,15,4,,292,7.0,8.7,1.65,12.5,6.8,,996.3,7.1,8.3,3.2,,
1999,11,15,5,,291,6.9,8.4,1.55,12.5,7.43,,996.3,6.7,8.6,2.4,,
1999,11,15,6,,296,6.8,8.2,1.52,12.5,7.94,,995.9,5.9,8.6,1.8,,
1999,11,15,7,,279,7.6,9.2,1.39,12.5,8.07,,995.8,5.5,8.6,0.9,,
1999,11,15,8,,283,6.4,7.9,1.37,12.5,8.37,,995.5,4.8,8.6,0.4,,
1999,11,15,9,,275,6.0,7.3,1.26,12.5,8.16,,995.5,4.4,8.6,-1.1,,
1999,11,15,10,,277,7.5,9.2,1.27,12.5,7.95,,995.5,4.0,8.6,0.2,,
1999,11,15,11,,267,6.7,8.3,1.07,12.5,7.77,,995.7,3.9,8.6,-0.8,,
1999,11,15,12,,268,6.7,8.3,1.32,12.5,8.5,,996.0,4.0,8.6,-1.0,,
1999,11,15,13,,269,7.3,9.1,1.24,12.5,7.67,,995.7,3.8,8.6,-1.1,,
1999,11,15,14,,274,7.5,9.8,1.45,12.5,8.18,,995.4,4.7,8.6,-0.8,,
1999,11,15,15,,289,9.3,12.8,1.34,12.5,7.98,,994.5,5.6,8.6,-1.5,,
1999,11,15,16,,297,8.2,11.8,1.37,12.5,6.48,,993.9,5.9,8.7,-2.2,,
1999,11,15,17,,285,10.4,13.1,1.03,12.5,5.28,,993.0,6.3,8.7,-1.4,,
1999,11,15,18,,298,11.8,14.8,1.21,12.5,4.77,,992.9,5.9,8.7,-2.6,,
1999,11,15,19,,294,11.1,14.2,1.13,12.5,4.94,,992.7,5.7,8.7,-3.3,,
1999,11,15,20,,289,9.8,12.4,0.93,11.11,4.31,,993.0,5.5,8.7,-3.5,,
1999,11,15,21,,287,11.5,14.4,0.84,11.11,3.87,,993.0,5.2,8.6,-3.8,,
1999,11,15,22,,291,10.4,13.4,0.82,12.5,4.3,,993.0,4.6,8.6,-4.7,,
1999,11,15,23,,288,7.1,9.2,0.79,11.11,5.7,,993.5,4.1,8.6,-4.8,,
1999,11,16,0,,288,11.3,14.1,0.91,12.5,4.88,,992.9,3.9,8.6,-5.0,,
1999,11,16,1,,281,8.6,10.4,0.88,11.11,4.96,,993.0,3.2,8.6,-4.8,,
1999,11,16,2,,274,7.7,10.0,0.82,11.11,5.25,,992.3,3.2,8.6,-3.3,,
1999,11,16,3,,269,9.2,10.9,0.76,11.11,4.9,,991.6,2.9,8.3,-4.6,,
1999,11,16,4,,274,8.1,9.5,0.75,11.11,4.66,,991.4,2.5,8.3,-4.0,,
1999,11,16,5,,269,8.4,10.0,0.71,11.11,4.03,,991.0,2.5,8.2,-3.9,,
1999,11,16,6,,270,8.0,9.9,0.69,11.11,3.94,,990.9,2.5,8.2,-4.6,,
1999,11,16,7,,272,7.7,9.9,0.64,11.11,3.99,,990.7,2.1,8.2,-4.6,,
1999,11,16,8,,272,8.4,9.5,0.61,11.11,3.95,,990.1,2.1,8.2,-4.2,,
1999,11,16,9,,276,9.4,11.3,0.55,11.11,3.64,,989.8,2.0,8.2,-4.5,,
1999,11,16,10,,274,9.5,11.3,0.59,3.33,3.49,,989.7,2.1,7.9,-4.1,,
1999,11,16,11,,271,9.7,11.6,0.67,3.13,3.36,,989.4,2.0,8.0,-4.1,,
1999,11,16,12,,275,10.5,12.7,0.66,3.03,3.49,,989.5,1.9,7.9,-4.1,,
1999,11,16,13,,270,11.0,13.2,0.77,3.33,3.46,,989.6,1.9,7.9,-4.0,,
1999,11,16,14,,263,9.8,12.0,0.77,3.23,3.57,,989.6,1.9,7.9,-4.6,,
1999,11,16,15,,269,9.7,11.8,0.74,11.11,3.76,,989.4,2.0,7.8,-3.8,,
1999,11,16,16,,284,9.3,11.2,0.7,3.33,3.54,,989.1,2.4,7.9,-4.5,,
1999,11,16,17,,295,8.4,11.5,0.6,10.0,3.87,,988.9,2.7,7.9,-5.9,,
1999,11,16,18,,296,8.9,11.2,0.56,12.5,3.81,,988.6,3.3,7.9,-5.2,,
1999,11,16,19,,286,9.5,13.1,0.55,11.11,3.47,,988.7,3.2,7.9,-4.8,,
1999,11,16,20,,313,8.0,10.8,0.59,2.78,3.4,,989.7,2.7,7.9,-3.5,,
1999,11,16,21,,290,9.7,13.2,0.58,11.11,3.5,,990.1,3.2,7.9,-4.6,,
1999,11,16,22,,300,8.7,11.4,0.55,3.03,3.39,,990.9,2.7,7.9,-5.7,,
1999,11,16,23,,293,8.6,10.8,0.49,11.11,3.47,,991.7,2.4,7.9,-5.4,,
1999,11,17,0,,291,7.9,10.2,0.43,11.11,3.66,,992.3,2.1,7.9,-6.0,,
1999,11,17,1,,286,6.1,8.5,0.42,11.11,3.88,,993.2,1.7,7.8,-6.2,,
1999,11,17,2,,285,6.5,8.7,0.43,11.11,3.45,,994.0,1.6,7.8,-6.4,,
1999,11,17,3,,283,6.9,8.8,0.43,11.11,3.59,,994.5,1.6,7.8,-6.2,,
1999,11,17,4,,289,7.4,9.0,0.53,10.0,3.56,,994.9,1.3,7.8,-5.7,,
1999,11,17,5,,297,8.7,12.1,0.46,11.11,3.57,,995.6,1.5,8.1,-5.4,,
1999,11,17,6,,293,9.2,12.1,0.52,3.03,3.31,,996.1,1.6,8.2,-6.0,,
1999,11,17,7,,301,9.7,12.6,0.48,11.11,3.82,,996.9,1.3,8.2,-5.8,,
1999,11,17,8,,290,7.1,9.8,0.45,11.11,3.49,,997.9,0.9,8.2,-7.2,,
1999,11,17,9,,298,9.0,10.7,0.43,11.11,3.88,,998.8,0.9,8.2,-6.7,,
1999,11,17,10,,290,9.5,11.6,0.4,16.67,3.41,,999.5,0.7,8.2,-6.1,,
1999,11,17,11,,291,9.1,11.2,0.53,16.67,3.96,,1000.9,0.5,8.2,-6.5,,
1999,11,17,12,,281,7.2,9.5,0.56,16.67,4.18,,1002.4,0.1,8.2,-6.7,,
1999,11,17,13,,297,9.2,13.0,0.62,16.67,3.79,,1003.2,0.5,8.2,-6.0,,
1999,11,17,14,,294,9.6,11.8,0.83,16.67,3.95,,1004.7,0.9,8.0,-6.1,,
1999,11,17,15,,315,12.8,16.8,1.02,16.67,4.11,,1005.4,1.3,8.2,-8.9,,
1999,11,17,16,,314,12.9,15.8,1.2,16.67,4.18,,1006.7,1.9,8.2,-8.8,,
1999,11,17,17,,313,11.6,15.6,1.0,16.67,4.26,,1007.7,2.3,8.2,-8.2,,
1999,11,17,18,,322,9.5,12.2,1.01,16.67,4.56,,1008.7,2.8,8.2,-8.5,,
1999,11,17,19,,312,11.1,14.5,1.05,14.29,4.27,,1009.4,3.2,8.2,-8.5,,
1999,11,17,20,,311,10.2,12.9,0.97,14.29,4.42,,1011.0,2.8,8.2,-9.0,,
1999,11,17,21,,321,8.7,10.8,0.88,14.29,4.61,,1011.9,2.7,7.9,-9.0,,
1999,11,17,22,,296,8.1,10.1,0.97,14.29,4.63,,1013.4,2.0,7.9,-9.2,,
1999,11,17,23,,298,8.1,9.8,0.85,14.29,6.06,,1014.3,1.7,7.9,-7.9,,
1999,11,18,0,,269,7.1,9.2,0.83,14.29,9.21,,1015.0,2.0,7.9,-7.9,,
1999,11,18,1,,271,8.2,10.1,0.89,14.29,6.49,,1015.8,2.0,7.8,-6.3,,
1999,11,18,2,,274,8.1,10.5,0.94,14.29,6.04,,1016.7,2.0,7.9,-6.7,,
1999,11,18,3,,271,6.7,8.8,0.89,14.29,5.98,,1017.9,1.7,7.9,-6.3,,
1999,11,18,4,,251,7.9,9.3,0.82,14.29,5.17,,1018.1,2.1,7.8,-6.0,,
1999,11,18,5,,249,8.4,10.1,0.88,14.29,5.15,,1018.3,2.1,7.4,-5.7,,
1999,11,18,6,,260,9.9,11.9,0.91,14.29,4.44,,1018.3,2.4,7.4,-5.5,,
1999,11,18,7,,268,8.3,9.7,0.75,14.29,4.26,,1018.9,2.1,7.5,-6.5,,
1999,11,18,8,,261,8.1,9.3,0.59,14.29,4.2,,1018.9,1.6,7.8,-5.8,,
1999,11,18,9,,254,8.6,10.5,0.68,14.29,3.83,,1019.0,1.8,7.8,-4.6,,
1999,11,18,10,,248,7.9,8.9,0.84,4.35,3.92,,1019.3,1.6,7.8,-3.5,,
1999,11,18,11,,241,9.0,10.5,0.85,14.29,4.07,,1019.7,1.8,7.8,-2.7,,
1999,11,18,12,,249,9.3,11.0,0.9,12.5,4.01,,1020.5,2.1,7.8,-3.4,,
1999,11,18,13,,246,8.8,10.6,1.0,14.29,4.34,,1021.1,2.0,7.5,-2.9,,
1999,11,18,14,,243,8.9,10.3,1.09,12.5,4.56,,1021.9,2.5,7.5,-2.5,,
1999,11,18,15,,241,9.3,11.1,1.03,14.29,4.53,,1022.1,2.8,7.5,-2.5,,
1999,11,18,16,,242,8.4,10.1,1.12,4.76,4.52,,1022.2,3.2,7.5,-2.6,,
1999,11,18,17,,239,7.8,9.7,1.15,5.0,4.73,,1022.1,3.5,7.5,-2.9,,
1999,11,18,18,,237,7.5,9.6,1.15,14.29,4.79,,1022.1,3.9,7.5,-2.6,,
1999,11,18,19,,249,7.4,8.5,0.94,14.29,4.5,,1022.0,4.6,7.5,-2.4,,
1999,11,18,20,,252,7.0,8.7,0.77,14.29,4.46,,1022.5,5.6,7.9,-1.2,,
1999,11,18,21,,232,5.8,6.7,0.75,14.29,4.6,,1022.8,5.9,7.9,-2.0,,
1999,11,18,22,,236,7.0,8.6,0.7,12.5,4.34,,1023.5,6.6,8.2,-1.5,,
1999,11,18,23,,240,7.4,8.8,0.69,12.5,4.2,,1023.9,6.7,8.2,-0.9,,
1999,11,19,0,,243,6.8,8.1,0.74,12.5,4.04,,1024.5,6.7,8.2,-0.7,,
1999,11,19,1,,250,6.7,7.9,0.74,12.5,4.34,,1025.5,7.0,8.2,0.2,,
1999,11,19,2,,226,5.0,6.0,0.76,12.5,4.82,,1026.5,6.7,8.2,-0.2,,
1999,11,19,3,,241,4.7,5.3,0.67,12.5,4.91,,1026.7,6.7,8.2,-1.6,,
1999,11,19,4,,258,3.6,4.6,0.59,12.5,4.96,,1026.8,6.7,8.1,-0.5,,
1999,11,19,5,,255,2.4,2.9,0.54,12.5,4.88,,1027.2,6.7,7.9,-0.6,,
1999,11,19,6,,205,3.6,4.1,0.5,12.5,4.86,,1027.3,6.6,7.9,-0.6,,
1999,11,19,7,,211,4.5,5.5,0.44,14.29,4.73,,1027.4,7.0,7.9,0.6,,
1999,11,19,8,,206,3.1,3.6,0.41,12.5,5.14,,1028.1,7.1,7.9,1.1,,
1999,11,19,9,,194,3.1,3.7,0.43,12.5,5.7,,1028.1,7.0,7.8,1.5,,
1999,11,19,10,,197,3.0,3.6,0.43,12.5,5.65,,1027.9,7.1,7.8,2.1,,
