YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1999,2,19,19,,335,4.8,5.6,1.14,10.0,7.04,,1013.4,1.5,,,,
1999,2,19,20,,340,4.0,4.6,1.07,11.11,7.16,,1013.8,1.9,,,,
1999,2,19,21,,331,3.6,4.3,1.14,10.0,7.17,,1013.8,2.1,,,,
1999,2,19,22,,334,3.1,3.9,1.27,11.11,7.57,,1014.1,2.3,,,,
1999,2,19,23,,323,2.3,3.0,1.39,10.0,8.24,,1014.6,2.2,,,,
1999,2,20,0,,316,2.2,3.1,1.44,10.0,8.32,,1014.9,2.2,,,,
1999,2,20,1,,333,2.4,3.0,1.54,10.0,8.47,,1015.1,2.1,,,,
1999,2,20,2,,359,5.1,6.1,1.26,10.0,8.08,,1014.5,1.9,,,,
1999,2,20,3,,24,7.1,8.6,1.3,10.0,7.66,,1013.7,1.6,,,,
1999,2,20,4,,16,8.2,9.6,1.35,10.0,6.59,,1013.1,1.1,,,,
1999,2,20,5,,21,8.4,10.3,1.36,11.11,5.68,,1013.3,0.7,,,,
1999,2,20,6,,27,8.2,9.3,1.29,10.0,5.25,,1013.5,0.1,,,,
1999,2,20,7,,27,8.9,10.8,1.28,10.0,4.95,,1013.0,-0.3,,,,
1999,2,20,8,,15,9.8,11.6,1.44,11.11,4.79,,1012.3,-0.5,,,,
1999,2,20,9,,6,9.0,10.5,1.39,11.11,4.66,,1012.3,-0.3,,,,
1999,2,20,10,,4,9.8,12.3,1.34,10.0,4.93,,1012.0,-0.4,,,,
1999,2,20,11,,5,10.0,11.7,1.43,10.0,5.18,,1012.1,-0.4,,,,
1999,2,20,12,,10,9.4,10.9,1.36,10.0,4.97,,1012.4,-0.4,,,,
1999,2,20,13,,8,10.1,11.9,1.49,10.0,5.5,,1012.4,-0.4,,,,
1999,2,20,14,,358,10.0,12.6,1.56,10.0,5.45,,1012.1,-0.6,,,,
1999,2,20,15,,359,9.8,12.2,1.73,9.09,5.44,,1011.5,-0.6,,,,
1999,2,20,16,,356,10.1,13.2,1.78,8.33,5.39,,1010.8,-0.5,,,,
1999,2,20,17,,355,10.7,12.5,1.61,7.69,5.3,,1009.9,-0.4,,,,
1999,2,20,18,,359,10.5,12.5,1.49,7.14,5.07,,1008.9,-0.1,,,,
1999,2,20,19,,349,9.1,10.9,1.62,7.69,5.17,,1008.9,0.1,,,,
1999,2,20,20,,349,8.8,11.1,1.56,8.33,5.16,,1009.1,0.9,,,,
1999,2,20,21,,358,8.3,9.6,1.4,8.33,5.31,,1009.9,1.1,,,,
1999,2,20,22,,360,7.6,8.9,1.32,9.09,5.46,,1010.2,1.3,,,,
1999,2,20,23,,354,9.0,10.7,1.25,11.11,5.41,,1010.2,1.3,,,,
1999,2,21,0,,358,9.1,11.8,1.25,10.0,5.27,,1010.6,1.0,,,,
1999,2,21,1,,4,9.4,11.3,1.32,9.09,5.5,,1010.6,0.9,,,,
1999,2,21,2,,8,10.6,12.6,1.35,9.09,5.17,,1010.6,0.7,,,,
1999,2,21,3,,9,10.5,12.2,1.56,9.09,5.5,,1010.6,0.4,,,,
1999,2,21,4,,14,11.1,12.7,1.58,7.69,5.4,,1010.5,0.2,,,,
1999,2,21,5,,9,9.4,11.7,1.7,10.0,5.6,,1010.2,-0.1,,,,
1999,2,21,6,,6,10.3,12.0,1.57,8.33,5.3,,1009.9,-0.7,,,,
1999,2,21,7,,8,8.8,10.7,1.49,10.0,5.37,,1010.1,-0.9,,,,
1999,2,21,8,,356,8.9,11.4,1.48,8.33,5.38,,1009.9,-1.6,,,,
1999,2,21,9,,358,9.5,11.0,1.43,9.09,5.38,,1010.2,-2.1,,,,
1999,2,21,10,,358,10.7,12.9,1.44,10.0,5.06,,1010.3,-2.5,,,,
1999,2,21,11,,357,10.1,11.9,1.43,10.0,5.06,,1011.0,-2.7,,,,
1999,2,21,12,,343,10.7,12.7,1.5,10.0,5.42,,1011.5,-3.0,,,,
1999,2,21,13,,354,10.5,13.0,1.42,11.11,5.41,,1012.1,-3.3,,,,
1999,2,21,14,,344,8.8,10.9,1.54,11.11,5.93,,1012.5,-3.4,,,,
1999,2,21,15,,355,7.3,9.4,1.31,9.09,6.08,,1012.7,-2.9,,,,
1999,2,21,16,,348,6.1,7.7,1.14,10.0,5.99,,1012.7,-2.4,,,,
1999,2,21,17,,349,5.1,6.1,1.07,9.09,5.97,,1012.1,-1.7,,,,
1999,2,21,18,,351,5.1,6.5,1.09,10.0,6.42,,1011.5,-0.8,,,,
1999,2,21,19,,350,6.0,7.4,0.98,11.11,5.93,,1011.0,-0.1,,,,
1999,2,21,20,,344,5.6,7.5,0.95,10.0,6.24,,1011.0,0.5,,,,
1999,2,21,21,,352,5.0,7.0,0.86,10.0,6.48,,1011.4,1.1,,,,
1999,2,21,22,,360,5.1,6.6,0.81,10.0,6.58,,1011.6,1.4,,,,
1999,2,21,23,,12,5.5,6.8,0.81,10.0,6.08,,1012.1,1.3,,,,
1999,2,22,0,,27,7.8,9.2,0.81,10.0,6.05,,1013.1,0.8,,,,
1999,2,22,1,,330,10.2,12.5,0.97,9.09,4.73,,1013.9,-0.6,,,,
1999,2,22,2,,334,11.3,13.2,1.05,9.09,4.39,,1014.4,-1.9,,,,
1999,2,22,3,,343,12.0,14.3,1.17,10.0,4.24,,1015.0,-3.0,,,,
1999,2,22,4,,340,10.0,12.5,1.1,10.0,4.22,,1015.9,-4.4,,,,
1999,2,22,5,,341,10.6,13.3,1.12,10.0,4.47,,1016.4,-5.6,,,,
1999,2,22,6,,343,11.2,13.5,1.12,3.23,4.09,,1016.8,-6.0,,,,
1999,2,22,7,,343,11.3,14.7,1.06,3.45,3.89,,1017.4,-6.6,,,,
1999,2,22,8,,350,11.6,13.9,1.06,3.85,3.94,,1018.0,-7.3,,,,
1999,2,22,9,,358,11.0,14.2,1.15,3.57,3.91,,1019.1,-8.5,,,,
1999,2,22,10,,357,12.0,14.4,1.21,3.7,3.77,,1019.6,-9.3,,,,
1999,2,22,11,,356,11.7,14.2,1.28,4.35,4.04,,1020.9,-10.3,,,,
1999,2,22,12,,358,12.7,15.5,1.34,4.0,4.14,,1022.2,-11.6,,,,
1999,2,22,13,,347,10.9,13.3,1.26,4.17,4.08,,1023.6,-12.3,,,,
1999,2,22,14,,354,10.0,12.1,1.09,4.0,4.1,,1023.9,-12.3,,,,
1999,2,22,15,,346,9.0,11.3,1.04,3.45,4.08,,1024.0,-11.9,,,,
1999,2,22,16,,351,9.3,11.6,1.04,9.09,4.11,,1023.9,-10.8,,,,
1999,2,22,17,,349,9.1,12.3,1.0,3.45,4.2,,1023.2,-9.8,,,,
1999,2,22,18,,349,9.8,12.1,0.95,10.0,4.13,,1022.1,-8.8,,,,
1999,2,22,19,,346,9.5,13.2,0.99,7.14,4.19,,1021.4,-8.0,,,,
1999,2,22,20,,355,9.8,12.4,0.96,3.45,4.04,,1021.0,-7.1,,,,
1999,2,22,21,,337,8.5,11.2,0.93,3.03,4.03,,1021.7,-6.4,,,,
1999,2,22,22,,318,8.3,11.3,0.89,5.88,4.22,,1022.3,-6.5,,,,
1999,2,22,23,,314,11.4,13.8,0.85,2.94,3.62,,1022.7,-7.0,,,,
1999,2,23,0,,325,12.2,14.1,1.01,3.03,3.63,,1023.2,-7.9,,,,
1999,2,23,1,,333,13.4,15.9,1.03,3.45,3.57,,1023.9,-8.7,,,,
1999,2,23,2,,329,13.1,16.1,1.09,3.7,3.6,,1024.5,-10.1,,,,
1999,2,23,3,,329,13.8,16.7,1.07,3.85,3.66,,1025.2,-10.9,,,,
1999,2,23,4,,328,13.2,16.4,1.11,3.85,3.76,,1025.7,-11.2,,,,
1999,2,23,5,,319,12.3,14.6,1.02,3.7,3.76,,1026.4,-11.7,,,,
1999,2,23,6,,318,11.6,15.0,0.92,3.57,3.68,,1027.1,-12.0,,,,
1999,2,23,7,,314,10.8,14.6,0.83,3.57,3.65,,1027.5,-11.7,,,,
1999,2,23,8,,319,10.0,12.7,0.76,3.45,3.61,,1027.6,-11.9,,,,
1999,2,23,9,,322,10.8,13.6,0.74,3.23,3.49,,1027.4,-11.9,,,,
1999,2,23,10,,324,11.3,14.1,0.72,3.12,3.34,,1027.6,-11.7,,,,
1999,2,23,11,,320,12.1,14.7,0.78,3.23,3.34,,1028.1,-11.5,,,,
1999,2,23,12,,321,11.3,13.7,0.76,3.23,3.34,,1028.9,-10.9,,,,
1999,2,23,13,,316,10.7,12.6,0.74,2.78,3.28,,1029.8,-10.5,,,,
1999,2,23,14,,321,10.5,12.8,,,,,1029.9,-9.5,,,,
1999,2,23,15,,329,9.1,12.4,0.6,2.78,3.19,,1030.1,-8.9,,,,
1999,2,23,16,,332,8.2,11.1,0.52,2.7,3.47,,1030.3,-7.7,,,,
1999,2,23,17,,337,6.6,8.7,0.56,2.78,3.61,,1030.3,-6.6,,,,
1999,2,23,18,,340,7.2,10.0,0.53,2.78,3.8,,1029.7,-5.6,,,,
1999,2,23,19,,339,5.9,7.9,0.54,12.5,3.69,,1029.3,-5.0,,,,
1999,2,23,20,,324,5.2,6.7,0.51,12.5,4.06,,1029.6,-4.2,,,,
1999,2,23,21,,332,3.6,5.3,0.45,12.5,5.09,,1029.6,-3.6,,,,
1999,2,23,22,,290,5.0,7.1,0.53,11.11,6.91,,1030.1,-3.5,,,,
1999,2,23,23,,308,4.5,6.2,0.49,12.5,7.97,,1030.8,-3.7,,,,
1999,2,24,0,,303,3.4,5.0,0.56,14.29,8.98,,1031.3,-3.8,,,,
1999,2,24,1,,304,4.5,5.8,0.66,14.29,10.26,,1031.9,-3.8,,,,
1999,2,24,2,,334,5.7,6.7,0.62,12.5,9.79,,1032.4,-4.3,,,,
1999,2,24,3,,348,6.9,8.0,0.76,12.5,7.78,,1032.3,-4.9,,,,
1999,2,24,4,,360,6.9,8.2,0.87,14.29,5.26,,1032.6,-5.3,,,,
1999,2,24,5,,4,6.1,7.8,0.83,10.0,5.19,,1033.3,-5.9,,,,
1999,2,24,6,,6,5.4,6.7,0.84,14.29,5.52,,1033.6,-6.3,,,,
1999,2,24,7,,9,5.9,7.8,0.73,12.5,5.09,,1033.6,-6.2,,,,
1999,2,24,8,,23,5.7,7.3,0.73,12.5,4.97,,1033.5,-6.3,,,,
1999,2,24,9,,16,6.1,7.8,0.7,12.5,4.73,,1033.6,-6.6,,,,
1999,2,24,10,,16,5.4,7.0,0.64,12.5,4.41,,1034.4,-6.6,,,,
1999,2,24,11,,31,5.1,6.2,0.67,12.5,4.64,,1034.8,-6.8,,,,
1999,2,24,12,,19,6.3,7.3,0.74,12.5,5.32,,1034.8,-6.9,,,,
1999,2,24,13,,25,5.4,6.6,0.81,12.5,5.29,,1035.2,-6.9,,,,
1999,2,24,14,,19,3.9,5.3,0.75,11.11,5.15,,1035.7,-6.8,,,,
1999,2,24,15,,11,4.0,5.1,0.76,12.5,6.23,,1035.9,-6.5,,,,
1999,2,24,16,,7,2.5,3.5,0.82,12.5,7.55,,1036.3,-5.7,,,,
1999,2,24,17,,15,2.3,3.3,0.74,12.5,7.49,,1035.8,-5.2,,,,
1999,2,24,18,,39,2.9,4.4,0.68,12.5,7.95,,1035.0,-4.7,,,,
1999,2,24,19,,44,3.8,4.7,0.68,12.5,8.07,,1034.3,-3.9,,,,
1999,2,24,20,,58,2.7,3.6,0.57,12.5,7.52,,1033.7,-3.5,,,,
1999,2,24,21,,50,3.0,3.9,0.57,12.5,8.15,,1033.0,-3.2,,,,
1999,2,24,22,,59,3.7,4.7,0.52,12.5,7.53,,1032.7,-3.0,,,,
1999,2,24,23,,65,3.8,4.8,0.54,12.5,7.99,,1032.5,-3.0,,,,
1999,2,25,0,,83,3.4,4.5,0.52,11.11,7.98,,1032.5,-2.6,,,,
1999,2,25,1,,90,3.3,4.7,0.57,11.11,8.64,,1032.8,-2.1,,,,
1999,2,25,2,,34,4.9,6.4,0.53,11.11,8.52,,1032.1,-1.8,,,,
1999,2,25,3,,23,6.6,7.9,0.52,11.11,8.15,,1031.2,-1.7,,,,
1999,2,25,4,,40,5.2,6.4,0.58,11.11,6.09,,1031.6,-1.7,,,,
1999,2,25,5,,27,6.5,7.7,0.64,11.11,4.67,,1030.8,-1.7,,,,
1999,2,25,6,,19,8.4,10.2,0.79,11.11,4.37,,1029.6,-1.9,,,,
1999,2,25,7,,24,8.8,10.6,0.91,11.11,3.79,,1029.4,-2.0,,,,
1999,2,25,8,,18,8.8,10.1,0.91,11.11,3.89,,1028.9,-2.1,,,,
1999,2,25,9,,16,9.5,11.1,1.01,4.76,4.09,,1027.7,-1.9,,,,
1999,2,25,10,,23,10.5,12.1,1.25,5.26,4.15,,1026.6,-1.6,,,,
1999,2,25,11,,17,10.8,12.7,1.39,5.88,4.31,,1025.9,-1.7,,,,
1999,2,25,12,,15,11.1,12.9,1.71,5.88,4.84,,1025.4,-1.6,,,,
1999,2,25,13,,8,11.0,13.2,1.86,6.25,5.04,,1025.3,-1.6,,,,
1999,2,25,14,,15,11.0,13.9,1.81,6.67,4.99,,1024.9,-1.2,,,,
1999,2,25,15,,9,11.1,13.5,1.97,7.14,5.29,,1024.1,-1.1,,,,
1999,2,25,16,,4,12.0,14.3,2.1,7.69,5.55,,1022.9,-1.1,,,,
1999,2,25,17,,7,12.3,14.8,2.13,8.33,5.6,,1020.6,-0.8,,,,
1999,2,25,18,,6,12.3,14.5,2.35,9.09,5.72,,1019.2,-0.2,,,,
1999,2,25,19,,11,11.3,14.0,2.97,8.33,6.63,,1018.1,0.1,,,,
1999,2,25,20,,11,11.4,14.2,2.91,9.09,6.7,,1017.0,0.6,,,,
1999,2,25,21,,26,11.3,13.7,2.8,9.09,6.34,,1016.6,0.0,,,,
1999,2,25,22,,7,13.3,15.7,3.13,10.0,6.66,,1015.3,-1.5,,,,
1999,2,25,23,,4,12.7,15.2,3.52,10.0,6.92,,1014.4,-2.0,,,,
1999,2,26,0,,351,13.4,15.5,3.46,10.0,7.32,,1012.7,-1.9,,,,
1999,2,26,1,,345,14.4,17.6,3.4,10.0,7.19,,1010.9,-1.9,,,,
1999,2,26,2,,347,15.0,19.1,3.67,11.11,7.42,,1009.1,-1.7,,,,
1999,2,26,3,,349,15.0,18.5,4.28,12.5,8.22,,1008.1,-1.5,,,,
1999,2,26,4,,348,13.0,16.7,4.66,12.5,9.05,,1007.4,-1.1,,,,
1999,2,26,5,,345,12.2,15.6,5.04,12.5,9.5,,1006.5,-0.6,,,,
1999,2,26,6,,345,12.3,15.5,4.76,12.5,9.46,,1005.8,-0.1,,,,
1999,2,26,7,,347,11.0,13.2,4.83,12.5,9.88,,1005.5,0.0,,,,
1999,2,26,8,,336,10.8,15.8,5.14,12.5,10.04,,1004.8,0.0,,,,
1999,2,26,9,,331,9.7,12.8,4.37,12.5,9.73,,1004.6,-0.5,,,,
1999,2,26,10,,312,6.9,10.8,4.34,12.5,10.11,,1004.7,-0.5,,,,
1999,2,26,11,,310,8.0,10.5,3.77,12.5,9.86,,1004.6,-0.5,,,,
1999,2,26,12,,310,8.5,11.4,3.7,12.5,9.7,,1004.8,-0.6,,,,
1999,2,26,13,,306,8.2,11.3,3.69,12.5,9.88,,1005.2,-0.5,,,,
1999,2,26,14,,313,8.5,10.7,3.47,12.5,10.03,,1005.4,-0.6,,,,
1999,2,26,15,,313,7.2,9.9,3.57,12.5,10.62,,1005.5,-0.3,,,,
1999,2,26,16,,313,8.3,10.7,3.03,12.5,10.2,,1005.3,-0.3,,,,
1999,2,26,17,,299,5.4,7.5,3.21,12.5,10.78,,1005.2,0.5,,,,
1999,2,26,18,,321,8.9,11.5,2.99,12.5,10.91,,1004.2,2.0,,,,
1999,2,26,19,,325,9.2,11.7,2.67,14.29,9.99,,1003.9,2.9,,,,
1999,2,26,20,,325,10.9,14.0,2.05,12.5,8.53,,1003.7,3.7,,,,
1999,2,26,21,,323,10.5,13.5,2.23,14.29,8.18,,1004.1,3.9,,,,
1999,2,26,22,,319,10.9,13.4,2.21,14.29,7.94,,1004.7,4.0,,,,
1999,2,26,23,,311,11.0,13.6,1.92,12.5,7.18,,1005.4,3.4,,,,
1999,2,27,0,,313,11.6,14.5,1.78,12.5,6.33,,1005.9,2.9,,,,
1999,2,27,1,,311,10.5,14.7,1.81,12.5,7.22,,1006.5,2.6,,,,
1999,2,27,2,,315,9.8,12.8,1.37,12.5,6.31,,1006.8,2.2,,,,
1999,2,27,3,,316,8.8,10.5,1.58,12.5,7.39,,1007.4,2.4,,,,
1999,2,27,4,,315,6.0,7.9,1.84,12.5,10.14,,1008.1,2.3,,,,
1999,2,27,5,,301,6.0,7.5,1.6,12.5,10.2,,1008.3,2.2,,,,
1999,2,27,6,,307,6.2,8.5,1.55,12.5,10.36,,1008.4,2.4,,,,
1999,2,27,7,,297,5.8,7.3,1.49,12.5,10.01,,1008.5,2.1,,,,
1999,2,27,8,,280,6.8,8.5,1.27,12.5,10.1,,1008.4,1.5,,,,
1999,2,27,9,,285,5.7,7.7,1.2,14.29,9.53,,1009.0,1.6,,,,
1999,2,27,10,,293,6.7,8.2,1.15,12.5,8.69,,1009.0,1.0,,,,
1999,2,27,11,,275,8.4,9.9,1.0,12.5,6.71,,1008.8,1.1,,,,
1999,2,27,12,,277,7.9,9.3,1.0,12.5,6.45,,1009.3,0.8,,,,
1999,2,27,13,,285,6.4,7.8,0.79,12.5,7.24,,1009.7,0.9,,,,
1999,2,27,14,,298,7.2,9.4,0.92,12.5,5.29,,1009.4,2.0,,,,
1999,2,27,15,,314,9.7,11.7,0.91,11.11,4.13,,1009.5,2.8,,,,
1999,2,27,16,,318,8.1,10.7,0.92,11.11,4.47,,1009.3,3.2,,,,
1999,2,27,17,,317,7.1,8.4,0.95,11.11,5.31,,1009.0,3.8,,,,
1999,2,27,18,,304,7.5,8.8,0.9,11.11,6.14,,1008.8,4.8,,,,
1999,2,27,19,,296,8.7,10.7,0.92,11.11,6.89,,1008.4,5.9,,,,
1999,2,27,20,,303,6.8,8.0,0.96,12.5,7.8,,1009.1,6.7,,,,
1999,2,27,21,,294,8.1,9.6,0.81,11.11,5.97,,1009.4,6.6,,,,
1999,2,27,22,,295,7.0,8.5,0.79,12.5,6.55,,1010.2,6.6,,,,
1999,2,27,23,,293,6.2,7.3,0.57,12.5,6.6,,1010.9,6.2,,,,
1999,2,28,0,,285,3.0,3.4,0.49,12.5,7.09,,1011.7,4.1,,,,
1999,2,28,1,,314,4.0,4.6,0.57,12.5,8.74,,1012.1,4.1,,,,
1999,2,28,2,,328,2.4,2.7,0.48,12.5,6.73,,1012.8,3.8,,,,
1999,2,28,3,,347,2.8,3.1,0.5,12.5,7.02,,1013.1,2.9,,,,
1999,2,28,4,,7,3.5,4.0,0.51,11.11,7.66,,1013.2,2.8,,,,
1999,2,28,5,,296,2.3,3.1,0.56,11.11,9.31,,1014.1,2.2,,,,
1999,2,28,6,,352,2.3,2.8,0.41,11.11,8.16,,1014.1,1.8,,,,
1999,2,28,7,,6,1.8,2.1,0.48,11.11,8.85,,1014.2,1.8,,,,
1999,2,28,8,,295,2.1,3.1,0.47,11.11,9.01,,1014.4,1.0,,,,
1999,2,28,9,,33,3.4,3.9,0.41,12.5,8.17,,1013.6,1.2,,,,
1999,2,28,10,,50,2.3,2.8,0.49,11.11,8.78,,1014.4,1.6,,,,
1999,2,28,11,,39,2.1,2.4,0.42,11.11,7.83,,1014.7,1.4,,,,
1999,2,28,12,,60,4.2,5.0,0.36,11.11,7.34,,1014.1,1.6,,,,
1999,2,28,13,,81,3.1,3.7,0.38,12.5,7.25,,1013.6,2.5,,,,
1999,2,28,14,,112,3.9,4.4,0.34,11.11,6.25,,1013.2,3.2,,,,
1999,2,28,15,,116,3.9,4.5,0.45,11.11,4.01,,1012.7,3.4,,,,
1999,2,28,16,,125,5.2,6.3,0.53,3.03,3.83,,1012.2,3.5,,,,
1999,2,28,17,,126,4.6,5.2,0.61,3.45,3.85,,1011.8,3.5,,,,
1999,2,28,18,,127,4.7,5.5,0.72,3.85,3.99,,1010.9,3.5,,,,
1999,2,28,19,,127,4.4,4.8,0.79,4.17,4.16,,1009.7,3.5,,,,
1999,2,28,20,,130,3.5,4.0,0.85,4.55,4.27,,1009.4,3.5,,,,
1999,2,28,21,,122,3.6,3.9,0.83,4.55,4.29,,1009.3,3.5,,,,
1999,2,28,22,,108,5.6,6.4,0.85,4.35,4.25,,1007.9,3.6,,,,
1999,2,28,23,,115,5.8,6.8,0.87,4.76,4.29,,1007.5,3.5,,,,
1999,3,1,0,,98,7.9,9.7,0.97,4.35,4.29,,1005.7,3.4,,,,
1999,3,1,1,,87,9.4,11.4,1.13,5.0,4.2,,1003.3,3.3,,,,
1999,3,1,2,,90,9.8,12.4,1.58,5.26,4.59,,1001.2,3.8,,,,
1999,3,1,3,,106,12.6,14.9,2.19,5.88,4.98,,998.0,4.3,,,,
1999,3,1,4,,123,14.2,19.2,3.03,7.14,5.77,,995.6,5.1,,,,
1999,3,1,5,,132,13.6,15.9,3.54,7.14,6.04,,994.5,5.7,,,,
1999,3,1,6,,138,11.8,14.9,3.63,8.33,6.37,,993.6,6.0,,,,
1999,3,1,7,,138,14.4,18.4,4.11,9.09,6.69,,991.4,6.6,,,,
1999,3,1,8,,136,13.3,17.1,4.36,9.09,6.91,,990.6,6.5,,,,
1999,3,1,9,,129,14.0,17.7,4.41,9.09,7.0,,988.6,6.7,,,,
1999,3,1,10,,137,13.3,15.5,4.43,10.0,7.19,,988.4,7.0,,,,
1999,3,1,11,,136,11.4,14.2,4.39,10.0,7.2,,987.9,6.9,,,,
1999,3,1,12,,138,11.2,13.9,3.7,9.09,6.89,,987.2,6.5,,,,
1999,3,1,13,,139,10.1,12.4,4.02,9.09,6.87,,987.3,6.2,,,,
1999,3,1,14,,135,8.8,10.4,3.57,10.0,7.01,,986.7,6.0,,,,
1999,3,1,15,,154,8.3,10.8,3.64,9.09,6.94,,986.4,5.5,,,,
1999,3,1,16,,168,8.2,11.2,3.81,9.09,7.12,,986.3,4.0,,,,
1999,3,1,17,,162,7.9,9.9,3.4,10.0,6.86,,986.4,3.9,,,,
1999,3,1,18,,170,8.6,10.2,3.51,9.09,7.02,,985.8,4.0,,,,
1999,3,1,19,,176,7.9,9.4,3.17,9.09,6.83,,986.2,4.1,,,,
1999,3,1,20,,175,7.0,8.5,3.01,10.0,6.72,,986.9,4.0,,,,
1999,3,1,21,,186,6.4,7.6,3.34,10.0,7.36,,987.5,4.5,,,,
1999,3,1,22,,194,7.9,9.6,2.8,10.0,7.12,,988.2,4.5,,,,
1999,3,1,23,,210,6.3,7.5,2.77,9.09,7.07,,989.2,4.4,,,,
1999,3,2,0,,201,6.3,7.3,2.77,10.0,7.26,,989.9,4.3,,,,
1999,3,2,1,,188,5.2,6.0,2.7,10.0,7.3,,990.7,3.7,,,,
1999,3,2,2,,191,6.9,8.0,2.51,10.0,7.32,,991.0,4.0,,,,
1999,3,2,3,,201,7.5,11.0,2.53,11.11,7.23,,991.4,4.7,,,,
1999,3,2,4,,187,7.2,8.4,2.37,10.0,6.85,,991.9,3.8,,,,
1999,3,2,5,,186,7.1,8.4,2.55,11.11,7.18,,992.2,3.6,,,,
1999,3,2,6,,187,8.3,9.9,2.64,11.11,7.44,,992.8,3.6,,,,
1999,3,2,7,,199,7.8,8.7,2.91,11.11,7.67,,993.2,3.3,,,,
1999,3,2,8,,204,8.4,10.2,2.69,11.11,7.37,,993.4,3.3,,,,
1999,3,2,9,,200,9.1,11.1,2.87,11.11,7.37,,993.6,3.0,,,,
1999,3,2,10,,200,9.8,11.4,2.71,11.11,6.81,,994.2,2.9,,,,
1999,3,2,11,,202,8.7,10.5,2.56,11.11,6.86,,995.1,2.7,,,,
1999,3,2,12,,214,8.6,10.3,2.29,11.11,6.3,,996.1,2.8,,,,
1999,3,2,13,,213,8.1,10.0,2.26,11.11,6.45,,997.1,3.0,,,,
1999,3,2,14,,217,7.4,9.2,2.14,10.0,6.42,,998.0,2.9,,,,
1999,3,2,15,,226,6.5,8.5,2.05,9.09,6.38,,998.4,3.0,,,,
1999,3,2,16,,241,6.6,7.8,1.97,11.11,6.35,,998.8,3.3,,,,
1999,3,2,17,,241,5.5,6.9,1.99,11.11,6.88,,999.5,3.6,,,,
1999,3,2,18,,241,5.7,7.3,2.24,11.11,7.58,,1000.0,4.0,,,,
1999,3,2,19,,253,5.5,6.7,1.89,11.11,7.2,,1000.6,4.3,,,,
1999,3,2,20,,253,5.4,6.8,2.03,11.11,7.24,,1001.7,4.5,,,,
1999,3,2,21,,249,5.1,7.1,2.13,10.0,7.82,,1002.7,4.3,,,,
1999,3,2,22,,261,6.9,9.1,2.04,11.11,7.44,,1004.0,4.5,,,,
1999,3,2,23,,257,6.1,7.3,2.08,10.0,7.29,,1005.8,3.9,,,,
1999,3,3,0,,261,5.8,7.4,1.86,10.0,6.93,,1007.1,3.5,,,,
1999,3,3,1,,253,7.3,9.5,1.88,10.0,6.92,,1008.2,3.2,,,,
1999,3,3,2,,268,7.0,8.4,1.67,11.11,6.93,,1009.1,2.6,,,,
1999,3,3,3,,258,6.9,8.6,1.34,11.11,5.98,,1010.1,2.4,,,,
1999,3,3,4,,268,6.2,7.4,1.27,11.11,6.27,,1011.0,1.7,,,,
1999,3,3,5,,263,6.7,8.4,1.2,11.11,6.35,,1012.1,1.6,,,,
1999,3,3,6,,266,6.1,7.3,1.05,11.11,6.27,,1013.2,1.4,,,,
1999,3,3,7,,283,3.8,4.6,1.12,11.11,6.82,,1013.7,0.9,,,,
1999,3,3,8,,272,2.2,3.1,1.18,11.11,7.32,,1014.7,0.7,,,,
1999,3,3,9,,256,3.0,3.9,1.33,10.0,8.04,,1015.5,0.8,,,,
1999,3,3,10,,254,2.9,3.8,1.38,10.0,8.32,,1016.2,0.6,,,,
1999,3,3,11,,263,2.1,3.0,1.3,10.0,7.97,,1016.4,0.4,,,,
1999,3,3,12,,248,1.8,2.4,1.42,10.0,8.34,,1017.4,0.5,,,,
1999,3,3,13,,169,1.1,1.6,1.35,9.09,8.11,,1017.4,0.7,,,,
1999,3,3,14,,206,1.5,2.3,1.28,11.11,8.19,,1017.7,0.9,,,,
1999,3,3,15,,166,1.7,2.3,1.02,9.09,7.45,,1017.6,0.9,,,,
1999,3,3,16,,159,2.2,3.0,0.94,9.09,7.34,,1017.6,1.2,,,,
1999,3,3,17,,170,3.6,4.1,0.9,11.11,7.64,,1017.6,1.3,,,,
1999,3,3,18,,158,2.8,3.4,0.85,10.0,7.49,,1017.1,1.8,,,,
1999,3,3,19,,137,3.1,3.9,0.81,10.0,7.49,,1016.6,2.1,,,,
1999,3,3,20,,141,4.8,5.6,0.9,10.0,7.67,,1016.2,3.0,,,,
1999,3,3,21,,132,3.8,4.6,0.86,10.0,7.4,,1016.3,3.3,,,,
1999,3,3,22,,120,5.6,6.6,1.05,9.09,6.69,,1015.5,3.4,,,,
1999,3,3,23,,118,7.2,8.3,0.98,9.09,5.6,,1014.7,3.6,,,,
1999,3,4,0,,110,6.8,8.0,1.24,9.09,5.44,,1013.8,3.6,,,,
1999,3,4,1,,115,7.8,8.8,1.35,9.09,4.97,,1012.4,3.8,,,,
1999,3,4,2,,119,9.4,11.6,1.38,9.09,4.73,,1011.0,4.5,,,,
1999,3,4,3,,114,10.7,12.7,1.6,5.0,4.83,,1008.8,4.8,,,,
1999,3,4,4,,117,10.7,12.8,1.88,5.0,4.83,,1006.8,5.1,,,,
1999,3,4,5,,128,11.8,15.7,2.22,6.25,5.06,,1005.1,5.9,,,,
1999,3,4,6,,135,11.8,13.8,2.47,6.67,5.38,,1004.2,6.5,,,,
