YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
87 01 01 00 340 09.0 10.0 02.00 11.10 08.00 999 1024.7  01.2  05.5 999.0 99.0
87 01 01 01 350 07.0 09.0 01.90 12.50 08.10 999 1025.7  00.8  05.5 999.0 99.0
87 01 01 02 010 05.0 07.0 01.80 12.50 08.20 999 1025.7  00.1  05.5 999.0 99.0
87 01 01 03 040 05.0 06.0 01.70 12.50 08.60 999 1025.8  00.0  05.5 999.0 99.0
87 01 01 04 030 06.0 08.0 01.80 12.50 07.80 999 1026.3 -00.2  05.6 999.0 99.0
87 01 01 05 020 05.0 06.0 01.80 12.50 07.70 999 1027.3 -00.6  05.8 999.0 99.0
87 01 01 06 030 05.0 07.0 02.00 12.50 08.30 999 1026.9 -01.0  05.8 999.0 99.0
87 01 01 07 020 04.0 06.0 02.40 12.50 09.30 999 1028.2 -01.0  05.8 999.0 99.0
87 01 01 08 020 03.0 05.0 02.30 12.50 09.30 999 1029.1 -01.4  05.8 999.0 99.0
87 01 01 09 340 04.0 05.0 01.90 11.10 08.50 999 1029.3 -01.5  05.5 999.0 99.0
87 01 01 10 020 03.0 05.0 01.80 12.50 08.30 999 1029.3 -01.5  05.5 999.0 99.0
87 01 01 11 010 01.0 02.0 01.70 14.30 08.00 999 1029.9 -01.8  05.5 999.0 99.0
87 01 01 12 070 03.0 04.0 01.40 09.10 07.70 999 1029.2 -01.5  05.4 999.0 99.0
87 01 01 13 080 02.0 03.0 01.40 12.50 07.90 999 1029.1 -01.3  05.4 999.0 99.0
87 01 01 14 080 02.0 03.0 01.30 14.30 07.80 999 1029.0 -00.2  05.4 999.0 99.0
87 01 01 15 090 02.0 03.0 01.20 12.50 07.40 999 1028.6  00.6  05.5 999.0 99.0
87 01 01 16 090 01.0 03.0 01.10 12.50 07.20 999 1028.3  01.2  05.8 999.0 99.0
87 01 01 17 340 04.0 04.0 01.10 12.50 07.30 999 1028.2 -00.2  05.8 999.0 99.0
87 01 01 18 350 03.0 04.0 01.30 11.10 08.20 999 1027.6  00.0  05.8 999.0 99.0
87 01 01 19 050 02.0 03.0 01.20 11.10 08.10 999 1027.3  00.4  05.6 999.0 99.0
87 01 01 20 070 02.0 04.0 01.30 10.00 08.20 999 1026.2  00.8  05.6 999.0 99.0
87 01 01 21 000 00.0 00.0 01.40 11.10 08.50 999 1025.7  01.2  05.5 999.0 99.0
87 01 01 22 000 00.0 02.0 01.20 10.00 08.00 999 1025.2  01.2  05.5 999.0 99.0
87 01 01 23 060 02.0 03.0 01.20 11.10 08.30 999 1024.6  01.3  05.5 999.0 99.0
87 01 02 00 080 02.0 03.0 01.30 11.10 08.50 999 1025.1  01.6  05.5 999.0 99.0
87 01 02 01 040 04.0 05.0 01.40 10.00 08.40 999 1023.4  01.6  05.4 999.0 99.0
87 01 02 02 030 06.0 07.0 01.10 12.50 07.30 999 1022.3  01.5  05.5 999.0 99.0
87 01 02 03 020 05.0 06.0 01.10 11.10 06.40 999 1021.8  01.6  05.5 999.0 99.0
87 01 02 05 040 07.0 09.0 01.10 12.50 05.20 999 1018.9  01.6  05.6 999.0 99.0
87 01 02 06 040 07.0 08.0 01.10 12.50 05.10 999 1018.2  02.2  05.7 999.0 99.0
87 01 02 07 030 08.0 10.0 01.20 11.10 05.00 999 1016.7  01.2  05.8 999.0 99.0
87 01 02 08 030 10.0 11.0 01.20 11.10 04.70 999 1015.2  01.2  05.8 999.0 99.0
87 01 02 09 030 10.0 13.0 01.30 10.00 04.60 999 1013.1  01.4  05.9 999.0 99.0
87 01 02 10 040 12.0 13.0 01.50 11.10 04.70 999 1011.4  01.9  06.0 999.0 99.0
87 01 02 11 040 12.0 14.0 01.80 05.00 04.80 999 1010.0  02.0  05.9 999.0 99.0
87 01 02 12 040 13.0 16.0 99.00 99.00 99.00 999 1008.6  01.5  05.9 999.0 99.0
87 01 02 16 020 16.0 20.0 03.00 07.10 05.80 999 0999.8 999.0  05.9 999.0 99.0
87 01 02 17 020 16.0 20.0 03.20 08.30 05.90 999 0997.4  00.3  05.9 999.0 99.0
87 01 02 18 010 17.0 22.0 03.20 08.30 06.00 999 0995.4 -00.3  05.9 999.0 99.0
87 01 02 19 010 19.0 24.0 03.50 09.10 06.30 999 0994.0 -01.0  05.9 999.0 99.0
87 01 02 20 000 19.0 23.0 03.70 10.00 06.30 999 0993.5 -01.4  06.2 999.0 99.0
87 01 02 21 000 19.0 23.0 04.10 10.00 06.80 999 0993.3 -01.4  06.2 999.0 99.0
87 01 02 22 010 19.0 24.0 04.60 11.10 07.10 999 0993.2 -01.1  06.2 999.0 99.0
87 01 02 23 010 16.0 20.0 04.20 11.10 07.10 999 0993.7 -00.7  06.2 999.0 99.0
87 01 03 00 010 17.0 22.0 05.40 11.10 08.30 999 0993.5 -00.7  06.2 999.0 99.0
87 01 03 01 010 16.0 20.0 04.50 11.10 07.80 999 0992.8 -00.7  06.2 999.0 99.0
87 01 03 02 000 14.0 19.0 04.80 12.50 08.40 999 0992.3 -00.7  06.2 999.0 99.0
87 01 03 03 340 10.0 13.0 04.40 12.50 08.50 999 0993.3 -01.0  06.2 999.0 99.0
