YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
92 01 01 00 263 04.8 05.7 01.00 11.10 07.90 999 1033.9  02.8  06.2 999.0 99.0
92 01 01 01 275 03.4 04.1 00.90 11.10 08.10 999 1033.9  02.1  06.2 999.0 99.0
92 01 01 02 276 02.6 03.5 00.90 11.10 08.20 999 1033.9  01.3  06.1 999.0 99.0
92 01 01 03 270 03.0 03.7 00.90 11.10 08.30 999 1033.9  01.1  06.0 999.0 99.0
92 01 01 04 273 02.6 03.8 00.90 10.00 08.50 999 1033.8  00.8  06.0 999.0 99.0
92 01 01 05 280 03.7 04.2 00.90 11.10 08.50 999 1033.0  00.4  06.0 999.0 99.0
92 01 01 06 276 04.0 04.6 00.90 11.10 08.70 999 1032.9  00.4  06.0 999.0 99.0
92 01 01 07 281 02.7 03.4 00.90 10.00 08.60 999 1033.0  00.0  06.1 999.0 99.0
92 01 01 08 298 03.4 04.8 00.90 10.00 08.80 999 1033.0 -00.2  06.0 999.0 99.0
92 01 01 09 298 02.3 02.9 00.80 11.10 08.90 999 1032.4 -00.7  06.0 999.0 99.0
92 01 01 10 302 01.9 02.5 00.70 09.10 08.30 999 1032.4 -00.9  06.0 999.0 99.0
92 01 01 11 352 00.7 01.2 00.80 10.00 08.50 999 1032.9 -00.4  06.0 999.0 99.0
92 01 01 15 010 03.0 03.7 00.50 11.10 07.80 999 1034.6  02.4  05.8 999.0 99.0
92 01 01 16 029 02.0 02.8 00.50 10.00 07.90 999 1034.6  02.4  05.9 999.0 99.0
92 01 01 17 032 02.7 03.2 00.50 09.10 07.90 999 1034.0  02.3  05.6 999.0 99.0
92 01 01 18 047 02.2 02.9 00.50 09.10 08.40 999 1033.8  02.3  05.7 999.0 99.0
92 01 01 19 054 01.7 02.3 00.50 10.00 08.40 999 1033.8  02.8  05.6 999.0 99.0
92 01 01 20 020 01.1 01.5 00.50 09.10 08.10 999 1033.9  02.8  05.7 999.0 99.0
92 01 01 21 130 02.6 03.6 00.50 09.10 07.50 999 1033.8  03.9  05.9 999.0 99.0
92 01 01 22 120 03.3 04.1 00.50 10.00 07.20 999 1033.8  03.1  05.8 999.0 99.0
92 01 01 23 118 02.9 03.6 00.40 09.10 06.10 999 1033.8  03.2  05.9 999.0 99.0
92 01 02 00 121 03.0 03.9 00.40 10.00 05.60 999 1033.8  03.5  05.9 999.0 99.0
92 01 02 01 144 02.3 03.0 00.40 10.00 06.50 999 1033.8  03.6  05.9 999.0 99.0
92 01 02 02 140 03.5 04.5 00.40 10.00 06.70 999 1033.1  03.9  05.9 999.0 99.0
92 01 02 03 140 05.0 05.7 00.30 10.00 06.40 999 1033.0  03.9  05.9 999.0 99.0
92 01 02 04 147 04.5 05.5 00.30 09.10 06.40 999 1033.0  04.0  05.9 999.0 99.0
