#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2013,1,2,2,50,,,,0.51,3.13,2.98,,1010.6,-6.8,7.3,,,
2013,1,2,3,50,,,,0.5,3.03,3.04,,1010.8,-7.2,6.9,,,
2013,1,2,4,50,,,,0.55,3.33,3.03,,1010.9,-7.9,7.0,,,
2013,1,2,5,50,,,,0.56,3.33,3.11,,1010.8,-8.4,7.2,,,
2013,1,2,6,50,,,,0.49,3.23,3.05,,1011.4,-8.7,7.3,,,
2013,1,2,7,50,,,,0.5,3.57,2.97,,1011.3,-8.4,7.5,,,
2013,1,2,8,50,,,,0.58,3.45,3.03,,1010.5,-7.2,7.5,,,
2013,1,2,9,50,,,,0.75,3.45,3.14,,1010.4,-7.1,7.1,,,
2013,1,2,10,50,,,,0.68,3.23,3.12,,1011.2,-7.2,7.2,,,
2013,1,2,11,50,,,,0.75,3.57,3.28,,1011.3,-7.5,7.4,,,
2013,1,2,12,50,,,,0.84,3.7,3.35,,1011.1,-7.1,7.2,,,
2013,1,2,13,50,,,,0.71,3.57,3.21,,1011.3,-6.9,6.7,,,
2013,1,2,14,50,,,,0.77,3.85,3.4,,1011.9,-6.4,6.4,,,
2013,1,2,15,50,,,,0.69,4.17,3.34,,1011.5,-6.2,6.7,,,
2013,1,2,16,50,,,,,,,,1011.0,-5.7,6.8,,,
2013,1,2,17,50,,,,,,,,1010.5,-4.8,6.6,,,
2013,1,2,21,50,,,,,,,,1013.6,-5.1,7.7,,,
2013,1,2,22,50,,,,,,,,1014.8,-6.9,7.5,,,
2013,1,2,23,50,,,,,,,,1015.3,-8.0,7.7,,,
2013,1,3,0,50,,,,,,,,1016.5,-9.5,7.9,,,
2013,1,3,1,50,,,,0.51,3.03,2.93,,1016.9,-10.1,7.2,,,
2013,1,3,2,50,,,,,,,,1017.0,-10.5,7.2,,,
2013,1,3,3,50,,,,0.41,3.33,2.84,,1017.2,-11.6,7.4,,,
2013,1,3,4,50,,,,0.38,2.74,2.74,,1017.8,-12.1,7.4,,,
2013,1,3,5,50,,,,0.41,2.94,2.72,,1017.8,-11.9,6.8,,,
2013,1,3,6,50,,,,0.39,2.94,2.69,,1018.0,-12.1,7.0,,,
2013,1,3,7,50,,,,,,,,1018.3,-12.1,7.2,,,
2013,1,3,8,50,,,,0.32,2.47,2.52,,1018.3,-12.7,7.3,,,
2013,1,3,9,50,,,,0.33,2.35,2.5,,1017.8,-10.8,7.3,,,
2013,1,3,10,50,,,,,,,,1017.5,-9.5,7.5,,,
2013,1,3,11,50,,,,0.32,2.6,2.59,,1018.4,-12.2,7.7,,,
2013,1,3,12,50,,,,0.34,2.47,2.57,,1018.7,-11.5,7.8,,,
2013,1,3,13,50,,,,,,,,1018.7,-11.4,7.8,,,
2013,1,3,14,50,,,,0.45,2.74,2.72,,1017.7,-8.7,7.8,,,
2013,1,3,15,50,,,,,,,,,-8.5,,,,
2013,1,3,16,50,,,,,,,,1017.0,-7.8,8.1,,,
2013,1,3,18,50,,,,,,,,1015.5,-5.1,8.0,,,
2013,1,3,19,50,,,,,,,,1015.0,-4.7,8.0,,,
2013,1,3,20,50,,,,,,,,1014.8,-4.5,8.0,,,
2013,1,3,21,50,,,,,,,,1014.8,-4.7,8.1,,,
2013,1,3,22,50,,,,,,,,1014.9,-4.7,7.4,,,
