#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2016,12,31,23,50,208,12.4,15.3,1.65,5.26,4.65,201,1014.1,4.4,7.0,-1.8,,
2017,1,1,0,50,209,13.4,16.4,2.09,5.88,4.98,196,1013.0,5.0,7.0,-0.1,,
2017,1,1,1,50,217,14.6,18.2,2.21,6.67,5.27,194,1012.0,5.2,7.3,2.6,,
2017,1,1,2,50,209,12.8,16.2,2.47,7.14,5.46,192,1010.5,6.2,7.4,4.4,,
2017,1,1,3,50,218,14.7,17.7,2.28,7.14,5.24,189,1010.0,5.4,7.6,3.0,,
2017,1,1,4,50,222,13.3,17.4,2.43,7.69,5.35,188,1009.0,5.2,7.5,3.1,,
2017,1,1,5,50,227,11.6,14.1,2.29,7.14,5.5,179,1008.9,4.6,7.2,2.7,,
2017,1,1,6,50,230,12.0,15.4,2.31,7.69,5.55,148,1009.3,4.2,7.1,2.1,,
2017,1,1,7,50,232,11.0,13.0,2.25,7.69,5.67,162,1009.1,4.2,7.0,2.0,,
2017,1,1,8,50,230,11.0,13.0,2.23,7.69,5.67,164,1008.8,3.9,7.0,1.7,,
2017,1,1,9,50,235,11.3,13.5,2.02,7.14,5.65,158,1009.1,3.8,7.0,1.6,,
2017,1,1,10,50,236,9.8,11.8,2.08,7.69,5.55,150,1009.7,3.5,7.1,1.4,,
2017,1,1,11,50,240,10.6,12.2,1.96,7.14,5.47,155,1010.6,3.4,7.1,1.3,,
2017,1,1,12,50,246,9.9,11.7,1.74,7.14,5.33,160,1011.3,3.4,7.2,1.2,,
2017,1,1,13,50,240,10.6,13.2,1.6,7.14,4.99,155,1011.8,4.0,7.1,0.9,,
2017,1,1,14,50,249,11.5,13.4,1.39,6.67,4.78,159,1013.0,4.4,7.2,0.9,,
2017,1,1,15,50,263,11.0,13.4,1.44,6.67,4.63,151,1013.7,4.7,7.3,-0.2,,
2017,1,1,16,50,265,13.3,15.6,1.31,5.88,4.55,170,1014.3,5.2,7.4,-1.9,,
2017,1,1,17,50,271,10.2,11.9,1.19,6.25,4.37,164,1015.3,5.3,7.4,-2.7,,
2017,1,1,18,50,271,10.5,13.3,1.08,6.67,4.39,145,1016.5,5.8,7.5,-4.1,,
2017,1,1,19,50,275,8.9,10.7,1.0,6.67,4.31,155,1018.1,5.9,7.6,-4.2,,
2017,1,1,20,50,272,9.7,12.3,0.89,9.09,4.3,155,1019.6,5.8,7.5,-4.5,,
2017,1,1,21,50,274,9.9,12.1,0.78,10.0,4.11,276,1021.5,5.3,7.5,-5.3,,
2017,1,1,22,50,294,6.7,8.0,0.74,9.09,4.35,146,1023.7,4.4,7.5,-6.7,,
2017,1,1,23,50,289,7.8,9.5,0.7,10.0,4.61,106,1025.4,3.7,7.5,-7.3,,
2017,1,2,0,50,293,7.1,8.2,0.7,10.0,4.61,97,1027.1,3.1,7.6,-6.8,,
2017,1,2,1,50,298,6.5,7.9,0.53,10.81,4.53,241,1028.5,2.7,7.6,-7.1,,
2017,1,2,2,50,306,5.7,7.3,0.58,10.0,4.85,127,1029.4,2.0,7.5,-7.5,,
2017,1,2,3,50,276,3.8,4.9,0.48,10.0,5.27,120,1030.1,2.1,7.3,-7.7,,
2017,1,2,4,50,274,4.6,5.6,0.42,10.0,5.13,149,1030.1,2.3,7.3,-7.5,,
2017,1,2,5,50,268,4.8,6.0,0.36,10.81,5.68,107,1030.6,2.4,7.2,-6.9,,
2017,1,2,6,50,274,4.5,5.4,0.36,10.0,5.71,134,1031.0,2.3,7.3,-6.4,,
2017,1,2,7,50,267,4.2,5.3,0.42,10.81,6.79,83,1031.8,2.0,7.4,-6.1,,
2017,1,2,8,50,267,4.3,5.4,0.39,10.0,5.87,148,1031.8,2.0,7.5,-6.0,,
2017,1,2,9,50,258,3.9,5.0,0.4,10.0,6.84,134,1032.3,2.2,7.3,-5.1,,
2017,1,2,10,50,260,4.4,5.2,0.46,10.81,7.22,100,1033.4,2.0,7.3,-5.2,,
2017,1,2,11,50,290,2.4,3.1,0.48,9.09,6.2,129,1033.6,1.1,7.3,-5.1,,
2017,1,2,12,50,268,2.8,3.6,0.51,8.33,6.66,125,1035.0,1.1,7.2,-4.8,,
2017,1,2,13,50,307,2.2,3.1,0.57,9.09,6.99,133,1034.7,1.1,7.1,-4.0,,
2017,1,2,14,50,345,2.3,3.0,0.52,8.33,7.37,123,1035.3,1.5,7.2,-5.0,,
2017,1,2,15,50,30,2.5,3.3,0.47,8.33,7.03,125,1034.8,1.9,7.4,-4.4,,
2017,1,2,16,50,46,0.9,1.6,0.47,8.33,6.89,142,1034.2,2.6,7.5,-3.7,,
2017,1,2,17,50,13,0.7,1.2,0.42,9.09,6.71,152,1033.6,3.1,7.5,-2.5,,
2017,1,2,18,50,314,0.6,1.1,0.41,8.33,6.5,146,1033.4,3.6,6.7,-1.8,,
2017,1,2,19,50,290,1.1,1.6,0.43,9.09,6.78,149,1033.6,3.6,6.6,-1.5,,
2017,1,2,20,50,297,1.1,1.6,0.46,10.0,6.37,106,1033.6,3.6,6.7,-1.1,,
2017,1,2,21,50,334,1.5,2.1,0.42,10.0,5.4,128,1033.4,3.7,6.5,-1.2,,
2017,1,2,22,50,344,1.4,2.2,0.48,9.09,5.37,137,1033.3,4.0,6.7,-1.1,,
2017,1,2,23,50,355,1.8,2.4,0.5,8.33,5.47,156,1032.9,4.0,6.6,-1.2,,
2017,1,3,0,50,351,2.4,2.9,0.5,8.33,5.56,158,1032.9,3.9,6.2,-1.8,,
2017,1,3,1,50,356,3.0,3.6,0.57,8.33,5.69,135,1032.5,3.8,6.3,-1.3,,
2017,1,3,2,50,31,3.7,4.3,0.53,7.69,5.69,150,1031.4,3.9,6.4,-1.1,,
2017,1,3,3,50,49,4.1,4.8,0.56,7.69,6.24,138,1030.0,4.3,6.5,-0.1,,
2017,1,3,4,50,133,4.4,5.6,0.51,8.33,5.24,142,1029.2,5.1,6.6,-0.6,,
2017,1,3,5,50,127,4.6,5.6,0.48,7.69,4.33,156,1029.0,5.1,6.8,-0.5,,
2017,1,3,6,50,111,5.6,7.2,0.46,6.67,3.61,133,1028.7,5.2,7.2,0.0,,
2017,1,3,7,50,111,6.2,7.7,0.55,2.86,3.62,136,1028.7,5.3,7.4,0.2,,
2017,1,3,8,50,105,7.4,8.8,0.61,3.45,3.53,133,1028.1,5.2,7.4,-0.5,,
2017,1,3,9,50,107,8.4,9.5,0.73,3.7,3.58,129,1027.2,5.1,7.1,-0.5,,
2017,1,3,10,50,115,8.4,10.3,0.95,4.0,3.82,127,1026.5,5.2,7.0,0.2,,
2017,1,3,11,50,109,8.7,10.9,1.09,4.55,4.01,135,1026.1,5.2,7.1,0.5,,
2017,1,3,12,50,109,9.1,10.9,1.28,5.26,4.31,137,1025.2,5.3,7.1,1.0,,
2017,1,3,13,50,115,8.9,10.3,1.46,5.26,4.5,133,1024.7,5.4,7.1,0.8,,
2017,1,3,14,50,114,8.7,10.6,1.52,5.88,4.59,136,1024.5,5.6,7.1,1.5,,
2017,1,3,15,50,112,9.1,10.7,1.5,5.56,4.62,134,1022.8,5.6,7.2,1.7,,
2017,1,3,16,50,108,10.0,11.9,1.64,6.67,4.82,154,1020.8,5.6,7.2,1.6,,
2017,1,3,17,50,109,10.2,12.7,1.87,6.67,4.97,148,1019.1,5.6,7.3,1.6,,
2017,1,3,18,50,99,10.5,12.3,1.91,7.14,5.09,151,1017.8,5.6,7.3,1.7,,
2017,1,3,19,50,90,11.1,13.1,2.33,7.14,5.56,136,1016.6,5.1,7.2,0.7,,
2017,1,3,20,50,79,11.6,13.9,2.2,7.14,5.34,138,1015.4,4.3,7.2,2.5,,
2017,1,3,21,50,79,11.7,14.0,2.31,7.14,5.47,127,1013.2,4.6,7.3,3.5,,
2017,1,3,22,50,74,13.7,15.9,2.68,7.14,5.74,117,1011.6,4.6,7.3,3.7,,
2017,1,3,23,50,77,13.8,17.5,3.05,8.33,6.07,122,1009.7,5.2,7.3,4.1,,
2017,1,4,0,50,63,13.5,17.0,3.45,9.09,6.44,121,1007.9,5.1,7.3,4.3,,
2017,1,4,1,50,58,13.5,16.9,3.54,9.09,6.47,132,1006.2,5.1,7.3,4.2,,
2017,1,4,2,50,53,13.7,17.1,3.96,8.33,6.63,105,1003.9,5.1,7.3,4.3,,
2017,1,4,3,50,46,14.4,17.8,4.29,9.09,7.03,103,1001.2,5.0,7.3,4.2,,
2017,1,4,4,50,37,14.0,17.4,4.49,10.0,7.27,105,998.5,5.0,7.3,4.5,,
2017,1,4,5,50,19,11.1,13.8,4.68,10.0,7.68,97,996.3,4.7,7.4,4.3,,
2017,1,4,6,50,5,11.4,13.8,4.82,10.0,7.88,109,994.5,3.1,7.4,2.8,,
2017,1,4,7,50,1,11.8,14.2,4.65,10.0,7.74,97,992.1,2.8,7.4,2.5,,
2017,1,4,8,50,349,11.5,14.4,4.33,11.43,7.77,79,990.8,2.5,7.3,2.1,,
2017,1,4,9,50,322,11.3,14.1,4.35,10.81,8.0,87,990.9,1.3,6.8,0.8,,
2017,1,4,10,50,324,10.9,13.6,3.81,10.81,7.93,92,990.9,1.3,6.5,0.2,,
2017,1,4,11,50,317,9.6,12.2,4.12,10.81,8.7,90,991.6,1.6,6.4,-0.1,,
2017,1,4,12,50,295,6.1,8.5,3.55,11.43,8.7,86,992.8,1.6,6.3,-0.1,,
2017,1,4,13,50,285,4.9,6.8,3.37,11.43,8.99,95,993.7,2.1,6.3,0.2,,
2017,1,4,14,50,246,4.8,6.4,3.06,10.0,9.05,105,994.4,3.0,6.1,0.3,,
2017,1,4,15,50,235,5.8,7.6,2.75,10.81,8.65,80,994.4,4.2,6.1,1.1,,
2017,1,4,16,50,227,5.8,7.4,2.65,10.81,8.38,91,992.6,4.8,6.2,2.1,,
2017,1,4,17,50,225,7.9,10.0,2.53,10.0,7.99,93,992.4,5.4,6.4,3.1,,
2017,1,4,18,50,235,6.1,7.4,2.12,10.0,7.41,104,991.9,6.5,6.5,3.3,,
2017,1,4,19,50,219,7.0,8.6,1.89,10.81,7.03,121,992.6,6.6,6.6,4.0,,
2017,1,4,20,50,238,6.7,7.9,2.03,10.81,7.31,107,992.8,7.0,6.7,3.5,,
2017,1,4,21,50,229,7.6,8.6,1.97,10.0,6.94,116,993.1,7.0,6.7,4.2,,
2017,1,4,22,50,237,7.0,8.2,2.0,10.0,7.26,119,993.7,6.8,6.8,3.4,,
2017,1,4,23,50,224,6.9,8.3,1.88,10.0,7.08,128,993.6,6.8,6.5,3.4,,
2017,1,5,0,50,256,9.6,13.2,2.11,10.0,7.11,109,993.9,6.4,6.6,0.7,,
2017,1,5,1,50,258,9.7,11.9,1.98,10.0,6.96,118,994.7,5.5,5.6,-1.6,,
2017,1,5,2,50,255,11.5,14.7,2.0,10.0,6.62,104,995.1,4.7,5.8,-4.9,,
2017,1,5,3,50,261,13.7,16.8,1.92,10.81,6.08,99,996.0,3.5,6.0,-8.0,,
2017,1,5,4,50,260,12.0,14.9,1.78,10.0,5.37,118,997.1,2.4,6.2,-7.7,,
2017,1,5,5,50,255,11.7,14.6,1.79,10.0,5.43,116,997.5,1.5,6.0,-8.6,,
2017,1,5,6,50,256,13.8,16.7,1.54,10.0,4.87,98,998.3,0.8,6.0,-7.8,,
2017,1,5,7,50,260,13.3,16.3,1.58,5.26,4.63,207,999.7,-0.1,6.0,-9.6,,
2017,1,5,8,50,259,12.0,15.6,1.57,10.81,4.77,107,1000.7,-0.5,6.0,-10.4,,
2017,1,5,9,50,253,13.3,16.9,1.48,5.56,4.53,206,1001.2,-1.0,5.9,-11.1,,
2017,1,5,10,50,253,13.1,16.6,1.51,5.26,4.62,209,1002.5,-1.2,5.8,-10.3,,
2017,1,5,11,50,262,14.8,18.9,1.49,5.26,4.59,205,1003.9,-2.0,5.8,-11.3,,
2017,1,5,12,50,250,12.7,17.1,1.57,5.88,4.63,201,1005.4,-2.2,5.9,-11.0,,
2017,1,5,13,50,250,12.3,15.3,1.54,5.56,4.55,204,1006.4,-2.4,5.9,-10.9,,
2017,1,5,14,50,247,12.3,15.9,1.51,9.09,4.59,122,1007.5,-2.1,5.9,-10.7,,
2017,1,5,15,50,236,13.1,16.7,1.54,5.0,4.54,208,1007.9,-1.5,6.0,-10.1,,
2017,1,5,16,50,252,13.1,17.4,1.51,10.0,4.58,134,1006.9,-0.9,6.2,-9.6,,
2017,1,5,17,50,263,12.5,15.8,1.41,5.0,4.38,204,1007.2,-0.3,6.5,-10.1,,
2017,1,5,18,50,266,8.7,10.8,1.37,5.88,4.38,193,1008.1,0.0,6.5,-11.1,,
