#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2011,12,31,23,50,336,6.8,8.2,0.79,5.88,4.26,,1009.7,2.9,7.6,2.9,,
2012,1,1,0,50,344,5.0,6.0,0.81,5.56,4.75,,1009.7,3.1,7.5,3.1,,
2012,1,1,1,50,292,4.6,5.7,0.68,5.56,4.68,,1010.3,2.7,7.5,2.7,,
2012,1,1,2,50,309,4.7,5.5,0.67,5.56,4.87,,1010.7,2.0,7.4,2.0,,
2012,1,1,3,50,295,5.1,5.9,0.64,5.26,5.12,,1011.1,2.8,7.4,2.8,,
2012,1,1,4,50,296,5.3,6.0,0.52,5.26,4.84,,1010.9,2.8,7.4,2.8,,
2012,1,1,5,50,297,4.9,5.8,0.52,5.56,5.3,,1011.3,3.1,7.4,3.1,,
2012,1,1,6,50,286,3.8,4.8,0.48,7.69,4.92,,1011.9,3.4,7.4,3.4,,
2012,1,1,7,50,349,2.4,2.9,0.42,7.14,5.7,,1011.6,3.8,7.4,3.8,,
2012,1,1,8,50,292,4.4,5.0,0.4,7.14,6.01,,1013.1,3.5,7.3,3.5,,
2012,1,1,9,50,277,2.9,3.6,0.4,10.0,5.86,,1013.8,4.0,7.4,4.0,,
2012,1,1,10,50,272,2.8,3.2,0.39,5.56,6.02,,1014.7,4.9,7.4,4.9,,
2012,1,1,11,50,263,4.2,4.7,0.36,8.33,6.07,,1015.3,4.6,7.4,4.6,,
2012,1,1,12,50,281,4.4,5.1,0.37,9.09,6.17,,1015.8,4.5,7.1,4.5,,
2012,1,1,13,50,260,2.1,2.7,0.38,8.33,6.0,,1016.5,4.3,7.1,4.3,,
2012,1,1,14,50,265,0.9,1.4,0.45,8.33,6.32,,1016.9,5.6,6.8,5.6,,
2012,1,1,15,50,176,1.3,1.6,0.51,7.69,6.79,,1016.3,6.6,6.8,6.6,,
2012,1,1,16,50,193,2.6,3.0,0.52,8.33,6.47,,1015.4,6.6,6.8,6.6,,
2012,1,1,17,50,150,2.8,3.2,0.58,8.33,7.04,,1014.6,7.1,6.7,7.1,,
2012,1,1,18,50,151,4.4,5.4,0.56,7.69,6.87,,1013.7,7.0,6.9,7.0,,
2012,1,1,19,50,164,6.6,7.4,0.66,7.69,6.11,,1013.1,7.1,7.1,7.1,,
2012,1,1,20,50,159,7.6,8.9,0.66,7.69,3.72,,1012.6,7.1,7.2,7.1,,
2012,1,1,21,50,164,7.9,9.0,0.78,7.69,3.85,,1012.3,7.3,7.3,7.3,,
2012,1,1,22,50,154,7.8,9.1,0.78,3.33,3.67,,1010.5,7.1,7.3,7.1,,
2012,1,1,23,50,155,9.2,10.8,0.91,4.0,3.78,,1009.7,7.3,7.4,7.3,,
2012,1,2,0,50,172,8.9,10.3,1.01,4.35,3.8,,1009.4,7.9,7.3,7.9,,
2012,1,2,1,50,171,9.0,10.8,1.19,4.76,3.96,,1007.5,8.1,7.3,8.1,,
2012,1,2,2,50,182,9.3,11.8,1.33,5.0,4.21,,1006.8,8.3,7.3,8.3,,
2012,1,2,3,50,182,10.6,13.2,1.55,5.26,4.41,,1005.5,8.2,7.2,8.2,,
2012,1,2,4,50,179,10.0,11.7,1.38,5.56,4.29,,1003.6,8.4,7.1,8.4,,
2012,1,2,5,50,177,8.3,10.0,1.59,5.56,4.6,,1002.2,8.5,7.2,8.5,,
2012,1,2,8,50,192,7.3,8.8,1.49,6.25,4.51,,998.0,8.6,7.7,8.6,,
2012,1,2,9,50,217,7.2,8.8,1.36,6.25,4.57,,997.3,8.6,7.8,8.6,,
2012,1,2,10,50,225,8.0,9.3,1.34,6.25,4.65,,997.1,8.1,7.8,8.1,,
2012,1,2,11,50,256,8.6,10.6,1.16,6.25,4.41,,997.3,6.9,7.8,6.9,,
2012,1,2,12,50,258,8.9,10.4,1.17,5.88,4.33,,998.0,6.1,7.1,6.1,,
2012,1,2,13,50,243,10.2,12.4,1.19,5.88,4.36,,998.5,5.3,7.1,4.1,,
2012,1,2,14,50,251,11.3,14.1,1.23,6.25,4.12,,998.7,5.5,6.9,1.5,,
2012,1,2,15,50,265,11.7,14.0,1.17,5.88,4.07,,998.5,5.5,7.2,0.5,,
2012,1,2,16,50,257,12.7,14.9,1.13,5.88,3.87,,998.2,5.4,7.4,-1.3,,
2012,1,2,17,50,263,10.8,13.1,1.12,4.55,3.94,,998.2,5.6,7.5,-1.6,,
2012,1,2,18,50,260,10.4,12.2,1.08,4.76,4.0,,998.4,5.7,7.6,-2.3,,
2012,1,2,19,50,260,10.1,11.9,1.04,4.76,3.93,,998.8,5.7,7.6,-2.8,,
2012,1,2,20,50,257,11.1,13.5,1.1,4.55,3.83,,999.3,5.4,7.5,-3.1,,
2012,1,2,21,50,254,10.3,13.0,1.08,4.76,3.82,,1000.0,5.0,7.5,-3.0,,
2012,1,2,22,50,250,9.9,11.5,1.08,4.76,3.84,,1001.4,4.5,7.4,-3.4,,
2012,1,2,23,50,244,10.6,12.5,1.06,4.76,3.89,,1002.1,4.2,7.4,-3.3,,
2012,1,3,0,50,241,10.7,12.5,1.19,5.26,3.9,,1002.3,3.9,7.5,-3.4,,
2012,1,3,1,50,240,12.0,14.1,1.29,5.0,4.06,,1002.4,3.7,7.6,-4.1,,
2012,1,3,2,50,250,10.2,11.9,1.23,5.0,4.11,,1003.0,2.8,7.7,-4.2,,
2012,1,3,3,50,254,11.0,13.2,1.1,5.0,3.89,,1003.0,2.7,7.7,-4.2,,
2012,1,3,4,50,253,9.8,11.3,1.11,4.76,4.08,,1003.0,2.1,7.4,-4.5,,
