YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1995,1,1,0,,215,8.4,11.6,1.1,4.8,4.0,,1021.2,4.7,6.3,,,
1995,1,1,1,,214,8.5,12.2,1.2,5.0,4.1,,1020.5,4.7,6.4,,,
1995,1,1,2,,228,8.0,12.3,1.4,5.3,4.4,,1020.3,4.3,6.4,,,
1995,1,1,3,,237,8.3,11.2,1.4,5.9,4.5,,1019.0,3.3,6.4,,,
1995,1,1,4,,237,6.4,9.6,1.3,5.6,4.5,,1018.9,2.9,6.6,,,
1995,1,1,5,,234,7.3,10.7,1.3,5.9,4.6,,1018.3,3.2,6.4,,,
1995,1,1,6,,230,6.9,8.7,1.3,6.2,4.8,,1018.2,2.8,6.4,,,
1995,1,1,7,,236,5.6,7.4,1.3,6.2,4.9,,1018.2,2.4,6.4,,,
1995,1,1,8,,231,5.0,7.2,1.2,6.2,4.6,,1016.8,1.9,6.4,,,
1995,1,1,9,,240,4.5,5.9,1.0,5.9,4.7,,1016.6,1.5,6.3,,,
1995,1,1,10,,260,3.1,4.0,0.9,5.6,4.6,,1015.9,1.3,6.3,,,
1995,1,1,11,,298,1.5,2.6,0.9,6.2,4.8,,1015.6,1.3,6.3,,,
1995,1,1,12,,3,1.9,3.0,0.8,5.9,4.7,,1014.5,0.9,6.2,,,
1995,1,1,13,,23,3.3,5.9,0.7,5.3,4.6,,1013.8,1.3,6.3,,,
1995,1,1,14,,36,4.3,6.6,0.6,5.6,4.5,,1013.1,1.3,5.9,,,
1995,1,1,15,,37,5.9,7.9,0.6,5.0,4.0,,1011.8,1.7,5.9,,,
1995,1,1,16,,26,5.9,8.5,0.7,3.2,3.6,,1009.6,1.7,6.2,,,
1995,1,1,17,,17,6.3,8.6,0.7,3.7,3.7,,1007.2,1.6,6.3,,,
1995,1,1,18,,4,6.2,9.5,0.8,4.0,3.7,,1005.2,1.2,6.3,,,
1995,1,1,19,,357,6.4,9.5,0.8,4.0,3.6,,1004.9,1.0,6.3,,,
1995,1,1,20,,346,6.0,9.0,0.8,4.3,3.8,,1005.0,1.2,6.3,,,
1995,1,1,21,,349,6.2,8.6,0.8,4.5,4.0,,1005.0,0.9,6.6,,,
1995,1,1,22,,339,5.1,7.3,0.8,4.5,3.8,,1005.6,0.8,6.4,,,
1995,1,1,23,,325,4.8,7.5,0.8,5.0,4.1,,1006.5,0.5,6.2,,,
1995,1,2,0,,327,4.8,7.0,0.8,5.3,4.3,,1007.2,0.4,6.3,,,
1995,1,2,1,,339,3.8,5.6,0.8,5.3,4.6,,1007.2,0.4,6.3,,,
1995,1,2,2,,312,2.6,3.9,0.8,5.6,5.0,,1007.2,0.5,6.3,,,
1995,1,2,3,,292,0.9,1.8,1.0,5.3,5.2,,1007.2,0.5,6.3,,,
1995,1,2,4,,291,1.5,2.7,0.9,7.1,5.4,,1007.3,0.5,6.3,,,
