YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 01 00 317  7.6  9.5  1.13 12.50  6.10 999 1013.0  -7.5   5.3 999.0 99.0
98 01 01 01 319  9.8 11.7  1.23 12.50  5.16 999 1014.5  -8.7   5.2 999.0 99.0
98 01 01 02 322  9.8 12.5   .99 11.11  4.71 999 1016.0 -10.1   5.1 999.0 99.0
98 01 01 03 320  9.1 11.3  1.03 12.50  4.58 999 1017.3 -11.1   5.2 999.0 99.0
98 01 01 04 334  9.7 13.5   .97 12.50  4.40 999 1018.2 -12.6   5.1 999.0 99.0
98 01 01 05 338  7.2 10.2   .93 14.29  4.84 999 1019.2 -13.2   5.1 999.0 99.0
98 01 01 06 306  7.4  9.7   .89 12.50  5.10 999 1020.5 -13.5   5.2 999.0 99.0
98 01 01 07 312  5.2  7.7   .92 12.50  5.47 999 1021.9 -14.1   5.2 999.0 99.0
98 01 01 08 317  5.7 10.1   .94 12.50  7.02 999 1022.9 -14.0   5.3 999.0 99.0
98 01 01 09 294  5.3  7.5   .93 12.50  7.29 999 1023.6 -14.1   5.3 999.0 99.0
98 01 01 10 299  3.7  5.7   .93 12.50  7.72 999 1024.9 -14.6   5.0 999.0 99.0
98 01 01 11 284  3.6  5.1   .98 11.11  8.05 999 1025.8 -14.5   5.0 999.0 99.0
98 01 01 12 283  3.7  6.1   .81 11.11  8.16 999 1026.7 -14.2   5.0 999.0 99.0
98 01 01 13 290  4.5  6.3   .69 12.50  8.53 999 1027.6 -13.8   5.4 999.0 99.0
98 01 01 14 270  2.7  4.3   .58 14.29  7.82 999 1028.7 -13.5   5.3 999.0 99.0
98 01 01 15 295  1.7  2.9   .57 12.50  7.29 999 1029.0 -12.8   5.4 999.0 99.0
98 01 01 16 266  1.9  3.5   .51 12.50  7.08 999 1028.4 -11.8   5.5 999.0 99.0
98 01 01 17 242  2.5  4.3   .52 12.50  8.21 999 1027.8 -11.1   5.6 999.0 99.0
98 01 01 18 220  2.8  4.7   .54 12.50  8.61 999 1027.2 -10.0   5.6 999.0 99.0
98 01 01 19 222  3.9  5.9   .58 12.50  8.67 999 1027.1  -8.8   5.5 999.0 99.0
98 01 01 20 198  4.2  6.4   .69 12.50  9.53 999 1026.8  -7.9   5.5 999.0 99.0
98 01 01 21 214  6.2  8.0   .71 11.11  8.90 999 1026.1  -6.8   5.6 999.0 99.0
98 01 01 22 228  8.1 12.4   .79 11.11  5.00 999 1025.8  -6.8   5.1 999.0 99.0
98 01 01 23 228  8.4 10.8   .90 11.11  4.67 999 1025.3  -6.0   5.3 999.0 99.0
98 01 02 00 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 02 01 206 11.5 14.2  1.32  4.55  4.32 999 1021.8  -3.1   5.4 999.0 99.0
98 01 02 02 207 12.6 16.1  1.63  5.00  4.45 999 1021.2  -3.8   5.4 999.0 99.0
98 01 02 03 216 14.1 16.9  2.04  5.88  4.77 999 1019.5  -2.1   5.5 999.0 99.0
98 01 02 04 211 14.3 17.9  2.13  6.25  4.89 999 1017.6  -1.9   5.5 999.0 99.0
98 01 02 05 221 13.2 16.2  2.34  6.67  5.19 999 1017.0  -1.4   5.5 999.0 99.0
98 01 02 06 218 13.3 15.8  2.33  6.25  5.17 999 1016.3  -1.2   5.5 999.0 99.0
