YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
89 01 01 00 300 10.0 12.0 00.50 03.40 03.50 999 1017.1  00.1  05.5 999.0 99.0
89 01 01 01 340 07.0 09.0 00.40 03.10 03.60 999 1019.0 -00.6  05.5 999.0 99.0
89 01 01 02 350 10.0 12.0 00.40 03.00 03.60 999 1020.3 -01.5  05.5 999.0 99.0
89 01 01 03 340 10.0 12.0 00.40 03.20 03.50 999 1022.3 -02.6  05.5 999.0 99.0
89 01 01 04 360 11.0 13.0 00.50 03.60 03.60 999 1022.0 -03.4  05.5 999.0 99.0
89 01 01 05 360 10.0 12.0 00.50 03.60 03.60 999 1022.3 -04.5  05.5 999.0 99.0
89 01 01 06 360 10.0 11.0 00.70 03.80 03.80 999 1023.6 -05.3  05.4 999.0 99.0
89 01 01 07 010 08.0 10.0 00.50 03.80 03.70 999 1024.7 -06.0  05.4 999.0 99.0
89 01 01 08 030 07.0 09.0 00.40 03.70 03.70 999 1025.4 -06.8  05.4 999.0 99.0
89 01 01 09 010 07.0 09.0 00.40 03.30 03.60 999 1025.7 -07.4  05.4 999.0 99.0
89 01 01 10 360 05.0 08.0 00.40 03.70 03.70 999 1026.7 -07.5  05.4 999.0 99.0
89 01 01 11 010 05.0 06.0 00.30 03.30 03.70 999 1027.7 -07.6  05.4 999.0 99.0
89 01 01 12 020 04.0 05.0 00.30 03.00 03.70 999 1028.8 -07.6  05.1 999.0 99.0
89 01 01 13 010 04.0 05.0 00.20 03.80 04.20 999 1028.9 -07.3  05.1 999.0 99.0
89 01 01 14 040 04.0 05.0 00.30 03.80 04.50 999 1028.8 -07.2  05.1 999.0 99.0
89 01 01 15 060 04.0 06.0 00.20 03.60 04.70 999 1028.8 -07.0  05.0 999.0 99.0
89 01 01 16 040 02.0 04.0 00.20 03.80 04.60 999 1028.8 -06.9  05.0 999.0 99.0
89 01 01 17 060 02.0 03.0 00.20 03.70 04.40 999 1027.4 -06.2  05.0 999.0 99.0
89 01 01 18 090 01.0 02.0 00.20 03.40 04.50 999 1027.2 -04.6  05.0 999.0 99.0
89 01 01 19 000 00.0 02.0 00.20 03.60 04.40 999 1027.1 -03.5  05.0 999.0 99.0
89 01 01 20 130 01.0 03.0 00.20 07.10 04.60 999 1027.2 -02.8  05.0 999.0 99.0
89 01 01 21 150 02.0 03.0 00.20 08.30 05.00 999 1027.1 -03.4  04.9 999.0 99.0
89 01 01 22 120 03.0 05.0 00.20 07.10 05.40 999 1026.6 -03.7  05.0 999.0 99.0
89 01 01 23 130 04.0 06.0 00.30 07.10 05.50 999 1025.8 -03.2  05.0 999.0 99.0
89 01 02 00 140 04.0 05.0 00.20 06.20 05.70 999 1025.7 -02.5  05.1 999.0 99.0
