#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_deg,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_nmi,TIDE_ft
2010,1,4,23,50,306,6.0,7.4,0.77,13.79,6.37,98,999.9,-0.4,5.1,,,
2010,1,5,0,50,320,7.6,9.7,0.91,10.0,6.6,106,999.8,-0.6,5.0,,,
2010,1,5,1,50,328,7.0,9.6,0.81,10.81,5.43,102,1000.1,-0.8,5.0,,,
2010,1,5,2,50,324,7.3,9.3,0.77,12.9,4.89,327,1000.1,-0.9,5.0,,,
2010,1,5,3,50,323,7.6,9.5,0.79,10.0,4.81,95,1000.0,-0.7,5.0,,,
2010,1,5,4,50,323,6.0,8.0,0.7,11.43,4.77,106,1000.0,-0.9,5.0,,,
2010,1,5,5,50,321,6.3,8.3,0.66,13.79,5.1,110,999.8,-0.9,5.0,,,
2010,1,5,6,50,317,6.0,7.7,0.56,11.43,5.13,137,1000.1,-0.8,5.0,,,
2010,1,5,7,50,312,5.4,7.6,0.62,12.12,6.49,115,1000.0,-0.8,5.1,,,
2010,1,5,8,50,312,5.4,7.2,0.7,12.9,7.34,78,1000.0,-0.8,5.1,,,
2010,1,5,9,50,323,6.3,7.9,0.71,12.9,7.97,319,1000.0,-0.9,5.2,,,
2010,1,5,10,50,317,6.5,8.1,0.66,12.9,7.05,122,1000.1,-1.1,5.0,,,
2010,1,5,11,50,319,5.9,7.0,0.74,11.43,7.28,83,1000.6,-1.1,4.9,,,
2010,1,5,12,50,321,5.7,6.7,0.79,10.0,7.67,122,1001.0,-1.0,4.7,,,
2010,1,5,13,50,313,5.5,7.0,0.65,10.0,6.73,94,1001.0,-0.9,4.7,,,
2010,1,5,14,50,310,3.9,5.1,0.71,12.9,7.74,123,1001.2,-0.7,4.6,,,
2010,1,5,15,50,311,3.0,3.7,0.58,10.0,6.61,97,1000.5,-0.3,4.6,,,
2010,1,5,16,50,306,3.6,5.1,0.52,10.0,6.81,106,999.8,0.2,4.7,,,
2010,1,5,17,50,298,4.3,5.7,0.48,10.0,6.61,141,999.1,0.3,4.9,,,
2010,1,5,18,50,304,4.5,5.9,0.49,12.9,6.14,92,998.9,0.8,5.0,,,
2010,1,5,19,50,317,5.9,6.9,0.44,12.12,6.26,106,999.1,0.5,5.1,,,
2010,1,5,20,50,311,4.9,6.4,0.55,12.12,7.25,95,999.2,0.3,5.1,,,
2010,1,5,21,50,319,5.7,7.5,0.46,12.12,7.54,310,999.0,0.3,5.1,,,
2010,1,5,22,50,306,5.0,6.2,0.46,11.43,7.2,116,999.1,0.5,4.8,,,
2010,1,5,23,50,338,9.5,11.4,0.5,12.12,5.9,282,999.3,0.3,4.7,,,
2010,1,6,0,50,340,9.8,12.1,0.61,11.43,4.04,356,999.5,-0.2,4.7,,,
2010,1,6,1,50,341,9.3,11.0,0.69,9.09,3.7,128,999.7,-0.8,4.6,,,
2010,1,6,2,50,341,9.0,10.9,0.63,10.0,3.73,19,999.8,-1.1,4.6,,,
2010,1,6,3,50,340,8.5,10.5,0.6,10.81,3.71,82,999.5,-1.1,4.6,,,
2010,1,6,4,50,331,9.1,10.9,0.58,3.03,3.55,10,999.1,-1.0,4.6,,,
2010,1,6,5,50,326,8.9,10.8,0.59,3.45,3.51,8,998.6,-1.3,4.6,,,
2010,1,6,6,50,324,9.6,11.5,0.5,3.13,3.38,3,998.6,-1.2,4.6,,,
2010,1,6,7,50,299,5.4,6.9,0.5,7.69,3.57,134,999.2,-1.9,4.7,,,
2010,1,6,8,50,288,5.5,6.4,0.42,12.12,3.77,102,998.8,-2.6,4.7,,,
2010,1,6,9,50,296,5.7,7.0,0.36,12.12,3.98,312,998.6,-2.6,4.7,,,
2010,1,6,10,50,301,6.8,7.8,0.4,11.43,4.11,338,998.6,-2.5,4.5,,,
2010,1,6,11,50,295,6.8,8.4,0.42,10.81,4.3,116,998.9,-2.6,4.5,,,
2010,1,6,12,50,299,6.5,7.6,0.38,10.81,3.99,89,999.3,-3.0,4.4,,,
2010,1,6,13,50,295,6.6,8.0,0.43,10.0,4.37,102,999.6,-2.5,4.3,,,
2010,1,6,14,50,286,6.0,7.6,0.41,10.0,4.4,73,999.9,-2.4,4.1,,,
2010,1,6,15,50,290,5.9,7.9,0.42,7.69,4.13,140,999.4,-1.9,4.1,,,
2010,1,6,16,50,289,6.0,7.7,0.43,9.09,4.17,133,998.4,-0.9,4.2,,,
2010,1,6,17,50,278,5.5,6.8,0.4,8.33,3.84,124,997.6,0.1,4.3,,,
2010,1,6,18,50,288,5.2,6.4,0.42,8.33,3.81,122,997.3,1.2,4.5,,,
2010,1,6,19,50,310,4.8,6.8,0.39,7.14,3.97,132,997.4,1.7,4.6,,,
2010,1,6,20,50,304,6.0,7.1,0.39,8.33,3.86,146,997.4,1.4,4.7,,,
2010,1,6,21,50,313,4.6,5.9,0.35,10.81,4.38,79,998.2,0.9,4.6,,,
2010,1,6,22,50,279,7.2,8.5,0.42,12.12,3.72,300,998.4,-0.2,4.6,,,
2010,1,6,23,50,292,6.0,7.0,0.53,11.43,4.02,87,999.1,-0.9,4.4,,,
2010,1,7,0,50,327,8.2,11.6,0.47,12.12,3.84,5,999.4,-1.0,4.4,,,
2010,1,7,1,50,312,4.2,5.3,0.45,11.43,3.66,328,999.9,-1.6,4.3,,,
2010,1,7,2,50,305,5.2,7.0,0.41,10.81,4.0,93,1000.2,-1.6,4.1,,,
2010,1,7,3,50,303,4.4,5.4,0.38,10.81,4.19,117,1000.6,-1.9,4.1,,,
2010,1,7,4,50,292,6.0,7.3,0.39,13.79,5.06,137,1000.3,-2.1,4.0,,,
2010,1,7,5,50,283,5.4,7.3,0.37,14.81,4.43,38,1000.6,-2.7,4.0,,,
2010,1,7,6,50,292,6.6,8.1,0.4,14.81,4.23,263,1000.7,-2.7,4.0,,,
2010,1,7,7,50,294,6.3,7.5,0.35,12.12,4.03,133,1001.2,-3.0,4.1,,,
2010,1,7,8,50,293,6.2,8.0,0.34,12.9,4.13,124,1001.2,-3.0,4.1,,,
2010,1,7,9,50,290,5.0,6.6,0.39,13.79,4.2,95,1001.7,-3.1,4.0,,,
2010,1,7,10,50,290,6.6,7.6,0.39,13.79,4.7,285,1002.0,-3.1,4.0,,,
2010,1,7,11,50,286,5.1,6.1,0.38,14.81,4.47,150,1002.9,-3.4,4.1,,,
2010,1,7,12,50,303,7.5,9.1,0.39,12.9,4.41,3,1003.1,-2.4,4.1,,,
2010,1,7,13,50,300,5.6,8.1,0.39,14.81,5.56,276,1004.1,-2.5,4.1,,,
2010,1,7,14,50,305,6.0,7.8,0.43,14.81,4.07,3,1004.4,-1.2,4.1,,,
2010,1,7,15,50,301,7.5,9.4,0.41,14.81,3.75,289,1004.0,-0.3,4.1,,,
2010,1,7,16,50,300,7.3,9.4,0.38,12.9,3.88,18,1003.3,0.8,4.2,,,
2010,1,7,17,50,330,6.5,8.1,0.33,12.9,3.79,121,1002.9,1.4,4.5,,,
2010,1,7,18,50,339,4.4,5.6,0.34,14.81,4.13,336,1002.9,1.7,4.8,,,
2010,1,7,19,50,11,3.9,5.0,0.37,13.79,4.24,105,1003.4,2.1,4.9,,,
2010,1,7,20,50,358,3.4,4.4,0.39,13.79,3.83,85,1003.8,1.8,4.7,,,
2010,1,7,21,50,346,5.2,6.1,0.41,12.12,3.59,139,1004.3,1.4,4.7,,,
2010,1,7,22,50,328,5.9,7.0,0.47,12.9,3.6,343,1005.0,0.7,4.6,,,
2010,1,7,23,50,325,6.2,7.2,0.47,12.9,3.55,94,1005.8,-0.2,4.6,,,
2010,1,8,0,50,334,6.1,7.3,0.49,12.9,4.23,328,1006.3,-1.1,4.5,,,
2010,1,8,1,50,336,7.4,9.2,0.46,10.81,3.91,4,1006.7,-2.2,4.4,,,
2010,1,8,2,50,328,7.2,8.6,0.47,13.79,3.8,32,1007.0,-2.9,4.5,,,
2010,1,8,3,50,326,6.4,7.8,0.36,10.0,3.68,102,1007.3,-3.3,4.6,,,
2010,1,8,4,50,306,4.8,6.5,0.36,13.79,3.75,120,1007.6,-3.9,4.5,,,
2010,1,8,5,50,320,4.3,5.6,0.35,14.81,4.6,103,1007.0,-4.0,4.3,,,
2010,1,8,6,50,290,3.1,4.2,0.31,13.79,5.56,7,1007.4,-4.3,4.3,,,
2010,1,8,7,50,283,3.0,4.1,0.31,12.9,6.27,86,1007.2,-4.1,4.2,,,
2010,1,8,8,50,289,3.9,4.9,0.28,12.9,6.14,307,1006.8,-4.3,4.1,,,
2010,1,8,9,50,324,4.1,5.4,0.29,12.9,5.61,172,1006.3,-4.3,4.1,,,
2010,1,8,10,50,345,4.6,6.4,0.31,12.9,5.81,44,1006.3,-4.6,4.1,,,
2010,1,8,11,50,358,3.3,4.7,0.33,11.43,5.17,89,1006.7,-4.3,4.1,,,
2010,1,8,12,50,358,3.8,5.2,0.35,11.43,5.93,347,1006.7,-4.1,4.0,,,
2010,1,8,13,50,7,5.7,7.3,0.36,11.43,7.5,96,1006.2,-4.2,3.9,,,
2010,1,8,14,50,7,5.0,6.3,0.44,10.81,4.75,324,1006.4,-4.3,3.9,,,
2010,1,8,15,50,356,4.9,6.4,0.42,10.81,4.17,82,1005.8,-4.8,3.9,,,
2010,1,8,16,50,351,5.3,6.6,0.41,11.43,4.18,128,1004.5,-5.2,4.0,,,
2010,1,8,17,50,354,5.1,6.5,0.38,9.09,4.28,110,1003.6,-5.3,4.0,,,
2010,1,8,18,50,341,4.2,6.9,0.39,8.33,4.31,122,1003.1,-4.9,4.1,,,
2010,1,8,19,50,330,4.5,5.7,0.38,10.0,4.59,93,1003.0,-4.6,4.1,,,
2010,1,8,20,50,344,6.6,8.3,0.37,12.12,4.49,153,1003.0,-4.1,4.1,,,
2010,1,8,21,50,349,5.6,7.5,0.4,8.33,3.53,140,1003.3,-4.6,4.2,,,
2010,1,8,22,50,325,6.4,7.8,0.44,12.12,3.54,358,1003.5,-4.6,4.2,,,
2010,1,8,23,50,332,6.7,8.2,0.43,10.0,3.26,132,1003.8,-4.4,4.3,,,
2010,1,9,0,50,338,8.3,10.5,0.46,12.12,3.58,116,1004.1,-4.2,4.4,,,
2010,1,9,1,50,340,8.6,10.8,0.56,2.74,3.18,357,1004.7,-4.1,4.4,,,
2010,1,9,2,50,336,8.4,11.1,0.5,12.12,3.36,344,1005.0,-3.7,4.4,,,
2010,1,9,3,50,337,9.6,12.9,0.63,12.12,3.38,355,1005.5,-3.3,4.4,,,
2010,1,9,4,50,330,9.3,12.2,0.56,3.03,3.34,352,1005.7,-3.7,4.5,,,
2010,1,9,5,50,327,9.6,11.7,0.59,3.23,3.31,4,1006.0,-4.0,4.5,,,
2010,1,9,6,50,322,10.1,12.1,0.57,3.33,3.32,3,1006.4,-4.0,4.5,,,
2010,1,9,7,50,318,9.1,11.8,0.57,3.23,3.2,354,1007.0,-3.4,4.5,,,
2010,1,9,8,50,323,9.4,11.9,0.52,3.13,3.18,340,1007.3,-3.5,4.5,,,
2010,1,9,9,50,313,8.2,9.8,0.47,3.03,3.28,350,1008.1,-4.3,4.5,,,
2010,1,9,10,50,305,5.9,7.4,0.43,11.43,3.29,47,1009.1,-5.4,4.5,,,
2010,1,9,11,50,311,5.8,7.2,0.39,11.43,3.24,348,1009.9,-5.6,4.5,,,
2010,1,9,12,50,320,7.4,9.5,0.36,11.43,3.3,327,1010.7,-5.5,4.4,,,
2010,1,9,13,50,319,8.5,10.6,0.45,2.94,3.02,6,1011.5,-5.0,4.3,,,
2010,1,9,14,50,330,10.7,13.0,0.57,3.23,3.15,355,1011.9,-5.4,4.3,,,
2010,1,9,15,50,320,10.4,12.6,0.67,3.13,3.07,348,1012.2,-5.5,4.3,,,
2010,1,9,16,50,303,8.9,11.0,0.57,3.23,3.12,356,1012.2,-5.5,4.3,,,
2010,1,9,17,50,326,9.9,12.1,0.51,3.23,2.94,360,1012.0,-4.9,4.3,,,
2010,1,9,18,50,308,9.3,11.4,0.54,3.33,2.97,355,1012.2,-4.5,4.2,,,
2010,1,9,19,50,319,10.2,12.4,0.61,3.33,3.1,339,1012.4,-4.4,4.1,,,
2010,1,9,20,50,327,9.9,12.2,0.57,3.03,3.13,332,1013.2,-4.5,4.1,,,
2010,1,9,21,50,333,10.1,11.7,0.56,3.23,3.11,346,1013.9,-5.0,4.2,,,
2010,1,9,22,50,330,12.2,14.8,0.67,3.57,3.2,346,1014.3,-5.4,4.3,,,
2010,1,9,23,50,339,10.9,12.9,0.65,3.33,3.15,349,1015.6,-6.5,4.3,,,
2010,1,10,0,50,345,11.9,14.8,0.71,3.33,3.21,357,1016.6,-7.9,4.3,,,
2010,1,10,1,50,341,11.0,13.5,0.82,3.7,3.38,353,1017.5,-9.0,4.2,,,
2010,1,10,2,50,348,10.3,13.0,0.76,3.45,3.3,3,1018.2,-9.4,4.2,,,
2010,1,10,3,50,330,8.0,10.4,0.56,3.45,3.21,18,1019.0,-9.8,4.2,,,
2010,1,10,4,50,343,9.2,11.6,0.51,9.09,3.44,117,1019.0,-9.6,4.1,,,
2010,1,10,5,50,330,8.1,10.1,0.55,10.81,3.37,124,1019.0,-9.5,4.1,,,
2010,1,10,6,50,327,9.3,11.3,0.56,2.94,3.46,2,1018.9,-9.4,4.1,,,
2010,1,10,7,50,311,6.7,9.0,0.49,10.81,3.52,116,1019.2,-10.1,4.1,,,
2010,1,10,8,50,345,8.7,10.4,0.51,11.43,3.42,10,1018.7,-9.3,4.1,,,
2010,1,10,9,50,336,8.7,11.4,0.62,3.45,3.54,14,1018.7,-9.4,4.1,,,
2010,1,10,10,50,317,5.8,7.2,0.51,11.43,3.57,159,1019.5,-10.2,4.2,,,
2010,1,10,11,50,316,4.4,6.1,0.42,10.81,3.54,136,1020.1,-10.2,4.2,,,
2010,1,10,12,50,312,5.4,6.6,0.48,10.81,3.64,134,1020.3,-10.2,4.2,,,
2010,1,10,13,50,327,5.7,8.1,0.48,10.81,3.36,143,1020.8,-8.6,4.2,,,
2010,1,10,14,50,342,6.2,8.4,0.47,10.0,3.7,140,1020.8,-8.1,4.2,,,
2010,1,10,15,50,324,5.5,7.7,0.43,10.81,3.68,330,1020.5,-8.0,4.1,,,
2010,1,10,16,50,306,4.6,6.4,0.37,12.12,4.22,105,1019.7,-7.2,4.0,,,
2010,1,10,17,50,300,4.9,6.4,0.39,12.12,5.41,84,1018.8,-6.2,3.7,,,
2010,1,10,18,50,269,4.0,5.4,0.36,11.43,6.01,103,1018.3,-4.8,3.6,,,
2010,1,10,19,50,295,4.7,6.0,0.36,10.81,7.04,88,1018.0,-3.8,3.5,,,
2010,1,10,20,50,290,5.0,6.4,0.32,11.43,6.09,97,1017.8,-3.5,3.5,,,
2010,1,10,21,50,292,3.3,4.7,0.29,10.81,6.95,116,1017.9,-3.8,3.5,,,
2010,1,10,22,50,327,5.3,6.6,0.33,12.12,3.79,355,1017.9,-4.5,3.6,,,
2010,1,10,23,50,340,5.3,6.7,0.33,11.43,3.57,332,1018.0,-5.0,3.8,,,
2010,1,11,0,50,300,5.1,6.3,0.27,10.81,3.79,90,1018.0,-5.0,3.9,,,
2010,1,11,1,50,281,4.5,6.9,0.28,10.0,3.86,329,1017.9,-5.6,3.8,,,
2010,1,11,2,50,280,5.8,6.9,0.32,10.81,3.72,111,1017.5,-5.5,3.8,,,
2010,1,11,3,50,282,6.2,7.9,0.33,9.09,3.66,158,1017.4,-5.6,3.7,,,
2010,1,11,4,50,297,5.9,7.5,0.36,9.09,4.05,150,1017.0,-6.0,3.4,,,
2010,1,11,5,50,291,4.9,6.0,0.34,10.81,4.97,107,1016.7,-5.9,3.3,,,
2010,1,11,6,50,293,4.1,5.1,0.34,10.0,4.46,100,1016.7,-5.6,3.3,,,
2010,1,11,7,50,287,4.4,5.4,0.34,10.0,4.5,135,1016.5,-5.7,3.2,,,
2010,1,11,8,50,261,3.6,4.6,0.35,10.0,4.66,103,1016.1,-5.2,3.1,,,
2010,1,11,9,50,278,5.5,6.5,0.33,9.09,3.65,109,1015.9,-4.8,3.0,,,
2010,1,11,10,50,276,5.3,6.1,0.33,10.0,3.5,269,1015.6,-5.1,3.0,,,
2010,1,11,11,50,276,5.6,6.5,0.37,9.09,3.33,115,1015.5,-4.5,3.0,,,
2010,1,11,12,50,276,6.0,7.0,0.39,3.45,3.37,209,1015.6,-4.2,3.0,,,
2010,1,11,13,50,274,4.5,5.4,0.41,3.57,3.38,211,1015.5,-3.9,3.1,,,
2010,1,11,14,50,300,2.7,3.6,0.38,3.7,3.53,204,1015.7,-3.8,3.3,,,
2010,1,11,15,50,249,2.4,3.2,0.37,3.7,3.78,208,1015.4,-3.2,3.4,,,
2010,1,11,16,50,234,1.7,2.4,0.33,10.81,4.03,126,1014.7,-1.9,3.3,,,
2010,1,11,17,50,244,2.9,4.1,0.4,4.17,4.05,210,1013.9,-1.4,3.2,,,
2010,1,11,18,50,228,1.3,1.8,0.38,3.45,4.01,214,1013.5,-0.8,3.3,,,
2010,1,11,19,50,223,1.7,2.3,0.35,9.09,4.19,123,1013.5,-0.4,3.3,,,
2010,1,11,20,50,275,3.4,5.1,0.37,10.0,4.06,85,1013.6,0.2,3.3,,,
2010,1,11,21,50,280,2.8,3.9,0.37,4.0,3.81,191,1013.3,0.5,3.3,,,
2010,1,11,22,50,277,5.6,6.8,0.35,4.0,3.78,196,1013.3,0.6,3.3,,,
2010,1,11,23,50,281,6.8,8.0,0.36,3.7,3.21,200,1013.5,0.4,3.4,,,
2010,1,12,0,50,294,4.3,5.4,0.29,3.7,3.4,195,1013.9,-0.1,3.5,,,
2010,1,12,1,50,274,5.5,6.3,0.25,,3.14,,1013.7,-0.3,3.4,,,
2010,1,12,2,50,286,4.8,5.9,0.24,,3.25,,1013.5,-0.5,3.5,,,
2010,1,12,3,50,296,4.0,4.7,0.22,,3.34,,1013.8,-0.9,3.4,,,
2010,1,12,4,50,304,4.4,4.9,0.26,3.45,3.56,202,1013.8,-1.4,3.4,,,
