#YY_#yr,MM_mo,DD_dy,hh_hr,mm_mn,WDIR_degT,WSPD_m/s,GST_m/s,WVHT_m,DPD_sec,APD_sec,MWD_degT,PRES_hPa,ATMP_degC,WTMP_degC,DEWP_degC,VIS_mi,TIDE_ft
2015,12,31,23,50,249,3.3,4.9,0.84,10.0,6.72,90,1013.8,5.0,7.2,1.5,,
2016,1,1,0,50,255,9.1,10.6,1.06,10.0,6.91,98,1013.3,5.2,7.2,1.3,,
2016,1,1,1,50,250,8.8,10.4,1.02,10.0,5.27,106,1013.4,5.1,7.3,1.3,,
2016,1,1,2,50,253,7.9,9.7,1.06,9.09,5.37,88,1013.3,4.6,7.2,1.5,,
2016,1,1,3,50,256,8.9,10.4,1.02,9.09,5.0,98,1013.1,4.3,7.2,1.0,,
2016,1,1,4,50,248,8.2,10.2,0.97,10.0,5.25,90,1012.9,4.2,7.3,0.7,,
2016,1,1,5,50,262,8.4,9.8,0.91,8.33,4.98,103,1012.4,3.9,7.3,-0.5,,
2016,1,1,6,50,255,8.8,11.1,0.89,9.09,4.61,103,1012.2,3.8,7.3,-0.6,,
2016,1,1,7,50,255,9.1,10.5,0.83,10.81,4.21,68,1012.1,3.5,7.3,-1.3,,
2016,1,1,8,50,260,9.4,11.0,0.81,10.0,4.17,134,1011.8,3.4,7.3,-1.4,,
2016,1,1,9,50,251,9.0,10.5,0.75,10.0,4.09,95,1011.5,3.3,7.2,-1.4,,
2016,1,1,10,50,255,8.8,10.5,0.82,10.0,4.13,90,1012.0,3.5,7.1,-1.6,,
2016,1,1,11,50,256,8.6,9.8,0.76,10.0,4.28,94,1011.8,3.4,7.1,-2.2,,
2016,1,1,12,50,246,8.8,10.2,0.76,10.0,4.17,115,1011.8,2.9,7.0,-2.3,,
2016,1,1,13,50,251,9.6,11.5,0.81,9.09,4.02,62,1012.1,3.3,7.1,-1.8,,
2016,1,1,14,50,252,9.1,10.8,0.83,10.0,4.18,82,1012.3,3.6,7.1,-1.8,,
2016,1,1,15,50,250,8.6,10.5,0.9,10.0,4.19,79,1011.6,3.8,7.2,-1.5,,
2016,1,1,16,50,250,8.6,10.8,0.89,9.09,4.23,97,1010.7,4.0,7.2,-2.1,,
2016,1,1,17,50,247,9.0,10.9,0.9,9.09,4.31,114,1010.1,4.1,7.2,-1.9,,
2016,1,1,18,50,265,8.8,11.5,0.84,3.85,3.94,199,1009.7,4.5,7.2,-2.2,,
2016,1,1,19,50,254,7.6,9.0,0.78,4.17,3.96,196,1009.4,4.5,7.2,-2.4,,
2016,1,1,20,50,259,8.1,11.8,0.69,4.76,3.97,178,1009.3,4.5,7.3,-2.8,,
2016,1,1,21,50,246,7.5,8.8,0.68,10.0,3.97,100,1009.1,4.4,7.3,-2.9,,
2016,1,1,22,50,246,6.5,7.5,0.66,4.35,3.86,189,1009.3,4.3,7.5,-2.9,,
2016,1,1,23,50,245,7.0,8.2,0.62,4.17,3.86,190,1009.5,4.3,7.7,-2.7,,
2016,1,2,0,50,252,8.4,10.1,0.65,5.0,3.81,170,1009.4,4.0,7.7,-2.1,,
2016,1,2,1,50,266,10.6,13.0,0.81,3.85,3.69,210,1009.1,3.4,7.8,-1.9,,
2016,1,2,2,50,313,7.2,9.1,0.78,4.76,3.88,169,1009.8,1.5,7.9,-0.8,,
2016,1,2,3,50,304,5.9,7.3,0.7,5.0,3.75,167,1009.8,1.2,7.5,-3.6,,
2016,1,2,4,50,264,8.5,11.4,0.57,4.76,4.24,181,1009.5,1.9,7.3,-2.7,,
2016,1,2,5,50,268,9.9,12.4,0.61,4.55,3.66,184,1009.3,1.4,7.3,-3.3,,
2016,1,2,6,50,271,10.9,13.6,0.63,8.33,3.48,102,1009.6,1.1,7.3,-4.9,,
2016,1,2,7,50,276,10.7,13.3,0.66,3.85,3.52,208,1009.7,1.1,7.3,-5.2,,
2016,1,2,8,50,274,10.5,12.5,0.69,3.85,3.47,209,1009.6,1.1,7.3,-5.7,,
2016,1,2,9,50,267,8.9,10.5,0.64,4.17,3.56,205,1009.9,0.9,7.3,-5.7,,
2016,1,2,10,50,258,8.3,10.1,0.58,3.85,3.55,214,1010.3,0.9,7.3,-5.4,,
2016,1,2,11,50,250,7.6,10.1,0.6,3.85,3.55,206,1011.2,0.7,7.3,-5.2,,
2016,1,2,12,50,249,7.8,9.8,0.66,4.17,3.65,206,1011.5,0.7,7.4,-5.4,,
2016,1,2,13,50,253,9.0,11.2,0.74,3.85,3.69,212,1011.6,0.7,7.6,-5.0,,
