YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1998,1,1,0,,317,7.6,9.5,1.13,12.5,6.1,,1013.0,-7.5,5.3,,,
1998,1,1,1,,319,9.8,11.7,1.23,12.5,5.16,,1014.5,-8.7,5.2,,,
1998,1,1,2,,322,9.8,12.5,0.99,11.11,4.71,,1016.0,-10.1,5.1,,,
1998,1,1,3,,320,9.1,11.3,1.03,12.5,4.58,,1017.3,-11.1,5.2,,,
1998,1,1,4,,334,9.7,13.5,0.97,12.5,4.4,,1018.2,-12.6,5.1,,,
1998,1,1,5,,338,7.2,10.2,0.93,14.29,4.84,,1019.2,-13.2,5.1,,,
1998,1,1,6,,306,7.4,9.7,0.89,12.5,5.1,,1020.5,-13.5,5.2,,,
1998,1,1,7,,312,5.2,7.7,0.92,12.5,5.47,,1021.9,-14.1,5.2,,,
1998,1,1,8,,317,5.7,10.1,0.94,12.5,7.02,,1022.9,-14.0,5.3,,,
1998,1,1,9,,294,5.3,7.5,0.93,12.5,7.29,,1023.6,-14.1,5.3,,,
1998,1,1,10,,299,3.7,5.7,0.93,12.5,7.72,,1024.9,-14.6,5.0,,,
1998,1,1,11,,284,3.6,5.1,0.98,11.11,8.05,,1025.8,-14.5,5.0,,,
1998,1,1,12,,283,3.7,6.1,0.81,11.11,8.16,,1026.7,-14.2,5.0,,,
1998,1,1,13,,290,4.5,6.3,0.69,12.5,8.53,,1027.6,-13.8,5.4,,,
1998,1,1,14,,270,2.7,4.3,0.58,14.29,7.82,,1028.7,-13.5,5.3,,,
1998,1,1,15,,295,1.7,2.9,0.57,12.5,7.29,,1029.0,-12.8,5.4,,,
1998,1,1,16,,266,1.9,3.5,0.51,12.5,7.08,,1028.4,-11.8,5.5,,,
1998,1,1,17,,242,2.5,4.3,0.52,12.5,8.21,,1027.8,-11.1,5.6,,,
1998,1,1,18,,220,2.8,4.7,0.54,12.5,8.61,,1027.2,-10.0,5.6,,,
1998,1,1,19,,222,3.9,5.9,0.58,12.5,8.67,,1027.1,-8.8,5.5,,,
1998,1,1,20,,198,4.2,6.4,0.69,12.5,9.53,,1026.8,-7.9,5.5,,,
1998,1,1,21,,214,6.2,8.0,0.71,11.11,8.9,,1026.1,-6.8,5.6,,,
1998,1,1,22,,228,8.1,12.4,0.79,11.11,5.0,,1025.8,-6.8,5.1,,,
1998,1,1,23,,228,8.4,10.8,0.9,11.11,4.67,,1025.3,-6.0,5.3,,,
1998,1,2,0,,,,,,,,,,,,,,
1998,1,2,1,,206,11.5,14.2,1.32,4.55,4.32,,1021.8,-3.1,5.4,,,
1998,1,2,2,,207,12.6,16.1,1.63,5.0,4.45,,1021.2,-3.8,5.4,,,
1998,1,2,3,,216,14.1,16.9,2.04,5.88,4.77,,1019.5,-2.1,5.5,,,
1998,1,2,4,,211,14.3,17.9,2.13,6.25,4.89,,1017.6,-1.9,5.5,,,
1998,1,2,5,,221,13.2,16.2,2.34,6.67,5.19,,1017.0,-1.4,5.5,,,
1998,1,2,6,,218,13.3,15.8,2.33,6.25,5.17,,1016.3,-1.2,5.5,,,
1998,1,2,7,,214,14.1,17.8,2.3,7.14,5.38,,1015.6,-0.8,5.6,,,
1998,1,2,8,,214,13.9,16.9,2.33,7.69,5.38,,1014.6,-0.1,5.5,,,
1998,1,2,9,,218,13.6,16.5,2.25,6.67,5.19,,1015.3,0.1,5.2,,,
1998,1,2,10,,223,11.5,14.2,2.13,7.69,5.27,,1016.0,0.2,5.1,,,
1998,1,2,11,,223,11.4,13.3,2.12,7.69,5.4,,1016.7,0.4,5.1,,,
1998,1,2,12,,223,12.3,14.6,2.05,6.67,5.23,,1017.0,0.8,5.1,,,
1998,1,2,13,,224,12.8,14.9,2.1,5.88,5.15,,1017.7,1.2,5.1,,,
1998,1,2,14,,230,12.4,14.2,2.01,7.14,5.03,,1018.7,1.2,5.0,,,
1998,1,2,15,,230,11.4,13.7,1.83,6.67,5.11,,1019.7,1.5,4.9,,,
1998,1,2,16,,234,10.8,12.5,1.78,7.14,5.04,,1019.9,1.8,5.1,,,
1998,1,2,17,,240,10.3,12.0,1.68,6.25,4.86,,1020.0,2.4,5.0,,,
1998,1,2,18,,243,9.8,11.4,1.55,6.25,5.06,,1020.1,2.8,4.9,,,
1998,1,2,19,,261,7.1,8.3,1.37,6.67,5.04,,1020.5,3.4,5.2,,,
1998,1,2,20,,254,7.2,8.2,1.26,6.25,5.04,,1020.7,3.7,4.9,,,
1998,1,2,21,,239,7.2,8.3,1.12,6.67,5.23,,1021.6,3.8,5.1,,,
1998,1,2,22,,227,7.8,9.7,1.09,6.25,4.94,,1022.3,4.5,5.1,,,
1998,1,2,23,,217,10.1,11.9,1.14,5.56,4.43,,1022.6,4.5,5.3,,,
1998,1,3,0,,216,11.0,13.4,1.18,10.0,4.43,,1022.5,4.8,5.5,,,
1998,1,3,1,,218,9.4,10.9,1.23,5.26,4.53,,1022.5,4.9,5.5,,,
1998,1,3,2,,212,9.3,11.1,1.2,5.56,4.43,,1022.4,5.1,5.5,,,
