YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1985,1,1,0,,149,5.4,6.8,0.3,10.0,3.8,,1031.0,4.6,7.3,,,
1985,1,1,1,,177,3.8,5.7,0.4,3.4,3.7,,1030.6,5.2,7.3,,,
1985,1,1,2,,213,3.2,4.2,0.4,3.4,3.8,,1030.5,5.3,7.2,,,
1985,1,1,3,,346,5.0,5.8,0.4,3.6,4.1,,1030.3,2.2,7.2,,,
1985,1,1,5,,354,7.0,8.9,0.5,4.2,3.9,,1029.2,1.0,7.3,,,
1985,1,1,6,,5,6.3,8.5,0.6,4.3,3.8,,1029.2,1.3,7.3,,,
1985,1,1,7,,9,6.6,8.7,0.6,4.3,3.8,,1028.6,1.3,7.3,,,
1985,1,1,8,,11,6.2,8.5,0.7,4.5,3.9,,1028.3,1.2,7.3,,,
1985,1,1,9,,12,6.4,8.9,0.7,4.5,3.9,,1027.7,1.0,7.4,,,
1985,1,1,10,,11,7.4,11.2,0.8,5.0,3.9,,1027.5,0.9,7.4,,,
1985,1,1,11,,23,7.5,10.7,0.9,5.0,4.0,,1027.5,0.8,7.4,,,
1985,1,1,12,,29,7.0,10.3,0.9,5.0,4.0,,1028.2,0.7,7.5,,,
1985,1,1,13,,28,7.6,11.5,0.9,5.0,4.0,,1028.2,-0.1,7.5,,,
1985,1,1,14,,42,8.1,12.0,1.1,5.3,4.1,,1027.9,0.4,7.5,,,
1985,1,1,15,,42,8.0,12.4,1.4,5.3,4.4,,1028.2,-0.3,7.5,,,
1985,1,1,16,,31,8.0,11.4,1.4,6.3,4.8,,1028.0,-1.6,7.5,,,
1985,1,1,17,,38,8.6,12.7,1.9,6.3,5.1,,1026.3,-2.2,7.5,,,
1985,1,1,18,,29,8.0,11.9,2.1,6.7,5.3,,1026.3,-3.2,7.5,,,
1985,1,1,19,,30,7.6,11.0,2.1,7.1,5.4,,1025.4,-3.0,7.6,,,
1985,1,1,20,,22,7.4,11.2,2.4,7.1,5.9,,1025.7,-3.1,7.7,,,
1985,1,1,21,,29,7.1,10.6,2.3,7.7,5.7,,1024.5,-4.4,7.6,,,
1985,1,1,22,,11,7.0,11.0,2.3,8.3,6.0,,1025.0,-5.2,7.7,,,
1985,1,1,23,,26,6.6,10.2,2.5,7.7,5.9,,1023.7,-4.5,7.7,,,
