YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 01 00 196  7.6  8.8  0.51  2.60  3.00 999 1012.5   5.8   6.1   0.6 99.0 99.00
2004 01 01 01 205  8.8 10.4  0.78  4.17  3.44 999 1011.7   6.1   6.1   0.6 99.0 99.00
2004 01 01 02 210  9.9 12.0  1.08  4.35  3.73 999 1010.5   6.0   6.1   1.0 99.0 99.00
2004 01 01 03 230 11.5 14.4  1.39  4.55  4.07 999 1009.5   5.9   6.2  -1.4 99.0 99.00
2004 01 01 04 228 12.6 14.9  1.42  4.76  4.10 999 1008.6   5.6   6.4  -1.9 99.0 99.00
2004 01 01 05 231 11.1 13.4  1.42  5.00  4.16 999 1008.6   5.6   6.5  -1.6 99.0 99.00
2004 01 01 06 232  9.9 11.7  1.27  5.00  4.05 999 1009.0   5.4   6.5  -1.5 99.0 99.00
2004 01 01 07 269  9.9 12.1  1.33  5.88  4.17 999 1010.8   5.2   6.5  -1.7 99.0 99.00
2004 01 01 08 284  9.6 12.4  1.26  6.25  4.42 999 1011.9   4.5   6.6  -3.0 99.0 99.00
2004 01 01 09 288  9.6 12.2  0.96  5.26  4.22 999 1012.4   4.0   6.5  -3.5 99.0 99.00
2004 01 01 10 284  8.5 10.9  0.94  6.25  3.74 999 1013.5   3.7   6.6  -3.9 99.0 99.00
2004 01 01 11 269  8.6  9.8  0.78  5.88  3.96 999 1014.8   3.5   6.6  -4.6 99.0 99.00
2004 01 01 12 269  6.8  9.1  0.71  6.25  3.91 999 1016.2   3.5   6.7  -4.2 99.0 99.00
2004 01 01 13 267  5.5  6.8  0.62  5.56  3.94 999 1017.8   3.3   6.7  -4.6 99.0 99.00
2004 01 01 14 254  7.2  9.3  0.58  5.88  3.68 999 1018.9   3.7   6.8  -4.3 99.0 99.00
2004 01 01 15 252  7.5  8.9  0.58  5.56  3.16 999 1019.8   4.1   7.0  -4.1 99.0 99.00
2004 01 01 16 267  7.6  9.8  0.53  3.13  3.08 999 1019.4   4.5   7.0  -4.2 99.0 99.00
2004 01 01 17 314  5.3  7.0  0.43  2.74  3.15 999 1019.0   4.7   7.0  -5.3 99.0 99.00
2004 01 01 18 330  4.4  6.0  0.38  2.94  3.17 999 1019.2   5.1   7.0  -5.0 99.0 99.00
2004 01 01 19 315  4.9  7.6  0.39  8.33  3.05 999 1019.8   5.6   6.9  -4.6 99.0 99.00
2004 01 01 20 333  7.9  9.0  0.46  2.60  2.78 999 1020.3   5.1   6.7  -3.9 99.0 99.00
2004 01 01 21 311  9.3 11.4  0.44  8.33  2.95 999 1020.9   4.8   6.6  -5.0 99.0 99.00
2004 01 01 22 309  7.2  8.6  0.49  8.33  2.93 999 1021.6   4.0   6.7  -5.3 99.0 99.00
2004 01 01 23 306  6.2  7.5  0.39  8.33  3.06 999 1022.6   3.2   6.7  -5.6 99.0 99.00
2004 01 02 00 294  5.6  6.7  0.42  2.60  2.86 999 1023.6   2.4   6.7  -6.2 99.0 99.00
