YYYY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE
2000,1,1,0,,112,1.8,3.1,0.56,10.0,5.72,,1018.9,-0.3,5.5,-4.5,,
2000,1,1,1,,144,1.8,3.3,0.54,10.0,5.55,,1019.3,0.1,5.5,-3.9,,
2000,1,1,2,,215,1.1,2.2,0.54,11.11,5.5,,1019.9,0.4,5.5,-3.7,,
2000,1,1,3,,325,4.0,4.8,0.55,10.0,5.72,,1020.3,-1.0,5.5,-4.2,,
2000,1,1,4,,336,2.6,3.1,0.55,10.0,5.68,,1020.4,-1.0,5.2,-4.7,,
2000,1,1,5,,335,2.4,3.1,0.55,9.09,6.07,,1020.5,-0.7,5.1,-4.4,,
2000,1,1,6,,284,1.0,2.1,0.53,9.09,6.15,,1020.4,-1.0,5.1,-5.0,,
2000,1,1,7,,270,2.3,3.4,0.57,9.09,6.42,,1021.0,-1.5,4.8,-6.0,,
2000,1,1,8,,283,3.7,4.7,0.56,9.09,6.55,,1021.2,-1.8,4.8,-5.9,,
2000,1,1,9,,291,3.5,4.5,0.53,10.0,6.76,,1021.9,-2.2,4.8,-6.0,,
2000,1,1,10,,324,3.1,3.9,0.53,10.0,6.05,,1021.6,-2.6,4.8,-6.3,,
2000,1,1,11,,329,1.6,2.5,0.53,8.33,4.9,,1022.1,-2.7,4.8,-6.7,,
2000,1,1,12,,180,0.0,0.3,0.5,9.09,5.05,,1022.7,-2.3,5.1,-6.6,,
2000,1,1,13,,144,0.1,0.6,0.47,11.11,5.11,,1022.7,-1.4,5.1,-6.5,,
2000,1,1,14,,211,1.3,2.5,0.44,9.09,5.3,,1023.6,-0.9,5.2,-5.9,,
2000,1,1,15,,186,4.0,4.8,0.47,9.09,5.62,,1023.4,0.7,5.2,-4.8,,
2000,1,1,16,,207,5.7,7.0,0.44,9.09,5.49,,1022.5,1.7,5.1,-3.8,,
2000,1,1,17,,205,6.4,7.8,0.55,10.0,4.19,,1021.2,2.5,5.1,-2.4,,
2000,1,1,18,,201,6.5,7.8,0.55,11.11,4.05,,1020.6,3.5,5.1,-1.3,,
2000,1,1,19,,200,8.9,10.3,0.72,3.57,3.8,,1019.2,4.3,5.1,-2.0,,
2000,1,1,20,,202,8.6,10.3,0.92,4.0,3.94,,1019.1,4.8,5.1,-0.9,,
2000,1,1,21,,,,,,,,,,,,,,
2000,1,1,22,,196,6.8,7.7,0.93,4.55,4.21,,1019.5,5.9,5.0,2.1,,
2000,1,1,23,,194,7.6,9.1,0.91,4.76,4.21,,1019.2,5.9,5.1,2.5,,
2000,1,2,0,,203,9.4,11.4,0.92,5.26,4.14,,1019.0,6.6,5.2,2.4,,
2000,1,2,1,,207,9.9,11.7,1.03,4.17,4.12,,1019.5,6.4,5.1,2.5,,
2000,1,2,2,,218,8.8,10.4,1.08,4.76,4.28,,1020.4,5.9,5.1,2.5,,
2000,1,2,3,,229,6.2,7.3,1.2,5.56,4.63,,1021.1,5.5,5.1,2.0,,
2000,1,2,4,,237,6.3,7.4,1.21,5.88,4.86,,1021.2,5.2,5.1,1.4,,
2000,1,2,5,,229,6.6,7.9,1.08,6.67,4.78,,1021.1,4.8,4.8,1.2,,
2000,1,2,6,,244,6.1,7.0,1.15,5.88,4.92,,1021.0,4.5,4.8,1.5,,
2000,1,2,7,,225,3.8,4.7,0.97,5.88,4.8,,1021.3,4.4,4.8,1.6,,
2000,1,2,8,,220,5.5,6.4,0.92,5.56,4.61,,1021.7,4.4,4.8,1.2,,
2000,1,2,9,,218,5.0,5.7,0.81,5.56,4.62,,1021.2,4.8,4.7,1.6,,
2000,1,2,10,,215,3.4,3.8,0.75,5.26,4.65,,1021.3,4.8,4.7,2.2,,
2000,1,2,11,,211,3.8,4.7,0.69,5.26,4.45,,1021.4,4.8,4.7,2.2,,
2000,1,2,12,,207,1.9,2.5,0.72,5.0,4.67,,1021.8,4.8,4.4,2.5,,
2000,1,2,13,,209,3.5,4.1,0.66,5.88,4.67,,1021.9,4.7,4.4,3.0,,
2000,1,2,14,,217,2.7,3.3,0.65,4.76,4.63,,1021.1,4.8,4.7,2.9,,
2000,1,2,15,,353,2.4,3.2,0.64,4.76,4.62,,1021.4,3.8,4.7,2.2,,
2000,1,2,16,,55,0.8,1.3,0.62,4.35,4.49,,1020.5,3.9,4.7,2.1,,
2000,1,2,17,,180,0.0,0.0,0.58,6.25,4.6,,1019.5,4.4,4.4,2.8,,
