YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
1991,1,1,0,,342,6.9,8.6,0.7,9.1,4.8,,1029.5,-6.3,5.9,,,
1991,1,1,1,,349,7.7,10.5,0.7,9.1,5.8,,1030.8,-7.0,5.8,,,
1991,1,1,2,,355,6.9,9.1,0.6,11.1,5.3,,1031.3,-7.4,5.6,,,
1991,1,1,3,,349,6.4,8.2,0.6,12.5,5.3,,1032.2,-7.6,5.6,,,
1991,1,1,4,,349,6.0,8.1,0.5,11.1,5.4,,1032.4,-7.8,5.6,,,
1991,1,1,5,,350,5.3,7.4,0.6,11.1,5.5,,1033.0,-8.2,5.6,,,
1991,1,1,6,,345,4.9,7.2,0.6,10.0,5.3,,1033.7,-8.1,5.5,,,
1991,1,1,7,,356,5.0,6.6,0.6,11.1,6.0,,1034.5,-8.2,5.5,,,
1991,1,1,8,,7,4.9,6.3,0.6,10.0,6.2,,1035.4,-8.6,5.6,,,
1991,1,1,9,,360,3.1,4.8,0.6,10.0,6.0,,1035.4,-8.8,5.6,,,
1991,1,1,10,,356,2.0,3.6,0.6,11.1,7.0,,1035.8,-8.8,5.6,,,
1991,1,1,11,,,,,0.5,10.0,7.0,,1036.9,-8.8,5.5,,,
1991,1,1,12,,27,1.8,3.7,0.6,9.1,7.6,,1037.1,-8.8,5.5,,,
1991,1,1,13,,23,0.9,2.2,0.5,10.0,7.2,,1037.3,-8.0,5.5,,,
1991,1,1,14,,29,0.6,1.0,0.5,10.0,7.2,,1037.9,-5.5,5.5,,,
1991,1,1,15,,145,1.6,2.6,0.4,9.1,6.8,,1038.5,-5.5,5.5,,,
1991,1,1,16,,271,3.0,4.0,0.4,10.0,6.5,,1037.8,-4.9,5.5,,,
1991,1,1,17,,233,2.6,4.3,0.4,11.1,7.1,,1037.1,-5.5,5.5,,,
1991,1,1,18,,215,2.9,5.1,0.4,10.0,7.4,,1036.2,-4.5,5.5,,,
1991,1,1,19,,261,2.3,3.3,0.4,10.0,7.5,,1036.0,-4.3,5.6,,,
1991,1,1,20,,249,1.5,2.6,0.4,10.0,8.0,,1036.1,-3.9,5.5,,,
1991,1,1,21,,188,2.0,3.8,0.4,10.0,8.0,,1035.6,-4.2,5.5,,,
1991,1,1,22,,198,5.4,7.1,0.4,11.1,7.9,,1035.6,-3.1,5.5,,,
1991,1,1,23,,211,6.1,7.8,0.4,9.1,7.0,,1035.5,-2.3,5.6,,,
1991,1,2,0,,221,8.3,10.6,0.4,10.0,4.7,,1035.0,-1.5,5.6,,,
1991,1,2,1,,211,7.4,9.2,0.6,3.6,4.0,,1034.4,-1.1,5.6,,,
1991,1,2,2,,201,8.3,10.8,0.7,3.8,4.0,,1033.2,-0.4,5.6,,,
1991,1,2,3,,195,10.0,12.5,0.8,4.2,4.0,,1031.5,0.0,5.5,,,
1991,1,2,4,,216,10.4,13.3,1.0,4.5,4.2,,1031.4,0.4,5.6,,,
1991,1,2,5,,221,10.7,13.4,1.3,5.0,4.5,,1031.1,0.1,5.6,,,
1991,1,2,6,,227,10.7,13.5,1.3,5.3,4.6,,1029.9,0.1,5.6,,,
1991,1,2,7,,233,14.0,17.6,1.4,5.6,4.8,,1029.2,0.5,5.6,,,
1991,1,2,8,,221,13.8,18.0,1.5,5.6,4.8,,1028.4,1.2,5.8,,,
1991,1,2,9,,221,12.8,15.6,1.6,5.9,4.9,,1027.4,2.0,5.9,,,
1991,1,2,10,,223,13.6,17.0,1.6,5.9,5.0,,1026.3,2.7,5.8,,,
1991,1,2,11,,239,14.2,17.7,1.7,5.9,4.9,,1026.0,2.8,5.9,,,
1991,1,2,12,,234,14.3,17.5,1.6,5.9,4.8,,1025.2,2.6,5.9,,,
1991,1,2,13,,240,12.3,15.2,1.7,6.2,4.9,,1025.5,2.4,5.9,,,
1991,1,2,14,,244,10.8,13.4,1.7,6.2,5.0,,1025.3,2.1,5.8,,,
1991,1,2,15,,241,10.1,12.2,1.5,6.2,5.0,,1025.0,2.0,5.9,,,
1991,1,2,16,,237,9.1,10.6,1.3,6.7,4.9,,1024.6,2.4,5.8,,,
1991,1,2,17,,233,8.6,9.8,1.2,6.2,4.8,,1023.5,3.2,5.6,,,
1991,1,2,18,,232,7.4,9.0,1.0,6.2,4.7,,1023.0,3.9,5.7,,,
1991,1,2,19,,227,5.9,7.1,0.9,5.9,4.9,,1022.2,4.4,5.6,,,
1991,1,2,20,,228,5.6,6.7,0.8,5.6,4.7,,1022.6,4.7,5.6,,,
1991,1,2,21,,273,2.9,3.9,0.7,5.3,4.8,,1023.1,5.1,5.6,,,
1991,1,2,22,,4,2.3,3.0,0.7,5.3,4.8,,1023.2,5.1,5.6,,,
1991,1,2,23,,337,3.7,5.0,0.7,4.8,4.9,,1023.6,4.4,5.6,,,
1991,1,3,0,,34,4.5,5.5,0.6,5.0,4.8,,1023.7,3.6,5.7,,,
1991,1,3,1,,58,4.5,5.3,0.5,4.8,4.8,,1023.5,3.2,5.9,,,
1991,1,3,2,,26,4.8,5.6,0.4,4.3,4.7,,1022.9,3.2,5.9,,,
1991,1,3,3,,46,3.8,4.7,0.4,7.7,4.9,,1022.8,2.8,5.8,,,
1991,1,3,4,,58,4.0,5.4,0.4,8.3,5.1,,1022.8,2.8,5.7,,,
1991,1,3,5,,32,5.0,6.0,0.4,10.0,5.3,,1022.1,2.7,5.6,,,
1991,1,3,6,,35,7.6,9.2,0.4,7.7,4.1,,1022.0,2.4,5.6,,,
1991,1,3,7,,47,6.9,8.2,0.5,6.2,4.0,,1022.2,1.7,5.6,,,
1991,1,3,8,,60,7.1,9.0,0.5,6.2,4.3,,1022.1,1.3,5.6,,,
1991,1,3,9,,64,5.1,6.5,0.6,6.2,4.7,,1022.6,1.6,5.6,,,
1991,1,3,10,,51,6.5,8.2,0.5,6.7,4.7,,1022.9,1.2,5.6,,,
1991,1,3,11,,33,7.0,8.9,0.6,10.0,4.6,,1023.0,0.1,5.5,,,
1991,1,3,12,,32,7.1,8.9,0.6,3.8,4.2,,1023.7,-1.2,5.6,,,
1991,1,3,13,,29,7.9,9.6,0.7,4.2,4.3,,1024.5,-1.9,5.5,,,
1991,1,3,14,,22,9.4,11.2,0.8,4.2,4.2,,1025.0,-2.6,5.5,,,
1991,1,3,15,,35,6.8,8.3,0.8,4.0,4.2,,1025.9,-3.0,5.5,,,
1991,1,3,16,,22,6.5,8.5,0.7,4.3,4.2,,1025.6,-3.1,5.5,,,
1991,1,3,17,,12,5.3,7.1,0.7,6.2,4.3,,1025.3,-3.1,5.5,,,
1991,1,3,18,,6,4.2,5.9,0.7,5.9,4.5,,1025.1,-3.4,5.5,,,
1991,1,3,19,,28,3.3,5.3,0.6,5.0,4.6,,1025.1,-2.0,5.5,,,
1991,1,3,20,,24,1.4,2.9,0.6,6.2,5.0,,1025.1,-1.1,5.5,,,
1991,1,3,21,,31,2.4,3.7,0.7,5.0,5.3,,1025.4,-1.9,5.5,,,
1991,1,3,22,,27,0.3,1.1,0.6,5.6,5.2,,1026.2,-2.7,5.5,,,
1991,1,3,23,,90,0.7,1.6,0.6,8.3,5.6,,1026.4,-2.3,5.5,,,
1991,1,4,0,,345,1.5,2.4,0.6,9.1,6.0,,1026.7,-2.0,5.5,,,
1991,1,4,1,,306,6.9,8.7,0.6,7.7,6.1,,1027.0,-2.2,5.5,,,
1991,1,4,2,,320,4.5,6.0,0.6,7.7,6.5,,1027.5,-3.0,5.5,,,
1991,1,4,3,,317,5.6,6.8,0.5,8.3,6.0,,1027.3,-3.5,5.5,,,
1991,1,4,4,,319,4.1,5.5,0.5,7.1,6.3,,1026.8,-3.7,5.5,,,
1991,1,4,5,,353,5.0,7.6,0.6,7.1,5.9,,1026.7,-3.7,5.5,,,
1991,1,4,6,,323,4.1,5.8,0.5,8.3,5.7,,1026.7,-3.9,5.5,,,
1991,1,4,7,,301,3.7,5.3,0.5,7.1,5.7,,1026.9,-3.9,5.3,,,
1991,1,4,8,,270,3.9,5.2,0.4,8.3,6.0,,1027.1,-4.7,5.2,,,
1991,1,4,9,,244,5.6,7.4,0.4,7.1,6.1,,1026.8,-4.2,5.3,,,
1991,1,4,10,,251,7.1,9.4,0.4,9.1,6.1,,1026.8,-3.8,5.2,,,
1991,1,4,11,,261,7.7,9.5,0.4,8.3,4.7,,1027.5,-3.8,5.2,,,
1991,1,4,12,,265,7.3,9.6,0.4,7.7,4.3,,1027.7,-3.6,5.2,,,
1991,1,4,13,,271,9.5,11.8,0.5,9.1,4.1,,1028.2,-3.6,5.3,,,
1991,1,4,14,,276,8.5,10.6,0.4,3.6,4.1,,1028.7,-3.5,5.3,,,
1991,1,4,15,,284,7.5,8.8,0.4,10.0,4.2,,1029.1,-4.0,5.3,,,
1991,1,4,16,,291,7.4,9.0,0.4,8.3,4.3,,1028.7,-3.4,5.2,,,
1991,1,4,17,,281,5.0,6.7,0.4,6.7,4.8,,1027.9,-2.9,5.3,,,
1991,1,4,18,,275,5.6,7.6,0.4,10.0,4.9,,1027.3,-2.0,5.4,,,
1991,1,4,19,,255,5.5,7.3,0.4,8.3,4.7,,1026.7,-1.8,5.5,,,
1991,1,4,20,,243,5.4,7.5,0.3,6.7,4.2,,1026.8,-1.4,5.5,,,
1991,1,4,21,,243,6.1,7.8,0.3,10.0,4.9,,1026.8,-1.0,5.5,,,
1991,1,4,22,,239,7.1,9.4,0.3,10.0,4.6,,1026.9,-1.0,5.5,,,
1991,1,4,23,,243,8.0,10.1,0.5,9.1,4.2,,1027.5,-0.5,5.5,,,
1991,1,5,0,,232,9.6,11.8,0.6,3.8,4.1,,1027.8,-0.2,5.5,,,
1991,1,5,1,,246,10.5,13.1,0.7,4.2,4.0,,1028.3,-0.4,5.5,,,
1991,1,5,2,,243,11.6,15.3,0.8,4.3,4.2,,1028.4,-1.0,5.5,,,
1991,1,5,3,,246,10.9,13.4,0.9,4.8,4.3,,1028.5,-1.5,5.6,,,
1991,1,5,4,,253,10.6,13.4,0.9,4.8,4.2,,1028.6,-1.8,5.6,,,
1991,1,5,5,,256,11.5,13.7,0.9,4.8,4.3,,1028.5,-1.6,5.6,,,
1991,1,5,6,,261,11.0,13.9,0.8,5.3,4.4,,1028.8,-1.8,5.6,,,
1991,1,5,7,,256,11.0,13.0,0.8,5.3,4.3,,1029.3,-1.9,5.7,,,
1991,1,5,8,,259,9.9,11.9,0.8,4.8,4.2,,1029.8,-2.0,5.6,,,
