YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 06 17 353  4.1  5.0  0.67 10.00  5.57 999 1011.9  -1.1   4.9  -2.3 99.0 99.00
2003 01 06 18 358  4.8  6.5  0.66  9.09  5.39 999 1011.2  -0.8   5.1  -2.3 99.0 99.00
2003 01 06 19 351  4.1  5.0  0.60 10.00  5.03 999 1011.2  -0.7   5.2  -2.4 99.0 99.00
2003 01 06 20 353  4.7  5.6  0.63  9.09  5.06 999 1011.1  -0.9   5.2  -2.4 99.0 99.00
2003 01 06 21 355  4.5  5.4  0.62 10.00  5.24 999 1011.2  -1.1   4.9  -1.8 99.0 99.00
2003 01 06 22 351  5.5  6.6  0.60  9.09  5.30 999 1011.2  -1.0   4.9  -1.6 99.0 99.00
2003 01 06 23 360  6.2  7.7  0.61  9.09  5.14 999 1011.0  -1.0   4.9  -1.8 99.0 99.00
2003 01 07 00  11  6.6  7.5  0.66  9.09  4.84 999 1011.0  -0.8   5.0  -1.9 99.0 99.00
2003 01 07 01  23  6.9  8.2  0.69  8.33  4.34 999 1011.0  -0.8   5.0  -2.4 99.0 99.00
2003 01 07 02  14  7.7  8.9  0.73  8.33  4.36 999 1010.9  -0.8   4.9  -2.5 99.0 99.00
2003 01 07 03  14  6.9  8.4  0.80  9.09  4.10 999 1010.5  -0.8   4.8  -2.8 99.0 99.00
2003 01 07 04 359  7.6  9.0  0.90  7.69  4.39 999 1009.8  -1.0   4.8  -2.9 99.0 99.00
2003 01 07 05   4  8.5 10.1  0.86  9.09  4.05 999 1008.8  -1.1   4.9  -3.0 99.0 99.00
2003 01 07 06 360  8.4  9.8  0.90  3.13  3.94 999 1008.6  -1.1   5.1  -2.9 99.0 99.00
2003 01 07 07   4  9.2 10.7  0.90  3.45  3.78 999 1008.2  -1.2   5.1  -3.2 99.0 99.00
2003 01 07 08 357 10.0 11.7  0.87  3.13  3.68 999 1008.2  -1.4   5.0  -3.8 99.0 99.00
2003 01 07 09 348  9.0 11.4  0.86  3.13  3.74 999 1007.9  -2.0   5.0  -5.5 99.0 99.00
2003 01 07 10 347  9.9 12.7  0.80 10.00  3.87 999 1007.6  -2.4   4.9  -5.6 99.0 99.00
2003 01 07 11 337 11.8 14.8  0.87  2.94  3.52 999 1007.2  -2.7   4.8  -6.4 99.0 99.00
2003 01 07 12 339  9.8 11.6  0.81  3.13  3.66 999 1007.8  -2.9   4.7  -6.7 99.0 99.00
2003 01 07 13 339  9.6 11.9  0.77  9.09  3.70 999 1007.9  -3.1   4.7  -7.4 99.0 99.00
2003 01 07 14 339 10.1 12.0  0.77  3.03  3.68 999 1007.3  -3.0   4.6  -7.9 99.0 99.00
2003 01 07 15 342 10.4 13.1  0.81  3.13  3.63 999 1006.3  -2.0   4.7  -6.8 99.0 99.00
2003 01 07 16 338 10.4 12.4  0.85  3.57  3.67 999 1005.1  -1.8   4.7  -7.3 99.0 99.00
2003 01 07 17 339  9.9 12.1  0.83  3.13  3.64 999 1003.7  -1.5   4.7  -7.8 99.0 99.00
2003 01 07 18 344  9.7 11.7  0.80  3.23  3.61 999 1002.3  -1.3   4.8  -8.2 99.0 99.00
2003 01 07 19 330  6.9  9.0  0.72  3.23  3.59 999 1002.7  -1.3   4.7  -8.0 99.0 99.00
2003 01 07 20 341  8.2 10.7  0.64  3.03  3.64 999 1001.5  -1.5   4.8  -8.0 99.0 99.00
2003 01 07 21 336  6.4  8.8  0.63  2.78  3.74 999 1001.0  -1.6   4.7  -8.5 99.0 99.00
2003 01 07 22 328  6.1  7.6  0.56  2.56  3.75 999 1000.7  -1.6   4.6  -8.3 99.0 99.00
2003 01 07 23 340  6.0  7.7  0.52  5.26  4.48 999 1000.3  -1.7   4.6  -8.3 99.0 99.00
2003 01 08 00 347  5.9  7.5  0.43  8.33  4.91 999  999.3  -2.1   4.5  -8.2 99.0 99.00
2003 01 08 01 343  4.0  6.1  0.45  8.33  5.02 999  998.9  -2.4   4.5  -7.8 99.0 99.00
2003 01 08 02 296  3.1  4.3  0.42  8.33  5.11 999  998.2  -3.0   4.4  -7.5 99.0 99.00
2003 01 08 03 301  2.3  3.4  0.42  8.33  5.58 999  997.4  -3.6   4.4  -8.6 99.0 99.00
2003 01 08 04 317  2.3  3.5  0.42  8.33  5.71 999  996.3  -3.5   4.3  -9.5 99.0 99.00
2003 01 08 05 273  4.2  5.2  0.48  8.33  5.82 999  995.3  -4.3   4.3  -8.0 99.0 99.00
2003 01 08 06 256  4.3  5.8  0.53  6.67  4.91 999  994.1  -4.0   4.4  -8.5 99.0 99.00
2003 01 08 07 204  3.8  5.6  0.57  6.67  4.64 999  992.6  -3.5   4.7  -8.6 99.0 99.00
2003 01 08 08 245  5.7  6.9  0.52  6.25  4.86 999  991.7  -4.5   4.7  -7.9 99.0 99.00
2003 01 08 09 245  5.4  7.2  0.62  5.88  4.22 999  990.4  -4.5   4.7  -7.7 99.0 99.00
2003 01 08 10 233  6.8  9.1  0.71  6.25  4.18 999  989.4  -4.8   4.7  -7.9 99.0 99.00
2003 01 08 11 247  8.7 10.2  0.75  6.67  3.97 999  988.6  -4.6   4.4  -6.5 99.0 99.00
2003 01 08 12 241  9.2 10.6  0.71  6.67  3.87 999  987.9  -4.6   4.4  -5.5 99.0 99.00
2003 01 08 13 238  7.9  9.4  0.73  3.70  3.72 999  987.6  -4.4   4.3  -5.9 99.0 99.00
2003 01 08 14 243  6.7  8.1  0.75  4.55  3.86 999  987.5  -4.4   4.4  -6.6 99.0 99.00
2003 01 08 15 244  5.2  6.9  0.69  4.35  3.90 999  986.5  -4.6   4.4  -7.0 99.0 99.00
2003 01 08 16 252  5.0  6.4  0.70  5.00  4.21 999  985.8  -4.0   4.4  -6.4 99.0 99.00
2003 01 08 17 260  5.2  6.4  0.72  4.76  4.43 999  984.7  -3.4   4.4  -6.1 99.0 99.00
2003 01 08 18 278  3.0  3.8  0.67  5.00  4.43 999  984.0  -2.7   4.3  -5.7 99.0 99.00
2003 01 08 19 303  1.5  2.1  0.72  5.00  4.57 999  984.0  -2.0   4.3  -5.2 99.0 99.00
2003 01 08 20 284  4.6  6.8  0.73  5.56  4.80 999  984.1   0.5   4.3  -3.4 99.0 99.00
2003 01 08 21 301  4.1  5.5  0.80  5.26  4.51 999  984.6   1.2   4.3  -3.3 99.0 99.00
2003 01 08 22 299  2.6  3.3  0.72  5.26  4.72 999  985.7   0.2   4.2  -3.3 99.0 99.00
2003 01 08 23 279  4.6  5.8  0.65  5.00  4.56 999  986.8   1.0   4.3  -3.2 99.0 99.00
2003 01 09 00 292  3.7  4.6  0.55 11.11  4.58 999  987.6   0.7   4.3  -5.1 99.0 99.00
2003 01 09 01 274  3.7  4.7  0.59 11.11  4.62 999  987.5   0.3   4.3  -5.3 99.0 99.00
2003 01 09 02 267  4.3  5.5  0.57 11.11  4.85 999  987.5   0.4   4.2  -6.1 99.0 99.00
2003 01 09 03 245  6.3  7.8  0.60 11.11  4.24 999  987.5   0.2   4.2  -4.7 99.0 99.00
2003 01 09 04 237  8.3 10.2  0.75 11.11  3.87 999  986.8  -0.1   4.3  -5.0 99.0 99.00
2003 01 09 05 236  9.0 10.5  0.89  4.00  3.89 999  985.9   0.0   4.3  -4.1 99.0 99.00
2003 01 09 06 236  8.2  9.6  0.96  4.17  3.95 999  985.1   0.1   4.4  -3.4 99.0 99.00
2003 01 09 07 259  5.4  7.6  0.78  4.35  4.10 999  984.9   0.6   4.4  -2.8 99.0 99.00
2003 01 09 08 267  5.5  7.1  0.70  4.00  3.89 999  985.5   0.4   4.5  -2.4 99.0 99.00
2003 01 09 09 335  4.7  5.6  0.48 10.00  4.33 999  984.0  -1.6   4.2  -2.0 99.0 99.00
2003 01 09 10  12  6.0  6.8  0.42 11.11  5.32 999  982.0  -1.1   4.2  -1.4 99.0 99.00
2003 01 09 11  34  6.2  7.5  0.47 10.00  6.15 999  981.1  -0.6   4.4  -1.0 99.0 99.00
2003 01 09 12  37  6.0  6.9  0.54 10.00  4.54 999  981.6  -0.8   4.3  -1.3 99.0 99.00
2003 01 09 13  20  7.9  9.0  0.67 10.00  4.21 999  982.4  -1.5   4.3  -1.9 99.0 99.00
2003 01 09 14  13  9.3 11.0  0.79 10.00  3.92 999  983.8  -2.2   4.3  -2.8 99.0 99.00
2003 01 09 15  11  8.1  9.5  0.85 11.11  4.12 999  985.2  -2.3   4.3  -3.4 99.0 99.00
2003 01 09 16 352  6.5  7.6  0.77 10.00  4.13 999  986.4  -1.8   4.4  -3.2 99.0 99.00
2003 01 09 17 348  5.2  6.9  0.71 10.00  4.44 999  986.5  -1.2   4.5  -4.3 99.0 99.00
2003 01 09 18 339  5.4  6.7  0.63 10.00  4.77 999  987.1  -0.7   4.5  -4.8 99.0 99.00
2003 01 09 19 238  3.3  4.7  0.59 10.00  5.07 999  988.3   0.2   4.6  -4.1 99.0 99.00
2003 01 09 20 210  5.0  6.7  0.51 10.00  5.60 999  990.0   0.9   4.6  -2.4 99.0 99.00
2003 01 09 21 212  8.6 10.5  0.62 10.00  4.26 999  991.1   1.7   4.6  -0.9 99.0 99.00
2003 01 09 22 262  9.0 10.9  0.71  3.23  3.82 999  991.9   1.8   4.6  -2.7 99.0 99.00
2003 01 09 23 276  8.7 10.7  0.74  3.45  3.86 999  993.5   0.3   4.6  -4.7 99.0 99.00
2003 01 10 00 285  6.5  7.5  0.67 10.00  4.43 999  995.0  -0.4   4.6  -5.4 99.0 99.00
2003 01 10 01 283  5.7  6.7  0.67 10.00  5.09 999  995.5  -0.7   4.6  -7.3 99.0 99.00
2003 01 10 02 296  5.5  6.6  0.63 11.11  5.50 999  996.2  -1.4   4.6  -7.8 99.0 99.00
2003 01 10 03 320  2.8  3.7  0.58 11.11  6.20 999  996.6  -1.8   4.5  -8.8 99.0 99.00
2003 01 10 04  13  3.6  4.7  0.62 11.11  6.55 999  996.7  -2.1   4.4 -10.5 99.0 99.00
2003 01 10 05  64  3.3  4.6  0.57 11.11  6.25 999  996.5  -1.7   4.5 -10.2 99.0 99.00
2003 01 10 06  59  5.7  7.5  0.61  9.09  6.39 999  995.9  -2.3   4.5  -9.7 99.0 99.00
2003 01 10 07  48  6.7  8.5  0.68 10.00  4.69 999  995.8  -4.0   4.5  -9.2 99.0 99.00
2003 01 10 08  59  7.3  9.0  0.84 12.50  4.07 999  996.0  -4.4   4.5  -5.9 99.0 99.00
2003 01 10 09  32  7.0  8.8  0.82 10.00  4.18 999  996.2  -5.0   4.5  -6.0 99.0 99.00
2003 01 10 10  27  8.1  9.5  0.90 11.11  4.28 999  995.6  -4.9   4.5  -6.0 99.0 99.00
2003 01 10 11  28  8.5 10.5  0.89 11.11  4.36 999  995.7  -4.9   4.5  -5.9 99.0 99.00
2003 01 10 12  27  8.7 10.9  1.02 11.11  4.13 999  995.8  -4.5   4.5  -5.6 99.0 99.00
2003 01 10 13  17  7.9 10.0  1.03 10.00  4.37 999  996.3  -5.4   4.5  -6.5 99.0 99.00
2003 01 10 14  14  7.0  8.9  1.08 11.11  4.46 999  996.7  -5.7   4.3  -6.8 99.0 99.00
2003 01 10 15 352  7.1  9.0  1.03 11.11  4.68 999  997.1  -5.8   4.3  -6.9 99.0 99.00
2003 01 10 16 344  6.5  8.3  1.03 11.11  4.78 999  996.8  -6.2   4.0  -7.3 99.0 99.00
