YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
88 01 01 01 220 12.0 14.0 01.90 06.70 05.40 999 1018.0  02.0  04.6 999.0 99.0
88 01 01 02 220 12.0 14.0 02.00 06.70 05.60 999 1017.7  02.3  04.7 999.0 99.0
88 01 01 03 220 10.0 12.0 01.80 06.70 05.40 999 1017.5  02.4  04.7 999.0 99.0
88 01 01 04 220 10.0 12.0 01.50 06.70 05.10 999 1017.1  02.7  04.7 999.0 99.0
88 01 01 05 220 10.0 11.0 01.60 06.70 05.30 999 1016.4  02.8  04.7 999.0 99.0
88 01 01 06 210 10.0 12.0 01.20 06.20 05.00 999 1015.8  03.1  04.7 999.0 99.0
88 01 01 07 220 09.0 11.0 01.50 06.20 05.20 999 1015.9  03.4  04.8 999.0 99.0
88 01 01 08 210 10.0 12.0 01.50 06.70 05.20 999 1015.6  03.6  04.7 999.0 99.0
88 01 01 09 210 11.0 13.0 01.40 05.90 05.10 999 1015.4  03.9  04.7 999.0 99.0
88 01 01 10 220 09.0 11.0 01.50 06.20 05.10 999 1015.4  03.9  04.7 999.0 99.0
88 01 01 11 220 09.0 10.0 01.50 05.90 05.20 999 1015.7  03.9  04.7 999.0 99.0
88 01 01 12 210 08.0 09.0 01.40 06.20 05.30 999 1015.7  03.9  04.6 999.0 99.0
88 01 01 13 210 08.0 10.0 01.30 05.90 05.20 999 1015.5  04.0  04.6 999.0 99.0
88 01 01 14 210 07.0 08.0 01.30 05.90 05.20 999 1016.0  04.2  04.6 999.0 99.0
88 01 01 15 220 06.0 07.0 01.10 05.90 05.10 999 1016.3  04.3  04.6 999.0 99.0
88 01 01 16 220 05.0 06.0 01.00 06.20 05.10 999 1016.3  04.6  04.4 999.0 99.0
88 01 01 17 210 07.0 08.0 00.90 05.90 05.20 999 1015.0  04.7  04.3 999.0 99.0
88 01 01 18 210 07.0 08.0 01.00 05.60 05.20 999 1014.8  05.1  04.4 999.0 99.0
88 01 01 19 200 06.0 08.0 01.00 05.60 05.20 999 1014.7  05.4  04.3 999.0 99.0
88 01 01 20 200 07.0 08.0 01.10 05.30 05.20 999 1014.8  05.8  04.3 999.0 99.0
88 01 01 21 240 07.0 09.0 01.20 05.90 05.40 999 1014.9  05.5  04.3 999.0 99.0
88 01 01 22 270 07.0 08.0 01.10 05.90 05.40 999 1015.5  05.8  04.4 999.0 99.0
88 01 01 23 270 08.0 10.0 01.20 05.30 05.50 999 1015.7  05.0  04.4 999.0 99.0
