YY,MM,DD,hh,mm_mn,WD,WSPD,GST,WVHT,DPD,APD,MWD,BAR,ATMP,WTMP,DEWP,VIS,TIDE_ft
84,1,1,0,,258,6.0,7.8,0.6,9.1,5.3,,1030.6,-1.6,5.5,,,
84,1,1,1,,242,6.0,7.6,0.6,10.0,4.9,,1031.0,-1.4,5.5,,,
84,1,1,2,,249,5.2,6.6,0.5,10.0,4.8,,1030.4,-1.7,5.6,,,
84,1,1,3,,253,4.4,6.2,0.6,10.0,4.9,,1030.3,-1.4,5.5,,,
84,1,1,4,,286,3.4,5.8,0.5,10.0,5.0,,1030.5,-2.3,5.2,,,
84,1,1,5,,329,2.0,3.4,0.5,9.1,5.6,,1031.0,-2.6,5.1,,,
84,1,1,7,,7,7.1,8.3,0.6,9.1,7.0,,1031.7,-2.6,5.6,,,
84,1,1,8,,8,9.0,12.6,0.7,9.1,4.8,,1032.1,-2.9,5.8,,,
84,1,1,9,,6,9.5,14.7,0.8,9.1,4.6,,1032.5,-3.3,5.7,,,
84,1,1,10,,10,8.3,12.9,0.8,9.1,4.4,,1033.2,-3.6,5.9,,,
84,1,1,11,,17,7.4,10.9,0.8,3.6,4.0,,1034.3,-3.4,5.9,,,
84,1,1,12,,22,7.9,12.2,0.7,3.7,3.9,,1034.8,-4.0,5.9,,,
84,1,1,13,,18,8.1,11.9,0.8,3.7,3.8,,1035.6,-3.9,6.0,,,
84,1,1,14,,20,9.1,12.8,1.0,4.2,3.9,,1036.5,-4.2,6.0,,,
84,1,1,15,,24,9.9,15.0,1.2,4.2,4.1,,1037.3,-4.4,5.9,,,
84,1,1,16,,33,7.3,11.3,1.3,5.3,4.3,,1037.8,-4.5,6.0,,,
84,1,1,17,,25,6.2,9.4,1.1,5.3,4.2,,1037.8,-4.5,6.0,,,
84,1,1,18,,23,4.9,8.3,0.9,5.0,4.3,,1037.3,-4.1,6.1,,,
84,1,1,19,,11,4.8,7.7,0.8,5.3,4.2,,1037.3,-3.9,6.1,,,
84,1,1,20,,9,4.3,7.7,0.9,4.5,4.5,,1037.8,-3.5,6.0,,,
84,1,1,21,,10,5.7,8.1,1.1,5.9,5.0,,1038.2,-3.5,6.0,,,
84,1,1,22,,30,6.1,8.8,1.1,5.9,4.9,,1038.4,-3.7,5.9,,,
84,1,1,23,,39,5.7,8.3,1.0,6.3,4.7,,1039.2,-3.5,6.0,,,
84,1,2,0,,47,6.0,9.0,1.1,6.3,4.7,,1038.9,-3.7,5.9,,,
84,1,2,1,,29,6.0,8.4,1.1,5.0,4.5,,1038.7,-3.7,5.9,,,
84,1,2,2,,29,5.7,8.6,1.2,5.3,4.6,,1038.7,-4.2,6.0,,,
84,1,2,3,,32,6.4,8.8,1.0,4.3,4.4,,1038.1,-4.4,6.0,,,
84,1,2,4,,19,7.2,9.7,1.0,5.9,4.3,,1037.6,-5.1,6.0,,,
84,1,2,5,,5,6.8,9.2,1.1,6.3,4.5,,1037.1,-5.8,5.9,,,
84,1,2,6,,10,6.7,9.2,1.1,6.3,4.5,,1036.7,-6.4,5.8,,,
84,1,2,7,,358,6.3,9.2,,,,,1036.1,-7.3,5.8,,,
84,1,2,8,,2,6.5,9.2,1.2,6.3,4.7,,1036.1,-7.4,5.8,,,
84,1,2,9,,6,5.9,8.7,1.2,5.9,4.7,,1035.1,-7.8,5.8,,,
84,1,2,10,,351,5.4,7.6,1.2,6.3,4.7,,1034.7,-7.9,5.7,,,
84,1,2,11,,1,5.2,7.2,1.2,7.1,5.1,,1033.9,-8.5,5.7,,,
84,1,2,12,,13,5.4,7.4,1.1,7.1,4.8,,1033.2,-7.5,5.7,,,
84,1,2,13,,11,4.9,6.6,1.1,7.7,4.8,,1032.6,-7.2,5.6,,,
