#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2008 12 31 23 50 323 14.9 18.4  1.06  3.45  3.49 359 1001.8  -6.8   5.1 -13.8 99.0 99.00
2009 01 01 00 50 330 13.7 17.8  1.16  4.17  3.56 356 1002.8  -8.4   5.2 -15.2 99.0 99.00
2009 01 01 01 50 322 13.2 15.9  1.13  4.00  3.73 349 1003.4  -9.7   5.2 -15.5 99.0 99.00
2009 01 01 02 50 321 14.9 18.0 99.00 99.00 99.00   7 1004.0 -11.3   5.2 -16.1 99.0 99.00
2009 01 01 03 50 321 13.2 17.3  1.07  4.17  3.61 358 1004.5 -11.3   5.2 -15.9 99.0 99.00
2009 01 01 04 50 320 14.9 18.9  0.95  4.17  3.55 358 1004.6 -11.6   5.2 -16.3 99.0 99.00
2009 01 01 05 50 320 14.9 18.0  1.01  3.85  3.51 335 1005.0 -11.7   5.2 -16.4 99.0 99.00
2009 01 01 06 50 332 15.8 19.3  1.13  3.85  3.57 339 1006.5 -11.7   5.1 -16.5 99.0 99.00
2009 01 01 07 50 326 16.6 20.3  1.14  4.35  3.65 336 1007.6 -11.8   5.1 -16.3 99.0 99.00
2009 01 01 08 50 326 16.4 19.7  1.01  3.85  3.48 342 1008.1 -11.8   5.0 -16.5 99.0 99.00
2009 01 01 09 50 319 14.2 18.3  0.88  3.85  3.30 343 1009.2 -12.2   4.9 -17.5 99.0 99.00
2009 01 01 10 50 319 15.1 21.4  1.13  3.85  3.38 340 1009.9 -12.2   4.9 -16.9 99.0 99.00
2009 01 01 11 50 317 12.0 15.2  0.91  3.85  3.25 345 1011.1 -12.5   4.9 -17.3 99.0 99.00
2009 01 01 12 50 307  9.9 13.8  0.64  3.23  3.08 334 1012.1 -12.8   5.0 -18.4 99.0 99.00
2009 01 01 13 50 304 10.5 13.7  0.63  3.03  3.12 317 1012.8 -12.7   5.0 -18.5 99.0 99.00
2009 01 01 14 50 314 13.2 16.9  0.75  3.45  3.12 323 1013.2 -11.1   5.0 -17.1 99.0 99.00
2009 01 01 15 50 315 12.3 15.4  0.94  4.00  3.36 346 1013.6 -10.9   5.1 -17.6 99.0 99.00
2009 01 01 16 50 308 16.1 20.8  1.18  4.35  3.62 334 1012.1  -9.7   5.2 -15.6 99.0 99.00
