YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
93 01 01 00 217 09.5 11.4 01.00 09.10 05.40 999 1004.8  03.4  05.7 999.0 99.0
93 01 01 01 225 08.6 10.0 01.10 09.10 05.40 999 1005.6  03.9  05.7 999.0 99.0
93 01 01 02 254 08.5 09.6 01.00 09.10 05.90 999 1005.6  03.5  05.8 999.0 99.0
93 01 01 03 290 04.2 05.2 01.10 09.10 06.40 999 1006.5  04.0  05.8 999.0 99.0
93 01 01 04 325 03.8 05.0 00.90 09.10 06.70 999 1006.5  03.6  05.7 999.0 99.0
93 01 01 05 290 02.7 03.2 01.00 08.30 06.90 999 1007.2  03.6  05.7 999.0 99.0
93 01 01 06 267 01.0 01.6 01.00 08.30 06.80 999 1007.2  04.0  05.8 999.0 99.0
93 01 01 07 356 01.2 01.9 01.00 09.10 07.30 999 1007.5  04.1  05.8 999.0 99.0
93 01 01 08 013 01.1 01.7 00.90 08.30 07.10 999 1008.1  04.3  05.9 999.0 99.0
93 01 01 09 022 01.9 02.6 00.90 09.10 07.20 999 1007.8  03.8  05.9 999.0 99.0
93 01 01 10 062 02.2 03.0 00.90 09.10 07.10 999 1007.4  03.6  05.9 999.0 99.0
93 01 01 11 064 02.0 02.8 00.80 10.00 07.00 999 1008.0  03.3  05.9 999.0 99.0
93 01 01 12 025 01.2 01.9 00.80 10.00 07.00 999 1008.7  03.3  05.9 999.0 99.0
93 01 01 13 297 07.0 08.3 00.70 09.10 07.10 999 1009.4  03.4  05.9 999.0 99.0
93 01 01 14 287 06.3 07.8 00.80 09.10 07.20 999 1010.3  02.8  05.9 999.0 99.0
93 01 01 15 304 12.4 15.2 00.80 09.10 05.80 999 1011.3  01.4  05.8 999.0 99.0
93 01 01 16 301 09.7 11.9 01.00 09.10 05.20 999 1012.4  00.4  05.8 999.0 99.0
93 01 01 17 307 11.8 14.7 00.90 09.10 04.90 999 1012.9 -00.4  05.8 999.0 99.0
93 01 01 18 317 10.5 13.4 00.90 09.10 04.90 999 1014.1 -01.7  05.9 999.0 99.0
93 01 01 19 318 10.4 12.8 00.90 10.00 04.50 999 1014.5 -02.6  05.9 999.0 99.0
93 01 01 20 315 08.5 11.7 00.80 10.00 04.70 999 1015.8 -02.6  05.9 999.0 99.0
93 01 01 21 324 08.9 12.2 00.70 10.00 04.50 999 1016.8 -03.6  05.8 999.0 99.0
93 01 01 22 307 09.8 12.1 00.60 03.80 04.10 999 1018.0 -04.3  05.8 999.0 99.0
93 01 01 23 322 07.3 09.3 00.60 03.70 04.10 999 1019.5 -05.0  05.7 999.0 99.0
93 01 02 00 312 08.7 11.9 00.60 03.60 04.00 999 1020.9 -05.7  05.6 999.0 99.0
93 01 02 01 331 06.9 09.4 00.50 10.00 04.00 999 1021.9 -06.5  05.7 999.0 99.0
93 01 02 02 339 05.4 07.3 00.50 09.10 04.30 999 1022.5 -07.0  05.7 999.0 99.0
93 01 02 03 350 05.4 07.6 00.50 10.00 04.20 999 1023.1 -07.4  05.8 999.0 99.0
93 01 02 04 345 05.1 07.2 00.40 03.70 04.00 999 1023.5 -07.7  05.7 999.0 99.0
93 01 02 05 332 04.7 06.5 00.40 03.70 04.00 999 1023.6 -08.3  05.7 999.0 99.0
93 01 02 06 297 06.0 08.3 00.40 03.70 04.10 999 1024.0 -08.5  05.7 999.0 99.0
93 01 02 07 297 04.1 05.9 00.30 10.00 04.80 999 1024.2 -08.4  05.7 999.0 99.0
93 01 02 08 262 06.4 08.7 00.30 09.10 04.70 999 1024.2 -07.7  05.7 999.0 99.0
93 01 02 10 270 08.6 11.4 00.50 03.70 04.00 999 1023.8 -07.2  05.7 999.0 99.0
93 01 02 11 273 07.2 10.2 00.50 04.30 04.10 999 1024.9 -07.1  05.6 999.0 99.0
93 01 02 12 266 08.1 09.4 00.40 03.70 04.00 999 1025.2 -06.6  05.6 999.0 99.0
93 01 02 13 296 06.1 07.9 00.40 04.50 04.30 999 1026.6 -06.5  05.6 999.0 99.0
93 01 02 14 305 05.3 08.0 00.40 04.20 04.30 999 1027.4 -05.7  05.6 999.0 99.0
93 01 02 15 330 09.6 12.0 00.30 04.00 03.90 999 1028.8 -06.1  05.6 999.0 99.0
93 01 02 16 336 11.5 14.1 00.60 03.70 03.70 999 1029.7 -06.6  05.6 999.0 99.0
93 01 02 17 326 12.1 14.3 00.70 03.80 03.80 999 1029.8 -06.4  05.6 999.0 99.0
93 01 02 18 342 10.0 13.3 00.60 03.80 03.80 999 1030.2 -06.7  05.6 999.0 99.0
93 01 02 19 338 07.6 10.2 00.50 03.70 03.60 999 1030.5 -06.5  05.7 999.0 99.0
93 01 02 20 347 07.1 08.9 00.40 03.60 03.70 999 1031.4 -06.3  05.6 999.0 99.0
93 01 02 21 335 07.8 10.0 00.40 03.70 03.70 999 1032.1 -06.3  05.6 999.0 99.0
93 01 02 22 334 08.0 11.1 00.30 03.40 03.70 999 1033.4 -06.3  05.6 999.0 99.0
93 01 02 23 333 09.1 10.6 00.30 03.40 03.70 999 1033.8 -06.4  05.6 999.0 99.0
93 01 03 00 342 07.3 09.6 00.30 03.20 03.50 999 1034.7 -06.5  05.6 999.0 99.0
93 01 03 01 335 07.8 10.2 00.30 03.00 03.50 999 1036.0 -07.0  05.6 999.0 99.0
93 01 03 02 345 08.1 10.7 00.30 03.20 03.40 999 1036.9 -07.7  05.6 999.0 99.0
93 01 03 03 355 09.9 12.5 00.40 03.40 03.50 999 1037.7 -08.3  05.6 999.0 99.0
93 01 03 04 005 07.5 09.2 00.30 03.40 03.50 999 1038.5 -08.9  05.6 999.0 99.0
93 01 03 05 345 06.2 07.8 00.30 03.30 03.80 999 1039.1 -09.0  05.6 999.0 99.0
93 01 03 06 006 06.2 07.7 00.30 03.30 03.90 999 1039.2 -09.2  05.6 999.0 99.0
93 01 03 07 005 05.8 07.3 00.30 10.00 04.00 999 1039.2 -09.0  05.5 999.0 99.0
93 01 03 08 354 04.6 06.5 00.30 03.40 03.90 999 1039.7 -09.0  05.5 999.0 99.0
93 01 03 09 004 04.1 05.7 00.20 03.40 04.10 999 1039.3 -09.1  05.5 999.0 99.0
93 01 03 10 031 04.4 05.9 00.20 11.10 04.50 999 1039.7 -08.7  05.5 999.0 99.0
93 01 03 11 035 02.5 03.9 00.20 09.10 04.70 999 1040.7 -08.1  05.5 999.0 99.0
93 01 03 12 067 02.5 04.0 00.20 10.00 04.60 999 1040.1 -07.8  05.5 999.0 99.0
93 01 03 13 060 01.8 03.2 00.20 10.00 04.60 999 1040.8 -07.4  05.5 999.0 99.0
93 01 03 14 078 01.3 02.8 00.20 09.10 04.80 999 1041.2 -06.9  05.5 999.0 99.0
93 01 03 15 098 02.4 03.5 00.30 10.00 05.40 999 1041.0 -05.9  05.5 999.0 99.0
93 01 03 16 170 03.6 05.0 00.20 10.00 05.30 999 1040.8 -04.2  05.5 999.0 99.0
93 01 03 17 167 04.6 06.1 00.30 09.10 05.80 999 1039.3 -03.4  05.1 999.0 99.0
93 01 03 18 227 05.0 09.4 00.30 09.10 04.60 999 1038.2 -02.1  05.1 999.0 99.0
93 01 03 19 284 02.8 03.6 00.30 09.10 04.10 999 1037.6 -03.5  04.9 999.0 99.0
93 01 03 20 224 05.0 06.8 00.40 03.40 04.00 999 1036.4 -02.4  05.5 999.0 99.0
93 01 03 21 192 09.5 12.1 00.50 03.60 03.90 999 1035.0 -00.6  05.5 999.0 99.0
93 01 03 22 192 09.8 11.4 00.80 04.20 04.10 999 1034.5  00.7  05.5 999.0 99.0
93 01 03 23 194 11.7 14.1 01.10 05.00 04.40 999 1033.4  01.3  05.5 999.0 99.0
93 01 04 00 186 12.5 14.5 01.20 05.30 04.60 999 1032.9  02.0  05.5 999.0 99.0
93 01 04 01 184 13.4 16.0 01.60 05.60 05.00 999 1031.5  02.7  05.5 999.0 99.0
93 01 04 02 185 14.2 17.0 01.80 06.20 05.20 999 1030.3  03.3  05.5 999.0 99.0
93 01 04 03 193 14.0 17.3 02.10 06.70 05.30 999 1029.7  03.9  05.5 999.0 99.0
93 01 04 04 194 14.6 17.2 02.20 07.10 05.50 999 1028.3  04.1  05.5 999.0 99.0
93 01 04 05 202 13.6 16.6 02.10 07.10 05.50 999 1027.3  04.6  05.5 999.0 99.0
93 01 04 06 201 12.8 15.4 02.10 07.10 05.50 999 1025.8  04.9  05.6 999.0 99.0
93 01 04 07 213 13.6 16.6 02.40 07.10 05.70 999 1025.2  05.2  05.6 999.0 99.0
93 01 04 08 212 11.7 13.7 02.00 07.10 05.30 999 1024.7  05.1  05.6 999.0 99.0
93 01 04 09 216 11.4 13.7 02.00 07.10 05.50 999 1022.8  05.4  05.7 999.0 99.0
93 01 04 10 214 10.3 12.5 01.80 06.70 05.30 999 1022.1  05.7  05.7 999.0 99.0
93 01 04 11 224 09.5 10.9 01.70 06.70 05.20 999 1022.2  05.9  05.5 999.0 99.0
93 01 04 12 220 08.8 10.2 01.60 07.10 05.40 999 1021.2  05.7  05.3 999.0 99.0
93 01 04 13 234 06.7 07.6 01.50 07.10 05.50 999 1021.9  05.4  05.2 999.0 99.0
93 01 04 14 212 08.7 10.1 01.40 07.10 05.50 999 1021.2  05.5  05.2 999.0 99.0
93 01 04 15 217 09.0 10.6 01.40 07.10 05.40 999 1021.3  05.9  05.1 999.0 99.0
93 01 04 16 223 08.9 10.2 01.50 07.10 05.60 999 1020.4  06.3  05.1 999.0 99.0
93 01 04 17 219 05.8 06.9 01.30 07.10 05.70 999 1019.6  06.5  05.1 999.0 99.0
93 01 04 18 207 07.4 08.5 01.40 07.10 05.70 999 1018.6  06.8  05.1 999.0 99.0
93 01 04 19 201 07.1 08.2 01.30 07.10 05.50 999 1017.4  07.2  05.1 999.0 99.0
93 01 04 20 210 06.3 07.5 01.40 07.70 05.50 999 1017.3  07.5  05.1 999.0 99.0
93 01 04 21 204 07.7 08.7 01.40 07.10 05.70 999 1016.4  07.7  05.1 999.0 99.0
93 01 04 22 207 08.5 09.7 01.40 07.70 05.60 999 1016.4  08.5  05.1 999.0 99.0
93 01 04 23 208 06.6 08.0 01.40 07.10 05.60 999 1016.6  07.9  05.1 999.0 99.0
93 01 05 00 191 09.6 10.8 01.30 07.10 05.30 999 1015.8  08.7  05.1 999.0 99.0
93 01 05 01 202 10.3 12.1 01.30 07.10 05.40 999 1015.1  08.7  05.1 999.0 99.0
93 01 05 02 194 08.7 10.2 01.50 07.10 05.50 999 1015.0  08.2  05.1 999.0 99.0
93 01 05 03 195 08.2 09.8 01.70 07.10 05.50 999 1014.9  08.1  05.1 999.0 99.0
93 01 05 04 191 09.2 10.7 01.70 07.10 05.50 999 1014.4  08.0  05.0 999.0 99.0
93 01 05 05 193 08.7 10.1 01.70 06.70 05.50 999 1014.0  07.9  04.9 999.0 99.0
93 01 05 06 187 08.8 10.0 01.50 06.70 05.50 999 1013.2  07.8  04.9 999.0 99.0
93 01 05 07 190 07.1 08.9 01.50 06.20 05.50 999 1012.7  07.9  04.9 999.0 99.0
93 01 05 08 183 11.0 13.4 01.50 07.10 05.20 999 1011.0  08.6  05.0 999.0 99.0
93 01 05 09 187 09.5 12.9 01.70 06.70 05.30 999 1009.6  08.6  05.0 999.0 99.0
93 01 05 10 185 07.9 11.8 01.60 06.70 05.40 999 1008.6  08.6  05.0 999.0 99.0
93 01 05 11 177 11.3 14.3 01.60 06.70 05.20 999 1007.1  09.1  05.0 999.0 99.0
