#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 12 31 23 50 308  3.0  5.2  0.28  3.45  3.25 217 1021.9  -4.1   5.5 -15.6 99.0 99.00
2015 01 01 00 50 239  4.3  5.8  0.21 99.00  3.82 999 1021.6  -3.6   5.5 -14.9 99.0 99.00
2015 01 01 01 50 240  6.9  8.4  0.25 99.00  2.97 999 1020.8  -3.3   5.5 -13.5 99.0 99.00
2015 01 01 02 50 247  8.6 11.2  0.37  2.94  2.96 231 1020.3  -3.2   5.4 -11.6 99.0 99.00
2015 01 01 03 50 252  8.1 10.9  0.61  3.85  3.27 205 1019.6  -3.1   5.7 -11.4 99.0 99.00
2015 01 01 04 50 244  7.9 10.2  0.57  3.85  3.32 203 1018.7  -3.6   6.0 -12.1 99.0 99.00
2015 01 01 05 50 240 10.3 12.9  0.67  3.85  3.45 201 1017.5  -3.1   6.2 -12.3 99.0 99.00
2015 01 01 06 50 226 10.0 13.4  0.84  4.35  3.62 202 1016.3  -2.5   6.5 -12.0 99.0 99.00
2015 01 01 07 50 236 10.1 13.5  0.86  4.00  3.54 210 1015.7  -2.4   6.7 -12.6 99.0 99.00
2015 01 01 08 50 237 12.0 14.7  0.96  4.55  3.67 204 1014.5  -2.3   6.7 -11.4 99.0 99.00
2015 01 01 09 50 245 11.2 13.6  1.06  4.35  3.74 210 1014.0  -2.8   6.7 -10.6 99.0 99.00
2015 01 01 10 50 248 11.1 13.7  1.03  4.76  3.84 205 1014.1  -3.3   6.6  -9.8 99.0 99.00
2015 01 01 11 50 259 12.0 14.4  1.01  4.76  3.71 213 1014.4  -3.9   6.5  -9.7 99.0 99.00
2015 01 01 12 50 263  9.7 12.1  1.00  5.26  3.80 205 1014.7  -3.8   6.6  -9.5 99.0 99.00
2015 01 01 13 50 259 10.0 12.1  0.91  5.26  3.85 202 1015.5  -3.4   6.7  -9.7 99.0 99.00
2015 01 01 14 50 259  9.8 12.8  1.05  5.26  3.89 206 1015.9  -3.5   6.8 -10.8 99.0 99.00
2015 01 01 15 50 262  7.8  9.8  0.94  5.56  3.97 192 1014.6  -3.1   7.0 -11.3 99.0 99.00
2015 01 01 16 50 243  9.4 11.9  0.83  5.00  4.09 198 1013.7  -2.2   7.3 -10.8 99.0 99.00
2015 01 01 17 50 244 11.0 13.2  0.90  5.26  3.80 206 1013.5  -1.7   7.6 -11.1 99.0 99.00
2015 01 01 18 50 239  7.9 11.8  0.91  5.26  3.97 197 1012.6  -1.2   7.8 -11.7 99.0 99.00
2015 01 01 19 50 238  8.0 10.3  0.86  5.26  4.01 195 1012.3  -0.4   7.5 -10.8 99.0 99.00
2015 01 01 20 50 232  8.8 10.9  0.90  4.76  3.83 202 1011.5  -0.2   7.4 -10.3 99.0 99.00
2015 01 01 21 50 220  9.3 12.1  0.80  5.26  3.73 193 1010.9   0.5   7.4  -9.4 99.0 99.00
