YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 02 11 00 288  4.3  5.2   .43  2.63  3.55 999 1016.4   2.8 999.0 999.0 99.0
1999 02 11 01 289  3.3  4.0   .39 11.11  3.93 999 1017.2   2.3 999.0 999.0 99.0
1999 02 11 02 328  4.0  4.7   .39 11.11  4.27 999 1017.6   1.9 999.0 999.0 99.0
1999 02 11 03 343  4.7  5.3   .33  9.09  4.35 999 1017.9   1.4 999.0 999.0 99.0
1999 02 11 04 345  4.9  5.8   .35 11.11  4.08 999 1018.3   1.2 999.0 999.0 99.0
1999 02 11 05 327  4.4  5.2   .32 11.11  3.90 999 1019.1    .9 999.0 999.0 99.0
1999 02 11 06 311  4.1  5.2   .31 11.11  4.07 999 1019.4    .5 999.0 999.0 99.0
1999 02 11 07 304  4.8  5.7   .32 11.11  4.27 999 1020.3    .4 999.0 999.0 99.0
1999 02 11 08 311  5.2  6.4   .28 11.11  4.25 999 1020.7    .3 999.0 999.0 99.0
1999 02 11 09 311  4.3  5.1   .28 11.11  4.38 999 1021.4    .1 999.0 999.0 99.0
1999 02 11 10 351  3.4  4.3   .26 12.50  4.27 999 1022.3   -.3 999.0 999.0 99.0
1999 02 11 11 314  3.7  4.5   .28 11.11  3.82 999 1023.1   -.2 999.0 999.0 99.0
1999 02 11 12 310  3.1  3.8   .29 11.11  4.60 999 1024.2   -.5 999.0 999.0 99.0
1999 02 11 13 292  4.2  5.4   .25 11.11  5.06 999 1025.5   -.5 999.0 999.0 99.0
1999 02 11 14 317  3.2  4.0   .25 11.11  5.28 999 1025.8   -.8 999.0 999.0 99.0
1999 02 11 15 323  3.7  4.4   .23 10.00  5.32 999 1025.9   -.3 999.0 999.0 99.0
1999 02 11 16 340  2.1  2.9   .22 11.11  5.31 999 1026.3    .8 999.0 999.0 99.0
1999 02 11 17 242  2.5  3.4   .26 11.11  5.25 999 1025.8    .8 999.0 999.0 99.0
1999 02 11 18 261  2.5  3.4   .24 11.11  4.94 999 1025.4   1.6 999.0 999.0 99.0
1999 02 11 19 354  1.7  2.4   .23 11.11  5.14 999 1025.0   2.4 999.0 999.0 99.0
1999 02 11 20   1  3.3  3.7   .24 11.11  5.46 999 1024.5   2.6 999.0 999.0 99.0
1999 02 11 21  91  1.8  2.3   .22 12.50  4.94 999 1024.6   2.3 999.0 999.0 99.0
1999 02 11 22 134  2.0  2.4   .22 11.11  5.08 999 1024.4   2.0 999.0 999.0 99.0
1999 02 11 23 155  3.1  3.7   .20 11.11  5.55 999 1024.1   1.7 999.0 999.0 99.0
1999 02 12 00 172  4.8  5.2   .22  8.33  5.73 999 1024.3   2.1 999.0 999.0 99.0
1999 02 12 01 163  4.4  5.0   .21 11.11  5.86 999 1024.1   2.2 999.0 999.0 99.0
1999 02 12 02 163  5.4  6.1   .22  6.67  5.25 999 1023.9   2.6 999.0 999.0 99.0
1999 02 12 03 169  5.9  6.9   .29  2.63  3.53 999 1023.6   2.9 999.0 999.0 99.0
1999 02 12 04 165  6.0  7.0   .49  3.03  3.31 999 1023.0   3.1 999.0 999.0 99.0
1999 02 12 05 177  6.3  7.6   .64  3.70  3.59 999 1022.4   3.4 999.0 999.0 99.0
1999 02 12 06 171  6.2  7.1   .89  4.35  3.82 999 1021.6   3.5 999.0 999.0 99.0
1999 02 12 07 183  5.3  6.7  1.12  5.00  4.21 999 1020.9   3.5 999.0 999.0 99.0
1999 02 12 08 190  7.7  9.3  1.34  5.00  4.53 999 1019.3   3.5 999.0 999.0 99.0
1999 02 12 09 181  6.5  7.3  1.38  5.56  4.60 999 1018.3   3.6 999.0 999.0 99.0
1999 02 12 10 180  7.2  8.1  1.30  5.56  4.47 999 1017.7   3.8 999.0 999.0 99.0
1999 02 12 11 183  6.0  6.7  1.24  5.56  4.61 999 1017.1   3.7 999.0 999.0 99.0
1999 02 12 12 167  6.3  7.4  1.08  5.88  4.48 999 1016.1   3.8 999.0 999.0 99.0
1999 02 12 13 171  6.6  7.5  1.13  5.56  4.58 999 1015.4   4.2 999.0 999.0 99.0
1999 02 12 14 170  6.8  7.8  1.08  5.56  4.43 999 1014.6   4.6 999.0 999.0 99.0
1999 02 12 15 168  5.3  6.0  1.13  5.56  4.66 999 1013.7   4.3 999.0 999.0 99.0
1999 02 12 16 176  7.1  8.3  1.21  5.56  4.64 999 1013.1   4.8 999.0 999.0 99.0
1999 02 12 17 176  6.0  6.8  1.22  5.56  4.65 999 1012.0   4.4 999.0 999.0 99.0
1999 02 12 18 184  3.6  4.3  1.30  5.56  4.78 999 1011.0   4.3 999.0 999.0 99.0
1999 02 12 19 182  3.6  4.2  1.26  5.88  4.85 999 1010.0   4.6 999.0 999.0 99.0
1999 02 12 20 174  8.0  9.6  1.35  5.88  4.74 999 1008.7   5.6 999.0 999.0 99.0
1999 02 12 21 176  7.6  8.9  1.46  6.25  4.72 999 1008.1   5.8 999.0 999.0 99.0
1999 02 12 22 180  9.5 11.0  1.56  5.88  4.59 999 1007.6   6.3 999.0 999.0 99.0
1999 02 12 23 177  7.5  8.6  1.40  6.25  4.65 999 1007.2   6.0 999.0 999.0 99.0
1999 02 13 00 170  8.1  8.9  1.41  6.25  4.59 999 1006.5   6.0 999.0 999.0 99.0
1999 02 13 01 162  8.8  9.7  1.39  6.25  4.62 999 1005.3   6.1 999.0 999.0 99.0
1999 02 13 02 162  9.4 11.2  1.41  6.25  4.59 999 1004.3   6.2 999.0 999.0 99.0
1999 02 13 03 168  8.7 11.2  1.57  6.67  4.81 999 1003.4   6.4 999.0 999.0 99.0
1999 02 13 04 167 10.1 11.3  1.63  6.25  4.75 999 1001.6   6.3 999.0 999.0 99.0
1999 02 13 05 170 11.2 13.4  2.08  6.67  5.21 999 1000.2   7.0 999.0 999.0 99.0
1999 02 13 06 239  6.8  9.2  2.12  7.14  5.44 999 1001.9   5.9 999.0 999.0 99.0
1999 02 13 07 252  8.7 10.6  2.09  7.14  5.64 999 1002.8   5.1 999.0 999.0 99.0
1999 02 13 08 345  5.9  7.7  1.95  7.69  5.84 999 1003.5   4.2 999.0 999.0 99.0
1999 02 13 09 350  3.1  5.4  1.91  7.69  5.84 999 1004.3   3.7 999.0 999.0 99.0
1999 02 13 10 266  4.0  5.4  1.94  7.69  6.22 999 1005.6   3.5 999.0 999.0 99.0
1999 02 13 11 265  4.9  6.1  1.74  7.69  6.06 999 1006.3   3.1 999.0 999.0 99.0
1999 02 13 12 259  6.7  8.1  1.74  8.33  6.31 999 1007.3   2.9 999.0 999.0 99.0
1999 02 13 13 263  7.1  8.8  1.69  8.33  6.35 999 1008.5   2.7 999.0 999.0 99.0
1999 02 13 14 263  7.9  9.6  1.43  8.33  5.84 999 1009.3   2.6 999.0 999.0 99.0
1999 02 13 15 249  7.0  8.2  1.37  7.14  5.83 999 1010.3   2.6 999.0 999.0 99.0
1999 02 13 16 258  8.0  9.5  1.26  8.33  5.90 999 1010.6   2.9 999.0 999.0 99.0
1999 02 13 17 253  8.0  9.8  1.17  7.69  5.31 999 1010.8   3.0 999.0 999.0 99.0
1999 02 13 18 249  6.0  7.5  1.15  7.69  5.60 999 1010.9   3.4 999.0 999.0 99.0
1999 02 13 19 231  3.6  4.3  1.01  7.69  5.65 999 1011.0   3.9 999.0 999.0 99.0
1999 02 13 20 197  5.2  6.7   .97  7.69  5.84 999 1011.3   3.8 999.0 999.0 99.0
1999 02 13 21 211  5.0  6.7   .96  7.14  5.55 999 1011.8   3.6 999.0 999.0 99.0
1999 02 13 22 245  7.8  9.5  1.07  8.33  5.72 999 1012.5   4.1 999.0 999.0 99.0
1999 02 13 23 269  6.5  7.7  1.08  7.69  5.58 999 1014.0   3.6 999.0 999.0 99.0
1999 02 14 00 282  6.3  7.3  1.07  9.09  6.28 999 1014.5   2.7 999.0 999.0 99.0
1999 02 14 01 285  7.5  9.5   .92  9.09  6.25 999 1015.2   1.6 999.0 999.0 99.0
1999 02 14 02 275  6.6  7.9  1.04  9.09  6.79 999 1016.0   1.0 999.0 999.0 99.0
1999 02 14 03 307  5.4  6.8   .91  9.09  6.71 999 1016.6    .3 999.0 999.0 99.0
1999 02 14 04 342  7.4  9.2   .94  9.09  7.47 999 1016.5    .3 999.0 999.0 99.0
1999 02 14 05 340  6.5  7.9   .96 10.00  6.62 999 1017.1    .0 999.0 999.0 99.0
1999 02 14 06 360  6.7  8.1   .99 10.00  6.10 999 1017.1   -.5 999.0 999.0 99.0
1999 02 14 07   4  9.3 11.3   .98  9.09  4.99 999 1016.8   -.9 999.0 999.0 99.0
1999 02 14 08 351  8.5 10.2  1.20  9.09  4.96 999 1017.2  -1.3 999.0 999.0 99.0
1999 02 14 09 355  7.9  9.3  1.08 10.00  4.91 999 1018.1  -1.6 999.0 999.0 99.0
1999 02 14 10 348  8.9 11.3  1.02 10.00  5.05 999 1018.5  -1.7 999.0 999.0 99.0
1999 02 14 11 355  8.9 10.9  1.00  9.09  4.66 999 1018.7  -2.2 999.0 999.0 99.0
1999 02 14 12 349  9.8 11.6  1.11  9.09  4.30 999 1019.1  -2.4 999.0 999.0 99.0
1999 02 14 13 348  9.3 11.2  1.08  8.33  4.21 999 1020.0  -2.9 999.0 999.0 99.0
1999 02 14 14 355 10.0 11.8  1.07 10.00  4.20 999 1019.8  -3.0 999.0 999.0 99.0
1999 02 14 15 349  9.5 11.5  1.03 10.00  4.16 999 1020.0  -2.8 999.0 999.0 99.0
1999 02 14 16 347  9.8 11.5   .99  3.33  3.93 999 1019.9  -2.5 999.0 999.0 99.0
1999 02 14 17 347 10.1 12.6   .97  3.57  3.98 999 1019.4  -2.3 999.0 999.0 99.0
1999 02 14 18 343  9.0 11.0   .93 10.00  4.00 999 1019.3  -2.1 999.0 999.0 99.0
1999 02 14 19 346  7.9  9.8   .83 10.00  4.30 999 1019.6  -1.7 999.0 999.0 99.0
1999 02 14 20 342  7.8  9.4   .77  9.09  4.29 999 1019.9  -1.4 999.0 999.0 99.0
1999 02 14 21 336  7.8  9.5   .79  9.09  4.36 999 1020.0  -1.3 999.0 999.0 99.0
1999 02 14 22 329  8.1  9.8   .76  9.09  4.33 999 1020.2  -1.6 999.0 999.0 99.0
1999 02 14 23 331  8.1 10.0   .77  9.09  4.28 999 1021.0  -2.1 999.0 999.0 99.0
1999 02 15 00 330  9.9 11.7   .84 10.00  4.06 999 1021.6  -3.3 999.0 999.0 99.0
1999 02 15 01 332 10.1 12.2   .87  3.45  3.93 999 1022.1  -4.1 999.0 999.0 99.0
1999 02 15 02 337 10.1 12.0   .84  3.33  3.71 999 1022.5  -5.0 999.0 999.0 99.0
1999 02 15 03 343 10.3 12.2   .94  3.45  3.59 999 1022.3  -5.4 999.0 999.0 99.0
1999 02 15 04 336 10.2 12.7   .88  3.33  3.67 999 1022.2  -6.0 999.0 999.0 99.0
1999 02 15 05 341  9.2 11.0   .87  3.33  3.59 999 1022.4  -6.3 999.0 999.0 99.0
1999 02 15 06 334  9.1 10.9   .79  2.94  3.61 999 1022.5  -6.5 999.0 999.0 99.0
1999 02 15 07 338  8.7 10.8   .72  3.03  3.66 999 1022.6  -6.6 999.0 999.0 99.0
1999 02 15 08 340  8.1 10.0   .81  3.12  3.76 999 1022.6  -7.0 999.0 999.0 99.0
1999 02 15 09 348  8.5 10.4   .71  9.09  3.86 999 1022.7  -6.9 999.0 999.0 99.0
1999 02 15 10 334  7.4  9.0   .72  3.03  3.88 999 1023.3  -7.5 999.0 999.0 99.0
1999 02 15 11 349  6.9  9.1   .70  4.35  3.97 999 1023.5  -7.2 999.0 999.0 99.0
1999 02 15 12 340  7.3  8.8   .79  3.03  4.02 999 1023.7  -6.8 999.0 999.0 99.0
1999 02 15 13 359  6.7  8.5   .73  6.25  4.18 999 1024.0  -6.3 999.0 999.0 99.0
1999 02 15 14   4  4.3  5.9   .62  5.88  4.20 999 1023.8  -6.3 999.0 999.0 99.0
1999 02 15 15 345  3.4  4.7   .59  5.88  4.28 999 1023.9  -6.0 999.0 999.0 99.0
1999 02 15 16 341  2.8  3.7   .54  5.26  4.34 999 1023.7  -5.0 999.0 999.0 99.0
1999 02 15 17 266   .5  1.1   .51  5.26  4.69 999 1022.9  -3.4 999.0 999.0 99.0
1999 02 15 18 186  2.5  3.4   .49 10.00  5.10 999 1021.7  -3.3 999.0 999.0 99.0
1999 02 15 19 189  3.7  4.9   .53  9.09  5.20 999 1021.2  -2.4 999.0 999.0 99.0
1999 02 15 20 183  4.4  5.6   .53 10.00  5.43 999 1020.6  -1.9 999.0 999.0 99.0
1999 02 15 21 191  4.9  5.9   .56 10.00  6.01 999 1020.4  -1.1 999.0 999.0 99.0
1999 02 15 22 189  5.1  6.2   .63 10.00  6.37 999 1020.3   -.7 999.0 999.0 99.0
1999 02 15 23 190  5.7  6.7   .67 10.00  5.71 999 1020.5   -.1 999.0 999.0 99.0
1999 02 16 00 187  5.9  6.6   .68  8.33  5.26 999 1020.5    .6 999.0 999.0 99.0
1999 02 16 01 201  5.2  5.9   .74 10.00  4.85 999 1020.9    .8 999.0 999.0 99.0
1999 02 16 02 203  5.3  6.0   .75 10.00  4.59 999 1021.0   1.2 999.0 999.0 99.0
1999 02 16 03 210  5.2  6.2   .75  9.09  5.17 999 1021.1   1.8 999.0 999.0 99.0
1999 02 16 04 235  3.9  4.6   .74 10.00  5.08 999 1021.1   1.4 999.0 999.0 99.0
1999 02 16 05 261  2.3  2.7   .70  9.09  5.02 999 1020.6    .6 999.0 999.0 99.0
1999 02 16 06 282  1.7  2.2   .73 11.11  5.26 999 1020.6   -.2 999.0 999.0 99.0
1999 02 16 07 301  2.1  2.6   .64 10.00  4.98 999 1020.6   -.4 999.0 999.0 99.0
1999 02 16 08 320  3.3  3.8   .67 10.00  5.60 999 1020.8   -.4 999.0 999.0 99.0
1999 02 16 09 342  5.7  6.5   .66 10.00  5.70 999 1020.8   -.4 999.0 999.0 99.0
1999 02 16 10   5  5.4  6.4   .66  9.09  6.09 999 1021.0   -.3 999.0 999.0 99.0
1999 02 16 11  44  5.7  6.6   .70 11.11  5.68 999 1021.0    .2 999.0 999.0 99.0
1999 02 16 12  32  5.8  6.7   .62  9.09  5.12 999 1021.7   -.2 999.0 999.0 99.0
1999 02 16 13  44  6.8  7.8   .67 10.00  4.62 999 1022.1    .1 999.0 999.0 99.0
1999 02 16 14  32  5.8  6.9   .69 11.11  4.58 999 1022.6    .1 999.0 999.0 99.0
1999 02 16 15  37  5.5  6.3   .62  7.69  4.55 999 1022.9    .1 999.0 999.0 99.0
1999 02 16 16  37  4.1  5.1   .55 10.00  4.64 999 1022.9    .1 999.0 999.0 99.0
1999 02 16 17  32  2.6  3.3   .52 11.11  5.21 999 1022.5    .5 999.0 999.0 99.0
1999 02 16 18  95  2.0  2.9   .50 11.11  5.02 999 1021.8    .7 999.0 999.0 99.0
1999 02 16 19 106  1.7  2.5   .59 10.00  5.54 999 1021.3    .9 999.0 999.0 99.0
1999 02 16 20 117  2.4  3.0   .56 10.00  5.38 999 1021.0   1.1 999.0 999.0 99.0
1999 02 16 21 136  2.0  2.6   .61 11.11  6.51 999 1021.0   1.0 999.0 999.0 99.0
1999 02 16 22 153  2.2  2.7   .62 11.11  6.77 999 1021.4   1.1 999.0 999.0 99.0
1999 02 16 23 127  2.1  2.7   .66  9.09  7.22 999 1021.5   1.3 999.0 999.0 99.0
1999 02 17 00 136  2.6  3.1   .67  9.09  7.43 999 1022.0   1.5 999.0 999.0 99.0
1999 02 17 01 142  2.7  3.2   .69  9.09  7.46 999 1022.0   1.7 999.0 999.0 99.0
1999 02 17 02  93  2.2  2.7   .64 11.11  7.57 999 1021.7   1.8 999.0 999.0 99.0
1999 02 17 03  65  2.4  2.8   .58 11.11  7.22 999 1021.9   1.7 999.0 999.0 99.0
1999 02 17 04  62  3.1  3.5   .56 11.11  7.17 999 1021.8   1.6 999.0 999.0 99.0
1999 02 17 05  30  3.0  3.5   .60 11.11  7.46 999 1021.4   1.5 999.0 999.0 99.0
1999 02 17 06  48  3.4  4.0   .54 11.11  7.01 999 1021.7   1.3 999.0 999.0 99.0
1999 02 17 07  49  4.0  4.6   .55 10.00  7.29 999 1021.7   1.1 999.0 999.0 99.0
1999 02 17 08  27  4.6  5.4   .58 11.11  7.82 999 1021.6   1.0 999.0 999.0 99.0
1999 02 17 09  24  4.5  5.3   .59 10.00  7.68 999 1022.1    .9 999.0 999.0 99.0
1999 02 17 10  37  4.7  5.5   .65 10.00  7.32 999 1022.0    .9 999.0 999.0 99.0
1999 02 17 11  41  5.4  6.1   .62 10.00  7.20 999 1022.0    .8 999.0 999.0 99.0
1999 02 17 12  34  6.5  7.5   .69 10.00  6.48 999 1022.1    .8 999.0 999.0 99.0
1999 02 17 13  33  7.3  8.6   .72 10.00  4.24 999 1022.2    .0 999.0 999.0 99.0
1999 02 17 14  36  7.0  8.3   .82 10.00  4.38 999 1022.5    .0 999.0 999.0 99.0
1999 02 17 15  56  8.3  9.7   .89  3.70  4.02 999 1021.7    .6 999.0 999.0 99.0
1999 02 17 16  65  8.5  9.8   .90  4.00  4.04 999 1021.4   1.0 999.0 999.0 99.0
1999 02 17 17  66  8.3  9.4   .93  4.35  3.94 999 1021.2   1.2 999.0 999.0 99.0
1999 02 17 18  65  7.8  8.9  1.06  4.55  4.12 999 1021.2   1.6 999.0 999.0 99.0
1999 02 17 19  70  7.8  9.3  1.04  4.55  4.22 999 1020.2   2.2 999.0 999.0 99.0
1999 02 17 20  95  7.2  8.4   .93  4.35  4.30 999 1019.9   3.2 999.0 999.0 99.0
1999 02 17 21 104  7.2  8.6  1.03  4.35  4.24 999 1020.1   3.2 999.0 999.0 99.0
1999 02 17 22 100  7.9  9.1  1.08  4.00  4.18 999 1020.0   3.1 999.0 999.0 99.0
1999 02 17 23 101  7.8  9.8  1.33  5.00  4.44 999 1019.9   3.1 999.0 999.0 99.0
1999 02 18 00 102  7.8  9.3  1.63  5.56  4.79 999 1019.9   3.1 999.0 999.0 99.0
1999 02 18 01  96  8.4 10.3  1.61  5.56  4.85 999 1019.2   3.0 999.0 999.0 99.0
1999 02 18 02 100  7.5  9.0  1.90  5.88  5.22 999 1018.9   3.1 999.0 999.0 99.0
1999 02 18 03  97  6.8  8.5  1.77  5.56  5.05 999 1018.3   3.1 999.0 999.0 99.0
1999 02 18 04  88  5.7  7.1  1.96  6.25  5.35 999 1017.9   3.0 999.0 999.0 99.0
1999 02 18 05  81  6.2  7.7  2.12  6.67  5.38 999 1016.7   2.8 999.0 999.0 99.0
1999 02 18 06  54  5.0  5.8  2.06  6.67  5.45 999 1016.1   2.9 999.0 999.0 99.0
1999 02 18 07  20  5.4  6.6  2.32  6.67  5.56 999 1016.3   2.6 999.0 999.0 99.0
1999 02 18 08  17  7.1  8.3  2.19  7.14  5.72 999 1015.3   1.5 999.0 999.0 99.0
1999 02 18 09  15  7.9  9.7  2.25  7.69  5.78 999 1014.7   1.5 999.0 999.0 99.0
1999 02 18 10   7  8.6  9.8  2.24  7.14  5.74 999 1014.5   1.3 999.0 999.0 99.0
1999 02 18 11   3  9.4 10.6  2.13  7.14  5.68 999 1014.0   1.2 999.0 999.0 99.0
1999 02 18 12 359  9.5 10.9  2.16  7.69  5.69 999 1013.8   1.1 999.0 999.0 99.0
1999 02 18 13 358  9.0 10.3  2.16  7.69  5.95 999 1013.5   1.2 999.0 999.0 99.0
1999 02 18 14 346  8.2  9.4  2.35  7.69  6.02 999 1012.7   1.2 999.0 999.0 99.0
1999 02 18 15 345  7.7  9.1  2.20  7.69  6.14 999 1012.3   1.0 999.0 999.0 99.0
1999 02 18 16 339  7.7  9.0  1.90  7.69  5.83 999 1011.8   1.1 999.0 999.0 99.0
1999 02 18 17 344  8.7 10.3  1.88  7.69  5.84 999 1010.6   1.0 999.0 999.0 99.0
1999 02 18 18 349  7.9  9.2  1.65  7.69  5.56 999 1009.6   1.1 999.0 999.0 99.0
1999 02 18 19 354  8.7 10.3  1.57  7.69  5.49 999 1008.5   1.2 999.0 999.0 99.0
1999 02 18 20 339  7.3  9.3  1.52  7.69  5.60 999 1009.3   1.3 999.0 999.0 99.0
1999 02 18 21 339  7.0  8.2  1.53  7.69  5.92 999 1009.4   1.3 999.0 999.0 99.0
1999 02 18 22 340  7.6  8.7  1.29  7.14  5.99 999 1009.1   1.4 999.0 999.0 99.0
1999 02 18 23 349  7.7  8.7  1.33  7.69  5.88 999 1008.9   1.4 999.0 999.0 99.0
1999 02 19 00 356  6.2  7.5  1.26  7.69  5.86 999 1008.8   1.3 999.0 999.0 99.0
1999 02 19 01 325  7.8  9.6  1.43  7.69  6.23 999 1009.7   1.4 999.0 999.0 99.0
1999 02 19 02 349  6.7  8.1  1.31  7.69  5.85 999 1009.9   1.3 999.0 999.0 99.0
1999 02 19 03 329  5.3  6.7  1.31  7.69  6.17 999 1011.0   1.4 999.0 999.0 99.0
1999 02 19 04 306  4.1  4.9  1.25  7.14  6.09 999 1010.9   1.2 999.0 999.0 99.0
1999 02 19 05 317  4.2  4.8  1.09  7.14  6.38 999 1010.6   1.1 999.0 999.0 99.0
1999 02 19 06 334  4.4  5.1  1.03  6.67  6.44 999 1010.7   1.5 999.0 999.0 99.0
1999 02 19 07 339  6.0  7.1  1.09  7.14  6.54 999 1010.7   1.9 999.0 999.0 99.0
1999 02 19 08 344  6.1  7.4  1.00  6.67  6.37 999 1010.8   1.8 999.0 999.0 99.0
1999 02 19 09 337  7.1  8.8  1.17  7.14  6.70 999 1011.2   1.9 999.0 999.0 99.0
1999 02 19 10 335  6.1  6.9  1.11  6.25  6.60 999 1011.8   1.5 999.0 999.0 99.0
1999 02 19 11 335  6.8  7.9  1.28  7.69  7.20 999 1012.7   1.4 999.0 999.0 99.0
1999 02 19 12 340  7.8  9.0  1.33 10.00  7.40 999 1013.0   1.0 999.0 999.0 99.0
1999 02 19 13 349  6.2  7.3  1.32  9.09  6.84 999 1013.9    .7 999.0 999.0 99.0
1999 02 19 14 351  7.4  8.5  1.34  8.33  6.98 999 1014.2    .8 999.0 999.0 99.0
1999 02 19 15 348  6.6  7.8  1.39  8.33  6.64 999 1014.2   1.0 999.0 999.0 99.0
1999 02 19 16 337  5.4  6.5  1.38 10.00  6.93 999 1013.9   1.2 999.0 999.0 99.0
1999 02 19 17 346  5.8  6.8  1.24 11.11  7.02 999 1013.3   1.3 999.0 999.0 99.0
1999 02 19 18 333  5.2  6.0  1.26  7.69  7.39 999 1013.1   1.3 999.0 999.0 99.0
1999 02 19 19 335  4.8  5.6  1.14 10.00  7.04 999 1013.4   1.5 999.0 999.0 99.0
1999 02 19 20 340  4.0  4.6  1.07 11.11  7.16 999 1013.8   1.9 999.0 999.0 99.0
1999 02 19 21 331  3.6  4.3  1.14 10.00  7.17 999 1013.8   2.1 999.0 999.0 99.0
1999 02 19 22 334  3.1  3.9  1.27 11.11  7.57 999 1014.1   2.3 999.0 999.0 99.0
1999 02 19 23 323  2.3  3.0  1.39 10.00  8.24 999 1014.6   2.2 999.0 999.0 99.0
1999 02 20 00 316  2.2  3.1  1.44 10.00  8.32 999 1014.9   2.2 999.0 999.0 99.0
1999 02 20 01 333  2.4  3.0  1.54 10.00  8.47 999 1015.1   2.1 999.0 999.0 99.0
1999 02 20 02 359  5.1  6.1  1.26 10.00  8.08 999 1014.5   1.9 999.0 999.0 99.0
1999 02 20 03  24  7.1  8.6  1.30 10.00  7.66 999 1013.7   1.6 999.0 999.0 99.0
1999 02 20 04  16  8.2  9.6  1.35 10.00  6.59 999 1013.1   1.1 999.0 999.0 99.0
1999 02 20 05  21  8.4 10.3  1.36 11.11  5.68 999 1013.3    .7 999.0 999.0 99.0
1999 02 20 06  27  8.2  9.3  1.29 10.00  5.25 999 1013.5    .1 999.0 999.0 99.0
1999 02 20 07  27  8.9 10.8  1.28 10.00  4.95 999 1013.0   -.3 999.0 999.0 99.0
1999 02 20 08  15  9.8 11.6  1.44 11.11  4.79 999 1012.3   -.5 999.0 999.0 99.0
1999 02 20 09   6  9.0 10.5  1.39 11.11  4.66 999 1012.3   -.3 999.0 999.0 99.0
1999 02 20 10   4  9.8 12.3  1.34 10.00  4.93 999 1012.0   -.4 999.0 999.0 99.0
1999 02 20 11   5 10.0 11.7  1.43 10.00  5.18 999 1012.1   -.4 999.0 999.0 99.0
1999 02 20 12  10  9.4 10.9  1.36 10.00  4.97 999 1012.4   -.4 999.0 999.0 99.0
1999 02 20 13   8 10.1 11.9  1.49 10.00  5.50 999 1012.4   -.4 999.0 999.0 99.0
1999 02 20 14 358 10.0 12.6  1.56 10.00  5.45 999 1012.1   -.6 999.0 999.0 99.0
1999 02 20 15 359  9.8 12.2  1.73  9.09  5.44 999 1011.5   -.6 999.0 999.0 99.0
1999 02 20 16 356 10.1 13.2  1.78  8.33  5.39 999 1010.8   -.5 999.0 999.0 99.0
1999 02 20 17 355 10.7 12.5  1.61  7.69  5.30 999 1009.9   -.4 999.0 999.0 99.0
1999 02 20 18 359 10.5 12.5  1.49  7.14  5.07 999 1008.9   -.1 999.0 999.0 99.0
1999 02 20 19 349  9.1 10.9  1.62  7.69  5.17 999 1008.9    .1 999.0 999.0 99.0
1999 02 20 20 349  8.8 11.1  1.56  8.33  5.16 999 1009.1    .9 999.0 999.0 99.0
1999 02 20 21 358  8.3  9.6  1.40  8.33  5.31 999 1009.9   1.1 999.0 999.0 99.0
1999 02 20 22 360  7.6  8.9  1.32  9.09  5.46 999 1010.2   1.3 999.0 999.0 99.0
1999 02 20 23 354  9.0 10.7  1.25 11.11  5.41 999 1010.2   1.3 999.0 999.0 99.0
1999 02 21 00 358  9.1 11.8  1.25 10.00  5.27 999 1010.6   1.0 999.0 999.0 99.0
1999 02 21 01   4  9.4 11.3  1.32  9.09  5.50 999 1010.6    .9 999.0 999.0 99.0
1999 02 21 02   8 10.6 12.6  1.35  9.09  5.17 999 1010.6    .7 999.0 999.0 99.0
1999 02 21 03   9 10.5 12.2  1.56  9.09  5.50 999 1010.6    .4 999.0 999.0 99.0
1999 02 21 04  14 11.1 12.7  1.58  7.69  5.40 999 1010.5    .2 999.0 999.0 99.0
1999 02 21 05   9  9.4 11.7  1.70 10.00  5.60 999 1010.2   -.1 999.0 999.0 99.0
1999 02 21 06   6 10.3 12.0  1.57  8.33  5.30 999 1009.9   -.7 999.0 999.0 99.0
1999 02 21 07   8  8.8 10.7  1.49 10.00  5.37 999 1010.1   -.9 999.0 999.0 99.0
1999 02 21 08 356  8.9 11.4  1.48  8.33  5.38 999 1009.9  -1.6 999.0 999.0 99.0
1999 02 21 09 358  9.5 11.0  1.43  9.09  5.38 999 1010.2  -2.1 999.0 999.0 99.0
1999 02 21 10 358 10.7 12.9  1.44 10.00  5.06 999 1010.3  -2.5 999.0 999.0 99.0
1999 02 21 11 357 10.1 11.9  1.43 10.00  5.06 999 1011.0  -2.7 999.0 999.0 99.0
1999 02 21 12 343 10.7 12.7  1.50 10.00  5.42 999 1011.5  -3.0 999.0 999.0 99.0
1999 02 21 13 354 10.5 13.0  1.42 11.11  5.41 999 1012.1  -3.3 999.0 999.0 99.0
1999 02 21 14 344  8.8 10.9  1.54 11.11  5.93 999 1012.5  -3.4 999.0 999.0 99.0
1999 02 21 15 355  7.3  9.4  1.31  9.09  6.08 999 1012.7  -2.9 999.0 999.0 99.0
1999 02 21 16 348  6.1  7.7  1.14 10.00  5.99 999 1012.7  -2.4 999.0 999.0 99.0
1999 02 21 17 349  5.1  6.1  1.07  9.09  5.97 999 1012.1  -1.7 999.0 999.0 99.0
1999 02 21 18 351  5.1  6.5  1.09 10.00  6.42 999 1011.5   -.8 999.0 999.0 99.0
1999 02 21 19 350  6.0  7.4   .98 11.11  5.93 999 1011.0   -.1 999.0 999.0 99.0
