YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 07 05 18 299  2.2  3.8   .49  6.67  4.41 999 1005.5  25.0  15.3  17.9 99.0
1999 07 05 19 313  6.9  8.4   .51  7.14  4.26 999 1005.6  26.8  15.6  17.1 99.0
1999 07 05 20 335  5.9  6.9   .50  8.33  4.61 999 1005.6  24.8  15.8  17.1 99.0
1999 07 05 21 318  6.9  8.2   .47  7.69  5.09 999 1005.7  26.3  15.7  16.6 99.0
1999 07 05 22 313  6.2  7.2   .53  7.14  4.56 999 1005.8  26.1  15.7  15.8 99.0
1999 07 05 23 321  5.2  6.5   .53  6.25  5.74 999 1006.5  24.2  15.2  16.0 99.0
1999 07 06 00 328  3.7  4.2   .49  8.33  5.80 999 1007.3  24.1  15.2  15.7 99.0
1999 07 06 01 332  3.6  3.8   .49  8.33  5.83 999 1007.8  27.2  15.1  16.3 99.0
1999 07 06 02  44   .8  1.4   .47  6.67  5.99 999 1008.6  24.8  15.2  15.9 99.0
1999 07 06 03  88  8.6 10.1   .50  8.33  6.06 999 1008.7  19.2  14.9  16.8 99.0
1999 07 06 04  94  5.1  5.8   .54  7.69  4.60 999 1009.5  18.0  14.9  16.1 99.0
1999 07 06 05  10  3.4  4.1   .59  7.69  4.29 999 1010.3  16.7  15.2  15.5 99.0
1999 07 06 06 336  2.4  3.0   .64  7.14  4.41 999 1010.9  16.2  15.0  15.4 99.0
1999 07 06 07 122   .3  1.6   .65  7.14  4.77 999 1010.0  15.9  14.9  15.5 99.0
1999 07 06 08  22  3.4  3.9   .62  6.67  4.70 999 1009.5  15.7  14.9  15.3 99.0
1999 07 06 09 360  1.6  2.3   .68  6.25  4.90 999 1009.6  15.7  14.9  15.2 99.0
1999 07 06 10  13  4.0  5.1   .63  6.67  4.96 999 1009.7  16.1  14.9  15.4 99.0
1999 07 06 11  13  3.3  4.0   .61  6.25  4.89 999 1010.0  16.2  14.9  15.5 99.0
1999 07 06 12  43  3.3  4.0   .54  7.69  4.87 999 1009.6  16.4  15.2  15.3 99.0
1999 07 06 13  31  4.4  5.4   .57  7.69  4.91 999 1009.6  15.9  15.2  14.8 99.0
1999 07 06 14  40  5.8  6.8   .57  9.09  4.39 999 1009.5  15.9  14.9  14.7 99.0
1999 07 06 15  56  5.5  6.4   .61  8.33  4.16 999 1009.2  15.7  15.0  14.6 99.0
1999 07 06 16  60  6.0  7.2   .66  8.33  3.92 999 1008.9  15.9  14.9  15.0 99.0
1999 07 06 17  70  5.1  5.6   .66  8.33  4.03 999 1008.3  16.1  14.5  15.1 99.0
1999 07 06 18  68  4.5  5.1   .66  3.45  4.03 999 1007.3  16.5  14.4  15.5 99.0
1999 07 06 19  56  3.5  4.1   .67  3.70  4.17 999 1007.0  16.7  15.2  15.8 99.0
1999 07 06 20  79  4.2  4.7   .69  4.00  4.26 999 1005.6  17.2  14.8  16.3 99.0
1999 07 06 21  15  5.6 11.8   .67  4.17  4.23 999 1007.0  17.1  15.6  16.3 99.0
1999 07 06 22 138  3.6  4.1   .70  4.35  4.37 999 1006.3  16.7  15.9  16.3 99.0
1999 07 06 23 158  3.2  3.7   .63  4.35  4.35 999 1005.1  17.3  16.0  16.9 99.0
1999 07 07 00 196  4.2  5.1   .62  4.55  4.40 999 1005.2  17.3  16.0  16.8 99.0
1999 07 07 01 244  2.3  2.7   .61  4.55  4.53 999 1003.5  16.5  15.9  16.1 99.0
1999 07 07 02 218  5.3  6.6   .54  5.00  4.62 999 1004.2  16.7  15.3  16.4 99.0
1999 07 07 03 210  6.4  7.4   .57  4.76  4.71 999 1003.9  16.8  14.9  16.4 99.0
1999 07 07 04 207  5.6  6.8   .60  4.76  4.27 999 1003.2  16.9  14.9  16.6 99.0
1999 07 07 05 205  5.5  6.2   .62  4.35  4.22 999 1003.2  16.0  15.0  15.8 99.0
1999 07 07 06 201  3.6  4.1   .70  5.00  4.22 999 1002.6  16.7  15.2  16.5 99.0
1999 07 07 07 210  5.4  6.1   .66  4.76  4.36 999 1002.4  16.8  15.2  16.5 99.0
1999 07 07 08 239  6.5  7.3   .69  5.00  4.30 999 1002.7  18.9  15.2  18.2 99.0
1999 07 07 09 252  4.9  5.4   .68  4.76  4.35 999 1003.9  17.2  15.2  16.6 99.0
1999 07 07 10 251  5.4  7.0   .66  4.35  4.40 999 1004.7  17.7  15.2  16.1 99.0
1999 07 07 11 238  3.7  4.2   .63  5.00  4.47 999 1005.3  17.6  15.2  14.4 99.0
1999 07 07 12 249  5.5  5.9   .65  4.76  4.51 999 1005.5  17.7  15.2  14.3 99.0
1999 07 07 13 244  4.7  5.4   .60  4.76  4.35 999 1005.7  17.9  15.2  14.5 99.0
1999 07 07 14 261  5.9  6.6   .53  4.35  4.27 999 1005.8  18.7  15.2  14.1 99.0
1999 07 07 15 257  6.1  7.0   .55  5.00  4.26 999 1006.0  19.5  15.3  13.8 99.0
1999 07 07 16 242  4.1  5.3   .48  5.26  4.26 999 1006.3  19.6  15.6  13.8 99.0
1999 07 07 17 251  5.2  6.2   .46  4.76  4.29 999 1006.3  20.5  15.8  13.5 99.0
1999 07 07 18 255  5.5  6.8   .46  8.33  4.11 999 1005.8  21.2  16.0  13.4 99.0
1999 07 07 19 245  5.5  6.4   .42  7.69  3.92 999 1005.7  20.9  16.4  12.9 99.0
1999 07 07 20 239  5.7  6.6   .42  3.33  3.78 999 1005.7  20.6  16.5  14.0 99.0
1999 07 07 21 245  6.6  7.4   .43  7.69  3.76 999 1005.7  21.4  16.5  13.5 99.0
1999 07 07 22 245  5.3  6.0   .41  6.25  4.01 999 1005.7  21.2  16.5  13.3 99.0
1999 07 07 23 255  3.3  3.8   .34  6.25  4.34 999 1005.7  21.2  16.5  13.9 99.0
1999 07 08 00 169  3.4  3.8   .34  7.14  4.53 999 1005.7  19.1  16.5  14.5 99.0
1999 07 08 01 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
1999 07 08 02 215  4.9  5.3   .32  9.09  4.67 999 1006.2  18.9  16.0  14.9 99.0
1999 07 08 03 218  5.2  5.9   .36  9.09  3.98 999 1006.0  19.0  16.0  14.6 99.0
1999 07 08 04 244  6.6  7.1   .40  3.03  3.52 999 1005.7  18.6  15.7  14.0 99.0
1999 07 08 05 241  6.3  6.9   .42  3.12  3.71 999 1005.9  18.4  16.0  13.3 99.0
1999 07 08 06 287  4.9  6.3   .43  8.33  3.89 999 1006.4  19.1  16.0  12.6 99.0
1999 07 08 07 226  5.7  6.3   .39  8.33  3.92 999 1005.5  18.0  15.7  12.6 99.0
1999 07 08 08 218  6.3  7.4   .38  8.33  4.04 999 1005.5  17.3  15.6  12.8 99.0
1999 07 08 09 248  6.1  7.3   .43  3.12  3.81 999 1005.5  16.7  15.6  13.1 99.0
1999 07 08 10 253  5.0  5.8   .42  7.14  3.93 999 1006.3  16.7  15.3  12.6 99.0
1999 07 08 11 246  5.3  6.1   .48  7.14  4.08 999 1006.5  17.2  15.0  12.3 99.0
1999 07 08 12 244  4.6  5.4   .53  6.25  4.37 999 1007.0  16.8  14.9  12.3 99.0
1999 07 08 13 249  3.2  3.8   .52  5.88  4.58 999 1007.3  17.0  14.9  12.7 99.0
1999 07 08 14 277  3.3  3.9   .49  6.67  4.92 999 1007.5  18.0  14.9  11.0 99.0
1999 07 08 15 285  4.7  5.5   .49  6.67  4.71 999 1007.9  18.3  15.2  10.5 99.0
1999 07 08 16 279  5.0  7.1   .54  7.14  4.16 999 1008.0  18.5  15.2  10.8 99.0
1999 07 08 17 283  2.9  3.6   .49  7.14  4.49 999 1007.9  18.8  15.2  11.1 99.0
1999 07 08 18 288  4.4  9.5   .44  7.14  4.24 999 1007.3  19.4  15.7  10.4 99.0
1999 07 08 19 292  5.7  8.6   .47  6.67  4.05 999 1007.2  19.7  15.6  10.3 99.0
1999 07 08 20 304  4.1  5.6   .45  7.69  4.31 999 1007.3  20.1  15.7  10.7 99.0
1999 07 08 21 330  4.3  5.1   .49  6.67  4.53 999 1008.0  19.2  15.7  10.8 99.0
1999 07 08 22 311  5.3  6.9   .47  6.25  4.61 999 1008.7  19.6  16.0  10.4 99.0
1999 07 08 23 338  2.1  3.1   .48  6.67  4.78 999 1008.9  19.5  16.0   9.9 99.0
1999 07 09 00 308  2.9  3.5   .52  7.14  5.51 999 1009.6  19.1  15.9  10.5 99.0
1999 07 09 01 303  3.3  3.8   .45  6.67  5.59 999 1010.2  19.0  15.8  10.3 99.0
1999 07 09 02 260  2.7  3.1   .41  7.14  6.06 999 1011.1  17.6  15.7  11.5 99.0
1999 07 09 03 173   .9  1.1   .40  7.69  5.75 999 1011.0  16.9  15.7  12.1 99.0
1999 07 09 04 252  3.1  3.9   .37  7.69  6.27 999 1011.2  16.7  15.7  12.0 99.0
1999 07 09 05 247  3.1  3.9   .36  8.33  6.34 999 1011.2  16.4  15.9  12.3 99.0
1999 07 09 06 234  4.4  5.2   .34  7.69  6.37 999 1011.1  16.0  15.9  12.2 99.0
1999 07 09 07 256  2.8  3.6   .34  7.69  5.82 999 1011.7  16.0  15.7  11.5 99.0
1999 07 09 08 268  4.5  5.6   .37  7.69  4.90 999 1011.2  15.7  15.7  11.2 99.0
1999 07 09 09 266  4.3  5.4   .40  6.67  4.90 999 1011.7  15.7  15.6  11.0 99.0
1999 07 09 10 268  2.3  2.9   .42  7.14  5.15 999 1011.9  15.2  15.3  11.4 99.0
1999 07 09 11 262  2.0  2.4   .43  7.69  5.06 999 1011.9  15.6  15.6  11.1 99.0
1999 07 09 12 206   .4  1.2   .44  7.14  5.81 999 1011.9  16.0  15.2  11.7 99.0
1999 07 09 13 213  2.8  3.5   .40  6.67  5.52 999 1012.1  16.4  15.2  12.2 99.0
1999 07 09 14 193  5.1  6.4   .38  8.33  5.10 999 1012.0  16.8  15.3  13.3 99.0
1999 07 09 15 211  6.3  7.4   .43  7.69  5.37 999 1011.7  16.9  15.2  12.9 99.0
1999 07 09 16 201  6.2  7.2   .48  7.69  4.13 999 1011.7  17.2  15.2  13.5 99.0
1999 07 09 17 195  4.8  6.5   .43  7.69  4.15 999 1011.7  17.2  15.2  14.0 99.0
1999 07 09 18 201  5.4  6.0   .42  7.69  3.85 999 1011.1  17.3  15.2  13.8 99.0
1999 07 09 19 195  4.9  5.3   .41  7.69  4.50 999 1010.4  17.3  15.2  14.2 99.0
1999 07 09 20 211  6.1  6.9   .42  7.14  4.46 999 1009.7  17.4  15.1  13.9 99.0
1999 07 09 21 200  5.0  5.8   .43  7.14  3.93 999 1009.6  17.5  14.7  13.8 99.0
1999 07 09 22 203  5.1  6.0   .45  8.33  3.96 999 1008.8  18.0  14.9  13.6 99.0
1999 07 09 23 205  5.1  6.0   .51  7.14  4.15 999 1008.9  17.5  14.8  13.9 99.0
1999 07 10 00 215  5.3  5.9   .50  8.33  4.35 999 1008.8  17.5  14.5  13.6 99.0
1999 07 10 01 209  4.9  5.7   .49  7.69  4.57 999 1008.6  17.2  14.4  14.0 99.0
1999 07 10 02 191  4.5  5.1   .48  6.67  4.53 999 1007.9  16.8  14.2  14.1 99.0
1999 07 10 03 194  4.5  5.2   .48  8.33  4.36 999 1007.5  16.6  14.4  14.2 99.0
1999 07 10 04 174  4.3  5.2   .50  7.14  4.39 999 1006.6  16.7  14.1  14.5 99.0
1999 07 10 05 165  4.5  6.4   .45  7.69  4.08 999 1006.4  16.8  14.2  14.7 99.0
1999 07 10 06 175   .9  1.6   .55  3.45  3.82 999 1005.0  16.6  14.3  14.8 99.0
1999 07 10 07 215   .2  1.1   .70  3.57  3.85 999 1004.2  16.5  14.4  15.2 99.0
1999 07 10 08 190  3.1  3.9   .74  4.35  3.98 999 1002.6  16.8  14.4  15.6 99.0
1999 07 10 09 197  2.8  3.1   .61  4.00  3.93 999 1001.8  16.1  14.5  15.2 99.0
1999 07 10 10 183  2.7  3.1   .63  4.00  4.00 999 1001.8  15.9  14.4  15.2 99.0
1999 07 10 11 207  2.6  3.2   .58  4.00  4.12 999 1001.8  16.0  14.5  15.3 99.0
1999 07 10 12 193  3.0  3.5   .55  4.76  4.27 999 1001.1  15.7  14.5  15.3 99.0
1999 07 10 13 198  5.0  5.6   .64  5.56  4.54 999 1001.0  15.9  14.9  15.5 99.0
1999 07 10 14 225  6.9  8.3   .75  5.88  4.48 999 1000.9  17.3  14.9  16.2 99.0
1999 07 10 15 246  5.2  6.3   .78  5.56  4.54 999 1001.7  20.4  14.8  14.5 99.0
1999 07 10 16 182  5.1  6.3   .79  5.56  4.46 999 1001.6  18.1  14.7  15.9 99.0
1999 07 10 17 215  3.8  6.4   .77  5.56  4.60 999 1001.6  19.4  14.8  15.4 99.0
1999 07 10 18 186  5.6  6.4   .79  5.88  4.61 999 1001.6  18.9  14.5  14.3 99.0
1999 07 10 19 188  5.8  8.2   .81  5.00  4.43 999 1001.6  18.4  14.4  14.9 99.0
1999 07 10 20 238  5.3  7.1   .84  5.56  4.18 999 1001.1  20.6  14.5  12.9 99.0
1999 07 10 21 267  7.4  8.6   .86  4.76  3.93 999 1001.6  22.8  14.5  12.7 99.0
1999 07 10 22 280  9.4 11.7   .79  5.56  3.89 999 1002.2  22.9  14.5  12.0 99.0
1999 07 10 23 283  9.6 12.1   .85  5.88  3.71 999 1003.8  21.6  14.4  13.0 99.0
1999 07 11 00 300  8.2 10.0   .79  6.25  3.93 999 1005.5  19.9  14.1  12.1 99.0
1999 07 11 01 293  6.8  8.0   .73  5.88  4.02 999 1007.1  18.4  14.1  11.6 99.0
1999 07 11 02 297  6.7  8.4   .68  5.56  4.61 999 1008.5  18.0  13.7  11.1 99.0
1999 07 11 03 285  5.9  7.1   .67  5.56  4.98 999 1009.6  16.5  13.7  10.9 99.0
1999 07 11 04 288  5.0  6.0   .58  7.14  5.18 999 1010.1  16.0  13.1  10.6 99.0
1999 07 11 05 280  3.7  4.1   .53  6.67  5.27 999 1010.4  15.2  12.9  10.4 99.0
1999 07 11 06 263  4.3  4.7   .50  7.14  5.44 999 1010.9  14.4  12.9  10.4 99.0
1999 07 11 07 245  3.6  4.0   .44  7.69  5.44 999 1011.2  13.7  12.9  10.5 99.0
1999 07 11 08 263  4.3  4.9   .42  6.67  5.06 999 1011.2  13.4  12.9  10.7 99.0
1999 07 11 09 225  2.4  3.0   .40  7.14  4.71 999 1011.9  13.4  12.9  10.5 99.0
1999 07 11 10 236  3.1  3.9   .37  7.14  4.88 999 1012.7  13.3  12.8  10.9 99.0
1999 07 11 11 246  4.2  5.4   .36  7.14  5.50 999 1013.3  13.6  12.6  11.4 99.0
1999 07 11 12 232  3.7  4.1   .34  7.14  5.05 999 1013.5  13.7  12.8  11.4 99.0
1999 07 11 13 242  3.5  4.0   .33  7.14  5.07 999 1014.3  14.4  12.9  11.6 99.0
1999 07 11 14 340  3.1  3.8   .33  7.69  5.54 999 1014.8  16.0  13.4  10.9 99.0
1999 07 11 15 175  1.1  1.8   .38  7.14  5.71 999 1015.0  16.7  13.6  12.0 99.0
1999 07 11 16 186   .9  1.1   .42  6.67  5.39 999 1015.7  18.6  14.9  12.0 99.0
1999 07 11 17 174  2.6  2.9   .39  7.69  5.96 999 1015.9  18.1  15.2  12.5 99.0
1999 07 11 18 298  2.5  3.7   .38  7.14  6.36 999 1016.3  19.8  15.0  10.4 99.0
1999 07 11 19 347   .3  1.3   .37  7.14  6.04 999 1016.4  19.1  15.0  10.2 99.0
1999 07 11 20 304  5.1  6.4   .37  7.14  6.52 999 1016.4  20.6  14.9   8.4 99.0
1999 07 11 21 296  2.3  3.9   .35  7.14  6.10 999 1016.6  19.4  14.4   9.1 99.0
1999 07 11 22 323  4.9  6.5   .34  7.14  6.42 999 1017.2  19.9  14.1   8.0 99.0
1999 07 11 23 320  4.3  5.4   .34  6.67  6.10 999 1017.9  18.7  14.1  10.5 99.0
1999 07 12 00 327  3.6  4.1   .38  7.14  6.61 999 1018.9  18.3  14.4  10.7 99.0
1999 07 12 01 325  1.7  2.0   .39  6.67  6.47 999 1019.6  16.8  14.5  11.2 99.0
1999 07 12 02 329  1.9  2.8   .43  6.67  6.82 999 1020.5  18.8  14.2   9.7 99.0
1999 07 12 03 299  1.7  1.9   .41  7.14  6.78 999 1021.0  17.8  14.2   9.7 99.0
1999 07 12 04 250  1.4  2.1   .40  6.25  6.43 999 1021.7  16.0  14.2  11.7 99.0
1999 07 12 05 241  2.0  2.4   .40  6.25  6.89 999 1022.0  15.1  14.4  11.9 99.0
1999 07 12 06 269  2.9  3.5   .36  8.33  7.11 999 1022.1  14.9  14.2  11.5 99.0
1999 07 12 07 258  1.5  2.1   .35  7.69  7.45 999 1022.6  14.3  14.2  11.4 99.0
1999 07 12 08 291  1.7  2.1   .33  7.69  7.31 999 1022.8  14.1  14.4  11.4 99.0
1999 07 12 09 296  2.0  3.0   .37  7.14  7.42 999 1023.5  13.8  14.4  10.5 99.0
1999 07 12 10 309   .8  1.2   .34  7.14  6.99 999 1024.1  14.4  14.2  10.0 99.0
1999 07 12 11 286   .4  1.3   .33  7.14  7.01 999 1024.3  14.4  14.2  10.6 99.0
1999 07 12 12  18  1.4  1.8   .35  7.14  6.76 999 1025.0  15.7  14.4  10.9 99.0
1999 07 12 13  47  1.3  1.5   .33  6.25  6.30 999 1025.2  15.8  14.8  11.6 99.0
1999 07 12 14 162  1.6  2.1   .41  6.67  5.99 999 1025.2  16.4  14.9  13.1 99.0
1999 07 12 15 197  3.1  3.6   .41  6.25  6.25 999 1025.4  16.0  15.2  13.3 99.0
1999 07 12 16 190  3.6  4.4   .37  5.56  5.92 999 1025.6  16.0  15.4  13.6 99.0
1999 07 12 17 176  3.0  3.5   .40  6.25  5.87 999 1025.2  16.7  15.9  14.1 99.0
1999 07 12 18 172  3.6  3.9   .33  6.67  6.05 999 1025.2  17.5  15.9  13.2 99.0
1999 07 12 19 174  3.4  3.7   .34  6.67  6.19 999 1025.2  18.0  15.9  14.0 99.0
1999 07 12 20 164  3.7  4.1   .29 10.00  6.50 999 1025.2  18.4  15.8  14.1 99.0
1999 07 12 21 194  3.1  3.4   .30 10.00  6.61 999 1025.2  18.0  16.0  14.5 99.0
1999 07 12 22 187  3.4  3.9   .27  8.33  6.03 999 1025.2  17.5  15.7  14.7 99.0
1999 07 12 23 176  3.3  3.5   .32  8.33  6.77 999 1025.2  17.5  15.6  14.2 99.0
1999 07 13 00 225  2.4  2.8   .30  7.14  5.99 999 1025.2  16.5  15.2  13.9 99.0
1999 07 13 01 217  3.2  4.4   .35  6.67  5.22 999 1025.1  16.7  14.9  13.4 99.0
1999 07 13 02 247  1.2  1.4   .36  6.67  4.70 999 1025.1  16.0  14.9  13.8 99.0
1999 07 13 03 213   .9  1.1   .37  6.67  4.91 999 1025.0  16.0  14.9  13.9 99.0
1999 07 13 04 250   .9  1.3   .37  6.67  4.86 999 1024.3  15.6  14.9  14.1 99.0
1999 07 13 05 238  1.1  1.2   .37  6.25  5.18 999 1025.0  15.3  14.5  14.1 99.0
1999 07 13 06 180   .0   .0   .34  5.56  5.29 999 1024.9  15.2  14.8  14.1 99.0
1999 07 13 07 143  1.2  1.5   .34 12.50  5.34 999 1025.2  15.6  15.2  14.4 99.0
1999 07 13 08 108  1.3  1.5   .33  5.88  5.12 999 1025.2  16.0  14.9  14.9 99.0
1999 07 13 09 135  2.5  3.0   .33 10.00  4.88 999 1025.2  16.4  14.8  15.4 99.0
1999 07 13 10  98   .9  1.0   .32  9.09  5.09 999 1024.6  16.4  14.5  15.4 99.0
1999 07 13 11 105  1.9  2.8   .32  9.09  5.24 999 1025.0  16.4  14.9  15.3 99.0
1999 07 13 12 125  3.8  4.6   .34  8.33  5.67 999 1025.2  16.7  15.2  15.3 99.0
1999 07 13 13  95  1.9  2.6   .30  8.33  5.43 999 1024.4  17.2  15.3  15.6 99.0
1999 07 13 14 180   .0   .2   .32  8.33  5.51 999 1024.3  17.2  16.4  16.0 99.0
1999 07 13 15 274   .9  1.4   .33 10.00  5.29 999 1024.3  16.0  16.5  15.1 99.0
1999 07 13 16 358  2.3  2.9   .31  9.09  5.01 999 1023.7  16.4  16.7  15.3 99.0
1999 07 13 17  31  2.2  2.6   .33 10.00  5.28 999 1023.5  16.5  16.5  15.8 99.0
1999 07 13 18  53  1.7  2.1   .34 12.50  4.87 999 1023.5  16.7  16.7  15.8 99.0
1999 07 13 19  35  1.8  2.2   .34 12.50  4.84 999 1022.7  17.2  16.4  15.5 99.0
1999 07 13 20  79  3.8  4.7   .38 12.50  4.52 999 1022.1  17.2  15.7  14.4 99.0
1999 07 13 21  80  3.9  4.6   .39  3.57  4.25 999 1022.0  16.8  15.7  13.3 99.0
1999 07 13 22  80  4.8  5.8   .50  3.70  4.00 999 1021.6  16.5  15.2  12.3 99.0
1999 07 13 23  74  2.5  3.1   .64  4.00  4.02 999 1021.9  16.4  15.2  12.1 99.0
1999 07 14 00  38  1.7  2.2   .68  4.35  4.11 999 1021.9  16.0  15.2  12.5 99.0
1999 07 14 01 354  2.1  2.6   .63  4.35  4.14 999 1021.9  14.9  15.7  13.0 99.0
1999 07 14 02 353  1.7  2.1   .82  5.00  4.56 999 1022.3  14.9  16.0  13.1 99.0
1999 07 14 03 318   .5   .8   .85  5.26  4.69 999 1022.0  14.9  16.4  13.0 99.0
1999 07 14 04  67  1.2  1.5   .82  5.26  4.64 999 1021.4  14.9  16.4  12.0 99.0
1999 07 14 05 112   .4   .9   .79  5.00  4.72 999 1021.4  14.9  16.5  12.1 99.0
1999 07 14 06 260  1.9  2.2   .78  5.56  4.88 999 1021.2  14.4  16.5  12.7 99.0
1999 07 14 07 254   .8  1.2   .74  6.25  5.03 999 1021.1  14.4  16.5  12.6 99.0
1999 07 14 08 205  2.8  3.6   .78  6.25  5.38 999 1021.2  14.9  16.4  12.8 99.0
1999 07 14 09 218  4.0  4.7   .86  7.14  5.77 999 1021.2  14.9  16.0  11.9 99.0
1999 07 14 10 211  5.1  5.9   .79  7.69  5.78 999 1021.9  15.2  16.0  12.1 99.0
1999 07 14 11 244  3.5  4.2   .92  7.14  6.09 999 1022.2  14.9  15.6  12.4 99.0
1999 07 14 12 218  4.3  5.3   .94  7.14  6.03 999 1022.6  14.9  15.2  12.3 99.0
1999 07 14 13 215  5.2  6.3  1.02  7.14  5.88 999 1022.7  14.9  14.6  13.0 99.0
1999 07 14 14 199  5.0  5.7  1.03  7.14  5.53 999 1022.6  15.3  14.4  12.9 99.0
1999 07 14 15 201  3.9  4.7  1.10  7.69  5.76 999 1022.6  15.7  14.5  13.6 99.0
1999 07 14 16 186  3.6  4.4  1.08  7.69  5.76 999 1022.6  16.4  14.9  14.2 99.0
1999 07 14 17 188  3.6  4.0   .94  7.69  5.65 999 1022.1  17.0  15.2  14.6 99.0
1999 07 14 18 177  3.0  3.5   .90  7.69  5.68 999 1022.1  17.5  15.8  15.1 99.0
1999 07 14 19 166  4.3  4.9   .92  7.69  5.75 999 1022.0  17.5  15.2  15.5 99.0
1999 07 14 20 170  5.5  6.2   .82  7.69  5.31 999 1021.6  17.2  14.9  15.5 99.0
1999 07 14 21 187  4.6  5.2   .83  7.14  4.95 999 1021.9  17.2  14.5  15.1 99.0
1999 07 14 22 204  3.5  3.9   .73  7.69  4.86 999 1021.2  16.7  14.4  14.8 99.0
1999 07 14 23 241  1.8  2.1   .78  7.69  5.14 999 1021.2  15.7  14.2  14.4 99.0
1999 07 15 00 196  2.4  2.6   .78  7.69  5.18 999 1020.7  15.8  14.4  14.3 99.0
1999 07 15 01 210  2.3  2.7   .64  7.14  4.90 999 1020.7  15.7  14.2  14.3 99.0
1999 07 15 02 202  3.1  3.6   .76  6.67  5.45 999 1021.0  16.0  14.3  14.7 99.0
1999 07 15 03 228  2.4  2.8   .76  7.14  5.33 999 1020.4  15.9  14.2  14.8 99.0
1999 07 15 04 262  1.3  1.5   .80  6.67  5.28 999 1020.4  15.5  14.4  14.4 99.0
1999 07 15 05 202  4.7  5.5   .80  6.67  5.38 999 1020.5  16.0  14.5  14.5 99.0
1999 07 15 06 198  4.6  5.3   .80  7.69  5.37 999 1020.3  16.5  14.8  14.6 99.0
1999 07 15 07 206  4.7  5.4   .85  6.67  5.38 999 1019.8  16.4  14.5  14.6 99.0
1999 07 15 08 204  4.0  4.8   .75  6.67  5.17 999 1019.7  15.9  14.4  14.7 99.0
1999 07 15 09 243  2.3  2.7   .72  6.67  4.94 999 1019.6  15.3  14.4  14.2 99.0
1999 07 15 10 208  2.4  2.8   .70  6.67  5.03 999 1019.7  14.7  14.2  13.9 99.0
1999 07 15 11 220  1.4  1.7   .69  7.14  4.85 999 1019.7  15.2  14.3  14.1 99.0
1999 07 15 12 235  2.3  2.6   .67  7.14  4.72 999 1020.1  15.2  14.4  14.1 99.0
1999 07 15 13 190  2.1  2.4   .66  7.14  4.63 999 1020.4  15.0  14.5  14.0 99.0
1999 07 15 14 180  2.3  2.9   .62  6.67  4.56 999 1019.8  15.9  14.9  14.9 99.0
1999 07 15 15 178  3.2  3.9   .56  6.25  4.50 999 1019.6  16.0  15.2  15.0 99.0
1999 07 15 16 168  3.5  4.3   .51  6.25  4.55 999 1019.0  16.6  15.6  15.6 99.0
1999 07 15 17 172  5.7  6.5   .59  6.67  4.56 999 1018.8  16.8  15.7  15.5 99.0
1999 07 15 18 172  6.0  6.8   .58  6.25  3.91 999 1018.1  17.3  16.0  15.6 99.0
1999 07 15 19 170  6.5  7.4   .62  6.25  3.89 999 1017.4  17.5  16.4  15.4 99.0
1999 07 15 20 170  6.3  7.2   .69  3.57  3.91 999 1017.2  17.6  16.4  14.5 99.0
1999 07 15 21 173  5.8  6.5   .70  4.00  4.00 999 1016.8  17.6  15.9  14.5 99.0
1999 07 15 22 206  3.8  4.2   .71  3.85  4.01 999 1017.2  17.5  15.3  14.8 99.0
1999 07 15 23 192  3.3  3.8   .69  4.17  4.14 999 1017.3  17.5  15.6  14.3 99.0
1999 07 16 00 215  2.6  2.9   .67  4.00  4.26 999 1017.4  16.7  15.2  14.8 99.0
1999 07 16 01 199  2.0  2.2   .65  4.17  4.22 999 1017.4  16.0  15.2  14.6 99.0
1999 07 16 02 199  2.3  2.7   .64  4.17  4.19 999 1017.4  16.0  15.6  14.6 99.0
1999 07 16 03 197  1.6  1.9   .58  4.00  4.24 999 1016.7  15.8  15.6  14.7 99.0
1999 07 16 04 196  2.7  3.0   .56  4.17  4.25 999 1016.4  15.9  15.3  14.9 99.0
1999 07 16 05 169  2.8  3.3   .54  4.17  4.32 999 1015.8  15.9  15.2  15.0 99.0
1999 07 16 06 199  2.6  3.1   .57  4.00  4.21 999 1015.6  16.0  15.2  14.9 99.0
1999 07 16 07 229  2.7  3.4   .61  4.17  4.32 999 1015.3  15.7  15.0  14.1 99.0
1999 07 16 08 332  1.1  2.0   .55  4.17  4.26 999 1015.7  15.4  14.8  14.0 99.0
1999 07 16 09 180   .0   .0   .52  4.00  4.32 999 1015.7  15.2  14.2  13.5 99.0
1999 07 16 10 117  1.0  1.4   .56  3.85  4.29 999 1016.4  15.2  14.1  13.7 99.0
1999 07 16 11 266   .7  1.3   .49  4.17  4.32 999 1016.5  15.3  14.1  13.5 99.0
1999 07 16 12 230  1.8  2.3   .46  3.85  4.23 999 1016.6  16.4  14.5  14.4 99.0
1999 07 16 13 209  1.9  2.2   .43  3.85  4.32 999 1017.3  17.3  15.2  14.7 99.0
1999 07 16 14 194  1.9  2.3   .41  3.70  4.18 999 1017.2  18.0  16.0  15.8 99.0
1999 07 16 15 175  2.2  2.6   .41  3.85  4.57 999 1017.2  18.8  16.4  16.2 99.0
1999 07 16 16 162  2.7  3.0   .42  8.33  4.82 999 1016.6  19.1  16.7  16.9 99.0
