#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 08 27 08 50 268  4.7  5.5  0.69 10.00  6.26 999 1014.0  16.6  16.6  16.6 99.0 99.00
2010 08 27 09 50 281  5.8  6.9  0.60  9.09  5.95 999 1014.4  16.2  16.6  16.2 99.0 99.00
2010 08 27 10 50 281  4.8  6.0  0.69  8.33  6.46 999 1015.1  15.6  16.5  15.6 99.0 99.00
2010 08 27 11 50 290  4.4  5.2  0.63  8.33  5.98 999 1015.9  15.8  16.4  15.8 99.0 99.00
2010 08 27 12 50 291  2.6  3.4  0.68  9.09  6.38 999 1016.3  16.8  16.4  16.8 99.0 99.00
2010 08 27 13 50 276  1.6  2.3  0.59  8.33  5.83 999 1016.3  17.2  16.6  17.2 99.0 99.00
2010 08 27 14 50 194  0.8  1.4  0.61  8.33  5.73 999 1016.4  18.4  17.0  18.4 99.0 99.00
2010 08 27 15 50 152  2.0  2.3  0.66  9.09  6.69 999 1016.2  18.1  17.5  18.1 99.0 99.00
2010 08 27 16 50 151  2.8  3.1  0.65 10.00  6.47 999 1015.8  18.5  18.0  18.5 99.0 99.00
2010 08 27 17 50 187  3.9  4.8  0.53 10.00  6.17 999 1015.7  18.2  18.1  18.2 99.0 99.00
2010 08 27 18 50 182  4.4  5.1  0.48  7.69  5.68 999 1015.5  18.4  17.6  18.4 99.0 99.00
2010 08 27 19 50 168  4.8  5.6  0.45 10.00  5.30 999 1015.2  18.6  17.3  18.6 99.0 99.00
2010 08 27 20 50 166  3.9  4.5  0.45 10.00  5.20 999 1015.2  18.4  17.6  18.4 99.0 99.00
2010 08 27 21 50 159  3.1  3.6  0.51  9.09  6.18 999 1015.2  18.4  17.4  18.4 99.0 99.00
2010 08 27 22 50 135  2.4  2.9  0.45  9.09  6.01 999 1015.6  18.1  17.3  18.1 99.0 99.00
2010 08 27 23 50 149  2.2  2.5  0.53  9.09  6.18 999 1016.2  18.1  17.2  18.1 99.0 99.00
2010 08 28 00 50 318  1.9  2.6  0.50  9.09  6.24 999 1016.9  17.8  17.0  17.8 99.0 99.00
2010 08 28 01 50 336  3.3  4.1  0.53  8.33  6.54 999 1017.3  18.3  16.9  18.3 99.0 99.00
2010 08 28 02 50 336  4.4  5.0  0.55  9.09  7.04 999 1017.7  18.1  16.9  18.1 99.0 99.00
2010 08 28 03 50 347  4.0  4.9  0.53  9.09  6.49 999 1018.0  17.8  16.8  17.7 99.0 99.00
2010 08 28 04 50 342  2.3  3.0  0.51  7.69  6.84 999 1018.2  17.3  16.6  17.3 99.0 99.00
2010 08 28 05 50 321  2.0  2.6  0.47  7.69  7.03 999 1018.0  16.9  16.6  16.9 99.0 99.00
2010 08 28 06 50 265  1.7  2.0  0.55 14.81  7.83 999 1018.1  16.3  16.5  16.2 99.0 99.00
2010 08 28 07 50 298  2.8  3.3  0.43 13.79  7.25 999 1018.3  15.9  16.4  15.9 99.0 99.00
2010 08 28 08 50 297  2.3  3.0  0.49 14.81  7.61 999 1018.9  15.6  16.6  15.6 99.0 99.00
2010 08 28 09 50 284  2.6  3.0  0.44 14.81  7.74 999 1019.4  15.5  16.6  15.5 99.0 99.00
2010 08 28 10 50 286  2.7  3.2  0.39 13.79  6.52 999 1019.9  15.3  16.3  15.3 99.0 99.00
2010 08 28 11 50 290  2.9  3.4  0.44 14.81  7.57 999 1020.6  15.2  16.4  15.2 99.0 99.00
2010 08 28 12 50 257  1.9  2.3  0.51 14.81  8.40 999 1020.6  15.7  16.5  15.7 99.0 99.00
2010 08 28 13 50 217  2.0  2.5  0.50 14.81  6.59 999 1020.5  16.8  16.8  16.8 99.0 99.00
2010 08 28 14 50 221  3.7  4.2  0.61 14.81  8.48 999 1020.3  17.2  17.0  17.2 99.0 99.00
2010 08 28 15 50 205  4.5  5.1  0.52 13.79  7.61 999 1020.0  17.4  17.2  17.4 99.0 99.00
2010 08 28 16 50 204  4.5  5.5  0.56 14.81  7.69 999 1019.4  18.1  17.2  18.1 99.0 99.00
2010 08 28 17 50 188  4.8  5.7  0.52 13.79  5.56 999 1019.1  18.1  17.4  18.1 99.0 99.00
2010 08 28 18 50 200  5.3  6.5  0.58 13.79  4.17 999 1018.4  18.6  17.4  18.6 99.0 99.00
2010 08 28 19 50 197  6.6  7.4  0.62 12.90  3.54 999 1017.6  18.8  17.4  18.8 99.0 99.00
2010 08 28 20 50 200  6.8  7.8  0.61 12.90  3.37 999 1017.6  18.7  17.3  18.7 99.0 99.00
2010 08 28 21 50 192  5.9  6.9  0.71 13.79  3.95 999 1017.6  18.7  16.9  18.7 99.0 99.00
2010 08 28 22 50 209  6.2  7.2  0.74 12.90  4.24 999 1017.5  18.4  17.2  18.4 99.0 99.00
2010 08 28 23 50 212  5.8  6.5  0.69 12.90  4.53 999 1017.7  18.7  17.3  18.7 99.0 99.00
2010 08 29 00 50 216  6.0  6.8  0.56 13.79  3.81 999 1017.7  18.9  17.4  18.9 99.0 99.00
2010 08 29 01 50 225  4.9  5.3  0.64 13.79  4.38 999 1017.8  18.9  17.1  18.9 99.0 99.00
2010 08 29 02 50 241  2.9  3.4  0.68 13.79  4.99 999 1017.9  18.5  17.1  18.5 99.0 99.00
2010 08 29 03 50 254  2.5  3.2  0.84 13.79  6.32 999 1017.9  18.5  17.1  18.5 99.0 99.00
2010 08 29 04 50  11  2.7  3.6  0.69 13.79  6.11 999 1018.0  18.3  17.1  18.3 99.0 99.00
2010 08 29 05 50 300  0.2  0.6  0.68 12.90  6.22 999 1018.0  18.5  17.0  18.5 99.0 99.00
2010 08 29 06 50 222  2.4  2.8  0.65 12.12  6.33 999 1018.2  18.2  17.0  18.2 99.0 99.00
2010 08 29 07 50 247  2.5  3.0  0.67 12.12  6.57 999 1018.1  17.7  16.9  17.7 99.0 99.00
2010 08 29 08 50 238  2.8  3.6  0.74 12.12  7.11 999 1018.2  17.7  16.8  17.7 99.0 99.00
2010 08 29 09 50 256  1.8  2.4  0.88 12.12  8.09 999 1018.5  17.7  16.8  17.7 99.0 99.00
2010 08 29 10 50 270  2.2  2.7  0.86 12.12  7.92 999 1018.8  17.5  16.8  17.5 99.0 99.00
2010 08 29 11 50 248  2.2  2.7  0.81 11.43  6.95 999 1018.9  18.0  16.8  18.0 99.0 99.00
2010 08 29 12 50 265  2.8  3.9  0.81 13.79  7.34 999 1019.1  18.4  16.7  18.4 99.0 99.00
2010 08 29 13 50 235  3.0  3.4  0.77 11.43  6.81 999 1019.1  20.9  17.2  20.9 99.0 99.00
2010 08 29 14 50 199  2.7  3.1  0.75 13.79  7.27 999 1018.8  19.2  17.6  19.2 99.0 99.00
2010 08 29 15 50 216  2.6  3.3  0.68 12.90  7.05 999 1018.5  20.0  18.0  20.0 99.0 99.00
2010 08 29 16 50 196  4.0  5.4  0.64 11.43  6.70 999 1017.8  20.5  18.3  20.5 99.0 99.00
2010 08 29 17 50 194  2.6  3.9  0.57 10.81  6.58 999 1017.3  21.8  18.5  21.8 99.0 99.00
2010 08 29 18 50 210  3.3  3.8  0.65 12.12  7.22 999 1016.6  21.0  18.6  21.0 99.0 99.00
2010 08 29 19 50 134  0.7  1.9  0.61 12.12  7.33 999 1016.3  21.2  19.0  21.2 99.0 99.00
2010 08 29 20 50 208  3.0  4.7  0.75 11.43  8.36 999 1016.1  23.9  19.3  23.9 99.0 99.00
2010 08 29 21 50 191  3.1  3.7  0.75 11.43  8.38 999 1015.8  22.6  19.8  22.6 99.0 99.00
2010 08 29 22 50 220  2.7  3.1  0.80 10.81  8.84 999 1016.0  23.6  19.5  23.6 99.0 99.00
2010 08 29 23 50 214  2.5  3.0  0.88 11.43  8.85 999 1016.6  21.7  19.2  21.7 99.0 99.00
2010 08 30 00 50 270  4.1  5.6  0.86 11.43  9.42 999 1017.1  25.2  18.9  24.9 99.0 99.00
2010 08 30 01 50 260  4.3  4.8  0.92 10.00  9.47 999 1017.2  22.4  18.2  22.4 99.0 99.00
2010 08 30 02 50 252  2.9  3.2  0.91 11.43  9.20 999 1017.2  23.2  18.1  23.2 99.0 99.00
2010 08 30 03 50 250  2.2  3.1  0.91 12.90  9.45 999 1017.3  22.8  18.1  22.8 99.0 99.00
2010 08 30 04 50 290  3.6  4.4  0.82 13.79  9.52 999 1017.6  22.2  18.0  22.2 99.0 99.00
2010 08 30 05 50 241  1.3  1.7  0.85 14.81  9.64 999 1017.8  19.6  17.9  19.6 99.0 99.00
2010 08 30 06 50 284  3.2  3.7  0.86 14.81  9.96 999 1018.0  21.5  17.7  21.5 99.0 99.00
2010 08 30 07 50 308  2.8  3.4  0.99 14.81 10.77 999 1017.9  19.9  17.6  19.9 99.0 99.00
2010 08 30 08 50 285  3.6  4.3  0.98 16.00 10.49 999 1018.2  19.8  17.7  19.8 99.0 99.00
2010 08 30 09 50 296  4.2  5.0  1.18 14.81 11.59 999 1018.5  19.6  17.3  19.6 99.0 99.00
2010 08 30 10 50 313  3.6  4.5  1.17 13.79 11.58 999 1019.1  20.3  16.9  20.3 99.0 99.00
2010 08 30 11 50 310  4.4  5.4  0.96 14.81  9.35 999 1019.4  20.5  17.1  20.5 99.0 99.00
2010 08 30 12 50 316  6.5  7.4  0.94 14.81  8.79 999 1019.3  22.1  17.2  22.1 99.0 99.00
2010 08 30 13 50 328  5.0  5.9  0.88 13.79  9.55 999 1019.5  22.2  17.4  22.2 99.0 99.00
2010 08 30 14 50 337  4.6  5.2  0.79 14.81  9.29 999 1019.3  22.0  17.6  22.0 99.0 99.00
2010 08 30 15 50 322  4.8  5.6  0.71 14.81  8.58 999 1018.9  23.9  17.7  22.3 99.0 99.00
2010 08 30 16 50 317  3.0  4.3  0.58 13.79  6.96 999 1018.3  23.7  17.9  22.4 99.0 99.00
2010 08 30 17 50 311  2.6  3.9  0.69 12.90  8.38 999 1017.8  26.2  18.6  23.5 99.0 99.00
2010 08 30 18 50 201  0.7  1.5  0.87 12.90  9.58 999 1017.4  22.5  19.0  22.5 99.0 99.00
2010 08 30 19 50 205  4.6  5.1  0.69 12.90  9.09 999 1017.1  21.8  18.9  21.8 99.0 99.00
2010 08 30 20 50 203  3.6  4.3  0.74 13.79  9.90 999 1016.6  22.0  18.7  22.0 99.0 99.00
2010 08 30 21 50 198  4.1  5.4  0.76 13.79  9.02 999 1016.2  22.2  18.5  22.2 99.0 99.00
2010 08 30 22 50 196  2.5  2.9  0.89 12.90 10.39 999 1016.2  21.0  18.2  21.0 99.0 99.00
2010 08 30 23 50 232  2.8  3.5  0.88 13.79  9.15 999 1016.3  22.5  18.3  22.5 99.0 99.00
2010 08 31 00 50 258  2.8  3.3  1.01 12.90 10.59 999 1016.7  21.4  18.2  21.4 99.0 99.00
2010 08 31 01 50 275  2.9  3.6  0.90 13.79 10.16 999 1016.8  21.9  18.1  21.9 99.0 99.00
2010 08 31 02 50 270  3.3  3.8  0.74 13.79 10.00 999 1017.0  21.3  18.0  21.3 99.0 99.00
2010 08 31 03 50 303  2.1  3.0  0.63 13.79  9.12 999 1017.1  21.7  17.9  21.7 99.0 99.00
2010 08 31 04 50 257  2.8  3.6  0.76 13.79 10.45 999 1016.8  21.4  17.9  21.4 99.0 99.00
2010 08 31 05 50 258  1.8  2.3  0.70 12.90  9.99 999 1016.6  19.9  17.9  19.9 99.0 99.00
2010 08 31 06 50 269  2.8  3.3  0.81 13.79 10.96 999 1016.7  19.8  17.9  19.8 99.0 99.00
2010 08 31 07 50 262  3.1  3.7  0.84 12.90 10.95 999 1016.5  19.8  17.8  19.8 99.0 99.00
2010 08 31 08 50 261  3.1  4.0  0.95 13.79 11.44 999 1016.5  19.5  17.7  19.5 99.0 99.00
2010 08 31 09 50 273  2.0  2.8  1.01 12.90 11.25 999 1016.6  18.9  17.8  18.9 99.0 99.00
2010 08 31 10 50 265  3.8  5.1  1.20 12.90 11.45 999 1017.0  19.6  17.6  19.6 99.0 99.00
2010 08 31 11 50 278  4.1  5.1  1.19 12.90 10.33 999 1017.1  20.7  17.6  20.7 99.0 99.00
2010 08 31 12 50 255  2.5  4.2  1.43 12.90 10.86 999 1017.0  20.4  17.7  20.4 99.0 99.00
2010 08 31 13 50 271  1.8  2.8  1.49 12.90 10.59 999 1017.0  23.0  17.9  23.0 99.0 99.00
2010 08 31 14 50 253  1.0  2.2  1.28 12.90 10.37 999 1016.7  22.5  18.2  22.5 99.0 99.00
2010 08 31 15 50 267  1.6  2.5  1.27 11.43 10.17 999 1016.3  23.9  19.1  23.9 99.0 99.00
2010 08 31 16 50 200  1.1  1.9  1.22 12.90  9.64 999 1015.4  24.7  18.7  24.7 99.0 99.00
2010 08 31 17 50 127  1.1  1.8  1.21 12.90  9.76 999 1015.0  24.2  20.4  24.2 99.0 99.00
2010 08 31 18 50 144  2.5  3.1  1.07 12.12  9.36 999 1014.4  23.8  21.0  23.8 99.0 99.00
2010 08 31 19 50 203  3.0  3.6  1.00 13.79  9.45 999 1013.9  23.6  19.6  23.6 99.0 99.00
2010 08 31 20 50 195  3.6  4.1  1.07 12.12  9.71 999 1013.7  24.0  20.2  24.0 99.0 99.00
2010 08 31 21 50 201  3.3  3.8  1.13 12.90  9.77 999 1013.5  25.4  19.4  25.4 99.0 99.00
2010 08 31 22 50 202  2.7  3.4  0.98 11.43  9.67 999 1013.7  22.7  20.7  22.7 99.0 99.00
2010 08 31 23 50 204  2.3  2.7  1.16 12.12 10.12 999 1014.1  22.3  19.4  22.3 99.0 99.00
2010 09 01 00 50 228  3.1  3.5  1.07 12.12 10.04 999 1014.6  23.4  19.3  23.4 99.0 99.00
2010 09 01 01 50 258  2.5  3.3  1.32 12.12 10.19 999 1014.8  24.4  19.5  24.4 99.0 99.00
2010 09 01 02 50 263  2.4  3.2  1.19 11.43 10.06 999 1014.9  25.0  19.6  25.0 99.0 99.00
2010 09 01 03 50 262  1.9  2.4  1.15 10.81  9.80 999 1015.0  23.4  19.0  23.4 99.0 99.00
2010 09 01 04 50 279  2.7  3.3  1.06 12.90  9.80 999 1014.9  24.2  18.0  24.2 99.0 99.00
2010 09 01 05 50 276  1.6  2.2  1.04 12.12  9.50 999 1014.7  23.0  18.0  23.0 99.0 99.00
2010 09 01 06 50 242  2.3  3.2  0.92 11.43  9.22 999 1014.5  22.2  18.3  22.2 99.0 99.00
2010 09 01 07 50 229  2.7  3.3  0.84 11.43  9.04 999 1014.5  20.7  18.2  20.7 99.0 99.00
2010 09 01 08 50 268  2.0  2.5  0.86 10.00  8.96 999 1014.6  20.5  18.1  20.5 99.0 99.00
2010 09 01 09 50 247  2.9  3.6  0.83 11.43  9.09 999 1014.9  20.2  18.2  20.2 99.0 99.00
2010 09 01 10 50 282  3.1  3.7  0.91 11.43  9.35 999 1015.2  20.6  18.9  20.6 99.0 99.00
2010 09 01 11 50 223  2.3  2.6  0.86 10.81  9.13 999 1015.4  20.1  18.7  20.1 99.0 99.00
2010 09 01 12 50 236  3.0  3.4  0.96 12.12  9.06 999 1015.7  20.3  18.7  20.3 99.0 99.00
2010 09 01 13 50 253  2.5  3.0  1.06 12.12  9.93 999 1015.7  21.1  18.6  21.1 99.0 99.00
2010 09 01 14 50 203  1.9  2.1  0.97 11.43  9.17 999 1015.6  21.9  18.6  21.9 99.0 99.00
2010 09 01 15 50 191  2.7  3.0  0.86 11.43  8.97 999 1015.2  22.1  19.0  22.1 99.0 99.00
2010 09 01 16 50 194  3.1  3.3  0.78 12.12  8.61 999 1014.9  22.3  19.2  22.3 99.0 99.00
2010 09 01 17 50 186  3.9  4.3  0.77 11.43  8.41 999 1014.3  22.8  19.6  22.8 99.0 99.00
2010 09 01 18 50 182  4.2  4.8  0.69 12.12  8.50 999 1013.6  22.6  19.9  22.6 99.0 99.00
2010 09 01 19 50 178  4.8  5.3  0.63 12.12  8.03 999 1013.0  22.4  20.2  22.4 99.0 99.00
2010 09 01 20 50 188  4.2  4.9  0.64 12.12  6.95 999 1012.7  21.9  19.5  21.9 99.0 99.00
2010 09 01 21 50 213  4.2  4.6  0.64 10.81  6.42 999 1012.5  21.6  19.7  21.6 99.0 99.00
2010 09 01 22 50 212  4.3  4.9  0.63 11.43  6.65 999 1012.3  21.7  19.5  21.7 99.0 99.00
2010 09 01 23 50 211  5.5  6.0  0.70 10.81  6.83 999 1012.4  21.8  19.3  21.8 99.0 99.00
2010 09 02 00 50 215  4.5  5.1  0.62 10.00  5.91 999 1012.7  21.6  19.0  21.6 99.0 99.00
2010 09 02 01 50 203  4.5  5.1  0.71 11.43  5.48 999 1012.5  21.4  19.0  21.4 99.0 99.00
2010 09 02 02 50 219  4.4  5.1  0.76 10.81  5.66 999 1012.5  21.3  18.7  21.3 99.0 99.00
2010 09 02 03 50 235  3.7  4.4  0.73  9.09  5.50 999 1012.7  20.6  18.3  20.6 99.0 99.00
2010 09 02 04 50 227  4.4  4.8  0.73  9.09  5.79 999 1012.7  20.8  18.1  20.8 99.0 99.00
2010 09 02 05 50 234  3.7  4.1  0.77 10.00  5.95 999 1012.6  20.8  18.0  20.8 99.0 99.00
2010 09 02 06 50 212  3.8  4.1  0.65  9.09  5.79 999 1012.3  20.6  18.1  20.6 99.0 99.00
2010 09 02 07 50 236  3.8  4.4  0.62  8.33  5.70 999 1012.1  20.8  18.1  20.8 99.0 99.00
2010 09 02 08 50 218  3.7  4.1  0.62 14.81  6.17 999 1012.2  20.4  18.3  20.4 99.0 99.00
2010 09 02 09 50 221  4.1  4.6  0.62 13.79  6.67 999 1012.3  20.4  18.3  20.4 99.0 99.00
2010 09 02 10 50 229  4.1  4.4  0.60 13.79  6.21 999 1012.7  20.1  18.1  20.1 99.0 99.00
2010 09 02 11 50 231  4.0  4.4  0.65 14.81  6.34 999 1012.8  20.1  18.1  20.1 99.0 99.00
2010 09 02 12 50 223  3.9  4.3  0.62 13.79  6.00 999 1012.8  20.1  17.8  20.1 99.0 99.00
2010 09 02 13 50 200  2.9  3.3  0.61 13.79  5.93 999 1012.8  20.1  17.8  20.1 99.0 99.00
2010 09 02 14 50 202  4.5  5.2  0.54 12.90  5.32 999 1012.7  20.9  18.2  20.9 99.0 99.00
2010 09 02 15 50 197  4.2  4.7  0.60 14.81  6.20 999 1012.4  21.3  18.4  21.3 99.0 99.00
2010 09 02 16 50 206  5.1  5.8  0.73 13.79  7.01 999 1012.0  21.8  18.7  21.8 99.0 99.00
2010 09 02 17 50 197  4.9  6.0  0.67 12.12  5.29 999 1011.7  21.9  18.8  21.9 99.0 99.00
2010 09 02 18 50 205  5.5  6.5  0.72 13.79  5.11 999 1011.1  22.8  18.9  22.8 99.0 99.00
2010 09 02 19 50 207  6.1  7.1  0.70 13.79  4.58 999 1011.0  22.8  18.9  22.8 99.0 99.00
2010 09 02 20 50 199  6.5  7.5  0.72 12.90  4.87 999 1010.8  22.8  18.8  22.8 99.0 99.00
2010 09 02 21 50 191  6.4  7.0  0.63 12.90  4.28 999 1010.8  22.6  19.1  22.6 99.0 99.00
2010 09 02 22 50 184  5.5  6.4  0.82 12.90  5.89 999 1010.9  21.9  18.9  21.9 99.0 99.00
2010 09 02 23 50 198  4.0  4.5  0.75 12.12  5.82 999 1011.0  21.4  18.9  21.4 99.0 99.00
2010 09 03 00 50 194  3.9  4.5  0.73 13.79  5.83 999 1011.4  21.3  18.7  21.3 99.0 99.00
2010 09 03 01 50 227  3.6  4.4  0.87 12.90  6.89 999 1011.5  21.8  18.4  21.8 99.0 99.00
2010 09 03 02 50 224  3.3  3.7  0.77 12.90  5.90 999 1011.2  21.5  18.4  21.5 99.0 99.00
2010 09 03 03 50 221  4.8  5.4  0.87 14.81  6.30 999 1011.0  21.0  18.2  21.0 99.0 99.00
2010 09 03 04 50 220  5.0  5.6  0.75 12.90  5.02 999 1010.9  21.3  18.1  21.3 99.0 99.00
2010 09 03 05 50 223  4.3  4.9  0.73 14.81  4.72 999 1010.6  21.1  18.0  21.1 99.0 99.00
2010 09 03 06 50 235  3.1  3.5  0.88 14.81  5.23 999 1010.1  20.5  18.1  20.5 99.0 99.00
2010 09 03 07 50 221  3.8  4.6  0.86 12.90  5.30 999 1010.0  20.6  18.2  20.6 99.0 99.00
2010 09 03 08 50 202  3.3  3.6  0.85 13.79  5.15 999 1009.7  20.0  18.2  20.0 99.0 99.00
2010 09 03 09 50 208  4.0  4.7  0.89 13.79  5.49 999 1009.8  19.9  18.2  19.9 99.0 99.00
2010 09 03 10 50 210  5.8  6.9  1.03 12.90  6.17 999 1009.9  20.4  18.1  20.4 99.0 99.00
2010 09 03 11 50 209  5.4  6.2  0.92 12.12  5.03 999 1009.9  20.1  18.1  20.1 99.0 99.00
2010 09 03 12 50 210  5.9  6.7  1.01 12.90  5.25 999 1009.6  20.1  18.1  20.1 99.0 99.00
2010 09 03 13 50 195  6.6  7.7  1.08 12.90  5.54 999 1009.3  20.1  18.0  20.1 99.0 99.00
2010 09 03 14 50 207  4.6  5.2  1.14 12.12  5.48 999 1008.9  20.3  17.9  20.3 99.0 99.00
2010 09 03 15 50 180  3.9  4.6  1.20 12.90  6.09 999 1008.3  20.1  17.9  20.1 99.0 99.00
2010 09 03 16 50 183  5.5  6.8  1.09 10.81  5.58 999 1007.9  20.5  18.0  20.5 99.0 99.00
2010 09 03 17 50 168  4.5  5.2  1.05 12.12  5.38 999 1007.1  20.5  18.3  20.5 99.0 99.00
2010 09 03 18 50 183  4.3  5.4  0.99 13.79  5.52 999 1006.2  20.5  18.5  20.5 99.0 99.00
2010 09 03 19 50 171  5.9  6.8  0.95 12.90  4.68 999 1005.9  20.7  18.7  20.7 99.0 99.00
2010 09 03 20 50 175  2.5  3.2  0.97 12.12  4.97 999 1005.1  20.2  18.7  20.2 99.0 99.00
2010 09 03 21 50 140  1.6  2.3  0.94 12.90  5.11 999 1004.3  19.7  18.7  19.7 99.0 99.00
2010 09 03 22 50  19  2.0  2.4  0.79 12.12  4.96 999 1003.5  19.2  18.7  19.2 99.0 99.00
2010 09 03 23 50  31  3.3  3.9  0.67 11.43  4.31 999 1002.7  19.1  18.8  19.1 99.0 99.00
2010 09 04 00 50  33  4.6  5.9  0.87 11.43  5.71 999 1002.4  19.1  18.7  19.1 99.0 99.00
2010 09 04 01 50  55  2.2  3.0  0.85 11.43  5.72 999 1001.9  19.6  17.9  19.6 99.0 99.00
2010 09 04 02 50  75  4.9  5.5  0.85 11.43  5.88 999 1000.7  19.6  17.8  19.6 99.0 99.00
2010 09 04 03 50  58  5.0  5.8  0.93 10.81  5.47 999  998.5  19.5  18.0  19.5 99.0 99.00
2010 09 04 04 50  49  6.3  7.3  0.92 12.90  5.19 999  996.9  19.3  18.2  19.3 99.0 99.00
2010 09 04 05 50  29  5.3  5.8  0.92 10.81  4.78 999  995.3  19.6  18.1  19.6 99.0 99.00
2010 09 04 06 50  24  5.2  6.4  0.99 11.43  5.52 999  994.2  19.4  18.0  19.4 99.0 99.00
2010 09 04 07 50 352  5.4  6.5  0.88 12.90  4.83 999  993.2  19.8  18.1  19.8 99.0 99.00
2010 09 04 08 50 335  5.7  7.1  1.03 16.00  5.85 999  992.0  20.5  18.2  20.5 99.0 99.00
2010 09 04 09 50 323  6.4  7.2  0.91 14.81  5.02 999  991.3  20.9  18.2  20.9 99.0 99.00
2010 09 04 10 50 298  5.4  6.8  1.17 12.90  6.18 999  991.7  20.6  18.2  20.6 99.0 99.00
2010 09 04 11 50 286  4.9  5.9  1.29 13.79  6.63 999  992.2  20.9  18.2  20.9 99.0 99.00
2010 09 04 12 50 298  4.4  5.8  1.74 14.81  7.69 999  991.9  21.0  18.2  21.0 99.0 99.00
2010 09 04 13 50 302  3.9  5.4  2.05 12.12  8.59 999  992.4  21.7  18.4  21.7 99.0 99.00
2010 09 04 14 50 266  5.2  6.7  1.95 14.81  8.61 999  993.5  21.5  18.4  21.5 99.0 99.00
2010 09 04 15 50 266  5.4  8.1  1.91 12.90  8.56 999  994.1  21.5  18.8  21.5 99.0 99.00
2010 09 04 16 50 272  7.4  8.8  1.70 10.81  7.57 999  994.6  22.6  18.8  22.6 99.0 99.00
2010 09 04 17 50 254  6.8  7.9  1.68 13.79  6.60 999  995.3  22.3  18.6  22.3 99.0 99.00
2010 09 04 18 50 260  7.1  9.3  1.71 13.79  6.62 999  995.7  23.0  18.7  21.5 99.0 99.00
2010 09 04 19 50 261  7.3  9.9  1.43 13.79  6.21 999  996.1  23.0  18.6  21.8 99.0 99.00
2010 09 04 20 50 269  8.9 11.5  1.31 10.81  5.71 999  996.7  23.2  18.3  21.3 99.0 99.00
2010 09 04 21 50 271  8.2 10.8  1.37 10.00  5.14 999  997.5  22.3  18.1  21.2 99.0 99.00
2010 09 04 22 50 272  6.4  8.0  1.34 11.43  6.06 999  998.7  21.1  17.9  20.6 99.0 99.00
2010 09 04 23 50 260  4.8  5.8  1.14 10.00  6.48 999  999.8  20.0  17.8  20.0 99.0 99.00
2010 09 05 00 50 243  8.8 10.1  1.12 11.43  6.15 999 1001.1  20.3  17.7  20.0 99.0 99.00
2010 09 05 01 50 233  7.2  8.5  1.18 12.90  5.18 999 1002.1  19.4  17.2  19.2 99.0 99.00
2010 09 05 02 50 234  6.8  8.1  1.17 10.81  5.49 999 1002.5  18.9  17.1  18.6 99.0 99.00
2010 09 05 03 50 237  6.5  7.9  1.24 10.00  5.16 999 1003.3  18.3  17.0  18.1 99.0 99.00
2010 09 05 04 50 241  7.6  8.9  1.09 10.00  4.75 999 1004.0  18.2  16.7  17.6 99.0 99.00
2010 09 05 05 50 238  8.3  9.6  1.14 10.81  4.66 999 1004.1  17.7  16.3  16.8 99.0 99.00
2010 09 05 06 50 233 10.1 12.1  1.24 10.81  4.64 999 1004.4  17.2  16.1  16.5 99.0 99.00
2010 09 05 07 50 239  8.3  9.6  1.26 10.00  4.43 999 1004.7  16.8  16.0  15.9 99.0 99.00
2010 09 05 08 50 225  9.8 11.4  1.22 11.43  4.52 999 1005.2  16.5  15.9  15.8 99.0 99.00
2010 09 05 09 50 223  9.9 11.8  1.24  5.26  4.28 999 1005.5  16.1  16.0  15.9 99.0 99.00
2010 09 05 10 50 230 11.3 12.9  1.23 10.00  4.25 999 1006.2  15.9  16.0  15.5 99.0 99.00
2010 09 05 11 50 232  9.9 11.5  1.31  5.88  4.38 999 1006.8  15.6  15.9  15.4 99.0 99.00
2010 09 05 12 50 234  9.0 10.7  1.24  9.09  4.25 999 1007.3  16.0  15.7  15.6 99.0 99.00
2010 09 05 13 50 244  7.5  9.5  1.32  9.09  4.67 999 1008.1  16.5  15.5  15.7 99.0 99.00
2010 09 05 14 50 259  8.1  9.6  1.21 10.81  4.88 999 1008.8  17.2  15.4  15.8 99.0 99.00
2010 09 05 15 50 254  6.2  7.4  1.22 10.81  4.92 999 1009.3  17.6  15.5  16.2 99.0 99.00
2010 09 05 16 50 255  7.1  8.2  1.18 10.81  4.79 999 1009.4  17.8  15.2  16.3 99.0 99.00
2010 09 05 17 50 241  7.4  8.8  1.21 10.81  5.16 999 1009.7  18.1  14.9  16.4 99.0 99.00
2010 09 05 18 50 236  5.3  6.4  1.20 10.00  5.21 999 1010.0  18.0  15.7  17.0 99.0 99.00
2010 09 05 19 50 253  5.9  6.8  1.01  8.33  4.76 999 1010.4  18.5  15.7  16.8 99.0 99.00
2010 09 05 20 50 246  5.7  6.6  1.03  7.69  4.85 999 1010.7  18.3  15.7  17.0 99.0 99.00
2010 09 05 21 50 254  5.3  6.3  1.03  8.33  4.60 999 1011.5  18.3  15.4  16.8 99.0 99.00
2010 09 05 22 50 246  3.6  4.0  0.96  6.67  4.55 999 1012.1  17.5  15.4  17.2 99.0 99.00
