#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 03 04 21 50 999 99.0 99.0  2.11 10.81  5.55 152 1005.0   3.6   3.4 999.0 99.0 99.00
2010 03 04 22 50 999 99.0 99.0  2.27 10.00  5.99 102 1006.0   3.4   3.4 999.0 99.0 99.00
2010 03 04 23 50 999 99.0 99.0  2.15  8.33  5.58 112 1007.1   2.8   3.3 999.0 99.0 99.00
2010 03 05 00 50 999 99.0 99.0  2.05  8.33  5.35 135 1007.7   2.6   3.3 999.0 99.0 99.00
2010 03 05 01 50 999 99.0 99.0  2.07  9.09  5.82 124 1007.8   2.8   3.4 999.0 99.0 99.00
2010 03 05 02 50 999 99.0 99.0  2.12 10.00  5.72 113 1007.5   3.1   3.4 999.0 99.0 99.00
2010 03 05 03 50 999 99.0 99.0  2.21 10.81  6.07  98 1008.0   3.0   3.4 999.0 99.0 99.00
2010 03 05 04 50 999 99.0 99.0  2.32 10.00  5.94 121 1007.9   2.8   3.5 999.0 99.0 99.00
2010 03 05 05 50 999 99.0 99.0  2.09 10.81  5.55 120 1008.6   2.1   3.5 999.0 99.0 99.00
2010 03 05 06 50 999 99.0 99.0  2.12 10.00  5.61 121 1008.8   1.2   3.5 999.0 99.0 99.00
2010 03 05 07 50 999 99.0 99.0  2.17 10.81  5.31 127 1009.2   1.1   3.5 999.0 99.0 99.00
2010 03 05 08 50 999 99.0 99.0  2.19 10.81  5.77  88 1009.7   0.8   3.5 999.0 99.0 99.00
2010 03 05 09 50 999 99.0 99.0  2.26 11.43  5.78  89 1010.5   0.4   3.4 999.0 99.0 99.00
2010 03 05 10 50 999 99.0 99.0  2.35 10.81  5.77 125 1011.3   0.0   3.3 999.0 99.0 99.00
2010 03 05 11 50 999 99.0 99.0  2.37 10.81  5.75 133 1012.3  -0.4   3.3 999.0 99.0 99.00
2010 03 05 12 50 999 99.0 99.0  2.51 11.43  6.37  96 1012.9  -0.6   3.2 999.0 99.0 99.00
2010 03 05 13 50 999 99.0 99.0  2.53 11.43  6.38  76 1013.4   0.1   3.2 999.0 99.0 99.00
2010 03 05 14 50 999 99.0 99.0  2.51 11.43  6.58 105 1013.7   0.8   3.3 999.0 99.0 99.00
2010 03 05 15 50 999 99.0 99.0  2.12 11.43  6.35  72 1013.8   1.9   3.4 999.0 99.0 99.00
2010 03 05 16 50 999 99.0 99.0  2.14 10.81  6.49 116 1013.5   2.8   3.4 999.0 99.0 99.00
2010 03 05 17 50 999 99.0 99.0  2.05 11.43  6.23 107 1013.2   3.7   3.5 999.0 99.0 99.00
2010 03 05 18 50 999 99.0 99.0  1.93 12.12  6.03 114 1013.1   4.2   3.5 999.0 99.0 99.00
2010 03 05 19 50 999 99.0 99.0  1.86 11.43  6.29 140 1013.3   4.9   3.6 999.0 99.0 99.00
2010 03 05 20 50 999 99.0 99.0  1.82 11.43  6.52  93 1013.5   5.2   3.6 999.0 99.0 99.00
2010 03 05 21 50 999 99.0 99.0  2.09 11.43  7.27 121 1014.1   5.3   3.5 999.0 99.0 99.00
2010 03 05 22 50 999 99.0 99.0  2.25 10.81  7.35 110 1015.1   4.3   3.4 999.0 99.0 99.00
2010 03 05 23 50 999 99.0 99.0  2.14 11.43  7.27  93 1015.9   3.9   3.4 999.0 99.0 99.00
2010 03 06 00 50 999 99.0 99.0  2.54 10.81  8.48 110 1016.4   3.6   3.3 999.0 99.0 99.00
2010 03 06 01 50 999 99.0 99.0  2.40 12.12  8.32 100 1016.9   3.2   3.2 999.0 99.0 99.00
2010 03 06 02 50 999 99.0 99.0  2.09 11.43  7.83 117 1016.6   2.7   3.2 999.0 99.0 99.00
2010 03 06 03 50 999 99.0 99.0  2.01 11.43  7.65  97 1016.9   2.3   3.2 999.0 99.0 99.00
2010 03 06 04 50 999 99.0 99.0  2.04 12.12  7.48  98 1016.8   1.7   3.2 999.0 99.0 99.00
2010 03 06 05 50 999 99.0 99.0  1.88 11.43  7.10  92 1017.0   1.5   3.2 999.0 99.0 99.00
2010 03 06 06 50 999 99.0 99.0  1.71 12.12  6.48 112 1017.0   1.4   3.2 999.0 99.0 99.00
2010 03 06 07 50 999 99.0 99.0  1.48 12.90  6.39  58 1017.0   0.7   3.3 999.0 99.0 99.00
2010 03 06 08 50 999 99.0 99.0  1.43 10.81  7.06 112 1016.7   0.5   3.2 999.0 99.0 99.00
2010 03 06 09 50 999 99.0 99.0  1.65 10.81  8.10  93 1016.9   0.6   3.1 999.0 99.0 99.00
2010 03 06 10 50 999 99.0 99.0  1.70 10.81  8.37 114 1017.0   0.5   3.2 999.0 99.0 99.00
2010 03 06 11 50 999 99.0 99.0  1.56 10.81  8.80  91 1017.1   1.8   3.2 999.0 99.0 99.00
2010 03 06 12 50 999 99.0 99.0  1.48 10.81  8.69  99 1017.1   2.1   3.3 999.0 99.0 99.00
2010 03 06 13 50 999 99.0 99.0  1.81 11.43  9.49 111 1017.1   3.5   3.3 999.0 99.0 99.00
2010 03 06 14 50 999 99.0 99.0  1.49 12.12  8.73 106 1017.1   4.9   3.5 999.0 99.0 99.00
2010 03 06 15 50 999 99.0 99.0 99.00 99.00 99.00 999 1016.1   5.7   4.4 999.0 99.0 99.00
2010 03 06 16 50 999 99.0 99.0  1.15 12.90  8.81 111 1015.5   7.0   4.4 999.0 99.0 99.00
2010 03 06 17 50 999 99.0 99.0  1.06 12.90  8.35 134 1014.0   5.5   4.3 999.0 99.0 99.00
2010 03 06 18 50 999 99.0 99.0  1.07 12.12  8.44 105 1013.3   6.5   4.3 999.0 99.0 99.00
2010 03 06 19 50 999 99.0 99.0  1.08 12.12  7.82  96 1012.5   9.4   4.3 999.0 99.0 99.00
2010 03 06 20 50 999 99.0 99.0  1.09 12.12  7.48 102 1011.9   8.5   4.3 999.0 99.0 99.00
2010 03 06 21 50 999 99.0 99.0  1.07 11.43  7.85 112 1012.0   8.3   4.4 999.0 99.0 99.00
2010 03 06 22 50 999 99.0 99.0  0.95 11.43  7.98 109 1012.3   7.1   4.5 999.0 99.0 99.00
2010 03 06 23 50 999 99.0 99.0  0.88 12.12  8.31  93 1012.3   6.7   4.1 999.0 99.0 99.00
2010 03 07 00 50 999 99.0 99.0  1.06 10.81  8.96 100 1012.5   7.2   4.0 999.0 99.0 99.00
2010 03 07 01 50 999 99.0 99.0  0.97 10.00  8.32 107 1012.6   6.3   3.8 999.0 99.0 99.00
2010 03 07 02 50 999 99.0 99.0  0.89 11.43  7.83  92 1012.8   5.5   3.7 999.0 99.0 99.00
2010 03 07 03 50 999 99.0 99.0  0.98 12.12  8.85 109 1012.9   4.8   3.6 999.0 99.0 99.00
2010 03 07 04 50 999 99.0 99.0  0.85 12.90  8.08 114 1013.0   4.2   3.6 999.0 99.0 99.00
2010 03 07 05 50 999 99.0 99.0  0.78 11.43  8.20  98 1013.2   3.5   3.5 999.0 99.0 99.00
2010 03 07 06 50 999 99.0 99.0  0.64 12.12  7.98 117 1012.7   3.2   3.4 999.0 99.0 99.00
2010 03 07 07 50 999 99.0 99.0  0.58 11.43  7.95  88 1012.3   2.7   3.4 999.0 99.0 99.00
2010 03 07 08 50 999 99.0 99.0  0.54 11.43  7.82 113 1012.3   2.6   3.4 999.0 99.0 99.00
2010 03 07 09 50 999 99.0 99.0  0.59 12.12  8.29 119 1012.5   2.2   3.3 999.0 99.0 99.00
2010 03 07 10 50 999 99.0 99.0  0.57 11.43  8.34 112 1012.7   1.8   3.2 999.0 99.0 99.00
2010 03 07 11 50 999 99.0 99.0  0.55 10.81  7.69  98 1012.8   2.5   3.2 999.0 99.0 99.00
2010 03 07 12 50 999 99.0 99.0  0.54 10.81  7.57  87 1013.2   3.1   3.2 999.0 99.0 99.00
2010 03 07 13 50 999 99.0 99.0  0.56 10.00  7.76  93 1012.9   3.3   3.4 999.0 99.0 99.00
2010 03 07 14 50 999 99.0 99.0  0.57 10.81  8.20  69 1012.4   3.5   3.6 999.0 99.0 99.00
2010 03 07 15 50 999 99.0 99.0  0.57 10.81  8.69  88 1011.8   3.8   3.8 999.0 99.0 99.00
2010 03 07 16 50 999 99.0 99.0  0.55 10.00  7.87  95 1010.9   4.3   4.0 999.0 99.0 99.00
2010 03 07 17 50 999 99.0 99.0  0.46 11.43  7.82  99 1009.8   4.9   4.3 999.0 99.0 99.00
2010 03 07 18 50 999 99.0 99.0  0.48 11.43  8.19 103 1009.0   5.2   4.4 999.0 99.0 99.00
2010 03 07 19 50 999 99.0 99.0  0.43 11.43  7.16 113 1008.1   5.6   4.4 999.0 99.0 99.00
2010 03 07 20 50 999 99.0 99.0  0.45 11.43  6.33 104 1007.5   5.8   4.3 999.0 99.0 99.00
2010 03 07 21 50 999 99.0 99.0  0.42 10.81  4.74 109 1007.2   5.8   4.2 999.0 99.0 99.00
2010 03 07 22 50 999 99.0 99.0  0.46 10.00  5.35 111 1007.1   4.8   4.4 999.0 99.0 99.00
2010 03 07 23 50 999 99.0 99.0  0.43 11.43  4.28  89 1007.1   6.8   4.3 999.0 99.0 99.00
2010 03 08 00 50 999 99.0 99.0  0.46 11.43  5.47 102 1007.1   5.6   4.2 999.0 99.0 99.00
2010 03 08 01 50 999 99.0 99.0  0.47  9.09  6.31  80 1007.4   5.6   4.1 999.0 99.0 99.00
2010 03 08 02 50 999 99.0 99.0  0.51 10.00  7.01 115 1007.2   6.7   4.2 999.0 99.0 99.00
2010 03 08 03 50 999 99.0 99.0  0.49 11.43  7.09 100 1007.1   5.2   4.1 999.0 99.0 99.00
2010 03 08 04 50 999 99.0 99.0  0.48 10.00  7.06 106 1007.3   5.2   3.9 999.0 99.0 99.00
2010 03 08 05 50 999 99.0 99.0  0.49 10.81  6.85  89 1007.1   5.6   3.8 999.0 99.0 99.00
2010 03 08 06 50 999 99.0 99.0  0.49 10.81  6.92 104 1006.7   4.3   3.7 999.0 99.0 99.00
2010 03 08 07 50 999 99.0 99.0  0.47 10.81  6.48  90 1006.2   4.2   3.7 999.0 99.0 99.00
2010 03 08 08 50 999 99.0 99.0  0.41 10.81  6.53 107 1006.3   4.2   3.6 999.0 99.0 99.00
2010 03 08 09 50 999 99.0 99.0  0.42 12.12  5.92 104 1006.4   4.3   3.6 999.0 99.0 99.00
2010 03 08 10 50 999 99.0 99.0  0.42 10.81  5.48  88 1006.7   3.7   3.6 999.0 99.0 99.00
2010 03 08 11 50 999 99.0 99.0  0.43 10.81  5.45 109 1006.8   4.3   3.6 999.0 99.0 99.00
2010 03 08 12 50 999 99.0 99.0  0.46 11.43  5.69  94 1006.8   4.4   3.6 999.0 99.0 99.00
2010 03 08 13 50 999 99.0 99.0  0.48 10.81  5.14  99 1006.7   5.2   3.6 999.0 99.0 99.00
2010 03 08 14 50 999 99.0 99.0  0.49 10.00  5.40 114 1006.3   6.7   3.9 999.0 99.0 99.00
2010 03 08 15 50 999 99.0 99.0  0.53 11.43  4.96 100 1005.5   6.6   4.0 999.0 99.0 99.00
2010 03 08 16 50 999 99.0 99.0  0.57 10.81  4.56 100 1004.8   7.3   4.1 999.0 99.0 99.00
2010 03 08 17 50 999 99.0 99.0  0.54 12.12  4.31  25 1003.9   8.0   4.2 999.0 99.0 99.00
2010 03 08 18 50 999 99.0 99.0  0.53 12.12  4.00  93 1003.0   8.3   4.2 999.0 99.0 99.00
2010 03 08 19 50 999 99.0 99.0  0.48 11.43  4.29  83 1002.1   9.7   4.3 999.0 99.0 99.00
2010 03 08 20 50 999 99.0 99.0  0.52 10.81  3.57  76 1001.6   9.3   4.1 999.0 99.0 99.00
2010 03 08 21 50 999 99.0 99.0  0.52 12.12  3.43 106 1001.7   9.6   4.1 999.0 99.0 99.00
2010 03 08 22 50 999 99.0 99.0  0.64 11.43  3.41 243 1002.7   8.9   4.0 999.0 99.0 99.00
2010 03 08 23 50 999 99.0 99.0  0.43 11.43  3.58 353 1004.1   8.2   4.1 999.0 99.0 99.00
2010 03 09 00 50 999 99.0 99.0  0.43 10.81  3.64  82 1005.5   7.6   3.9 999.0 99.0 99.00
2010 03 09 01 50 999 99.0 99.0  0.39 10.81  4.57 107 1006.1   6.0   3.9 999.0 99.0 99.00
2010 03 09 02 50 999 99.0 99.0  0.40 11.43  6.64 104 1006.3   6.4   3.9 999.0 99.0 99.00
2010 03 09 03 50 999 99.0 99.0  0.42 10.81  6.46  86 1006.5   5.5   3.9 999.0 99.0 99.00
2010 03 09 04 50 999 99.0 99.0  0.36 10.81  6.34  87 1006.9   5.0   3.8 999.0 99.0 99.00
2010 03 09 05 50 999 99.0 99.0  0.39 10.81  7.13 103 1007.1   5.2   3.8 999.0 99.0 99.00
2010 03 09 06 50 999 99.0 99.0  0.41 10.00  6.94 111 1007.1   4.5   3.7 999.0 99.0 99.00
2010 03 09 07 50 999 99.0 99.0  0.38 10.81  7.10 110 1007.3   3.7   3.7 999.0 99.0 99.00
2010 03 09 08 50 999 99.0 99.0  0.35 10.81  6.49 106 1007.6   3.1   3.7 999.0 99.0 99.00
2010 03 09 09 50 999 99.0 99.0  0.34 11.43  5.90  83 1008.4   3.1   3.7 999.0 99.0 99.00
2010 03 09 10 50 999 99.0 99.0  0.31 10.81  5.14  89 1009.1   2.9   3.6 999.0 99.0 99.00
2010 03 09 11 50 999 99.0 99.0  0.34 12.12  4.45 123 1009.7   3.5   3.6 999.0 99.0 99.00
2010 03 09 12 50 999 99.0 99.0  0.30 10.81  5.72 110 1010.4   3.1   3.6 999.0 99.0 99.00
2010 03 09 13 50 999 99.0 99.0  0.33 12.12  6.12  90 1010.9   3.4   3.7 999.0 99.0 99.00
2010 03 09 14 50 999 99.0 99.0  0.32 11.43  4.69  52 1011.0   3.8   3.8 999.0 99.0 99.00
2010 03 09 15 50 999 99.0 99.0  0.37 10.81  3.61 312 1011.1   4.1   3.8 999.0 99.0 99.00
2010 03 09 16 50 999 99.0 99.0  0.40 11.43  3.20 113 1011.4   4.8   3.8 999.0 99.0 99.00
2010 03 09 17 50 999 99.0 99.0  0.52 10.00  3.40  97 1011.2   5.0   3.9 999.0 99.0 99.00
2010 03 09 18 50 999 99.0 99.0  0.50  2.94  3.14 334 1011.3   5.5   3.9 999.0 99.0 99.00
2010 03 09 19 50 999 99.0 99.0  0.40  2.60  3.17 348 1011.3   5.8   3.9 999.0 99.0 99.00
2010 03 09 20 50 999 99.0 99.0  0.40 12.90  3.61  60 1011.6   6.1   3.9 999.0 99.0 99.00
2010 03 09 21 50 999 99.0 99.0  0.36 11.43  3.88 135 1012.3   5.9   3.9 999.0 99.0 99.00
2010 03 09 22 50 999 99.0 99.0  0.33 12.90  4.20 141 1013.2   5.2   3.9 999.0 99.0 99.00
2010 03 09 23 50 999 99.0 99.0  0.34 11.43  4.13 110 1014.1   4.5   4.4 999.0 99.0 99.00
2010 03 10 00 50 999 99.0 99.0  0.34 12.12  5.29 107 1014.5   4.5   4.2 999.0 99.0 99.00
2010 03 10 01 50 999 99.0 99.0  0.35 10.81  5.58 348 1015.0   3.9   4.1 999.0 99.0 99.00
2010 03 10 02 50 999 99.0 99.0  0.30 12.12  6.35 152 1015.2   3.4   3.9 999.0 99.0 99.00
2010 03 10 03 50 999 99.0 99.0  0.31 11.43  6.54 154 1015.5   3.0   3.8 999.0 99.0 99.00
2010 03 10 04 50 999 99.0 99.0  0.34 10.81  6.66 107 1016.1   2.5   3.8 999.0 99.0 99.00
2010 03 10 05 50 999 99.0 99.0  0.31 12.12  6.49  69 1016.5   2.4   3.9 999.0 99.0 99.00
2010 03 10 06 50 999 99.0 99.0  0.31 12.90  7.36  70 1016.8   1.7   3.8 999.0 99.0 99.00
2010 03 10 07 50 999 99.0 99.0  0.31 10.81  7.26  53 1016.8   1.8   3.9 999.0 99.0 99.00
2010 03 10 08 50 999 99.0 99.0  0.31 12.90  7.37 111 1016.7   1.6   3.8 999.0 99.0 99.00
2010 03 10 09 50 999 99.0 99.0  0.25 12.12  6.04  87 1016.7   1.2   3.7 999.0 99.0 99.00
2010 03 10 10 50 999 99.0 99.0  0.30 11.43  6.39 123 1017.0   1.0   3.6 999.0 99.0 99.00
2010 03 10 11 50 999 99.0 99.0  0.27 13.79  6.27 136 1017.4   1.6   3.4 999.0 99.0 99.00
2010 03 10 12 50 999 99.0 99.0  0.31 12.90  6.57 112 1017.7   1.9   3.6 999.0 99.0 99.00
2010 03 10 13 50 999 99.0 99.0  0.35 12.12  7.17 102 1018.0   1.8   3.7 999.0 99.0 99.00
2010 03 10 14 50 999 99.0 99.0  0.30 12.12  6.86 109 1018.2   1.7   4.0 999.0 99.0 99.00
2010 03 10 15 50 999 99.0 99.0  0.34 12.90  7.62  75 1018.1   2.3   4.6 999.0 99.0 99.00
2010 03 10 16 50 999 99.0 99.0  0.36 11.43  7.44 132 1017.7   2.1   4.6 999.0 99.0 99.00
2010 03 10 17 50 999 99.0 99.0  0.34 12.90  7.57 137 1016.9   2.6   4.3 999.0 99.0 99.00
2010 03 10 18 50 999 99.0 99.0  0.32 13.79  4.05 117 1016.4   3.2   4.3 999.0 99.0 99.00
2010 03 10 19 50 999 99.0 99.0  0.42 13.79  3.22  61 1016.1   3.7   4.3 999.0 99.0 99.00
2010 03 10 20 50 999 99.0 99.0  0.44 11.43  3.25 157 1016.0   4.1   4.1 999.0 99.0 99.00
2010 03 10 21 50 999 99.0 99.0  0.47  2.94  3.22 195 1016.3   4.2   4.3 999.0 99.0 99.00
2010 03 10 22 50 999 99.0 99.0  0.50  3.03  3.33 180 1017.0   3.5   4.3 999.0 99.0 99.00
2010 03 10 23 50 999 99.0 99.0  0.51  3.45  3.40 183 1017.5   3.5   4.2 999.0 99.0 99.00
2010 03 11 00 50 999 99.0 99.0  0.53 12.90  3.72 105 1017.8   3.5   4.2 999.0 99.0 99.00
2010 03 11 01 50 999 99.0 99.0  0.53 12.90  4.02  98 1018.3   3.5   4.1 999.0 99.0 99.00
2010 03 11 02 50 999 99.0 99.0  0.48 12.90  4.39  75 1018.7   3.4   4.0 999.0 99.0 99.00
2010 03 11 03 50 999 99.0 99.0  0.49 12.12  4.60 109 1019.0   3.3   3.9 999.0 99.0 99.00
2010 03 11 04 50 999 99.0 99.0  0.43 12.12  4.44  96 1019.4   2.6   3.9 999.0 99.0 99.00
2010 03 11 05 50 999 99.0 99.0  0.46 13.79  4.81 347 1020.1   2.4   3.7 999.0 99.0 99.00
2010 03 11 06 50 999 99.0 99.0  0.44 12.90  4.67  93 1020.3   2.7   3.6 999.0 99.0 99.00
2010 03 11 07 50 999 99.0 99.0  0.39 12.90  4.52 106 1020.5   2.8   3.6 999.0 99.0 99.00
2010 03 11 08 50 999 99.0 99.0  0.36 13.79  4.71 117 1020.7   2.7   3.6 999.0 99.0 99.00
2010 03 11 09 50 999 99.0 99.0  0.34 13.79  5.13  96 1021.2   2.6   3.7 999.0 99.0 99.00
2010 03 11 10 50 999 99.0 99.0  0.33 12.90  4.64 162 1021.3   2.3   3.8 999.0 99.0 99.00
2010 03 11 11 50 999 99.0 99.0  0.38 12.90  4.10 119 1021.8   2.6   3.8 999.0 99.0 99.00
2010 03 11 12 50 999 99.0 99.0  0.41 11.43  3.38  81 1022.1   2.7   3.9 999.0 99.0 99.00
2010 03 11 13 50 999 99.0 99.0  0.49 12.90  3.65  76 1022.5   2.7   4.0 999.0 99.0 99.00
2010 03 11 14 50 999 99.0 99.0  0.48 11.43  3.51 193 1022.8   3.4   4.1 999.0 99.0 99.00
2010 03 11 15 50 999 99.0 99.0  0.51 12.12  3.74 101 1023.2   3.6   4.2 999.0 99.0 99.00
2010 03 11 16 50 999 99.0 99.0  0.51 12.12  3.97 119 1023.0   4.0   4.3 999.0 99.0 99.00
2010 03 11 17 50 999 99.0 99.0  0.52 12.12  4.26 146 1022.7   3.8   4.4 999.0 99.0 99.00
2010 03 11 18 50 999 99.0 99.0  0.50 12.90  4.37 112 1022.4   4.2   4.4 999.0 99.0 99.00
2010 03 11 19 50 999 99.0 99.0  0.47 13.79  4.43  97 1022.7   3.8   4.5 999.0 99.0 99.00
2010 03 11 20 50 999 99.0 99.0  0.43 13.79  4.43 135 1022.4   3.8   4.4 999.0 99.0 99.00
2010 03 11 21 50 999 99.0 99.0  0.41 12.90  4.62  96 1022.3   3.8   4.4 999.0 99.0 99.00
2010 03 11 22 50 999 99.0 99.0  0.38 12.90  4.38 123 1022.3   3.7   4.3 999.0 99.0 99.00
2010 03 11 23 50 999 99.0 99.0  0.37 12.12  4.35  89 1022.1   3.7   4.3 999.0 99.0 99.00
2010 03 12 00 50 999 99.0 99.0  0.36 12.90  4.38 300 1022.7   3.8   4.3 999.0 99.0 99.00
2010 03 12 01 50 999 99.0 99.0  0.35 12.90  4.77  85 1022.9   3.7   4.2 999.0 99.0 99.00
2010 03 12 02 50 999 99.0 99.0  0.35 12.12  4.94 110 1022.7   3.6   4.2 999.0 99.0 99.00
2010 03 12 03 50 999 99.0 99.0  0.38 12.12  5.35 110 1022.7   3.4   4.1 999.0 99.0 99.00
2010 03 12 04 50 999 99.0 99.0  0.42 12.12  5.54 114 1023.0   3.3   4.0 999.0 99.0 99.00
2010 03 12 05 50 999 99.0 99.0  0.39 12.12  5.13 101 1023.4   3.3   4.0 999.0 99.0 99.00
2010 03 12 06 50 999 99.0 99.0  0.36 11.43  5.52  85 1023.9   3.4   4.1 999.0 99.0 99.00
2010 03 12 07 50 999 99.0 99.0  0.37 12.90  5.83  81 1024.1   3.4   4.2 999.0 99.0 99.00
2010 03 12 08 50 999 99.0 99.0  0.39 13.79  6.34 122 1024.4   3.4   4.1 999.0 99.0 99.00
2010 03 12 09 50 999 99.0 99.0  0.35 12.12  6.15 113 1024.8   2.9   4.1 999.0 99.0 99.00
2010 03 12 10 50 999 99.0 99.0  0.33 12.90  5.56 111 1025.0   2.2   4.1 999.0 99.0 99.00
2010 03 12 11 50 999 99.0 99.0  0.34 13.79  3.75  99 1025.1   1.8   4.0 999.0 99.0 99.00
2010 03 12 12 50 999 99.0 99.0  0.42 12.90  3.24 132 1026.1   0.8   4.0 999.0 99.0 99.00
2010 03 12 13 50 999 99.0 99.0  0.48 12.12  3.48 106 1026.2   1.0   4.0 999.0 99.0 99.00
2010 03 12 14 50 999 99.0 99.0  0.45 12.12  3.67 107 1026.6   1.5   4.0 999.0 99.0 99.00
2010 03 12 15 50 999 99.0 99.0  0.44 13.79  4.32 108 1026.8   1.9   4.1 999.0 99.0 99.00
2010 03 12 16 50 999 99.0 99.0  0.45 12.12  4.39 115 1027.2   2.3   4.1 999.0 99.0 99.00
2010 03 12 17 50 999 99.0 99.0  0.49 11.43  5.29 100 1026.8   2.7   4.2 999.0 99.0 99.00
2010 03 12 18 50 999 99.0 99.0  0.51 12.90  5.02  69 1026.9   4.3   4.2 999.0 99.0 99.00
2010 03 12 19 50 999 99.0 99.0  0.53 12.90  5.15 115 1026.8   3.5   4.3 999.0 99.0 99.00
2010 03 12 20 50 999 99.0 99.0  0.51 14.81  4.37 125 1026.8   4.5   4.3 999.0 99.0 99.00
2010 03 12 21 50 999 99.0 99.0  0.51 13.79  5.03 120 1026.9   5.6   4.3 999.0 99.0 99.00
2010 03 12 22 50 999 99.0 99.0  0.50 13.79  4.96 144 1026.8   3.4   4.2 999.0 99.0 99.00
2010 03 12 23 50 999 99.0 99.0  0.46 13.79  5.34 115 1026.6   3.2   4.1 999.0 99.0 99.00
2010 03 13 00 50 999 99.0 99.0  0.44 13.79  4.82 180 1026.7   3.1   4.1 999.0 99.0 99.00
2010 03 13 01 50 999 99.0 99.0  0.46 12.90  5.16 106 1026.5   3.1   4.0 999.0 99.0 99.00
2010 03 13 02 50 999 99.0 99.0  0.46 12.90  5.03  98 1026.6   3.0   4.0 999.0 99.0 99.00
2010 03 13 03 50 999 99.0 99.0  0.49 12.90  5.26 125 1026.2   2.8   4.0 999.0 99.0 99.00
2010 03 13 04 50 999 99.0 99.0  0.56 12.12  5.65 117 1026.2   2.9   4.0 999.0 99.0 99.00
2010 03 13 05 50 999 99.0 99.0  0.60 12.12  4.50 118 1026.3   2.9   4.0 999.0 99.0 99.00
2010 03 13 06 50 999 99.0 99.0  0.62 12.90  4.47 118 1025.8   2.8   4.0 999.0 99.0 99.00
2010 03 13 07 50 999 99.0 99.0  0.68 12.90  4.41  73 1026.0   2.0   4.0 999.0 99.0 99.00
2010 03 13 08 50 999 99.0 99.0  0.69 12.90  4.10  68 1025.8   1.9   3.9 999.0 99.0 99.00
2010 03 13 09 50 999 99.0 99.0  0.79 12.90  4.11 107 1025.7   1.8   3.9 999.0 99.0 99.00
2010 03 13 10 50 999 99.0 99.0  0.85  4.00  4.00 125 1025.8   1.9   4.0 999.0 99.0 99.00
2010 03 13 11 50 999 99.0 99.0  0.94  4.76  3.99 142 1026.5   2.4   4.0 999.0 99.0 99.00
2010 03 13 12 50 999 99.0 99.0  1.07  4.55  4.21 119 1026.3   3.9   4.0 999.0 99.0 99.00
2010 03 13 13 50 999 99.0 99.0  1.08  5.00  4.06 123 1026.6   4.2   4.0 999.0 99.0 99.00
2010 03 13 14 50 999 99.0 99.0  1.35  5.88  4.45 165 1026.4   4.0   4.0 999.0 99.0 99.00
2010 03 13 15 50 999 99.0 99.0  1.53  5.56  4.73 140 1026.1   4.2   3.9 999.0 99.0 99.00
2010 03 13 16 50 999 99.0 99.0  1.74  6.25  4.92 155 1025.7   4.0   3.9 999.0 99.0 99.00
2010 03 13 17 50 999 99.0 99.0  2.09  6.25  5.19 137 1025.0   3.9   3.9 999.0 99.0 99.00
2010 03 13 18 50 999 99.0 99.0  2.17  6.25  5.44 137 1024.4   3.7   3.9 999.0 99.0 99.00
2010 03 13 19 50 999 99.0 99.0  2.49  7.69  5.52 154 1023.5   3.3   3.9 999.0 99.0 99.00
2010 03 13 20 50 999 99.0 99.0  2.71  7.69  5.66 141 1023.1   3.1   3.9 999.0 99.0 99.00
2010 03 13 21 50 999 99.0 99.0  2.70  7.14  5.74 123 1022.8   3.1   3.8 999.0 99.0 99.00
2010 03 13 22 50 999 99.0 99.0  3.16  7.69  6.02 128 1022.4   3.0   3.8 999.0 99.0 99.00
2010 03 13 23 50 999 99.0 99.0  3.08  7.69  6.05 122 1022.1   3.0   3.8 999.0 99.0 99.00
2010 03 14 00 50 999 99.0 99.0  3.38  8.33  6.30 136 1022.3   2.9   3.8 999.0 99.0 99.00
2010 03 14 01 50 999 99.0 99.0  3.50  8.33  6.39 124 1021.2   2.7   3.8 999.0 99.0 99.00
2010 03 14 03 50 999 99.0 99.0  3.78  9.09  6.62 123 1019.2   2.5   3.7 999.0 99.0 99.00
2010 03 14 04 50 999 99.0 99.0  3.89  9.09  6.70 131 1018.6   2.2   3.7 999.0 99.0 99.00
2010 03 14 05 50 999 99.0 99.0  4.08  9.09  6.88 114 1018.5   1.9   3.7 999.0 99.0 99.00
2010 03 14 06 50 999 99.0 99.0  4.19  9.09  6.89 117 1016.9   1.9   3.7 999.0 99.0 99.00
2010 03 14 07 50 999 99.0 99.0  4.44 10.00  7.13 114 1016.2   1.9   3.7 999.0 99.0 99.00
2010 03 14 08 50 999 99.0 99.0  4.65  9.09  7.08 103 1015.4   2.0   3.7 999.0 99.0 99.00
2010 03 14 09 50 999 99.0 99.0  4.59 10.00  7.09 125 1015.0   2.1   3.7 999.0 99.0 99.00
2010 03 14 10 50 999 99.0 99.0  5.16 10.00  7.40 113 1014.4   2.2   3.7 999.0 99.0 99.00
2010 03 14 11 50 999 99.0 99.0  5.15 10.00  7.60 132 1014.4   2.3   3.7 999.0 99.0 99.00
2010 03 14 12 50 999 99.0 99.0  4.58 10.81  7.34 114 1014.3   2.4   3.7 999.0 99.0 99.00
